name,row,anio,entidad_universitaria,nivel_invest,hombres,mujeres,personas_nb,total
311 Investigadores-573 - 2020 - CUTLAJOMULCO,573,2020,CUTLAJOMULCO,SNCA,0,0,,0
311 Investigadores-574 - 2021 - CUTLAJOMULCO,574,2021,CUTLAJOMULCO,SNCA,0,0,,0
311 Investigadores-575 - 2022 - CUTLAJOMULCO,575,2022,CUTLAJOMULCO,SNCA,0,0,,0
311 Investigadores-576 - 2023 - CUTLAJOMULCO,576,2023,CUTLAJOMULCO,SNCA,0,0,,0
311 Investigadores-577 - 2018 - CUGUADALAJARA,577,2018,CUGUADALAJARA,Candidato,,,,
311 Investigadores-578 - 2019 - CUGUADALAJARA,578,2019,CUGUADALAJARA,Candidato,,,,
311 Investigadores-579 - 2020 - CUGUADALAJARA,579,2020,CUGUADALAJARA,Candidato,,,,
311 Investigadores-580 - 2021 - CUGUADALAJARA,580,2021,CUGUADALAJARA,Candidato,,,,
311 Investigadores-581 - 2022 - CUGUADALAJARA,581,2022,CUGUADALAJARA,Candidato,,,,
311 Investigadores-582 - 2023 - CUGUADALAJARA,582,2023,CUGUADALAJARA,Candidato,,,,
311 Investigadores-583 - 2018 - CUGUADALAJARA,583,2018,CUGUADALAJARA,Nivel I,,,,
311 Investigadores-584 - 2019 - CUGUADALAJARA,584,2019,CUGUADALAJARA,Nivel I,,,,
311 Investigadores-585 - 2020 - CUGUADALAJARA,585,2020,CUGUADALAJARA,Nivel I,,,,
311 Investigadores-586 - 2021 - CUGUADALAJARA,586,2021,CUGUADALAJARA,Nivel I,,,,
311 Investigadores-587 - 2022 - CUGUADALAJARA,587,2022,CUGUADALAJARA,Nivel I,,,,
311 Investigadores-588 - 2023 - CUGUADALAJARA,588,2023,CUGUADALAJARA,Nivel I,,,,
311 Investigadores-589 - 2018 - CUGUADALAJARA,589,2018,CUGUADALAJARA,Nivel II,,,,
311 Investigadores-590 - 2019 - CUGUADALAJARA,590,2019,CUGUADALAJARA,Nivel II,,,,
311 Investigadores-591 - 2020 - CUGUADALAJARA,591,2020,CUGUADALAJARA,Nivel II,,,,
311 Investigadores-592 - 2021 - CUGUADALAJARA,592,2021,CUGUADALAJARA,Nivel II,,,,
311 Investigadores-593 - 2022 - CUGUADALAJARA,593,2022,CUGUADALAJARA,Nivel II,,,,
311 Investigadores-594 - 2023 - CUGUADALAJARA,594,2023,CUGUADALAJARA,Nivel II,,,,
311 Investigadores-595 - 2018 - CUGUADALAJARA,595,2018,CUGUADALAJARA,Nivel III,,,,
311 Investigadores-596 - 2019 - CUGUADALAJARA,596,2019,CUGUADALAJARA,Nivel III,,,,
311 Investigadores-597 - 2020 - CUGUADALAJARA,597,2020,CUGUADALAJARA,Nivel III,,,,
311 Investigadores-598 - 2021 - CUGUADALAJARA,598,2021,CUGUADALAJARA,Nivel III,,,,
311 Investigadores-599 - 2022 - CUGUADALAJARA,599,2022,CUGUADALAJARA,Nivel III,,,,
311 Investigadores-600 - 2023 - CUGUADALAJARA,600,2023,CUGUADALAJARA,Nivel III,,,,
311 Investigadores-601 - 2018 - CUGUADALAJARA,601,2018,CUGUADALAJARA,Emérito,,,,
311 Investigadores-602 - 2019 - CUGUADALAJARA,602,2019,CUGUADALAJARA,Emérito,,,,
311 Investigadores-603 - 2020 - CUGUADALAJARA,603,2020,CUGUADALAJARA,Emérito,,,,
311 Investigadores-604 - 2021 - CUGUADALAJARA,604,2021,CUGUADALAJARA,Emérito,,,,
311 Investigadores-605 - 2022 - CUGUADALAJARA,605,2022,CUGUADALAJARA,Emérito,,,,
311 Investigadores-606 - 2023 - CUGUADALAJARA,606,2023,CUGUADALAJARA,Emérito,,,,
311 Investigadores-607 - 2018 - CUGUADALAJARA,607,2018,CUGUADALAJARA,SNCA,,,,
311 Investigadores-608 - 2019 - CUGUADALAJARA,608,2019,CUGUADALAJARA,SNCA,,,,
311 Investigadores-609 - 2020 - CUGUADALAJARA,609,2020,CUGUADALAJARA,SNCA,,,,
311 Investigadores-610 - 2021 - CUGUADALAJARA,610,2021,CUGUADALAJARA,SNCA,,,,
311 Investigadores-611 - 2022 - CUGUADALAJARA,611,2022,CUGUADALAJARA,SNCA,,,,
311 Investigadores-612 - 2023 - CUGUADALAJARA,612,2023,CUGUADALAJARA,SNCA,,,,
311 Investigadores-613 - 2018 - CUCHAPALA,613,2018,CUCHAPALA,Candidato,,,,
311 Investigadores-614 - 2019 - CUCHAPALA,614,2019,CUCHAPALA,Candidato,,,,
311 Investigadores-615 - 2020 - CUCHAPALA,615,2020,CUCHAPALA,Candidato,,,,
311 Investigadores-616 - 2021 - CUCHAPALA,616,2021,CUCHAPALA,Candidato,,,,
311 Investigadores-617 - 2022 - CUCHAPALA,617,2022,CUCHAPALA,Candidato,,,,
311 Investigadores-618 - 2023 - CUCHAPALA,618,2023,CUCHAPALA,Candidato,,,,
311 Investigadores-619 - 2018 - CUCHAPALA,619,2018,CUCHAPALA,Nivel I,,,,
311 Investigadores-620 - 2019 - CUCHAPALA,620,2019,CUCHAPALA,Nivel I,,,,
311 Investigadores-621 - 2020 - CUCHAPALA,621,2020,CUCHAPALA,Nivel I,,,,
311 Investigadores-622 - 2021 - CUCHAPALA,622,2021,CUCHAPALA,Nivel I,,,,
311 Investigadores-623 - 2022 - CUCHAPALA,623,2022,CUCHAPALA,Nivel I,,,,
311 Investigadores-624 - 2023 - CUCHAPALA,624,2023,CUCHAPALA,Nivel I,,,,
311 Investigadores-625 - 2018 - CUCHAPALA,625,2018,CUCHAPALA,Nivel II,,,,
311 Investigadores-626 - 2019 - CUCHAPALA,626,2019,CUCHAPALA,Nivel II,,,,
311 Investigadores-627 - 2020 - CUCHAPALA,627,2020,CUCHAPALA,Nivel II,,,,
311 Investigadores-628 - 2021 - CUCHAPALA,628,2021,CUCHAPALA,Nivel II,,,,
311 Investigadores-629 - 2022 - CUCHAPALA,629,2022,CUCHAPALA,Nivel II,,,,
311 Investigadores-630 - 2023 - CUCHAPALA,630,2023,CUCHAPALA,Nivel II,,,,
311 Investigadores-631 - 2018 - CUCHAPALA,631,2018,CUCHAPALA,Nivel III,,,,
311 Investigadores-632 - 2019 - CUCHAPALA,632,2019,CUCHAPALA,Nivel III,,,,
311 Investigadores-633 - 2020 - CUCHAPALA,633,2020,CUCHAPALA,Nivel III,,,,
311 Investigadores-634 - 2021 - CUCHAPALA,634,2021,CUCHAPALA,Nivel III,,,,
311 Investigadores-635 - 2022 - CUCHAPALA,635,2022,CUCHAPALA,Nivel III,,,,
311 Investigadores-636 - 2023 - CUCHAPALA,636,2023,CUCHAPALA,Nivel III,,,,
311 Investigadores-637 - 2018 - CUCHAPALA,637,2018,CUCHAPALA,Emérito,,,,
311 Investigadores-638 - 2019 - CUCHAPALA,638,2019,CUCHAPALA,Emérito,,,,
311 Investigadores-639 - 2020 - CUCHAPALA,639,2020,CUCHAPALA,Emérito,,,,
311 Investigadores-640 - 2021 - CUCHAPALA,640,2021,CUCHAPALA,Emérito,,,,
311 Investigadores-641 - 2022 - CUCHAPALA,641,2022,CUCHAPALA,Emérito,,,,
311 Investigadores-642 - 2023 - CUCHAPALA,642,2023,CUCHAPALA,Emérito,,,,
311 Investigadores-643 - 2018 - CUCHAPALA,643,2018,CUCHAPALA,SNCA,,,,
311 Investigadores-644 - 2019 - CUCHAPALA,644,2019,CUCHAPALA,SNCA,,,,
311 Investigadores-645 - 2020 - CUCHAPALA,645,2020,CUCHAPALA,SNCA,,,,
311 Investigadores-646 - 2021 - CUCHAPALA,646,2021,CUCHAPALA,SNCA,,,,
311 Investigadores-647 - 2022 - CUCHAPALA,647,2022,CUCHAPALA,SNCA,,,,
311 Investigadores-648 - 2023 - CUCHAPALA,648,2023,CUCHAPALA,SNCA,,,,
311 Investigadores-649 - 2018 - CUTLAQUEPAQUE,649,2018,CUTLAQUEPAQUE,Candidato,,,,
311 Investigadores-650 - 2019 - CUTLAQUEPAQUE,650,2019,CUTLAQUEPAQUE,Candidato,,,,
311 Investigadores-651 - 2020 - CUTLAQUEPAQUE,651,2020,CUTLAQUEPAQUE,Candidato,,,,
311 Investigadores-652 - 2021 - CUTLAQUEPAQUE,652,2021,CUTLAQUEPAQUE,Candidato,,,,
311 Investigadores-653 - 2022 - CUTLAQUEPAQUE,653,2022,CUTLAQUEPAQUE,Candidato,,,,
311 Investigadores-654 - 2023 - CUTLAQUEPAQUE,654,2023,CUTLAQUEPAQUE,Candidato,,,,
311 Investigadores-655 - 2018 - CUTLAQUEPAQUE,655,2018,CUTLAQUEPAQUE,Nivel I,,,,
311 Investigadores-656 - 2019 - CUTLAQUEPAQUE,656,2019,CUTLAQUEPAQUE,Nivel I,,,,
311 Investigadores-657 - 2020 - CUTLAQUEPAQUE,657,2020,CUTLAQUEPAQUE,Nivel I,,,,
311 Investigadores-658 - 2021 - CUTLAQUEPAQUE,658,2021,CUTLAQUEPAQUE,Nivel I,,,,
311 Investigadores-659 - 2022 - CUTLAQUEPAQUE,659,2022,CUTLAQUEPAQUE,Nivel I,,,,
311 Investigadores-660 - 2023 - CUTLAQUEPAQUE,660,2023,CUTLAQUEPAQUE,Nivel I,,,,
311 Investigadores-661 - 2018 - CUTLAQUEPAQUE,661,2018,CUTLAQUEPAQUE,Nivel II,,,,
311 Investigadores-662 - 2019 - CUTLAQUEPAQUE,662,2019,CUTLAQUEPAQUE,Nivel II,,,,
311 Investigadores-663 - 2020 - CUTLAQUEPAQUE,663,2020,CUTLAQUEPAQUE,Nivel II,,,,
311 Investigadores-664 - 2021 - CUTLAQUEPAQUE,664,2021,CUTLAQUEPAQUE,Nivel II,,,,
311 Investigadores-665 - 2022 - CUTLAQUEPAQUE,665,2022,CUTLAQUEPAQUE,Nivel II,,,,
311 Investigadores-666 - 2023 - CUTLAQUEPAQUE,666,2023,CUTLAQUEPAQUE,Nivel II,,,,
311 Investigadores-667 - 2018 - CUTLAQUEPAQUE,667,2018,CUTLAQUEPAQUE,Nivel III,,,,
311 Investigadores-668 - 2019 - CUTLAQUEPAQUE,668,2019,CUTLAQUEPAQUE,Nivel III,,,,
311 Investigadores-669 - 2020 - CUTLAQUEPAQUE,669,2020,CUTLAQUEPAQUE,Nivel III,,,,
311 Investigadores-670 - 2021 - CUTLAQUEPAQUE,670,2021,CUTLAQUEPAQUE,Nivel III,,,,
311 Investigadores-671 - 2022 - CUTLAQUEPAQUE,671,2022,CUTLAQUEPAQUE,Nivel III,,,,
311 Investigadores-672 - 2023 - CUTLAQUEPAQUE,672,2023,CUTLAQUEPAQUE,Nivel III,,,,
311 Investigadores-673 - 2018 - CUTLAQUEPAQUE,673,2018,CUTLAQUEPAQUE,Emérito,,,,
311 Investigadores-674 - 2019 - CUTLAQUEPAQUE,674,2019,CUTLAQUEPAQUE,Emérito,,,,
311 Investigadores-675 - 2020 - CUTLAQUEPAQUE,675,2020,CUTLAQUEPAQUE,Emérito,,,,
311 Investigadores-676 - 2021 - CUTLAQUEPAQUE,676,2021,CUTLAQUEPAQUE,Emérito,,,,
311 Investigadores-677 - 2022 - CUTLAQUEPAQUE,677,2022,CUTLAQUEPAQUE,Emérito,,,,
311 Investigadores-678 - 2023 - CUTLAQUEPAQUE,678,2023,CUTLAQUEPAQUE,Emérito,,,,
311 Investigadores-679 - 2018 - CUTLAQUEPAQUE,679,2018,CUTLAQUEPAQUE,SNCA,,,,
311 Investigadores-680 - 2019 - CUTLAQUEPAQUE,680,2019,CUTLAQUEPAQUE,SNCA,,,,
311 Investigadores-681 - 2020 - CUTLAQUEPAQUE,681,2020,CUTLAQUEPAQUE,SNCA,,,,
311 Investigadores-682 - 2021 - CUTLAQUEPAQUE,682,2021,CUTLAQUEPAQUE,SNCA,,,,
311 Investigadores-683 - 2022 - CUTLAQUEPAQUE,683,2022,CUTLAQUEPAQUE,SNCA,,,,
311 Investigadores-684 - 2023 - CUTLAQUEPAQUE,684,2023,CUTLAQUEPAQUE,SNCA,,,,
311 Investigadores-685 - 2018 - SUV,685,2018,SUV,Candidato,4,5,,9
311 Investigadores-686 - 2019 - SUV,686,2019,SUV,Candidato,3,6,,9
311 Investigadores-687 - 2020 - SUV,687,2020,SUV,Candidato,3,6,,9
311 Investigadores-688 - 2021 - SUV,688,2021,SUV,Candidato,3,7,,10
311 Investigadores-689 - 2022 - SUV,689,2022,SUV,Candidato,2,7,,9
311 Investigadores-690 - 2023 - SUV,690,2023,SUV,Candidato,4,10,,14
311 Investigadores-691 - 2018 - SUV,691,2018,SUV,Nivel I,5,5,,10
311 Investigadores-692 - 2019 - SUV,692,2019,SUV,Nivel I,5,4,,9
311 Investigadores-693 - 2020 - SUV,693,2020,SUV,Nivel I,5,5,,10
311 Investigadores-694 - 2021 - SUV,694,2021,SUV,Nivel I,5,5,,10
311 Investigadores-695 - 2022 - SUV,695,2022,SUV,Nivel I,6,7,,13
311 Investigadores-696 - 2023 - SUV,696,2023,SUV,Nivel I,8,10,,18
311 Investigadores-697 - 2018 - SUV,697,2018,SUV,Nivel II,0,0,,0
311 Investigadores-698 - 2019 - SUV,698,2019,SUV,Nivel II,0,0,,0
311 Investigadores-699 - 2020 - SUV,699,2020,SUV,Nivel II,0,0,,0
311 Investigadores-700 - 2021 - SUV,700,2021,SUV,Nivel II,0,0,,0
311 Investigadores-701 - 2022 - SUV,701,2022,SUV,Nivel II,0,0,,0
311 Investigadores-702 - 2023 - SUV,702,2023,SUV,Nivel II,0,0,,0
311 Investigadores-703 - 2018 - SUV,703,2018,SUV,Nivel III,0,0,,0
311 Investigadores-704 - 2019 - SUV,704,2019,SUV,Nivel III,0,0,,0
311 Investigadores-705 - 2020 - SUV,705,2020,SUV,Nivel III,0,0,,0
311 Investigadores-706 - 2021 - SUV,706,2021,SUV,Nivel III,0,0,,0
311 Investigadores-707 - 2022 - SUV,707,2022,SUV,Nivel III,0,0,,0
311 Investigadores-708 - 2023 - SUV,708,2023,SUV,Nivel III,0,0,,0
311 Investigadores-709 - 2018 - SUV,709,2018,SUV,Emérito,0,0,,0
311 Investigadores-710 - 2019 - SUV,710,2019,SUV,Emérito,0,0,,0
311 Investigadores-711 - 2020 - SUV,711,2020,SUV,Emérito,0,0,,0
311 Investigadores-712 - 2021 - SUV,712,2021,SUV,Emérito,0,0,,0
311 Investigadores-713 - 2022 - SUV,713,2022,SUV,Emérito,0,0,,0
311 Investigadores-714 - 2023 - SUV,714,2023,SUV,Emérito,0,0,,0
311 Investigadores-715 - 2018 - SUV,715,2018,SUV,SNCA,0,0,,0
311 Investigadores-716 - 2019 - SUV,716,2019,SUV,SNCA,0,0,,0
311 Investigadores-717 - 2020 - SUV,717,2020,SUV,SNCA,0,0,,0
311 Investigadores-718 - 2021 - SUV,718,2021,SUV,SNCA,0,0,,0
311 Investigadores-719 - 2022 - SUV,719,2022,SUV,SNCA,0,0,,0
311 Investigadores-720 - 2023 - SUV,720,2023,SUV,SNCA,0,0,,0
311 Investigadores-721 - 2018 - SEMS,721,2018,SEMS,Candidato,0,0,,0
311 Investigadores-722 - 2019 - SEMS,722,2019,SEMS,Candidato,0,0,,0
311 Investigadores-723 - 2020 - SEMS,723,2020,SEMS,Candidato,3,0,,3
311 Investigadores-724 - 2021 - SEMS,724,2021,SEMS,Candidato,4,0,,4
311 Investigadores-725 - 2022 - SEMS,725,2022,SEMS,Candidato,4,3,,7
311 Investigadores-726 - 2023 - SEMS,726,2023,SEMS,Candidato,4,2,,6
311 Investigadores-727 - 2018 - SEMS,727,2018,SEMS,Nivel I,0,0,,0
311 Investigadores-728 - 2019 - SEMS,728,2019,SEMS,Nivel I,0,0,,0
311 Investigadores-729 - 2020 - SEMS,729,2020,SEMS,Nivel I,0,0,,0
311 Investigadores-730 - 2021 - SEMS,730,2021,SEMS,Nivel I,0,0,,0
311 Investigadores-731 - 2022 - SEMS,731,2022,SEMS,Nivel I,0,0,,0
311 Investigadores-732 - 2023 - SEMS,732,2023,SEMS,Nivel I,0,1,,1
311 Investigadores-733 - 2018 - SEMS,733,2018,SEMS,Nivel II,0,0,,0
311 Investigadores-734 - 2019 - SEMS,734,2019,SEMS,Nivel II,0,0,,0
311 Investigadores-735 - 2020 - SEMS,735,2020,SEMS,Nivel II,0,0,,0
311 Investigadores-736 - 2021 - SEMS,736,2021,SEMS,Nivel II,0,0,,0
311 Investigadores-737 - 2022 - SEMS,737,2022,SEMS,Nivel II,0,0,,0
311 Investigadores-738 - 2023 - SEMS,738,2023,SEMS,Nivel II,0,0,,0
311 Investigadores-739 - 2018 - SEMS,739,2018,SEMS,Nivel III,0,0,,0
311 Investigadores-740 - 2019 - SEMS,740,2019,SEMS,Nivel III,0,0,,0
311 Investigadores-741 - 2020 - SEMS,741,2020,SEMS,Nivel III,0,0,,0
311 Investigadores-742 - 2021 - SEMS,742,2021,SEMS,Nivel III,0,0,,0
311 Investigadores-743 - 2022 - SEMS,743,2022,SEMS,Nivel III,0,0,,0
311 Investigadores-744 - 2023 - SEMS,744,2023,SEMS,Nivel III,0,0,,0
311 Investigadores-745 - 2018 - SEMS,745,2018,SEMS,Emérito,0,0,,0
311 Investigadores-746 - 2019 - SEMS,746,2019,SEMS,Emérito,0,0,,0
311 Investigadores-747 - 2020 - SEMS,747,2020,SEMS,Emérito,0,0,,0
311 Investigadores-748 - 2021 - SEMS,748,2021,SEMS,Emérito,0,0,,0
311 Investigadores-749 - 2022 - SEMS,749,2022,SEMS,Emérito,0,0,,0
311 Investigadores-750 - 2023 - SEMS,750,2023,SEMS,Emérito,0,0,,0
311 Investigadores-751 - 2018 - SEMS,751,2018,SEMS,SNCA,0,0,,0
311 Investigadores-752 - 2019 - SEMS,752,2019,SEMS,SNCA,0,0,,0
311 Investigadores-753 - 2020 - SEMS,753,2020,SEMS,SNCA,0,0,,0
311 Investigadores-754 - 2021 - SEMS,754,2021,SEMS,SNCA,0,0,,0
311 Investigadores-755 - 2022 - SEMS,755,2022,SEMS,SNCA,0,0,,0
311 Investigadores-756 - 2023 - SEMS,756,2023,SEMS,SNCA,0,0,,0
311 Investigadores-757 - 2018 - AG,757,2018,AG,Candidato,0,0,,0
311 Investigadores-758 - 2019 - AG,758,2019,AG,Candidato,0,0,,0
311 Investigadores-759 - 2020 - AG,759,2020,AG,Candidato,3,0,,3
311 Investigadores-760 - 2021 - AG,760,2021,AG,Candidato,0,0,,0
311 Investigadores-761 - 2022 - AG,761,2022,AG,Candidato,0,1,,1
311 Investigadores-762 - 2023 - AG,762,2023,AG,Candidato,0,1,,1
311 Investigadores-763 - 2018 - AG,763,2018,AG,Nivel I,0,0,,0
311 Investigadores-764 - 2019 - AG,764,2019,AG,Nivel I,0,0,,0
311 Investigadores-765 - 2020 - AG,765,2020,AG,Nivel I,0,0,,0
311 Investigadores-766 - 2021 - AG,766,2021,AG,Nivel I,0,0,,0
311 Investigadores-767 - 2022 - AG,767,2022,AG,Nivel I,0,0,,0
311 Investigadores-768 - 2023 - AG,768,2023,AG,Nivel I,1,0,,1
311 Investigadores-769 - 2018 - AG,769,2018,AG,Nivel II,0,0,,0
311 Investigadores-770 - 2019 - AG,770,2019,AG,Nivel II,0,0,,0
311 Investigadores-771 - 2020 - AG,771,2020,AG,Nivel II,0,0,,0
311 Investigadores-772 - 2021 - AG,772,2021,AG,Nivel II,0,0,,0
311 Investigadores-773 - 2022 - AG,773,2022,AG,Nivel II,0,0,,0
311 Investigadores-774 - 2023 - AG,774,2023,AG,Nivel II,0,0,,0
311 Investigadores-775 - 2018 - AG,775,2018,AG,Nivel III,0,0,,0
311 Investigadores-776 - 2019 - AG,776,2019,AG,Nivel III,0,0,,0
311 Investigadores-777 - 2020 - AG,777,2020,AG,Nivel III,0,0,,0
311 Investigadores-778 - 2021 - AG,778,2021,AG,Nivel III,0,0,,0
311 Investigadores-779 - 2022 - AG,779,2022,AG,Nivel III,0,0,,0
311 Investigadores-780 - 2023 - AG,780,2023,AG,Nivel III,0,0,,0
311 Investigadores-781 - 2018 - AG,781,2018,AG,Emérito,0,0,,0
311 Investigadores-782 - 2019 - AG,782,2019,AG,Emérito,0,0,,0
311 Investigadores-783 - 2020 - AG,783,2020,AG,Emérito,0,0,,0
311 Investigadores-784 - 2021 - AG,784,2021,AG,Emérito,0,0,,0
311 Investigadores-785 - 2022 - AG,785,2022,AG,Emérito,0,0,,0
311 Investigadores-786 - 2023 - AG,786,2023,AG,Emérito,0,0,,0
311 Investigadores-787 - 2018 - AG,787,2018,AG,SNCA,0,0,,0
311 Investigadores-788 - 2019 - AG,788,2019,AG,SNCA,0,0,,0
311 Investigadores-789 - 2020 - AG,789,2020,AG,SNCA,0,0,,0
311 Investigadores-790 - 2021 - AG,790,2021,AG,SNCA,0,0,,0
311 Investigadores-791 - 2022 - AG,791,2022,AG,SNCA,0,0,,0
311 Investigadores-792 - 2023 - AG,792,2023,AG,SNCA,0,0,,0
