name,row,anio,calendario,nivel_educativo,entidad_universitaria,aspirantes_t,aspirantes_h,aspirantes_m,aspirantes_nb,admitidos_t,admitidos_h,admitidos_m,admitidos_nb,no_admitidos_t,no_admitidos_h,no_admitidos_m,no_admitidos_nb,por_admision
13 Admisión - 57 2023B Doctorado CUCBA,57,2023,B,Doctorado,CUCBA,25,12,13,,12,6,6,,13,6,7,,48
13 Admisión - 58 2023B Doctorado CUALTOS,58,2023,B,Doctorado,CUALTOS,21,8,13,,9,5,4,,12,3,9,,42.85714286
13 Admisión - 59 2023B Doctorado CUCIÉNEGA,59,2023,B,Doctorado,CUCIÉNEGA,4,4,0,,2,2,0,,2,2,0,,50
13 Admisión - 60 2023B Doctorado CUSUR,60,2023,B,Doctorado,CUSUR,46,23,23,,29,15,14,,17,8,9,,63.04347826
13 Admisión - 61 2023B Doctorado CUCOSTA,61,2023,B,Doctorado,CUCOSTA,40,23,17,,24,13,11,,16,10,6,,60
13 Admisión - 62 2023B Doctorado CUCOSTASUR,62,2023,B,Doctorado,CUCOSTASUR,8,6,2,,3,2,1,,5,4,1,,37.5
13 Admisión - 63 2023B Doctorado CUVALLES,63,2023,B,Doctorado,CUVALLES,5,4,1,,5,4,1,,0,0,0,,100
13 Admisión - 64 2023B Doctorado CUNORTE,64,2023,B,Doctorado,CUNORTE,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 65 2023B Doctorado CULAGOS,65,2023,B,Doctorado,CULAGOS,9,4,5,,4,2,2,,5,2,3,,44.44444444
13 Admisión - 66 2023B Doctorado CUTONALÁ,66,2023,B,Doctorado,CUTONALÁ,53,28,25,,40,21,19,,13,7,6,,75.47169811
13 Admisión - 67 2023B Doctorado SUV,67,2023,B,Doctorado,SUV,106,42,64,,24,10,14,,82,32,50,,22.64150943
