name,row,anio,calendario,nivel_educativo,entidad_universitaria,aspirantes_t,aspirantes_h,aspirantes_m,aspirantes_nb,admitidos_t,admitidos_h,admitidos_m,admitidos_nb,no_admitidos_t,no_admitidos_h,no_admitidos_m,no_admitidos_nb,por_admision
13 Admisión - 30 2025A Especialidad CUCBA,30,2025,A,Especialidad,CUCBA,17,10,7,,8,4,4,,9,6,3,,47.05882353
13 Admisión - 31 2025A Especialidad CUCS,31,2025,A,Especialidad,CUCS,98,31,67,,27,6,21,,71,25,46,,27.55102041
13 Admisión - 32 2025A Especialidad CUALTOS,32,2025,A,Especialidad,CUALTOS,6,0,6,,5,0,5,,1,0,1,,83.33333333
13 Admisión - 33 2025A Especialidad CUCOSTA,33,2025,A,Especialidad,CUCOSTA,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 34 2025A Especialidad CUTONALÁ,34,2025,A,Especialidad,CUTONALÁ,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 35 2025A Especialidad CUSUR,35,2025,A,Especialidad,CUSUR,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 36 2025A Especialidad CUCOSTASUR,36,2025,A,Especialidad,CUCOSTASUR,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 37 2025A Maestría CUCEA,37,2025,A,Maestría,CUCEA,344,191,153,,145,86,59,,199,105,94,,42.15116279
13 Admisión - 38 2025A Maestría CUCEI,38,2025,A,Maestría,CUCEI,220,164,56,,93,75,18,,127,89,38,,42.27272727
13 Admisión - 39 2025A Maestría CUCSH,39,2025,A,Maestría,CUCSH,90,46,44,,45,24,21,,45,22,23,,50
13 Admisión - 40 2025A Maestría CUCS,40,2025,A,Maestría,CUCS,258,80,178,,88,31,57,,170,49,121,,34.10852713
13 Admisión - 41 2025A Maestría CUAAD,41,2025,A,Maestría,CUAAD,112,47,65,,57,22,35,,55,25,30,,50.89285714
13 Admisión - 42 2025A Maestría CUCBA,42,2025,A,Maestría,CUCBA,54,23,31,,25,7,18,,29,16,13,,46.2962963
13 Admisión - 43 2025A Maestría CUALTOS,43,2025,A,Maestría,CUALTOS,5,3,2,,5,3,2,,0,0,0,,100
13 Admisión - 44 2025A Maestría CUCIÉNEGA,44,2025,A,Maestría,CUCIÉNEGA,31,13,18,,17,5,12,,14,8,6,,54.83870968
13 Admisión - 45 2025A Maestría CUSUR,45,2025,A,Maestría,CUSUR,92,33,59,,54,18,36,,38,15,23,,58.69565217
13 Admisión - 46 2025A Maestría CUCOSTA,46,2025,A,Maestría,CUCOSTA,4,3,1,,2,2,0,,2,1,1,,50
13 Admisión - 47 2025A Maestría CUCOSTASUR,47,2025,A,Maestría,CUCOSTASUR,39,17,22,,21,11,10,,18,6,12,,53.84615385
13 Admisión - 48 2025A Maestría CUVALLES,48,2025,A,Maestría,CUVALLES,35,19,16,,23,12,11,,12,7,5,,65.71428571
13 Admisión - 49 2025A Maestría CUNORTE,49,2025,A,Maestría,CUNORTE,150,81,69,,74,33,41,,76,48,28,,49.33333333
13 Admisión - 50 2025A Maestría CULAGOS,50,2025,A,Maestría,CULAGOS,21,12,9,,12,5,7,,9,7,2,,57.14285714
13 Admisión - 51 2025A Maestría CUTONALÁ,51,2025,A,Maestría,CUTONALÁ,34,21,13,,21,13,8,,13,8,5,,61.76470588
13 Admisión - 52 2025A Maestría CUGUADALAJARA,52,2025,A,Maestría,CUGUADALAJARA,182,106,76,,50,31,19,,132,75,57,,27.47252747
13 Admisión - 53 2025A Doctorado CUCEA,53,2025,A,Doctorado,CUCEA,32,15,17,,14,6,8,,18,9,9,,43.75
13 Admisión - 54 2025A Doctorado CUCEI,54,2025,A,Doctorado,CUCEI,63,42,21,,41,25,16,,22,17,5,,65.07936508
13 Admisión - 55 2025A Doctorado CUCSH,55,2025,A,Doctorado,CUCSH,29,12,17,,8,6,2,,21,6,15,,27.5862069
13 Admisión - 56 2025A Doctorado CUCS,56,2025,A,Doctorado,CUCS,108,46,62,,42,20,22,,66,26,40,,38.88888889
13 Admisión - 57 2025A Doctorado CUAAD,57,2025,A,Doctorado,CUAAD,10,7,3,,5,5,0,,5,2,3,,50
13 Admisión - 58 2025A Doctorado CUCBA,58,2025,A,Doctorado,CUCBA,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 59 2025A Doctorado CUALTOS,59,2025,A,Doctorado,CUALTOS,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 60 2025A Doctorado CUCIÉNEGA,60,2025,A,Doctorado,CUCIÉNEGA,13,8,5,,6,4,2,,7,4,3,,0
13 Admisión - 61 2025A Doctorado CUSUR,61,2025,A,Doctorado,CUSUR,12,5,7,,7,1,6,,5,4,1,,58.33333333
13 Admisión - 62 2025A Doctorado CUCOSTA,62,2025,A,Doctorado,CUCOSTA,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 63 2025A Doctorado CUCOSTASUR,63,2025,A,Doctorado,CUCOSTASUR,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 64 2025A Doctorado CUVALLES,64,2025,A,Doctorado,CUVALLES,18,8,10,,13,8,5,,5,0,5,,0
13 Admisión - 65 2025A Doctorado CUNORTE,65,2025,A,Doctorado,CUNORTE,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 66 2025A Doctorado CULAGOS,66,2025,A,Doctorado,CULAGOS,6,3,3,,3,1,2,,3,2,1,,0
13 Admisión - 67 2025A Doctorado CUTONALÁ,67,2025,A,Doctorado,CUTONALÁ,4,3,1,,3,3,0,,1,0,1,,75
13 Admisión - 68 2025A Doctorado CUGUADALAJARA,68,2025,A,Doctorado,CUGUADALAJARA,0,0,0,,0,0,0,,0,0,0,,0
