name,orden,ciclo,anio,entidad_universitaria,plantel_adscripcion,clave_plantel,nombre_plantel,nombre_plantel_corto,tipo_plantel,clasificacion_plantel,region,municipio,localidad,domicilio,num_ext,num_int,codigo_postal,enlace_plantel,nombre_portal,enlace_ubicacion,mapa,notas
2022 14MMS0680F Módulo Tolimán,70,2022 - 2023,2022,SEMS,14MMS0626L,14MMS0680F,Módulo Tolimán,Módulo Tolimán,Módulo,Regional,Región Sur,Tolimán,Tolimán,Prolongación Aldama ,S/N,N/A,49750,http://prepaciudadguzman.sems.udg.mx,prepaciudadguzman.sems.udg.mx,"https://www.google.com.mx/maps/place/Preparatoria+regional+CD+Guzm%C3%A1n+Modulo+Tolim%C3%A1n/@19.5951563,-103.9147513,16.79z/data=!4m14!1m7!3m6!1s0x842572aa5fc9fcdf:0x4fde933c5f46046f!2sPreparatoria+regional+CD+Guzm%C3%A1n+Modulo+Tolim%C3%A1n!8m2!3d19.5945975!4d-103.9100145!16s%2Fg%2F1td33c4q!3m5!1s0x842572aa5fc9fcdf:0x4fde933c5f46046f!8m2!3d19.5945975!4d-103.9100145!16s%2Fg%2F1td33c4q!5m1!1e4?entry=ttu",,
2022 14MMS0681E Módulo Zapotitlán de Vadillo,71,2022 - 2023,2022,SEMS,14MMS0626L,14MMS0681E,Módulo Zapotitlán de Vadillo,Módulo Zapotitlán de Vadillo,Módulo,Regional,Región Sur,Zapotitlán de Vadillo,Zapotitlán de Vadillo,Calle Pedro de Gante,123,N/A,49770,http://prepaciudadguzman.sems.udg.mx,prepaciudadguzman.sems.udg.mx,"https://www.google.com.mx/maps/place/Preparatoria+Zapotitlan/@19.5520506,-103.8057775,18.71z/data=!4m6!3m5!1s0x84256e896139a789:0xaa64a7791237fcdd!8m2!3d19.5528145!4d-103.8045958!16s%2Fg%2F11f530kcc4!5m1!1e4?entry=ttu",,
2022 14MMS0707W EPR de Cocula,72,2022 - 2023,2022,SEMS,,14MMS0707W,Escuela Preparatoria Regional de Cocula,EPR de Cocula,Escuela,Regional,Región Lagunas,Cocula,Cocula,Calle Ángulo ,90,N/A,48500,http://prepacocula.sems.udg.mx,prepacocula.sems.udg.mx,"https://www.google.com.mx/maps/place/Escuela+Preparatoria+de+Cocula/@20.3673841,-103.8308108,18z/data=!4m14!1m7!3m6!1s0x8425e60c4c08bfa5:0xefbd114a7745de8f!2sEscuela+Preparatoria+de+Cocula!8m2!3d20.3674051!4d-103.8298442!16s%2Fg%2F1tdpmd7f!3m5!1s0x8425e60c4c08bfa5:0xefbd114a7745de8f!8m2!3d20.3674051!4d-103.8298442!16s%2Fg%2F1tdpmd7f!5m1!1e4?entry=ttu",,
2022 14MMS0625M EPR de Colotlán,73,2022 - 2023,2022,SEMS,,14MMS0625M,Escuela Preparatoria Regional de Colotlán,EPR de Colotlán,Escuela,Regional,Región Norte,Colotlán,Colotlán,Calle Benemérita Universidad de Guadalajara,2,N/A,46200,http://prepacolotlan.sems.udg.mx,prepacolotlan.sems.udg.mx,"https://www.google.com.mx/maps/place/Escuela+Preparatoria+Regional+de+Colotl%C3%A1n+-+U.+de+G./@22.1158118,-103.2523895,19.28z/data=!4m6!3m5!1s0x8682a0da2d9b4975:0xce8211cbe4a3f336!8m2!3d22.1159675!4d-103.2519022!16s%2Fg%2F11b_25kkfr!5m1!1e4?entry=ttu",,
2022 14MMS0738P Módulo Bolaños,74,2022 - 2023,2022,SEMS,14MMS0625M,14MMS0738P,Módulo Bolaños,Módulo Bolaños,Módulo,Regional,Región Norte,Bolaños,Bolaños,Calle La playita,13,N/A,46130,http://prepacolotlan.sems.udg.mx,prepacolotlan.sems.udg.mx,"https://www.google.com.mx/maps/place/Escuela+Preparatoria+Reginal+de+Colotlan+Modulo+Bola%C3%B1os/@21.8306107,-103.7850021,18.87z/data=!4m6!3m5!1s0x8427ee3058ecc31d:0xd960ad3a598f1376!8m2!3d21.8304783!4d-103.7846845!16s%2Fg%2F11dx8mcrm9!5m1!1e4?entry=ttu",,
2022 14MMS0684B Módulo Huejúcar,75,2022 - 2023,2022,SEMS,14MMS0625M,14MMS0684B,Módulo Huejúcar,Módulo Huejúcar,Módulo,Regional,Región Norte,Huejúcar,Huejúcar,Calle Jazmín ,16,N/A,46260,http://prepacolotlan.sems.udg.mx,prepacolotlan.sems.udg.mx,"https://www.google.com.mx/maps/place/Escuela+Preparatoria+Regional+de+Colotl%C3%A1n+M%C3%B3dulo+Huejucar/@22.3624444,-103.2147308,19.5z/data=!4m6!3m5!1s0x8682bdd6495cad93:0x7259bac765619e16!8m2!3d22.3626391!4d-103.214319!16s%2Fg%2F1td0yxkv!5m1!1e4?entry=ttu",,
2022 14MMS0687Z Módulo San Martín de Bolaños,76,2022 - 2023,2022,SEMS,14MMS0625M,14MMS0687Z,Módulo San Martín de Bolaños,Módulo San Martín de Bolaños,Módulo,Regional,Región Norte,San Martín de Bolaños,San Martín de Bolaños,Calle 5 de Mayo,10,N/A,46350,http://prepacolotlan.sems.udg.mx,prepacolotlan.sems.udg.mx,"https://www.google.com.mx/maps/place/Modulo+San+Mart%C3%ADn+de+Bola%C3%B1os+Universidad+de+Guadalajara/@21.6837024,-103.8145832,19.11z/data=!4m6!3m5!1s0x8427e98969a328bf:0xbe23a3da85d0b415!8m2!3d21.6838119!4d-103.8140435!16s%2Fg%2F11j_zr9jd8!5m1!1e4?entry=ttu",,
2022 14MMS0688Y Módulo Villa Guerrero,77,2022 - 2023,2022,SEMS,14MMS0625M,14MMS0688Y,Módulo Villa Guerrero,Módulo Villa Guerrero,Módulo,Regional,Región Norte,Villa Guerrero,Villa Guerrero,Calle Pino Suárez,S/N,N/A,46100,http://prepacolotlan.sems.udg.mx,prepacolotlan.sems.udg.mx,"https://www.google.com.mx/maps/place/Preparatoria/@21.9809005,-103.5910535,19.47z/data=!4m6!3m5!1s0x8427fef59baaaaab:0xc78c9f59c8defe64!8m2!3d21.9812987!4d-103.5908774!16s%2Fg%2F11tp7vkh3v!5m1!1e4?entry=ttu",,
2022 14MMS0652J EPR de Degollado,78,2022 - 2023,2022,SEMS,,14MMS0652J,Escuela Preparatoria Regional de Degollado,EPR de Degollado,Escuela,Regional,Región Ciénega,Degollado,Degollado,Calle Roberto Quezada Oñate,S/N,N/A,47980,http://prepadegollado.sems.udg.mx,prepadegollado.sems.udg.mx,"https://www.google.com.mx/maps/place/ESCUELA+PREPARATORIA+REGIONAL+DE+DEGOLLADO/@20.4503006,-102.1481013,17.94z/data=!4m6!3m5!1s0x842ea76e134089d1:0x2e2f6b21fb25e3bf!8m2!3d20.4489198!4d-102.1473588!16s%2Fg%2F11q8cqls2g!5m1!1e4?entry=ttu",,
2022 14MMS0637R EPR de El Grullo,79,2022 - 2023,2022,SEMS,,14MMS0637R,Escuela Preparatoria Regional de El Grullo,EPR de El Grullo,Escuela,Regional,Región Sierra de Amula,El Grullo,El Grullo,Circunvalación Poniente,S/N,N/A,48740,http://prepaelgrullo.sems.udg.mx,prepaelgrullo.sems.udg.mx,"https://www.google.com.mx/maps/place/Escuela+Preparatoria+Regional+de+El+Grullo/@19.7982806,-104.2257587,17.56z/data=!4m14!1m7!3m6!1s0x8425abb2fa917617:0x92205dac46d7c087!2sEscuela+Preparatoria+Regional+de+El+Grullo!8m2!3d19.8001691!4d-104.2247544!16s%2Fg%2F1w_vnl6k!3m5!1s0x8425abb2fa917617:0x92205dac46d7c087!8m2!3d19.8001691!4d-104.2247544!16s%2Fg%2F1w_vnl6k!5m1!1e4?entry=ttu",,
2022 14MMS0760R Módulo El Chante,80,2022 - 2023,2022,SEMS,14MMS0637R,14MMS0760R,Módulo El Chante,Módulo El Chante,Módulo,Regional,Región Sierra de Amula,Autlán de Navarro,Autlán de Navarro,Calle Jesús Martínez,80,N/A,48918,http://prepaelgrullo.sems.udg.mx,prepaelgrullo.sems.udg.mx,"https://www.google.com.mx/maps/place/Preparatoria+UDG+Modulo+El+Chante/@19.719349,-104.2059998,18.12z/data=!4m10!1m2!2m1!1spreparatoria+el+chante!3m6!1s0x842500da7bc0cd6b:0x98e72ad2ab60b194!8m2!3d19.719798!4d-104.205242!15sChZwcmVwYXJhdG9yaWEgZWwgY2hhbnRlkgEGc2Nob29s4AEA!16s%2Fg%2F11f15kfjf_!5m1!1e4?entry=ttu",,
2022 14MMS0671Y Módulo El Limón,81,2022 - 2023,2022,SEMS,14MMS0637R,14MMS0671Y,Módulo El Limón,Módulo El Limón,Módulo,Regional,Región Sierra de Amula,El Limón,El Limón,Calle Lázaro Cárdenas,50,N/A,48700,http://prepaelgrullo.sems.udg.mx,prepaelgrullo.sems.udg.mx,"https://www.google.com.mx/maps/place/Preparatoria+Regional+El+Grullo+M%C3%B3dulo+El+Lim%C3%B3n/@19.8279947,-104.1547853,17z/data=!4m6!3m5!1s0x8425a91ecb27872d:0x72430138b41ce2a6!8m2!3d19.8279479!4d-104.1522651!16s%2Fg%2F11g6jc4vxb!5m1!1e4?entry=ttu",,
2022 14MMS0673W Módulo Tonaya,82,2022 - 2023,2022,SEMS,14MMS0637R,14MMS0673W,Módulo Tonaya,Módulo Tonaya,Módulo,Regional,Región Sierra de Amula,Tonaya,Tonaya,Calle Tenochtitlán ,40,N/A,48760,http://prepaelgrullo.sems.udg.mx,prepaelgrullo.sems.udg.mx,"https://www.google.com.mx/maps/place/UdG+Tonaya/@19.7813531,-103.9750042,18.67z/data=!4m6!3m5!1s0x8425a09c858eb3cf:0x1f3c3acaac5b4221!8m2!3d19.7815265!4d-103.9750976!16s%2Fg%2F11bc744j40!5m1!1e4?entry=ttu",,
2022 14MMS0731W Módulo Tuxcacuesco,83,2022 - 2023,2022,SEMS,14MMS0637R,14MMS0731W,Módulo Tuxcacuesco,Módulo Tuxcacuesco,Módulo,Regional,Región Sierra de Amula,Tuxcacuesco,Tuxcacuesco,Prolongación Centenario ,S/N,N/A,48770,http://prepaelgrullo.sems.udg.mx,prepaelgrullo.sems.udg.mx,"https://www.google.com.mx/maps/place/Escuela+Preparatoria+U+de+G,+M%C3%B3dulo+Tuxcacuesco/@19.6970294,-103.9796889,18.94z/data=!4m6!3m5!1s0x84250b9233c6a181:0xb4cf4772afe5e66a!8m2!3d19.6971076!4d-103.9791566!16s%2Fg%2F11fx9trd9c!5m1!1e4?entry=ttu",,
2022 14MMS0654H EPR de El Salto,84,2022 - 2023,2022,SEMS,,14MMS0654H,Escuela Preparatoria Regional de El Salto,EPR de El Salto,Escuela,Metropolitano,Región Centro,El Salto,El Salto,Avenida Revolución ,80,N/A,45680,http://prepaelsalto.sems.udg.mx,prepaelsalto.sems.udg.mx,"https://www.google.com.mx/maps/place/Preparatoria+Regional+De+El+Salto/@20.5171635,-103.1886859,18.11z/data=!4m14!1m7!3m6!1s0x842f4a6c532a516f:0x5f0082b0dcc34ea8!2sPreparatoria+Regional+De+El+Salto!8m2!3d20.5180079!4d-103.1883704!16s%2Fg%2F11c0xs7cts!3m5!1s0x842f4a6c532a516f:0x5f0082b0dcc34ea8!8m2!3d20.5180079!4d-103.1883704!16s%2Fg%2F11c0xs7cts?entry=ttu",,
2022 14MMS0879O Módulo Juanacatlán,85,2022 - 2023,2022,SEMS,14MMS0654H,14MMS0879O,Módulo Juanacatlán,Módulo Juanacatlán,Módulo,Metropolitano,Región Centro,Juanacatlán,Juanacatlán,Calle Juárez ,58,N/A,45880,http://prepaelsalto.sems.udg.mx,prepaelsalto.sems.udg.mx,"https://www.google.com.mx/maps/place/M%C3%B3dulo+Juanacatl%C3%A1n+Preparatoria/@20.5046126,-103.167656,18.1z/data=!4m6!3m5!1s0x842f352410cef793:0x93d901832c931d21!8m2!3d20.5048765!4d-103.1666942!16s%2Fg%2F11nxpyqdv6?entry=ttu",,
2022 14MMS0642C EPR de Etzatlán,86,2022 - 2023,2022,SEMS,,14MMS0642C,Escuela Preparatoria Regional de Etzatlán,EPR de Etzatlán,Escuela,Regional,Región Valles,Etzatlán,Etzatlán,Calle Sinaloa Poniente,175,N/A,46500,http://prepaetzatlan.sems.udg.mx,prepaetzatlan.sems.udg.mx,"https://www.google.com.mx/maps/place/Escuela+Preparatoria+Regional+de+Etzatlan+de+la+Universidad+de+Guadalajara/@20.7682838,-104.0829708,18.94z/data=!4m14!1m7!3m6!1s0x84266f698b5ebad3:0xdda6df5ce6f42af3!2sEscuela+Preparatoria+Regional+de+Etzatlan+de+la+Universidad+de+Guadalajara!8m2!3d20.7681735!4d-104.0830537!16s%2Fg%2F1tp27llx!3m5!1s0x84266f698b5ebad3:0xdda6df5ce6f42af3!8m2!3d20.7681735!4d-104.0830537!16s%2Fg%2F1tp27llx?entry=ttu",,
2022 14MMS0726K Módulo Oconahua,87,2022 - 2023,2022,SEMS,14MMS0642C,14MMS0726K,Módulo Oconahua,Módulo Oconahua,Módulo,Regional,Región Valles,Etzatlán,Etzatlán,Calle Ramón García Preciado,20,N/A,46530,http://prepaetzatlan.sems.udg.mx,prepaetzatlan.sems.udg.mx,"https://www.google.com.mx/maps/place/Escuela+Preparatoria+Regional+de+Etzatlan+M%C3%B3dulo+Oconahua+de+la+Universidad+de+Guadalajara/@20.7426953,-104.174429,17z/data=!4m14!1m7!3m6!1s0x842665f3d2126393:0x48b24d46909d77ee!2sEscuela+Preparatoria+Regional+de+Etzatlan+M%C3%B3dulo+Oconahua+de+la+Universidad+de+Guadalajara!8m2!3d20.7420718!4d-104.1729078!16s%2Fg%2F11fthls4ys!3m5!1s0x842665f3d2126393:0x48b24d46909d77ee!8m2!3d20.7420718!4d-104.1729078!16s%2Fg%2F11fthls4ys?entry=ttu",,
2022 14MMS0661R Módulo San Marcos,88,2022 - 2023,2022,SEMS,14MMS0642C,14MMS0661R,Módulo San Marcos,Módulo San Marcos,Módulo,Regional,Región Valles,San Marcos,San Marcos,Calle Constitución ,70,N/A,46540,http://prepaetzatlan.sems.udg.mx,prepaetzatlan.sems.udg.mx,"https://www.google.com.mx/maps/place/EPRE+M%C3%B3dulo+San+Marcos/@20.7889125,-104.1996634,18.94z/data=!4m14!1m7!3m6!1s0x8426615154a2f0df:0x24d28ee6567ad9d9!2sEPRE+M%C3%B3dulo+San+Marcos!8m2!3d20.7891448!4d-104.1993139!16s%2Fg%2F11c5bkz3lw!3m5!1s0x8426615154a2f0df:0x24d28ee6567ad9d9!8m2!3d20.7891448!4d-104.1993139!16s%2Fg%2F11c5bkz3lw?entry=ttu",,
2022 14MMS0685A EPR de Huejuquilla el Alto,89,2022 - 2023,2022,SEMS,,14MMS0685A,Escuela Preparatoria Regional de Huejuquilla el Alto,EPR de Huejuquilla el Alto,Escuela,Regional,Región Norte,Huejuquilla el Alto,Huejuquilla el Alto,Calle Allende,68,N/A,46000,http://prepahuejuquilla.sems.udg.mx,prepahuejuquilla.sems.udg.mx,"https://www.google.com.mx/maps/place/Preparatoria+Regional+de+Huejuquilla/@22.630003,-103.9029273,17z/data=!4m14!1m7!3m6!1s0x869d2262a5143305:0xd4301686f86d6ee2!2sPreparatoria+Regional+de+Huejuquilla!8m2!3d22.6296096!4d-103.9020748!16s%2Fg%2F1pv0_gybr!3m5!1s0x869d2262a5143305:0xd4301686f86d6ee2!8m2!3d22.6296096!4d-103.9020748!16s%2Fg%2F1pv0_gybr?entry=ttu",,
2022 14MMS0686Z Módulo Mezquitic,90,2022 - 2023,2022,SEMS,14MMS0685A,14MMS0686Z,Módulo Mezquitic,Módulo Mezquitic,Módulo,Regional,Región Norte,Mezquitic,Mezquitic,Prolongación Ignacio Allende ,99,N/A,46040,http://prepahuejuquilla.sems.udg.mx,prepahuejuquilla.sems.udg.mx,"https://www.google.com.mx/maps/place/Preparatoria+M%C3%B3dulo+Mezquitic/@22.3909688,-103.7253041,18.39z/data=!4m14!1m7!3m6!1s0x842968d58284b233:0xf4de87e30fc96072!2sPreparatoria+M%C3%B3dulo+Mezquitic!8m2!3d22.3912317!4d-103.7240316!16s%2Fg%2F1tnqh9ln!3m5!1s0x842968d58284b233:0xf4de87e30fc96072!8m2!3d22.3912317!4d-103.7240316!16s%2Fg%2F1tnqh9ln?entry=ttu",,
2022 14MMS0705Y EPR de Jalostotitlán,91,2022 - 2023,2022,SEMS,,14MMS0705Y,Escuela Preparatoria Regional de Jalostotitlán,EPR de Jalostotitlán,Escuela,Regional,Región Altos Sur,Jalostotitlán,Jalostotitlán,Calle Ramón Corona,174,N/A,47120,http://prepajalostotitlan.sems.udg.mx,prepajalostotitlan.sems.udg.mx,"https://www.google.com.mx/maps/place/Preparatoria+Regional+de+Jalostotitl%C3%A1n/@21.1712698,-102.4683532,18.74z/data=!4m6!3m5!1s0x842912eeabd89669:0x3efd2e29e42516c3!8m2!3d21.1717643!4d-102.4680099!16s%2Fg%2F1tj91wb0?entry=ttu",,
2022 14MMS0693J EPR de Jamay,92,2022 - 2023,2022,SEMS,,14MMS0693J,Escuela Preparatoria Regional de Jamay,EPR de Jamay,Escuela,Regional,Región Ciénega,Jamay,Jamay,Calle Obispo Ramón Godínez,68,N/A,47900,http://prepajamay.sems.udg.mx,prepajamay.sems.udg.mx,"https://www.google.com.mx/maps/place/Preparatoria+Regional+de+Jamay/@20.2978167,-102.711892,18.67z/data=!4m14!1m7!3m6!1s0x842edc2a30d2bb99:0x8870bd1a8302c169!2sPreparatoria+Regional+de+Jamay!8m2!3d20.2978979!4d-102.71125!16s%2Fg%2F1tx15pr6!3m5!1s0x842edc2a30d2bb99:0x8870bd1a8302c169!8m2!3d20.2978979!4d-102.71125!16s%2Fg%2F1tx15pr6?entry=ttu",,
2022 14MMS0653I EPR de Jocotepec,93,2022 - 2023,2022,SEMS,,14MMS0653I,Escuela Preparatoria Regional de Jocotepec,EPR de Jocotepec,Escuela,Regional,Región Sureste,Jocotepec,Jocotepec,Calle Donato Guerra,105,N/A,45800,http://prepajocotepec.sems.udg.mx,prepajocotepec.sems.udg.mx,"https://www.google.com.mx/maps/place/Escuela+Preparatoria+Regional+de+Jocotepec/@20.2803932,-103.4336858,18.94z/data=!4m14!1m7!3m6!1s0x842f5c096120e11f:0x88b725fff8305627!2sEscuela+Preparatoria+Regional+de+Jocotepec!8m2!3d20.2806605!4d-103.4338412!16s%2Fg%2F1tmz77xf!3m5!1s0x842f5c096120e11f:0x88b725fff8305627!8m2!3d20.2806605!4d-103.4338412!16s%2Fg%2F1tmz77xf?entry=ttu",,
2022 14MMS0678R Módulo Concepción de Buenos Aires,94,2022 - 2023,2022,SEMS,14MMS0653I,14MMS0678R,Módulo Concepción de Buenos Aires,Módulo Concepción de Buenos Aires,Módulo,Regional,Región Sureste,Concepción de Buenos Aires,Concepción de Buenos Aires,Prolongación Ignacio S. Romo Norte,118,N/A,49170,http://prepajocotepec.sems.udg.mx,prepajocotepec.sems.udg.mx,"https://www.google.com.mx/maps/place/Preparatoria+Regional+de+Jocotepec+Modulo+Concepcion+de+Buenos+Aires/@19.9854792,-103.2622729,18.11z/data=!4m14!1m7!3m6!1s0x842f72267a627001:0x6d80dfbbc2044a7e!2sPreparatoria+Regional+de+Jocotepec+Modulo+Concepcion+de+Buenos+Aires!8m2!3d19.9857775!4d-103.2608968!16s%2Fg%2F11g8tl4mb_!3m5!1s0x842f72267a627001:0x6d80dfbbc2044a7e!8m2!3d19.9857775!4d-103.2608968!16s%2Fg%2F11g8tl4mb_?entry=ttu",,
2022 14MMS0691L Módulo La Manzanilla de la Paz,95,2022 - 2023,2022,SEMS,14MMS0653I,14MMS0691L,Módulo La Manzanilla de la Paz,Módulo La Manzanilla de la Paz,Módulo,Regional,Región Sureste,La Manzanilla de la Paz,La Manzanilla de la Paz,Prolongación Lázaro Cárdenas,549,N/A,49401,http://prepajocotepec.sems.udg.mx,prepajocotepec.sems.udg.mx,"https://www.google.com.mx/maps/place/Prepa+M%C3%B3dulo+La+Manzanilla/@20.0067479,-103.1513006,18.78z/data=!4m6!3m5!1s0x842f0d6a1262862d:0x15796c7a753fe681!8m2!3d20.0078908!4d-103.1501909!16s%2Fg%2F11cn0lmqrr?entry=ttu",,
2022 14MMS0692K Módulo Tizapán el Alto,96,2022 - 2023,2022,SEMS,14MMS0653I,14MMS0692K,Módulo Tizapán el Alto,Módulo Tizapán el Alto,Módulo,Regional,Región Sureste,Tizapán el Alto,Tizapán el Alto,Calle Revolución de 1910,S/N,N/A,49400,http://prepajocotepec.sems.udg.mx,prepajocotepec.sems.udg.mx,"https://www.google.com.mx/maps/place/Preparatoria+Tizapan/@20.1654782,-103.0432614,19.22z/data=!4m14!1m7!3m6!1s0x842f16fb7ba8d8dd:0x305e28f413f859d6!2sPreparatoria+Tizapan!8m2!3d20.1654923!4d-103.0428627!16s%2Fg%2F11g6x5s8v1!3m5!1s0x842f16fb7ba8d8dd:0x305e28f413f859d6!8m2!3d20.1654923!4d-103.0428627!16s%2Fg%2F11g6x5s8v1?entry=ttu",,
2022 14MMS0635T EPR de La Barca,97,2022 - 2023,2022,SEMS,,14MMS0635T,Escuela Preparatoria Regional de La Barca,EPR de La Barca,Escuela,Regional,Región Ciénega,La Barca,La Barca,Calle Raymundo Vázquez Herrera,536,N/A,47910,http://prepalabarca.sems.udg.mx,prepalabarca.sems.udg.mx,"https://www.google.com.mx/maps/place/Escuela+preparatoria+udg/@20.2866386,-102.5441768,19.62z/data=!4m6!3m5!1s0x842ec3477e9a366f:0x280e6c1ff441f120!8m2!3d20.2866652!4d-102.5435731!16s%2Fg%2F11k9dhnrct?entry=ttu",,
2022 14MMS0628J EPR de Lagos de Moreno,98,2022 - 2023,2022,SEMS,,14MMS0628J,Escuela Preparatoria Regional de Lagos de Moreno,EPR de Lagos de Moreno,Escuela,Regional,Región Altos Norte,Lagos de Moreno,Lagos de Moreno,Calle Carlos Ramírez Ladewig,1,N/A,47460,http://prepalagosdemoreno.sems.udg.mx,prepalagosdemoreno.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+de+Lagos+de+Moreno/@21.3203563,-101.9708707,18.94z/data=!4m14!1m7!3m6!1s0x842bd3c83aaaaaab:0x88082e82ac29dcf9!2sPreparatoria+Regional+de+Lagos+de+Moreno!8m2!3d21.3199938!4d-101.9700037!16s%2Fg%2F1tcxvkmd!3m5!1s0x842bd3c83aaaaaab:0x88082e82ac29dcf9!8m2!3d21.3199938!4d-101.9700037!16s%2Fg%2F1tcxvkmd?entry=ttu",,
2022 14MMS0764N Módulo Encarnación de Díaz,99,2022 - 2023,2022,SEMS,14MMS0628J,14MMS0764N,Módulo Encarnación de Díaz,Módulo Encarnación de Díaz,Módulo,Regional,Región Altos Norte,Encarnación de Díaz,Encarnación de Díaz,Calle La Paz ,119,N/A,47270,http://prepalagosdemoreno.sems.udg.mx,prepalagosdemoreno.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Encarnaci%C3%B3n+U.D.G./@21.5294442,-102.2365183,19.07z/data=!4m6!3m5!1s0x842984c3c4795bcf:0xa6fcdd6b1741533f!8m2!3d21.5292006!4d-102.2358264!16s%2Fg%2F1vn18vt2?entry=ttu",,
2022 14MMS0697F Módulo Ojuelos,100,2022 - 2023,2022,SEMS,14MMS0628J,14MMS0697F,Módulo Ojuelos,Módulo Ojuelos,Módulo,Regional,Región Altos Norte,Ojuelos,Ojuelos,Calle Benito Juárez,302,N/A,47540,http://prepalagosdemoreno.sems.udg.mx,prepalagosdemoreno.sems.udg.mx,"https://www.google.com/maps/place/Modulo+de+Ojuelos+EPR+Lagos+de+Moreno+UdeG/@21.8628488,-101.6017196,17.81z/data=!4m6!3m5!1s0x842a69548ee8b213:0xfb49e10444843627!8m2!3d21.8626251!4d-101.6024246!16s%2Fg%2F11jwhcs49c?entry=ttu",,
2022 14MMS0694I Módulo San Diego de Alejandría,101,2022 - 2023,2022,SEMS,14MMS0628J,14MMS0694I,Módulo San Diego de Alejandría,Módulo San Diego de Alejandría,Módulo,Regional,Región Altos Norte,San Diego de Alejandría,San Diego de Alejandría,Avenida Jalisco ,S/N,N/A,47590,http://prepalagosdemoreno.sems.udg.mx,prepalagosdemoreno.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+de+Lagos+de+Moreno,+M%C3%B3dulo+San+Diego+de+Alejandr%C3%ADa/@20.9936122,-101.9880824,17.83z/data=!4m14!1m7!3m6!1s0x842be12e5e15f189:0xb2e801baf8c879ca!2sPreparatoria+Regional+de+Lagos+de+Moreno,+M%C3%B3dulo+San+Diego+de+Alejandr%C3%ADa!8m2!3d20.9923789!4d-101.9876684!16s%2Fg%2F11cn5q37lg!3m5!1s0x842be12e5e15f189:0xb2e801baf8c879ca!8m2!3d20.9923789!4d-101.9876684!16s%2Fg%2F11cn5q37lg?entry=ttu",,
2022 14MMS0695H Módulo Unión de San Antonio,102,2022 - 2023,2022,SEMS,14MMS0628J,14MMS0695H,Módulo Unión de San Antonio,Módulo Unión de San Antonio,Módulo,Regional,Región Altos Norte,Unión de San Antonio,Unión de San Antonio,Avenida Las Californias,S/N,N/A,47570,http://prepalagosdemoreno.sems.udg.mx,prepalagosdemoreno.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+de+Lagos+de+Moreno+Modulo+Uni%C3%B3n+de+San+Antonio/@21.1230941,-102.0135219,17.81z/data=!4m14!1m7!3m6!1s0x85d1f7a1bce0497f:0x93869969160fe9e7!2sPreparatoria+Regional+de+Lagos+de+Moreno+Modulo+Uni%C3%B3n+de+San+Antonio!8m2!3d21.1226603!4d-102.01099!16s%2Fg%2F1tg3bft7!3m5!1s0x85d1f7a1bce0497f:0x93869969160fe9e7!8m2!3d21.1226603!4d-102.01099!16s%2Fg%2F1tg3bft7?entry=ttu",,
2022 14MMS0696G Módulo Villa Hidalgo,103,2022 - 2023,2022,SEMS,14MMS0628J,14MMS0696G,Módulo Villa Hidalgo,Módulo Villa Hidalgo,Módulo,Regional,Región Altos Norte,Villa Hidalgo,Villa Hidalgo,Calle Alfonso González,1,N/A,47250,http://prepalagosdemoreno.sems.udg.mx,prepalagosdemoreno.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+Lagos+de+Moreno+M%C3%B3dulo+Villa+Hidalgo/@21.6771639,-102.5923716,19.22z/data=!4m6!3m5!1s0x8429b9915a544e03:0x39681a52dbff82cb!8m2!3d21.6768803!4d-102.5923819!16s%2Fg%2F1tm0c3p_?entry=ttu",,
2022 14MMS0634U EPR de Puerto Vallarta,104,2022 - 2023,2022,SEMS,,14MMS0634U,Escuela Preparatoria Regional de Puerto Vallarta,EPR de Puerto Vallarta,Escuela,Regional,Región Costa-Sierra Occidental,Puerto Vallarta,Puerto Vallarta,Calle 21 de Marzo,500,N/A,48290,http://prepavallarta.sems.udg.mx,prepavallarta.sems.udg.mx,"https://www.google.com/maps/place/Preparatoria+Regional+de+Puerto+Vallarta/@20.6623368,-105.2168611,19.5z/data=!4m14!1m7!3m6!1s0x84214589c89ac691:0xd6c9f08cfb7c6aea!2sPreparatoria+Regional+de+Puerto+Vallarta!8m2!3d20.6624996!4d-105.2162126!16s%2Fg%2F1tf_1d2z!3m5!1s0x84214589c89ac691:0xd6c9f08cfb7c6aea!8m2!3d20.6624996!4d-105.2162126!16s%2Fg%2F1tf_1d2z?entry=ttu",,
