name,row,anio,entidad_universitaria,tipo_patrimonio,total
611 Patrimonio cultural en el SICI-179 - 2022 - CUCIÉNEGA - Grabados,179,2022,CUCIÉNEGA,Grabados,0
611 Patrimonio cultural en el SICI-180 - 2022 - CUSUR - Grabados,180,2022,CUSUR,Grabados,1
611 Patrimonio cultural en el SICI-181 - 2022 - CUCOSTA - Grabados,181,2022,CUCOSTA,Grabados,26
611 Patrimonio cultural en el SICI-182 - 2022 - CUCOSTASUR - Grabados,182,2022,CUCOSTASUR,Grabados,0
611 Patrimonio cultural en el SICI-183 - 2022 - CUVALLES - Grabados,183,2022,CUVALLES,Grabados,0
611 Patrimonio cultural en el SICI-184 - 2022 - CUNORTE - Grabados,184,2022,CUNORTE,Grabados,0
611 Patrimonio cultural en el SICI-185 - 2022 - CULAGOS - Grabados,185,2022,CULAGOS,Grabados,0
611 Patrimonio cultural en el SICI-186 - 2022 - CUTONALÁ - Grabados,186,2022,CUTONALÁ,Grabados,0
611 Patrimonio cultural en el SICI-187 - 2022 - CUTLAJOMULCO - Grabados,187,2022,CUTLAJOMULCO,Grabados,0
611 Patrimonio cultural en el SICI-188 - 2022 - SUV - Grabados,188,2022,SUV,Grabados,0
611 Patrimonio cultural en el SICI-189 - 2022 - SEMS - Grabados,189,2022,SEMS,Grabados,5
611 Patrimonio cultural en el SICI-190 - 2022 - AG - Grabados,190,2022,AG,Grabados,39
611 Patrimonio cultural en el SICI-191 - 2022 - CUCEA - Fotografías,191,2022,CUCEA,Fotografías,5
611 Patrimonio cultural en el SICI-192 - 2022 - CUCEI - Fotografías,192,2022,CUCEI,Fotografías,0
611 Patrimonio cultural en el SICI-193 - 2022 - CUCSH - Fotografías,193,2022,CUCSH,Fotografías,108
611 Patrimonio cultural en el SICI-194 - 2022 - CUCS - Fotografías,194,2022,CUCS,Fotografías,3
611 Patrimonio cultural en el SICI-195 - 2022 - CUAAD - Fotografías,195,2022,CUAAD,Fotografías,68
611 Patrimonio cultural en el SICI-196 - 2022 - CUCBA - Fotografías,196,2022,CUCBA,Fotografías,0
611 Patrimonio cultural en el SICI-197 - 2022 - CUALTOS - Fotografías,197,2022,CUALTOS,Fotografías,0
611 Patrimonio cultural en el SICI-198 - 2022 - CUCIÉNEGA - Fotografías,198,2022,CUCIÉNEGA,Fotografías,0
611 Patrimonio cultural en el SICI-199 - 2022 - CUSUR - Fotografías,199,2022,CUSUR,Fotografías,0
611 Patrimonio cultural en el SICI-200 - 2022 - CUCOSTA - Fotografías,200,2022,CUCOSTA,Fotografías,1
611 Patrimonio cultural en el SICI-201 - 2022 - CUCOSTASUR - Fotografías,201,2022,CUCOSTASUR,Fotografías,0
611 Patrimonio cultural en el SICI-202 - 2022 - CUVALLES - Fotografías,202,2022,CUVALLES,Fotografías,0
611 Patrimonio cultural en el SICI-203 - 2022 - CUNORTE - Fotografías,203,2022,CUNORTE,Fotografías,5
611 Patrimonio cultural en el SICI-204 - 2022 - CULAGOS - Fotografías,204,2022,CULAGOS,Fotografías,0
611 Patrimonio cultural en el SICI-205 - 2022 - CUTONALÁ - Fotografías,205,2022,CUTONALÁ,Fotografías,0
611 Patrimonio cultural en el SICI-206 - 2022 - CUTLAJOMULCO - Fotografías,206,2022,CUTLAJOMULCO,Fotografías,0
611 Patrimonio cultural en el SICI-207 - 2022 - SUV - Fotografías,207,2022,SUV,Fotografías,0
611 Patrimonio cultural en el SICI-208 - 2022 - SEMS - Fotografías,208,2022,SEMS,Fotografías,0
611 Patrimonio cultural en el SICI-209 - 2022 - AG - Fotografías,209,2022,AG,Fotografías,52
611 Patrimonio cultural en el SICI-210 - 2022 - CUCEA - Obras diversas,210,2022,CUCEA,Obras diversas,4
611 Patrimonio cultural en el SICI-211 - 2022 - CUCEI - Obras diversas,211,2022,CUCEI,Obras diversas,0
611 Patrimonio cultural en el SICI-212 - 2022 - CUCSH - Obras diversas,212,2022,CUCSH,Obras diversas,4
611 Patrimonio cultural en el SICI-213 - 2022 - CUCS - Obras diversas,213,2022,CUCS,Obras diversas,4
611 Patrimonio cultural en el SICI-214 - 2022 - CUAAD - Obras diversas,214,2022,CUAAD,Obras diversas,11
611 Patrimonio cultural en el SICI-215 - 2022 - CUCBA - Obras diversas,215,2022,CUCBA,Obras diversas,0
611 Patrimonio cultural en el SICI-216 - 2022 - CUALTOS - Obras diversas,216,2022,CUALTOS,Obras diversas,0
611 Patrimonio cultural en el SICI-217 - 2022 - CUCIÉNEGA - Obras diversas,217,2022,CUCIÉNEGA,Obras diversas,0
611 Patrimonio cultural en el SICI-218 - 2022 - CUSUR - Obras diversas,218,2022,CUSUR,Obras diversas,0
611 Patrimonio cultural en el SICI-219 - 2022 - CUCOSTA - Obras diversas,219,2022,CUCOSTA,Obras diversas,1
611 Patrimonio cultural en el SICI-220 - 2022 - CUCOSTASUR - Obras diversas,220,2022,CUCOSTASUR,Obras diversas,1
611 Patrimonio cultural en el SICI-221 - 2022 - CUVALLES - Obras diversas,221,2022,CUVALLES,Obras diversas,0
611 Patrimonio cultural en el SICI-222 - 2022 - CUNORTE - Obras diversas,222,2022,CUNORTE,Obras diversas,12
611 Patrimonio cultural en el SICI-223 - 2022 - CULAGOS - Obras diversas,223,2022,CULAGOS,Obras diversas,0
611 Patrimonio cultural en el SICI-224 - 2022 - CUTONALÁ - Obras diversas,224,2022,CUTONALÁ,Obras diversas,0
611 Patrimonio cultural en el SICI-225 - 2022 - CUTLAJOMULCO - Obras diversas,225,2022,CUTLAJOMULCO,Obras diversas,0
611 Patrimonio cultural en el SICI-226 - 2022 - SUV - Obras diversas,226,2022,SUV,Obras diversas,0
611 Patrimonio cultural en el SICI-227 - 2022 - SEMS - Obras diversas,227,2022,SEMS,Obras diversas,8
611 Patrimonio cultural en el SICI-228 - 2022 - AG - Obras diversas,228,2022,AG,Obras diversas,92
