row,clave_programa,programa_educativo,nivel_educativo,campo_clasificacion,campo_amplio,campo_especifico,campo_detallado,
629,8042100051,Doctorado en Innovación y Sustentabilidad en los Negocios,Doctorado,042100,040000,042000,042100,
630,8042200004,"Doctorado en Ciencias para el Desarrollo, la Sustentabilidad y el Turismo",Doctorado,042200,040000,042000,042200,
631,8042500005,Doctorado en Gestión de la Educación Superior,Doctorado,042500,040000,042000,042500,
632,8051100004,Doctorado en Ciencias Biológicas,Doctorado,051100,050000,051000,051100,
633,8051100012,Doctorado en Genética Humana,Doctorado,051100,050000,051000,051100,
634,8051100024,Doctorado en Ciencias en Ecofisiología y Recursos Genéticos,Doctorado,051100,050000,051000,051100,
635,8051200017,Doctorado en Farmacología,Doctorado,051200,050000,051000,051200,
636,8051200020,Doctorado en Ciencias en Biología Molecular en Medicina,Doctorado,051200,050000,051000,051200,
637,8051300007,"Doctorado en Ciencias en Biosistemática, Ecología y Manejo de Recursos Naturales y Agrícolas",Doctorado,051300,050000,051000,051300,
638,8051300013,Doctorado en Ciencias para el Desarrollo Sustentable,Doctorado,051300,050000,051000,051300,
639,8052000002,Doctorado en Ciencias,Doctorado,052000,050000,052000,052000,
640,8052000007,Doctorado en Ciencias en Microbiología y la Biotecnología Molecular,Doctorado,052000,050000,052000,052000,
641,8052100009,Doctorado en Ciencias en Física,Doctorado,052100,050000,052000,052100,
642,8052100019,Doctorado en Ciencias Físico Matemáticas,Doctorado,052100,050000,052000,052100,
643,8052200001,Doctorado en Ciencia de Materiales,Doctorado,052200,050000,052000,052200,
644,8052200009,Doctorado en Ciencias en Química,Doctorado,052200,050000,052000,052200,
645,8052200018,Doctorado en Ciencias en Ingeniería Química,Doctorado,052200,050000,052000,052200,
646,8052200023,Doctorado en Ciencia de Biomateriales Sustentables,Doctorado,052200,050000,052000,052200,
647,8052300012,Doctorado en Geografía y Ordenación Territorial,Doctorado,052300,050000,052000,052300,
648,8052300021,Doctorado en Geología,Doctorado,052300,050000,052000,052300,
649,8053100005,Doctorado en Ciencias en Matemáticas,Doctorado,053100,050000,053000,053100,
650,8061100020,Doctorado en Ciencias en Inteligencia Computacional,Doctorado,061100,060000,061000,061100,
651,8062200001,Doctorado en Ingeniería y Tecnología,Doctorado,062200,060000,062000,062200,
652,8062200005,Doctorado en Tecnologías de Información,Doctorado,062200,060000,062000,062200,
653,8071000002,Doctorado en Ciencia y Tecnología,Doctorado,071000,070000,071000,071000,
654,8071000012,Doctorado en Ciencias en Ingeniería,Doctorado,071000,070000,071000,071000,
655,8071200008,Doctorado en Agua y Energía,Doctorado,071200,070000,071000,071200,
656,8071300016,Doctorado en Ciencias de la Electrónica y la Computación,Doctorado,071300,070000,071000,071300,
657,8071400003,Doctorado en Ciencias en Procesos Biotecnológicos,Doctorado,071400,070000,071000,071400,
658,8072100013,Doctorado en Ciencias de la Nutrición Traslacional,Doctorado,072100,070000,072000,072100,
659,8072300004,Doctorado en Ciencia e Ingeniería de Materiales,Doctorado,072300,070000,072000,072300,
660,8073100010,"Doctorado en Ciudad, Territorio y Sustentabilidad",Doctorado,073100,070000,073000,073100,
661,8081100028,Doctorado en Ciencias Agrícolas y Forestales,Doctorado,081100,080000,081000,081100,
662,8081100033,Doctorado en Ciencias con Orientación en Ciencias Biológicas y Agropecuarias,Doctorado,081100,080000,081000,081100,
663,8091100003,Doctorado en Ciencias de la Salud Ocupacional,Doctorado,091100,090000,091000,091100,
664,8091325001,Doctorado en Ciencias de la Salud en el Trabajo,Doctorado,091325,090000,091000,091300,
665,8091345002,Doctorado en Ciencias de la Salud Orientación en Investigación Clínica,Doctorado,091345,090000,091000,091300,
666,8091345005,Doctorado en Investigación Clínica,Doctorado,091345,090000,091000,091300,
667,8091345016,Doctorado en Investigación Multidisciplinaria en Salud,Doctorado,091345,090000,091000,091300,
668,8094200006,Doctorado en Ciencia del comportamiento con orientación en alimentación y nutrición,Doctorado,094200,090000,094000,094200,
669,8095000001,Doctorado en Ciencias Socio Médicas,Doctorado,095000,090000,095000,095000,
670,8095000003,Doctorado en Microbiología Médica,Doctorado,095000,090000,095000,095000,
671,8095200001,Doctorado en Biociencias,Doctorado,095200,090000,095000,095200,
672,8095200003,Doctorado en Ciencias Biomédicas,Doctorado,095200,090000,095000,095200,
673,8095600001,Doctorado en Ciencias de la Salud Pública,Doctorado,095600,090000,095000,095600,
674,8102100001,"Doctorado en Movilidad Urbana, Transporte y Territorio",Doctorado,102100,100000,102000,102100,
