name,row,ciclo,cve_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
56 2024-2025 14MMS0619B BGC Escolarizada,56,2024-2025,14MMS0619B,BGC,Escolarizada,727,847,,1574,14,14,,28,1,2,,3
57 2024-2025 14MMS0620R BGC Escolarizada,57,2024-2025,14MMS0620R,BGC,Escolarizada,228,329,,557,0,0,,0,0,1,,1
58 2024-2025 14MMS0621Q BGC Escolarizada,58,2024-2025,14MMS0621Q,BGC,Escolarizada,941,1028,,1969,13,24,,37,10,7,,17
59 2024-2025 14MMS0622P BGC Escolarizada,59,2024-2025,14MMS0622P,BGC,Escolarizada,247,298,,545,4,7,,11,0,0,,0
60 2024-2025 14MMS0623O BGAI Escolarizada,60,2024-2025,14MMS0623O,BGAI,Escolarizada,43,52,,95,1,0,,1,1,1,,2
61 2024-2025 14MMS0623O BGC Escolarizada,61,2024-2025,14MMS0623O,BGC,Escolarizada,1782,2147,,3929,21,31,,52,6,11,,17
62 2024-2025 14MMS0624N BGC Escolarizada,62,2024-2025,14MMS0624N,BGC,Escolarizada,391,460,,851,2,0,,2,0,0,,0
63 2024-2025 14MMS0625M BGAI Escolarizada,63,2024-2025,14MMS0625M,BGAI,Escolarizada,10,25,,35,0,0,,0,0,0,,0
64 2024-2025 14MMS0625M BGC Escolarizada,64,2024-2025,14MMS0625M,BGC,Escolarizada,330,359,,689,13,4,,17,8,19,,27
65 2024-2025 14MMS0626L BGC Escolarizada,65,2024-2025,14MMS0626L,BGC,Escolarizada,964,1277,,2241,29,21,,50,10,21,,31
66 2024-2025 14MMS0627K BGAI Escolarizada,66,2024-2025,14MMS0627K,BGAI,Escolarizada,39,37,,76,0,0,,0,0,0,,0
67 2024-2025 14MMS0627K BGC Escolarizada,67,2024-2025,14MMS0627K,BGC,Escolarizada,298,392,,690,0,0,,0,1,0,,1
68 2024-2025 14MMS0628J BGC Escolarizada,68,2024-2025,14MMS0628J,BGC,Escolarizada,790,1033,,1823,15,16,,31,9,12,,21
69 2024-2025 14MMS0629I BGC Escolarizada,69,2024-2025,14MMS0629I,BGC,Escolarizada,852,1119,,1971,17,17,,34,7,7,,14
70 2024-2025 14MMS0630Y BGAI Escolarizada,70,2024-2025,14MMS0630Y,BGAI,Escolarizada,37,28,,65,0,1,,1,0,1,,1
71 2024-2025 14MMS0630Y BGC Escolarizada,71,2024-2025,14MMS0630Y,BGC,Escolarizada,1050,1116,,2166,13,4,,17,5,8,,13
72 2024-2025 14MMS0631X BGC Escolarizada,72,2024-2025,14MMS0631X,BGC,Escolarizada,1528,1680,,3208,25,11,,36,18,24,,42
73 2024-2025 14MMS0632W 3042100026 Escolarizada,73,2024-2025,14MMS0632W,3042100026,Escolarizada,66,89,,155,0,1,,1,0,1,,1
74 2024-2025 14MMS0632W BGC Escolarizada,74,2024-2025,14MMS0632W,BGC,Escolarizada,1112,1275,,2387,18,26,,44,4,6,,10
75 2024-2025 14MMS0633V BGC Escolarizada,75,2024-2025,14MMS0633V,BGC,Escolarizada,307,397,,704,13,15,,28,5,2,,7
76 2024-2025 14MMS0634U BGC Escolarizada,76,2024-2025,14MMS0634U,BGC,Escolarizada,1131,1546,,2677,16,29,,45,11,22,,33
77 2024-2025 14MMS0635T BGC Escolarizada,77,2024-2025,14MMS0635T,BGC,Escolarizada,616,720,,1336,6,4,,10,5,6,,11
78 2024-2025 14MMS0636S BGC Escolarizada,78,2024-2025,14MMS0636S,BGC,Escolarizada,1705,1748,,3453,19,26,,45,11,12,,23
79 2024-2025 14MMS0637R BGC Escolarizada,79,2024-2025,14MMS0637R,BGC,Escolarizada,429,507,,936,6,3,,9,0,2,,2
80 2024-2025 14MMS0638Q BGC Escolarizada,80,2024-2025,14MMS0638Q,BGC,Escolarizada,379,520,,899,1,2,,3,0,0,,0
81 2024-2025 14MMS0639P BGC Escolarizada,81,2024-2025,14MMS0639P,BGC,Escolarizada,319,306,,625,4,6,,10,2,1,,3
82 2024-2025 14MMS0640E BGC Escolarizada,82,2024-2025,14MMS0640E,BGC,Escolarizada,643,629,,1272,12,6,,18,8,1,,9
83 2024-2025 14MMS0641D BGC Escolarizada,83,2024-2025,14MMS0641D,BGC,Escolarizada,219,270,,489,3,4,,7,1,0,,1
84 2024-2025 14MMS0642C BGC Escolarizada,84,2024-2025,14MMS0642C,BGC,Escolarizada,280,357,,637,6,7,,13,0,2,,2
85 2024-2025 14MMS0643B BGAI Escolarizada,85,2024-2025,14MMS0643B,BGAI,Escolarizada,5,11,,16,0,0,,0,0,0,,0
86 2024-2025 14MMS0643B BGC Escolarizada,86,2024-2025,14MMS0643B,BGC,Escolarizada,456,480,,936,5,1,,6,0,2,,2
87 2024-2025 14MMS0644A BGC Escolarizada,87,2024-2025,14MMS0644A,BGC,Escolarizada,403,423,,826,6,3,,9,2,0,,2
88 2024-2025 14MMS0645Z 3021700001 Escolarizada,88,2024-2025,14MMS0645Z,3021700001,Escolarizada,150,192,,342,4,2,,6,0,0,,0
89 2024-2025 14MMS0645Z 3042100001 Escolarizada,89,2024-2025,14MMS0645Z,3042100001,Escolarizada,263,317,,580,2,3,,5,1,3,,4
90 2024-2025 14MMS0645Z BGAI Escolarizada,90,2024-2025,14MMS0645Z,BGAI,Escolarizada,48,62,,110,0,0,,0,1,0,,1
91 2024-2025 14MMS0645Z BGC Escolarizada,91,2024-2025,14MMS0645Z,BGC,Escolarizada,1530,1917,,3447,27,23,,50,8,17,,25
92 2024-2025 14MMS0646Z BGC Escolarizada,92,2024-2025,14MMS0646Z,BGC,Escolarizada,2823,2518,,5341,43,30,,73,36,27,,63
93 2024-2025 14MMS0647Y BGAI Escolarizada,93,2024-2025,14MMS0647Y,BGAI,Escolarizada,40,33,,73,1,0,,1,1,0,,1
94 2024-2025 14MMS0647Y BGC Escolarizada,94,2024-2025,14MMS0647Y,BGC,Escolarizada,1476,1704,,3180,26,16,,42,16,9,,25
95 2024-2025 14MMS0648X BGAI Escolarizada,95,2024-2025,14MMS0648X,BGAI,Escolarizada,26,16,,42,0,0,,0,0,0,,0
96 2024-2025 14MMS0648X BGC Escolarizada,96,2024-2025,14MMS0648X,BGC,Escolarizada,1625,1843,,3468,25,30,,55,11,16,,27
97 2024-2025 14MMS0649W BGAI Escolarizada,97,2024-2025,14MMS0649W,BGAI,Escolarizada,162,118,,280,2,1,,3,0,0,,0
98 2024-2025 14MMS0649W BGC Escolarizada,98,2024-2025,14MMS0649W,BGC,Escolarizada,1947,2378,,4325,19,28,,47,18,15,,33
99 2024-2025 14MMS0650L 3093100005 Escolarizada,99,2024-2025,14MMS0650L,3093100005,Escolarizada,182,241,,423,2,4,,6,2,3,,5
100 2024-2025 14MMS0650L 3095300007 Escolarizada,100,2024-2025,14MMS0650L,3095300007,Escolarizada,169,283,,452,2,3,,5,1,3,,4
101 2024-2025 14MMS0650L BGAI Escolarizada,101,2024-2025,14MMS0650L,BGAI,Escolarizada,94,82,,176,0,0,,0,0,0,,0
102 2024-2025 14MMS0650L BGC Escolarizada,102,2024-2025,14MMS0650L,BGC,Escolarizada,1573,1670,,3243,28,23,,51,8,17,,25
103 2024-2025 14MMS0651K 3101600003 Escolarizada,103,2024-2025,14MMS0651K,3101600003,Escolarizada,112,161,,273,5,6,,11,1,4,,5
104 2024-2025 14MMS0651K BGC Escolarizada,104,2024-2025,14MMS0651K,BGC,Escolarizada,557,660,,1217,10,14,,24,5,5,,10
105 2024-2025 14MMS0652J BGC Escolarizada,105,2024-2025,14MMS0652J,BGC,Escolarizada,284,331,,615,10,8,,18,1,3,,4
106 2024-2025 14MMS0653I BGC Escolarizada,106,2024-2025,14MMS0653I,BGC,Escolarizada,557,633,,1190,3,8,,11,2,0,,2
107 2024-2025 14MMS0654H BGAI Escolarizada,107,2024-2025,14MMS0654H,BGAI,Escolarizada,79,71,,150,0,0,,0,0,0,,0
108 2024-2025 14MMS0654H BGC Escolarizada,108,2024-2025,14MMS0654H,BGC,Escolarizada,691,986,,1677,17,8,,25,4,8,,12
109 2024-2025 14MMS0655G BGC Escolarizada,109,2024-2025,14MMS0655G,BGC,Escolarizada,748,916,,1664,14,24,,38,9,15,,24
110 2024-2025 14MMS0656F BGC Escolarizada,110,2024-2025,14MMS0656F,BGC,Escolarizada,243,219,,462,4,4,,8,1,1,,2
111 2024-2025 14MMS0657E BGAI Escolarizada,111,2024-2025,14MMS0657E,BGAI,Escolarizada,456,464,,920,7,16,,23,0,1,,1
112 2024-2025 14MMS0657E BGC Escolarizada,112,2024-2025,14MMS0657E,BGC,Escolarizada,1547,1871,,3418,20,24,,44,11,13,,24
113 2024-2025 14MMS0658D BGC Escolarizada,113,2024-2025,14MMS0658D,BGC,Escolarizada,628,830,,1458,11,6,,17,3,3,,6
114 2024-2025 14MMS0659C 3042100026 Escolarizada,114,2024-2025,14MMS0659C,3042100026,Escolarizada,76,52,,128,2,0,,2,2,1,,3
115 2024-2025 14MMS0659C BGC Escolarizada,115,2024-2025,14MMS0659C,BGC,Escolarizada,349,395,,744,1,7,,8,2,4,,6
116 2024-2025 14MMS0660S 3042000001 Escolarizada,116,2024-2025,14MMS0660S,3042000001,Escolarizada,64,49,,113,0,0,,0,0,0,,0
117 2024-2025 14MMS0660S 3101600003 Escolarizada,117,2024-2025,14MMS0660S,3101600003,Escolarizada,39,75,,114,0,0,,0,0,0,,0
118 2024-2025 14MMS0660S BGC Escolarizada,118,2024-2025,14MMS0660S,BGC,Escolarizada,272,353,,625,2,1,,3,0,1,,1
119 2024-2025 14MMS0661R BGC Escolarizada,119,2024-2025,14MMS0661R,BGC,Escolarizada,85,77,,162,1,3,,4,1,0,,1
120 2024-2025 14MMS0662Q BGC Escolarizada,120,2024-2025,14MMS0662Q,BGC,Escolarizada,108,135,,243,0,1,,1,0,0,,0
121 2024-2025 14MMS0663P BGC Escolarizada,121,2024-2025,14MMS0663P,BGC,Escolarizada,52,78,,130,1,1,,2,0,0,,0
122 2024-2025 14MMS0664O BGC Escolarizada,122,2024-2025,14MMS0664O,BGC,Escolarizada,79,58,,137,0,0,,0,0,0,,0
123 2024-2025 14MMS0665N BGC Escolarizada,123,2024-2025,14MMS0665N,BGC,Escolarizada,178,194,,372,4,1,,5,0,0,,0
124 2024-2025 14MMS0666M BGC Escolarizada,124,2024-2025,14MMS0666M,BGC,Escolarizada,131,171,,302,3,7,,10,2,2,,4
125 2024-2025 14MMS0667L BGC Escolarizada,125,2024-2025,14MMS0667L,BGC,Escolarizada,121,191,,312,0,2,,2,0,0,,0
126 2024-2025 14MMS0668K BGC Escolarizada,126,2024-2025,14MMS0668K,BGC,Escolarizada,417,429,,846,4,2,,6,1,1,,2
127 2024-2025 14MMS0669J BGC Escolarizada,127,2024-2025,14MMS0669J,BGC,Escolarizada,118,125,,243,0,2,,2,0,0,,0
128 2024-2025 14MMS0670Z BGC Escolarizada,128,2024-2025,14MMS0670Z,BGC,Escolarizada,84,97,,181,1,2,,3,0,0,,0
129 2024-2025 14MMS0671Y BGC Escolarizada,129,2024-2025,14MMS0671Y,BGC,Escolarizada,77,96,,173,0,0,,0,0,0,,0
130 2024-2025 14MMS0672X BGC Escolarizada,130,2024-2025,14MMS0672X,BGC,Escolarizada,35,37,,72,0,0,,0,0,0,,0
131 2024-2025 14MMS0673W BGC Escolarizada,131,2024-2025,14MMS0673W,BGC,Escolarizada,134,147,,281,1,0,,1,0,0,,0
132 2024-2025 14MMS0674V BGC Escolarizada,132,2024-2025,14MMS0674V,BGC,Escolarizada,77,97,,174,0,0,,0,0,0,,0
133 2024-2025 14MMS0675U BGC Escolarizada,133,2024-2025,14MMS0675U,BGC,Escolarizada,75,60,,135,2,2,,4,0,0,,0
134 2024-2025 14MMS0676T BGC Escolarizada,134,2024-2025,14MMS0676T,BGC,Escolarizada,137,158,,295,0,2,,2,0,0,,0
135 2024-2025 14MMS0677S BGC Escolarizada,135,2024-2025,14MMS0677S,BGC,Escolarizada,129,120,,249,0,0,,0,0,0,,0
136 2024-2025 14MMS0678R BGC Escolarizada,136,2024-2025,14MMS0678R,BGC,Escolarizada,128,138,,266,1,0,,1,0,0,,0
137 2024-2025 14MMS0679Q BGC Escolarizada,137,2024-2025,14MMS0679Q,BGC,Escolarizada,204,224,,428,1,1,,2,0,0,,0
138 2024-2025 14MMS0680F BGC Escolarizada,138,2024-2025,14MMS0680F,BGC,Escolarizada,113,113,,226,0,0,,0,0,0,,0
139 2024-2025 14MMS0681E BGC Escolarizada,139,2024-2025,14MMS0681E,BGC,Escolarizada,124,147,,271,7,3,,10,0,0,,0
140 2024-2025 14MMS0682D BGC Escolarizada,140,2024-2025,14MMS0682D,BGC,Escolarizada,161,174,,335,0,0,,0,1,0,,1
141 2024-2025 14MMS0683C BGC Escolarizada,141,2024-2025,14MMS0683C,BGC,Escolarizada,195,247,,442,5,6,,11,0,2,,2
142 2024-2025 14MMS0684B BGC Escolarizada,142,2024-2025,14MMS0684B,BGC,Escolarizada,66,92,,158,1,1,,2,0,0,,0
143 2024-2025 14MMS0685A BGC Escolarizada,143,2024-2025,14MMS0685A,BGC,Escolarizada,170,204,,374,1,1,,2,6,4,,10
144 2024-2025 14MMS0686Z BGC Escolarizada,144,2024-2025,14MMS0686Z,BGC,Escolarizada,109,122,,231,0,1,,1,53,23,,76
145 2024-2025 14MMS0687Z BGC Escolarizada,145,2024-2025,14MMS0687Z,BGC,Escolarizada,39,54,,93,0,0,,0,0,0,,0
146 2024-2025 14MMS0688Y BGC Escolarizada,146,2024-2025,14MMS0688Y,BGC,Escolarizada,80,94,,174,1,2,,3,4,8,,12
147 2024-2025 14MMS0689X BGC Escolarizada,147,2024-2025,14MMS0689X,BGC,Escolarizada,54,74,,128,0,0,,0,0,0,,0
148 2024-2025 14MMS0690M BGC Escolarizada,148,2024-2025,14MMS0690M,BGC,Escolarizada,48,69,,117,0,0,,0,0,0,,0
149 2024-2025 14MMS0691L BGC Escolarizada,149,2024-2025,14MMS0691L,BGC,Escolarizada,101,109,,210,3,2,,5,0,0,,0
150 2024-2025 14MMS0692K BGC Escolarizada,150,2024-2025,14MMS0692K,BGC,Escolarizada,121,140,,261,3,2,,5,0,0,,0
151 2024-2025 14MMS0693J BGC Escolarizada,151,2024-2025,14MMS0693J,BGC,Escolarizada,368,420,,788,1,0,,1,0,0,,0
152 2024-2025 14MMS0694I BGC Escolarizada,152,2024-2025,14MMS0694I,BGC,Escolarizada,72,117,,189,0,0,,0,0,0,,0
153 2024-2025 14MMS0695H BGC Escolarizada,153,2024-2025,14MMS0695H,BGC,Escolarizada,208,238,,446,0,1,,1,0,0,,0
154 2024-2025 14MMS0696G BGC Escolarizada,154,2024-2025,14MMS0696G,BGC,Escolarizada,256,345,,601,2,2,,4,0,0,,0
155 2024-2025 14MMS0697F BGC Escolarizada,155,2024-2025,14MMS0697F,BGC,Escolarizada,103,132,,235,0,0,,0,0,0,,0
156 2024-2025 14MMS0698E BGC Escolarizada,156,2024-2025,14MMS0698E,BGC,Escolarizada,177,206,,383,3,1,,4,0,1,,1
157 2024-2025 14MMS0699D 3081100003 Escolarizada,157,2024-2025,14MMS0699D,3081100003,Escolarizada,66,79,,145,0,1,,1,0,0,,0
158 2024-2025 14MMS0699D BGC Escolarizada,158,2024-2025,14MMS0699D,BGC,Escolarizada,114,153,,267,0,2,,2,1,0,,1
159 2024-2025 14MMS0700C BGC Escolarizada,159,2024-2025,14MMS0700C,BGC,Escolarizada,133,179,,312,1,0,,1,0,0,,0
160 2024-2025 14MMS0701B BGC Escolarizada,160,2024-2025,14MMS0701B,BGC,Escolarizada,469,632,,1101,6,12,,18,1,5,,6
161 2024-2025 14MMS0702A BGC Escolarizada,161,2024-2025,14MMS0702A,BGC,Escolarizada,97,107,,204,0,0,,0,0,0,,0
162 2024-2025 14MMS0703Z BGC Escolarizada,162,2024-2025,14MMS0703Z,BGC,Escolarizada,117,152,,269,0,1,,1,25,38,,63
163 2024-2025 14MMS0704Z BGC Escolarizada,163,2024-2025,14MMS0704Z,BGC,Escolarizada,88,84,,172,0,0,,0,0,0,,0
164 2024-2025 14MMS0705Y BGAI Escolarizada,164,2024-2025,14MMS0705Y,BGAI,Escolarizada,21,41,,62,0,0,,0,0,0,,0
165 2024-2025 14MMS0705Y BGC Escolarizada,165,2024-2025,14MMS0705Y,BGC,Escolarizada,312,417,,729,6,6,,12,0,0,,0
166 2024-2025 14MMS0706X BGC Escolarizada,166,2024-2025,14MMS0706X,BGC,Escolarizada,405,487,,892,10,19,,29,0,3,,3
167 2024-2025 14MMS0707W BGC Escolarizada,167,2024-2025,14MMS0707W,BGC,Escolarizada,419,475,,894,3,6,,9,1,0,,1
168 2024-2025 14MMS0708V BGC Escolarizada,168,2024-2025,14MMS0708V,BGC,Escolarizada,299,354,,653,6,2,,8,0,0,,0
169 2024-2025 14MMS0709U BGC Escolarizada,169,2024-2025,14MMS0709U,BGC,Escolarizada,194,251,,445,0,0,,0,0,0,,0
170 2024-2025 14MMS0710J BGC Escolarizada,170,2024-2025,14MMS0710J,BGC,Escolarizada,219,245,,464,0,0,,0,0,0,,0
171 2024-2025 14MMS0711I BGC Escolarizada,171,2024-2025,14MMS0711I,BGC,Escolarizada,95,96,,191,1,2,,3,0,0,,0
172 2024-2025 14MMS0712H BGC Escolarizada,172,2024-2025,14MMS0712H,BGC,Escolarizada,218,291,,509,3,2,,5,1,1,,2
173 2024-2025 14MMS0713G BGC Escolarizada,173,2024-2025,14MMS0713G,BGC,Escolarizada,232,317,,549,2,0,,2,0,0,,0
174 2024-2025 14MMS0714F BGC Escolarizada,174,2024-2025,14MMS0714F,BGC,Escolarizada,283,296,,579,7,7,,14,3,0,,3
175 2024-2025 14MMS0715E BGC Escolarizada,175,2024-2025,14MMS0715E,BGC,Escolarizada,127,147,,274,3,3,,6,0,1,,1
176 2024-2025 14MMS0716D BGC Escolarizada,176,2024-2025,14MMS0716D,BGC,Escolarizada,129,177,,306,0,0,,0,0,0,,0
177 2024-2025 14MMS0717C 3042000001 Escolarizada,177,2024-2025,14MMS0717C,3042000001,Escolarizada,46,39,,85,0,0,,0,0,0,,0
178 2024-2025 14MMS0717C 3101600003 Escolarizada,178,2024-2025,14MMS0717C,3101600003,Escolarizada,26,81,,107,0,0,,0,0,0,,0
179 2024-2025 14MMS0717C BGC Escolarizada,179,2024-2025,14MMS0717C,BGC,Escolarizada,209,190,,399,1,0,,1,0,0,,0
180 2024-2025 14MMS0718B 3042000001 Escolarizada,180,2024-2025,14MMS0718B,3042000001,Escolarizada,30,42,,72,0,0,,0,0,0,,0
181 2024-2025 14MMS0718B 3101600003 Escolarizada,181,2024-2025,14MMS0718B,3101600003,Escolarizada,84,122,,206,0,0,,0,0,0,,0
182 2024-2025 14MMS0718B BGC Escolarizada,182,2024-2025,14MMS0718B,BGC,Escolarizada,256,233,,489,0,0,,0,0,0,,0
183 2024-2025 14MMS0719A BGC Escolarizada,183,2024-2025,14MMS0719A,BGC,Escolarizada,101,108,,209,0,0,,0,0,0,,0
184 2024-2025 14MMS0720Q BGC Escolarizada,184,2024-2025,14MMS0720Q,BGC,Escolarizada,151,194,,345,1,0,,1,0,0,,0
185 2024-2025 14MMS0721P BGAI Escolarizada,185,2024-2025,14MMS0721P,BGAI,Escolarizada,0,0,,0,0,0,,0,0,0,,0
186 2024-2025 14MMS0721P BGC Escolarizada,186,2024-2025,14MMS0721P,BGC,Escolarizada,423,552,,975,7,4,,11,4,3,,7
