name,row,anio,calendario,nivel_educativo,entidad_universitaria,aspirantes_t,aspirantes_h,aspirantes_m,aspirantes_nb,admitidos_t,admitidos_h,admitidos_m,admitidos_nb,no_admitidos_t,no_admitidos_h,no_admitidos_m,no_admitidos_nb,por_admision
13 Admisión - 36 2019B Maestría CUCBA,36,2019,B,Maestría,CUCBA,82,45,37,,57,31,26,,25,14,11,,69.51219512
13 Admisión - 37 2019B Maestría CUALTOS,37,2019,B,Maestría,CUALTOS,18,12,6,,13,7,6,,5,5,0,,72.22222222
13 Admisión - 38 2019B Maestría CUCIÉNEGA,38,2019,B,Maestría,CUCIÉNEGA,2,0,2,,0,0,0,,2,0,2,,0
13 Admisión - 39 2019B Maestría CUSUR,39,2019,B,Maestría,CUSUR,47,25,22,,36,20,16,,11,5,6,,76.59574468
13 Admisión - 40 2019B Maestría CUCOSTA,40,2019,B,Maestría,CUCOSTA,58,32,26,,50,27,23,,8,5,3,,86.20689655
13 Admisión - 41 2019B Maestría CUCOSTASUR,41,2019,B,Maestría,CUCOSTASUR,39,20,19,,31,17,14,,8,3,5,,79.48717949
13 Admisión - 42 2019B Maestría CUVALLES,42,2019,B,Maestría,CUVALLES,39,20,19,,20,11,9,,19,9,10,,51.28205128
13 Admisión - 43 2019B Maestría CUNORTE,43,2019,B,Maestría,CUNORTE,18,11,7,,15,9,6,,3,2,1,,83.33333333
13 Admisión - 44 2019B Maestría CULAGOS,44,2019,B,Maestría,CULAGOS,24,16,8,,13,10,3,,11,6,5,,54.16666667
13 Admisión - 45 2019B Maestría CUTONALÁ,45,2019,B,Maestría,CUTONALÁ,31,23,8,,23,15,8,,8,8,0,,74.19354839
13 Admisión - 46 2019B Maestría SUV,46,2019,B,Maestría,SUV,399,194,205,,136,62,74,,263,132,131,,34.08521303
13 Admisión - 47 2019B Doctorado CUCEA,47,2019,B,Doctorado,CUCEA,65,40,25,,35,20,15,,30,20,10,,53.84615385
13 Admisión - 48 2019B Doctorado CUCEI,48,2019,B,Doctorado,CUCEI,28,20,8,,19,15,4,,9,5,4,,67.85714286
13 Admisión - 49 2019B Doctorado CUCSH,49,2019,B,Doctorado,CUCSH,43,23,20,,40,20,20,,3,3,0,,93.02325581
13 Admisión - 50 2019B Doctorado CUCS,50,2019,B,Doctorado,CUCS,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 51 2019B Doctorado CUAAD,51,2019,B,Doctorado,CUAAD,39,25,14,,28,18,10,,11,7,4,,71.79487179
13 Admisión - 52 2019B Doctorado CUCBA,52,2019,B,Doctorado,CUCBA,22,10,12,,16,8,8,,6,2,4,,72.72727273
13 Admisión - 53 2019B Doctorado CUALTOS,53,2019,B,Doctorado,CUALTOS,15,7,8,,7,2,5,,8,5,3,,46.66666667
13 Admisión - 54 2019B Doctorado CUCIÉNEGA,54,2019,B,Doctorado,CUCIÉNEGA,4,4,0,,2,2,0,,2,2,0,,50
13 Admisión - 55 2019B Doctorado CUSUR,55,2019,B,Doctorado,CUSUR,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 56 2019B Doctorado CUCOSTA,56,2019,B,Doctorado,CUCOSTA,27,11,16,,23,10,13,,4,1,3,,85.18518519
13 Admisión - 57 2019B Doctorado CUCOSTASUR,57,2019,B,Doctorado,CUCOSTASUR,5,4,1,,4,3,1,,1,1,0,,80
13 Admisión - 58 2019B Doctorado CUVALLES,58,2019,B,Doctorado,CUVALLES,2,0,2,,2,0,2,,0,0,0,,100
13 Admisión - 59 2019B Doctorado CUNORTE,59,2019,B,Doctorado,CUNORTE,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 60 2019B Doctorado CULAGOS,60,2019,B,Doctorado,CULAGOS,9,5,4,,7,4,3,,2,1,1,,77.77777778
13 Admisión - 61 2019B Doctorado CUTONALÁ,61,2019,B,Doctorado,CUTONALÁ,24,13,11,,21,12,9,,3,1,2,,87.5
13 Admisión - 62 2019B Doctorado SUV,62,2019,B,Doctorado,SUV,33,16,17,,14,5,9,,19,11,8,,42.42424242
