name,row,ciclo,cve_plantel,cve_programa,modalidad,egresados_h,egresados_m,egresados_nb,egresados_t,e_discapacidad_h,e_discapacidad_m,e_discapacidad_nb,e_discapacidad_t,e_habla_indigena_h,e_habla_indigena_m,e_habla_indigena_nb,e_habla_indigena_t,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t
11 2018-2019 14MMS0610K BGC,11,2018-2019,14MMS0610K,BGC,Escolarizada,145,180,,325,,,,0,,,,0,,,,,,,,,,,,
12 2018-2019 14MMS0610K BGAI,12,2018-2019,14MMS0610K,BGAI,Escolarizada,40,40,,80,,,,0,,,,0,,,,,,,,,,,,
13 2018-2019 14MMS0611J BGC,13,2018-2019,14MMS0611J,BGC,Escolarizada,176,239,,415,,,,0,,,,0,,,,,,,,,,,,
14 2018-2019 14MMS0611J BGC,14,2018-2019,14MMS0611J,BGC,Escolarizada,147,250,,397,,,,0,,,,1,,,,,,,,,,,,
15 2018-2019 14MMS0612I BGC,15,2018-2019,14MMS0612I,BGC,Escolarizada,235,411,,646,,,,0,,,,1,,,,,,,,,,,,
16 2018-2019 14MMS0612I BGC,16,2018-2019,14MMS0612I,BGC,Escolarizada,261,358,,619,,,,0,,,,0,,,,,,,,,,,,
17 2018-2019 14MMS0613H BGC,17,2018-2019,14MMS0613H,BGC,Escolarizada,276,382,,658,,,,0,,,,1,,,,,,,,,,,,
18 2018-2019 14MMS0613H BGC,18,2018-2019,14MMS0613H,BGC,Escolarizada,306,352,,658,,,,0,,,,1,,,,,,,,,,,,
19 2018-2019 14MMS0614G BGC,19,2018-2019,14MMS0614G,BGC,Escolarizada,265,386,,651,,,,0,,,,0,,,,,,,,,,,,
20 2018-2019 14MMS0614G BGC,20,2018-2019,14MMS0614G,BGC,Escolarizada,283,407,,690,,,,0,,,,0,,,,,,,,,,,,
21 2018-2019 14MMS0615F BGC,21,2018-2019,14MMS0615F,BGC,Escolarizada,128,186,,314,,,,0,,,,0,,,,,,,,,,,,
22 2018-2019 14MMS0615F BGC,22,2018-2019,14MMS0615F,BGC,Escolarizada,121,206,,327,,,,0,,,,0,,,,,,,,,,,,
23 2018-2019 14MMS0616E BGC,23,2018-2019,14MMS0616E,BGC,Escolarizada,78,94,,172,,,,0,,,,0,,,,,,,,,,,,
24 2018-2019 14MMS0616E BGC,24,2018-2019,14MMS0616E,BGC,Escolarizada,59,82,,141,,,,0,,,,0,,,,,,,,,,,,
25 2018-2019 14MMS0617D BGC,25,2018-2019,14MMS0617D,BGC,Escolarizada,78,95,,173,,,,0,,,,0,,,,,,,,,,,,
26 2018-2019 14MMS0617D BGC,26,2018-2019,14MMS0617D,BGC,Escolarizada,70,92,,162,,,,0,,,,0,,,,,,,,,,,,
27 2018-2019 14MMS0618C BGC,27,2018-2019,14MMS0618C,BGC,Escolarizada,118,148,,266,,,,0,,,,0,,,,,,,,,,,,
28 2018-2019 14MMS0618C BGC,28,2018-2019,14MMS0618C,BGC,Escolarizada,93,127,,220,,,,0,,,,0,,,,,,,,,,,,
29 2018-2019 14MMS0618C BGAI,29,2018-2019,14MMS0618C,BGAI,Escolarizada,14,7,,21,,,,0,,,,0,,,,,,,,,,,,
30 2018-2019 14MMS0619B BGC,30,2018-2019,14MMS0619B,BGC,Escolarizada,80,131,,211,,,,0,,,,0,,,,,,,,,,,,
31 2018-2019 14MMS0619B BGC,31,2018-2019,14MMS0619B,BGC,Escolarizada,83,138,,221,,,,0,,,,0,,,,,,,,,,,,
32 2018-2019 14MMS0619B BGAI,32,2018-2019,14MMS0619B,BGAI,Escolarizada,23,33,,56,,,,0,,,,0,,,,,,,,,,,,
33 2018-2019 14MMS0620R BGC,33,2018-2019,14MMS0620R,BGC,Escolarizada,35,36,,71,,,,0,,,,0,,,,,,,,,,,,
34 2018-2019 14MMS0620R BGC,34,2018-2019,14MMS0620R,BGC,Escolarizada,27,44,,71,,,,0,,,,0,,,,,,,,,,,,
35 2018-2019 14MMS0620R BGAI,35,2018-2019,14MMS0620R,BGAI,Escolarizada,0,5,,5,,,,0,,,,0,,,,,,,,,,,,
36 2018-2019 14MMS0621Q BGC,36,2018-2019,14MMS0621Q,BGC,Escolarizada,114,143,,257,,,,0,,,,0,,,,,,,,,,,,
37 2018-2019 14MMS0621Q BGC,37,2018-2019,14MMS0621Q,BGC,Escolarizada,105,135,,240,,,,0,,,,0,,,,,,,,,,,,
38 2018-2019 14MMS0621Q BGAI,38,2018-2019,14MMS0621Q,BGAI,Escolarizada,3,12,,15,,,,0,,,,0,,,,,,,,,,,,
39 2018-2019 14MMS0622P BGC,39,2018-2019,14MMS0622P,BGC,Escolarizada,37,44,,81,,,,0,,,,0,,,,,,,,,,,,
40 2018-2019 14MMS0622P BGC,40,2018-2019,14MMS0622P,BGC,Escolarizada,37,55,,92,,,,0,,,,0,,,,,,,,,,,,
41 2018-2019 14MMS0623O BGC,41,2018-2019,14MMS0623O,BGC,Escolarizada,196,272,,468,,,,0,,,,1,,,,,,,,,,,,
42 2018-2019 14MMS0623O BGC,42,2018-2019,14MMS0623O,BGC,Escolarizada,211,240,,451,,,,0,,,,0,,,,,,,,,,,,
43 2018-2019 14MMS0624N BGC,43,2018-2019,14MMS0624N,BGC,Escolarizada,48,45,,93,,,,0,,,,0,,,,,,,,,,,,
44 2018-2019 14MMS0624N BGC,44,2018-2019,14MMS0624N,BGC,Escolarizada,35,47,,82,,,,0,,,,0,,,,,,,,,,,,
45 2018-2019 14MMS0625M BGC,45,2018-2019,14MMS0625M,BGC,Escolarizada,36,54,,90,,,,0,,,,2,,,,,,,,,,,,
46 2018-2019 14MMS0625M BGC,46,2018-2019,14MMS0625M,BGC,Escolarizada,50,58,,108,,,,0,,,,2,,,,,,,,,,,,
47 2018-2019 14MMS0625M BGAI,47,2018-2019,14MMS0625M,BGAI,Escolarizada,20,16,,36,,,,0,,,,0,,,,,,,,,,,,
48 2018-2019 14MMS0626L BGC,48,2018-2019,14MMS0626L,BGC,Escolarizada,135,179,,314,,,,0,,,,0,,,,,,,,,,,,
49 2018-2019 14MMS0626L BGC,49,2018-2019,14MMS0626L,BGC,Escolarizada,100,166,,266,,,,0,,,,0,,,,,,,,,,,,
50 2018-2019 14MMS0627K BGC,50,2018-2019,14MMS0627K,BGC,Escolarizada,37,44,,81,,,,0,,,,0,,,,,,,,,,,,
51 2018-2019 14MMS0627K BGC,51,2018-2019,14MMS0627K,BGC,Escolarizada,23,37,,60,,,,0,,,,0,,,,,,,,,,,,
52 2018-2019 14MMS0627K BGAI,52,2018-2019,14MMS0627K,BGAI,Escolarizada,12,9,,21,,,,0,,,,0,,,,,,,,,,,,
53 2018-2019 14MMS0628J BGC,53,2018-2019,14MMS0628J,BGC,Escolarizada,126,160,,286,,,,0,,,,0,,,,,,,,,,,,
54 2018-2019 14MMS0628J BGC,54,2018-2019,14MMS0628J,BGC,Escolarizada,137,165,,302,,,,0,,,,1,,,,,,,,,,,,
55 2018-2019 14MMS0628J BGAI,55,2018-2019,14MMS0628J,BGAI,Escolarizada,6,4,,10,,,,0,,,,0,,,,,,,,,,,,
56 2018-2019 14MMS0629I BGC,56,2018-2019,14MMS0629I,BGC,Escolarizada,83,138,,221,,,,0,,,,0,,,,,,,,,,,,
57 2018-2019 14MMS0629I BGC,57,2018-2019,14MMS0629I,BGC,Escolarizada,104,108,,212,,,,0,,,,0,,,,,,,,,,,,
58 2018-2019 14MMS0629I BGAI,58,2018-2019,14MMS0629I,BGAI,Escolarizada,8,10,,18,,,,0,,,,0,,,,,,,,,,,,
59 2018-2019 14MMS0630Y BGC,59,2018-2019,14MMS0630Y,BGC,Escolarizada,129,179,,308,,,,0,,,,0,,,,,,,,,,,,
60 2018-2019 14MMS0630Y BGC,60,2018-2019,14MMS0630Y,BGC,Escolarizada,127,156,,283,,,,0,,,,0,,,,,,,,,,,,
61 2018-2019 14MMS0631X BGC,61,2018-2019,14MMS0631X,BGC,Escolarizada,174,227,,401,,,,0,,,,0,,,,,,,,,,,,
62 2018-2019 14MMS0631X BGC,62,2018-2019,14MMS0631X,BGC,Escolarizada,166,237,,403,,,,0,,,,0,,,,,,,,,,,,
63 2018-2019 14MMS0632W BGC,63,2018-2019,14MMS0632W,BGC,Escolarizada,164,212,,376,,,,0,,,,0,,,,,,,,,,,,
64 2018-2019 14MMS0632W BGC,64,2018-2019,14MMS0632W,BGC,Escolarizada,150,221,,371,,,,0,,,,0,,,,,,,,,,,,
65 2018-2019 14MMS0632W BGAI,65,2018-2019,14MMS0632W,BGAI,Escolarizada,5,6,,11,,,,0,,,,0,,,,,,,,,,,,
66 2018-2019 14MMS0633V BGC,66,2018-2019,14MMS0633V,BGC,Escolarizada,22,40,,62,,,,0,,,,0,,,,,,,,,,,,
67 2018-2019 14MMS0633V BGC,67,2018-2019,14MMS0633V,BGC,Escolarizada,15,37,,52,,,,0,,,,0,,,,,,,,,,,,
68 2018-2019 14MMS0634U BGC,68,2018-2019,14MMS0634U,BGC,Escolarizada,113,156,,269,,,,0,,,,0,,,,,,,,,,,,
69 2018-2019 14MMS0634U BGC,69,2018-2019,14MMS0634U,BGC,Escolarizada,122,164,,286,,,,0,,,,0,,,,,,,,,,,,
70 2018-2019 14MMS0635T BGC,70,2018-2019,14MMS0635T,BGC,Escolarizada,101,115,,216,,,,0,,,,0,,,,,,,,,,,,
71 2018-2019 14MMS0635T BGC,71,2018-2019,14MMS0635T,BGC,Escolarizada,84,100,,184,,,,0,,,,0,,,,,,,,,,,,
72 2018-2019 14MMS0636S BGC,72,2018-2019,14MMS0636S,BGC,Escolarizada,97,172,,269,,,,0,,,,0,,,,,,,,,,,,
73 2018-2019 14MMS0636S BGC,73,2018-2019,14MMS0636S,BGC,Escolarizada,107,175,,282,,,,0,,,,2,,,,,,,,,,,,
74 2018-2019 14MMS0637R BGC,74,2018-2019,14MMS0637R,BGC,Escolarizada,60,56,,116,,,,0,,,,0,,,,,,,,,,,,
75 2018-2019 14MMS0637R BGC,75,2018-2019,14MMS0637R,BGC,Escolarizada,41,53,,94,,,,0,,,,0,,,,,,,,,,,,
76 2018-2019 14MMS0637R BGAI,76,2018-2019,14MMS0637R,BGAI,Escolarizada,8,17,,25,,,,0,,,,0,,,,,,,,,,,,
77 2018-2019 14MMS0638Q BGC,77,2018-2019,14MMS0638Q,BGC,Escolarizada,45,55,,100,,,,0,,,,0,,,,,,,,,,,,
78 2018-2019 14MMS0638Q BGC,78,2018-2019,14MMS0638Q,BGC,Escolarizada,31,58,,89,,,,0,,,,0,,,,,,,,,,,,
79 2018-2019 14MMS0639P BGC,79,2018-2019,14MMS0639P,BGC,Escolarizada,36,37,,73,,,,0,,,,0,,,,,,,,,,,,
80 2018-2019 14MMS0639P BGC,80,2018-2019,14MMS0639P,BGC,Escolarizada,34,28,,62,,,,0,,,,0,,,,,,,,,,,,
81 2018-2019 14MMS0640E BGC,81,2018-2019,14MMS0640E,BGC,Escolarizada,46,78,,124,,,,0,,,,0,,,,,,,,,,,,
82 2018-2019 14MMS0640E BGC,82,2018-2019,14MMS0640E,BGC,Escolarizada,47,57,,104,,,,0,,,,0,,,,,,,,,,,,
83 2018-2019 14MMS0641D BGC,83,2018-2019,14MMS0641D,BGC,Escolarizada,16,26,,42,,,,0,,,,0,,,,,,,,,,,,
84 2018-2019 14MMS0641D BGC,84,2018-2019,14MMS0641D,BGC,Escolarizada,23,17,,40,,,,0,,,,0,,,,,,,,,,,,
85 2018-2019 14MMS0642C BGC,85,2018-2019,14MMS0642C,BGC,Escolarizada,31,33,,64,,,,0,,,,0,,,,,,,,,,,,
86 2018-2019 14MMS0642C BGC,86,2018-2019,14MMS0642C,BGC,Escolarizada,35,32,,67,,,,0,,,,0,,,,,,,,,,,,
87 2018-2019 14MMS0643B BGAI,87,2018-2019,14MMS0643B,BGAI,Escolarizada,32,23,,55,,,,0,,,,0,,,,,,,,,,,,
88 2018-2019 14MMS0643B BGC,88,2018-2019,14MMS0643B,BGC,Escolarizada,57,95,,152,,,,0,,,,0,,,,,,,,,,,,
89 2018-2019 14MMS0643B BGC,89,2018-2019,14MMS0643B,BGC,Escolarizada,66,76,,142,,,,0,,,,0,,,,,,,,,,,,
90 2018-2019 14MMS0644A BGC,90,2018-2019,14MMS0644A,BGC,Escolarizada,55,67,,122,,,,0,,,,0,,,,,,,,,,,,
91 2018-2019 14MMS0644A BGC,91,2018-2019,14MMS0644A,BGC,Escolarizada,61,43,,104,,,,0,,,,0,,,,,,,,,,,,
92 2018-2019 14MMS0645Z BGAI,92,2018-2019,14MMS0645Z,BGAI,Escolarizada,30,34,,64,,,,0,,,,0,,,,,,,,,,,,
93 2018-2019 14MMS0645Z BGC,93,2018-2019,14MMS0645Z,BGC,Escolarizada,159,234,,393,,,,0,,,,0,,,,,,,,,,,,
94 2018-2019 14MMS0645Z BGC,94,2018-2019,14MMS0645Z,BGC,Escolarizada,151,255,,406,,,,0,,,,0,,,,,,,,,,,,
95 2018-2019 14MMS0646Z BGC,95,2018-2019,14MMS0646Z,BGC,Escolarizada,272,336,,608,,,,0,,,,0,,,,,,,,,,,,
96 2018-2019 14MMS0646Z BGC,96,2018-2019,14MMS0646Z,BGC,Escolarizada,313,350,,663,,,,0,,,,1,,,,,,,,,,,,
97 2018-2019 14MMS0647Y BGAI,97,2018-2019,14MMS0647Y,BGAI,Escolarizada,25,27,,52,,,,0,,,,0,,,,,,,,,,,,
98 2018-2019 14MMS0647Y BGC,98,2018-2019,14MMS0647Y,BGC,Escolarizada,169,184,,353,,,,0,,,,1,,,,,,,,,,,,
99 2018-2019 14MMS0647Y BGC,99,2018-2019,14MMS0647Y,BGC,Escolarizada,134,202,,336,,,,0,,,,0,,,,,,,,,,,,
100 2018-2019 14MMS0648X BGC,100,2018-2019,14MMS0648X,BGC,Escolarizada,172,234,,406,,,,0,,,,0,,,,,,,,,,,,
101 2018-2019 14MMS0648X BGC,101,2018-2019,14MMS0648X,BGC,Escolarizada,189,299,,488,,,,0,,,,0,,,,,,,,,,,,
102 2018-2019 14MMS0649W BGAI,102,2018-2019,14MMS0649W,BGAI,Escolarizada,42,64,,106,,,,0,,,,0,,,,,,,,,,,,
103 2018-2019 14MMS0649W BGC,103,2018-2019,14MMS0649W,BGC,Escolarizada,258,378,,636,,,,0,,,,0,,,,,,,,,,,,
104 2018-2019 14MMS0649W BGC,104,2018-2019,14MMS0649W,BGC,Escolarizada,268,334,,602,,,,0,,,,0,,,,,,,,,,,,
105 2018-2019 14MMS0650L BGAI,105,2018-2019,14MMS0650L,BGAI,Escolarizada,36,45,,81,,,,0,,,,1,,,,,,,,,,,,
106 2018-2019 14MMS0650L BGC,106,2018-2019,14MMS0650L,BGC,Escolarizada,217,305,,522,,,,0,,,,1,,,,,,,,,,,,
107 2018-2019 14MMS0650L BGC,107,2018-2019,14MMS0650L,BGC,Escolarizada,188,294,,482,,,,0,,,,0,,,,,,,,,,,,
108 2018-2019 14MMS0651K BGAI,108,2018-2019,14MMS0651K,BGAI,Escolarizada,7,9,,16,,,,0,,,,0,,,,,,,,,,,,
109 2018-2019 14MMS0651K BGC,109,2018-2019,14MMS0651K,BGC,Escolarizada,65,85,,150,,,,0,,,,0,,,,,,,,,,,,
110 2018-2019 14MMS0651K BGC,110,2018-2019,14MMS0651K,BGC,Escolarizada,54,73,,127,,,,0,,,,1,,,,,,,,,,,,
111 2018-2019 14MMS0652J BGC,111,2018-2019,14MMS0652J,BGC,Escolarizada,32,58,,90,,,,0,,,,0,,,,,,,,,,,,
112 2018-2019 14MMS0652J BGC,112,2018-2019,14MMS0652J,BGC,Escolarizada,33,52,,85,,,,0,,,,0,,,,,,,,,,,,
113 2018-2019 14MMS0653I BGC,113,2018-2019,14MMS0653I,BGC,Escolarizada,62,64,,126,,,,0,,,,0,,,,,,,,,,,,
114 2018-2019 14MMS0653I BGC,114,2018-2019,14MMS0653I,BGC,Escolarizada,71,63,,134,,,,0,,,,0,,,,,,,,,,,,
115 2018-2019 14MMS0654H BGAI,115,2018-2019,14MMS0654H,BGAI,Escolarizada,51,70,,121,,,,0,,,,0,,,,,,,,,,,,
116 2018-2019 14MMS0654H BGC,116,2018-2019,14MMS0654H,BGC,Escolarizada,89,143,,232,,,,0,,,,0,,,,,,,,,,,,
117 2018-2019 14MMS0654H BGC,117,2018-2019,14MMS0654H,BGC,Escolarizada,94,144,,238,,,,0,,,,0,,,,,,,,,,,,
118 2018-2019 14MMS0655G BGC,118,2018-2019,14MMS0655G,BGC,Escolarizada,55,90,,145,,,,0,,,,0,,,,,,,,,,,,
119 2018-2019 14MMS0655G BGC,119,2018-2019,14MMS0655G,BGC,Escolarizada,77,100,,177,,,,0,,,,0,,,,,,,,,,,,
120 2018-2019 14MMS0656F BGC,120,2018-2019,14MMS0656F,BGC,Escolarizada,38,38,,76,,,,0,,,,0,,,,,,,,,,,,
121 2018-2019 14MMS0656F BGC,121,2018-2019,14MMS0656F,BGC,Escolarizada,27,36,,63,,,,0,,,,0,,,,,,,,,,,,
122 2018-2019 14MMS0657E BGAI,122,2018-2019,14MMS0657E,BGAI,Escolarizada,149,152,,301,,,,0,,,,0,,,,,,,,,,,,
123 2018-2019 14MMS0657E BGC,123,2018-2019,14MMS0657E,BGC,Escolarizada,122,185,,307,,,,0,,,,0,,,,,,,,,,,,
124 2018-2019 14MMS0657E BGC,124,2018-2019,14MMS0657E,BGC,Escolarizada,127,173,,300,,,,0,,,,0,,,,,,,,,,,,
125 2018-2019 14MMS0658D BGC,125,2018-2019,14MMS0658D,BGC,Escolarizada,69,104,,173,,,,0,,,,0,,,,,,,,,,,,
126 2018-2019 14MMS0658D BGC,126,2018-2019,14MMS0658D,BGC,Escolarizada,106,102,,208,,,,0,,,,0,,,,,,,,,,,,
127 2018-2019 14MMS0659C BGC,127,2018-2019,14MMS0659C,BGC,Escolarizada,49,71,,120,,,,0,,,,0,,,,,,,,,,,,
128 2018-2019 14MMS0659C BGC,128,2018-2019,14MMS0659C,BGC,Escolarizada,61,61,,122,,,,0,,,,0,,,,,,,,,,,,
129 2018-2019 14MMS0660S BGC,129,2018-2019,14MMS0660S,BGC,Escolarizada,24,43,,67,,,,0,,,,0,,,,,,,,,,,,
130 2018-2019 14MMS0660S BGC,130,2018-2019,14MMS0660S,BGC,Escolarizada,40,44,,84,,,,0,,,,0,,,,,,,,,,,,
131 2018-2019 14MMS0661R BGC,131,2018-2019,14MMS0661R,BGC,Escolarizada,30,30,,60,,,,0,,,,0,,,,,,,,,,,,
132 2018-2019 14MMS0662Q BGC,132,2018-2019,14MMS0662Q,BGC,Escolarizada,43,36,,79,,,,0,,,,0,,,,,,,,,,,,
133 2018-2019 14MMS0663P BGC,133,2018-2019,14MMS0663P,BGC,Escolarizada,3,12,,15,,,,0,,,,0,,,,,,,,,,,,
134 2018-2019 14MMS0663P BGC,134,2018-2019,14MMS0663P,BGC,Escolarizada,5,14,,19,,,,0,,,,0,,,,,,,,,,,,
135 2018-2019 14MMS0664O BGC,135,2018-2019,14MMS0664O,BGC,Escolarizada,13,19,,32,,,,0,,,,0,,,,,,,,,,,,
136 2018-2019 14MMS0665N BGC,136,2018-2019,14MMS0665N,BGC,Escolarizada,23,17,,40,,,,0,,,,0,,,,,,,,,,,,
137 2018-2019 14MMS0665N BGC,137,2018-2019,14MMS0665N,BGC,Escolarizada,18,24,,42,,,,0,,,,0,,,,,,,,,,,,
138 2018-2019 14MMS0666M BGC,138,2018-2019,14MMS0666M,BGC,Escolarizada,18,30,,48,,,,0,,,,0,,,,,,,,,,,,
139 2018-2019 14MMS0666M BGC,139,2018-2019,14MMS0666M,BGC,Escolarizada,18,31,,49,,,,0,,,,0,,,,,,,,,,,,
140 2018-2019 14MMS0667L BGC,140,2018-2019,14MMS0667L,BGC,Escolarizada,19,29,,48,,,,0,,,,0,,,,,,,,,,,,
141 2018-2019 14MMS0667L BGC,141,2018-2019,14MMS0667L,BGC,Escolarizada,18,30,,48,,,,0,,,,0,,,,,,,,,,,,
142 2018-2019 14MMS0668K BGC,142,2018-2019,14MMS0668K,BGC,Escolarizada,39,56,,95,,,,0,,,,0,,,,,,,,,,,,
143 2018-2019 14MMS0668K BGC,143,2018-2019,14MMS0668K,BGC,Escolarizada,28,75,,103,,,,0,,,,0,,,,,,,,,,,,
144 2018-2019 14MMS0669J BGC,144,2018-2019,14MMS0669J,BGC,Escolarizada,14,19,,33,,,,0,,,,0,,,,,,,,,,,,
145 2018-2019 14MMS0669J BGC,145,2018-2019,14MMS0669J,BGC,Escolarizada,17,21,,38,,,,0,,,,0,,,,,,,,,,,,
146 2018-2019 14MMS0670Z BGC,146,2018-2019,14MMS0670Z,BGC,Escolarizada,30,31,,61,,,,0,,,,0,,,,,,,,,,,,
147 2018-2019 14MMS0671Y BGC,147,2018-2019,14MMS0671Y,BGC,Escolarizada,11,20,,31,,,,0,,,,0,,,,,,,,,,,,
148 2018-2019 14MMS0671Y BGC,148,2018-2019,14MMS0671Y,BGC,Escolarizada,8,16,,24,,,,0,,,,0,,,,,,,,,,,,
149 2018-2019 14MMS0672X BGC,149,2018-2019,14MMS0672X,BGC,Escolarizada,7,14,,21,,,,0,,,,0,,,,,,,,,,,,
150 2018-2019 14MMS0673W BGC,150,2018-2019,14MMS0673W,BGC,Escolarizada,22,34,,56,,,,0,,,,0,,,,,,,,,,,,
151 2018-2019 14MMS0674V BGC,151,2018-2019,14MMS0674V,BGC,Escolarizada,11,24,,35,,,,0,,,,0,,,,,,,,,,,,
152 2018-2019 14MMS0675U BGC,152,2018-2019,14MMS0675U,BGC,Escolarizada,16,14,,30,,,,0,,,,0,,,,,,,,,,,,
153 2018-2019 14MMS0676T BGC,153,2018-2019,14MMS0676T,BGC,Escolarizada,12,16,,28,,,,0,,,,0,,,,,,,,,,,,
154 2018-2019 14MMS0676T BGC,154,2018-2019,14MMS0676T,BGC,Escolarizada,18,19,,37,,,,0,,,,0,,,,,,,,,,,,
155 2018-2019 14MMS0677S BGC,155,2018-2019,14MMS0677S,BGC,Escolarizada,15,19,,34,,,,0,,,,0,,,,,,,,,,,,
156 2018-2019 14MMS0677S BGC,156,2018-2019,14MMS0677S,BGC,Escolarizada,16,19,,35,,,,0,,,,0,,,,,,,,,,,,
157 2018-2019 14MMS0678R BGC,157,2018-2019,14MMS0678R,BGC,Escolarizada,22,26,,48,,,,0,,,,0,,,,,,,,,,,,
158 2018-2019 14MMS0679Q BGC,158,2018-2019,14MMS0679Q,BGC,Escolarizada,51,62,,113,,,,0,,,,0,,,,,,,,,,,,
159 2018-2019 14MMS0680F BGC,159,2018-2019,14MMS0680F,BGC,Escolarizada,29,24,,53,,,,0,,,,0,,,,,,,,,,,,
160 2018-2019 14MMS0681E BGC,160,2018-2019,14MMS0681E,BGC,Escolarizada,34,23,,57,,,,0,,,,0,,,,,,,,,,,,
161 2018-2019 14MMS0682D BGC,161,2018-2019,14MMS0682D,BGC,Escolarizada,13,22,,35,,,,0,,,,0,,,,,,,,,,,,
162 2018-2019 14MMS0682D BGC,162,2018-2019,14MMS0682D,BGC,Escolarizada,16,19,,35,,,,0,,,,0,,,,,,,,,,,,
163 2018-2019 14MMS0683C BGC,163,2018-2019,14MMS0683C,BGC,Escolarizada,17,24,,41,,,,0,,,,0,,,,,,,,,,,,
164 2018-2019 14MMS0683C BGC,164,2018-2019,14MMS0683C,BGC,Escolarizada,17,24,,41,,,,0,,,,0,,,,,,,,,,,,
165 2018-2019 14MMS0684B BGC,165,2018-2019,14MMS0684B,BGC,Escolarizada,16,8,,24,,,,0,,,,0,,,,,,,,,,,,
166 2018-2019 14MMS0684B BGC,166,2018-2019,14MMS0684B,BGC,Escolarizada,15,13,,28,,,,0,,,,0,,,,,,,,,,,,
167 2018-2019 14MMS0685A BGAI,167,2018-2019,14MMS0685A,BGAI,Escolarizada,4,17,,21,,,,0,,,,0,,,,,,,,,,,,
168 2018-2019 14MMS0685A BGC,168,2018-2019,14MMS0685A,BGC,Escolarizada,17,21,,38,,,,0,,,,0,,,,,,,,,,,,
169 2018-2019 14MMS0685A BGC,169,2018-2019,14MMS0685A,BGC,Escolarizada,18,13,,31,,,,0,,,,0,,,,,,,,,,,,
170 2018-2019 14MMS0686Z BGC,170,2018-2019,14MMS0686Z,BGC,Escolarizada,12,10,,22,,,,0,,,,5,,,,,,,,,,,,
171 2018-2019 14MMS0686Z BGC,171,2018-2019,14MMS0686Z,BGC,Escolarizada,14,8,,22,,,,0,,,,6,,,,,,,,,,,,
172 2018-2019 14MMS0687Z BGC,172,2018-2019,14MMS0687Z,BGC,Escolarizada,13,18,,31,,,,0,,,,1,,,,,,,,,,,,
173 2018-2019 14MMS0688Y BGC,173,2018-2019,14MMS0688Y,BGC,Escolarizada,23,32,,55,,,,0,,,,1,,,,,,,,,,,,
174 2018-2019 14MMS0689X BGC,174,2018-2019,14MMS0689X,BGC,Escolarizada,10,21,,31,,,,0,,,,0,,,,,,,,,,,,
175 2018-2019 14MMS0690M BGC,175,2018-2019,14MMS0690M,BGC,Escolarizada,10,10,,20,,,,0,,,,0,,,,,,,,,,,,
176 2018-2019 14MMS0691L BGC,176,2018-2019,14MMS0691L,BGC,Escolarizada,23,34,,57,,,,0,,,,0,,,,,,,,,,,,
177 2018-2019 14MMS0692K BGC,177,2018-2019,14MMS0692K,BGC,Escolarizada,31,31,,62,,,,0,,,,0,,,,,,,,,,,,
178 2018-2019 14MMS0693J BGC,178,2018-2019,14MMS0693J,BGC,Escolarizada,32,42,,74,,,,0,,,,0,,,,,,,,,,,,
