name,row,anio,entidad_universitaria,pa_categoria,pa_nivel,tiempo_completo,medio_tiempo,total
312 Investigadores-1142 - 2019 - AG,1142,2019,AG,Asistente,B,0,,0
312 Investigadores-1143 - 2020 - AG,1143,2020,AG,Asistente,B,0,,0
312 Investigadores-1144 - 2021 - AG,1144,2021,AG,Asistente,B,0,,0
312 Investigadores-1145 - 2022 - AG,1145,2022,AG,Asistente,B,0,0,0
312 Investigadores-1146 - 2023 - AG,1146,2023,AG,Asistente,B,0,0,0
312 Investigadores-1147 - 2018 - AG,1147,2018,AG,Asistente,C,0,,0
312 Investigadores-1148 - 2019 - AG,1148,2019,AG,Asistente,C,0,,0
312 Investigadores-1149 - 2020 - AG,1149,2020,AG,Asistente,C,0,,0
312 Investigadores-1150 - 2021 - AG,1150,2021,AG,Asistente,C,0,,0
312 Investigadores-1151 - 2022 - AG,1151,2022,AG,Asistente,C,0,0,0
312 Investigadores-1152 - 2023 - AG,1152,2023,AG,Asistente,C,0,0,0
312 Investigadores-1153 - 2018 - AG,1153,2018,AG,Asociado,A,0,,0
312 Investigadores-1154 - 2019 - AG,1154,2019,AG,Asociado,A,0,,0
312 Investigadores-1155 - 2020 - AG,1155,2020,AG,Asociado,A,0,,0
312 Investigadores-1156 - 2021 - AG,1156,2021,AG,Asociado,A,0,,0
312 Investigadores-1157 - 2022 - AG,1157,2022,AG,Asociado,A,0,0,0
312 Investigadores-1158 - 2023 - AG,1158,2023,AG,Asociado,A,0,0,0
312 Investigadores-1159 - 2018 - AG,1159,2018,AG,Asociado,B,0,,0
312 Investigadores-1160 - 2019 - AG,1160,2019,AG,Asociado,B,0,,0
312 Investigadores-1161 - 2020 - AG,1161,2020,AG,Asociado,B,0,,0
312 Investigadores-1162 - 2021 - AG,1162,2021,AG,Asociado,B,0,,0
312 Investigadores-1163 - 2022 - AG,1163,2022,AG,Asociado,B,0,0,0
312 Investigadores-1164 - 2023 - AG,1164,2023,AG,Asociado,B,0,0,0
312 Investigadores-1165 - 2018 - AG,1165,2018,AG,Asociado,C,0,,0
312 Investigadores-1166 - 2019 - AG,1166,2019,AG,Asociado,C,0,,0
312 Investigadores-1167 - 2020 - AG,1167,2020,AG,Asociado,C,0,,0
312 Investigadores-1168 - 2021 - AG,1168,2021,AG,Asociado,C,0,,0
312 Investigadores-1169 - 2022 - AG,1169,2022,AG,Asociado,C,0,0,0
312 Investigadores-1170 - 2023 - AG,1170,2023,AG,Asociado,C,0,0,0
312 Investigadores-1171 - 2018 - AG,1171,2018,AG,Titular,A,0,,0
312 Investigadores-1172 - 2019 - AG,1172,2019,AG,Titular,A,0,,0
312 Investigadores-1173 - 2020 - AG,1173,2020,AG,Titular,A,0,,0
312 Investigadores-1174 - 2021 - AG,1174,2021,AG,Titular,A,0,,0
312 Investigadores-1175 - 2022 - AG,1175,2022,AG,Titular,A,0,0,0
312 Investigadores-1176 - 2023 - AG,1176,2023,AG,Titular,A,0,0,0
312 Investigadores-1177 - 2018 - AG,1177,2018,AG,Titular,B,1,,1
312 Investigadores-1178 - 2019 - AG,1178,2019,AG,Titular,B,0,,0
312 Investigadores-1179 - 2020 - AG,1179,2020,AG,Titular,B,0,,0
312 Investigadores-1180 - 2021 - AG,1180,2021,AG,Titular,B,0,,0
312 Investigadores-1181 - 2022 - AG,1181,2022,AG,Titular,B,0,0,0
312 Investigadores-1182 - 2023 - AG,1182,2023,AG,Titular,B,0,0,0
312 Investigadores-1183 - 2018 - AG,1183,2018,AG,Titular,C,0,,0
312 Investigadores-1184 - 2019 - AG,1184,2019,AG,Titular,C,0,,0
312 Investigadores-1185 - 2020 - AG,1185,2020,AG,Titular,C,0,,0
312 Investigadores-1186 - 2021 - AG,1186,2021,AG,Titular,C,0,,0
312 Investigadores-1187 - 2022 - AG,1187,2022,AG,Titular,C,0,0,0
312 Investigadores-1188 - 2023 - AG,1188,2023,AG,Titular,C,0,0,0
