name,row,anio,entidad_universitaria,pa_categoria,pa_nivel,tiempo_completo,medio_tiempo,total
312 Investigadores-585 - 2020 - CUCOSTASUR,585,2020,CUCOSTASUR,Titular,B,5,0,5
312 Investigadores-586 - 2021 - CUCOSTASUR,586,2021,CUCOSTASUR,Titular,B,9,0,9
312 Investigadores-587 - 2022 - CUCOSTASUR,587,2022,CUCOSTASUR,Titular,B,8,0,8
312 Investigadores-588 - 2023 - CUCOSTASUR,588,2023,CUCOSTASUR,Titular,B,8,0,8
312 Investigadores-589 - 2018 - CUCOSTASUR,589,2018,CUCOSTASUR,Titular,C,42,0,42
312 Investigadores-590 - 2019 - CUCOSTASUR,590,2019,CUCOSTASUR,Titular,C,40,0,40
312 Investigadores-591 - 2020 - CUCOSTASUR,591,2020,CUCOSTASUR,Titular,C,40,0,40
312 Investigadores-592 - 2021 - CUCOSTASUR,592,2021,CUCOSTASUR,Titular,C,41,0,41
312 Investigadores-593 - 2022 - CUCOSTASUR,593,2022,CUCOSTASUR,Titular,C,38,0,38
312 Investigadores-594 - 2023 - CUCOSTASUR,594,2023,CUCOSTASUR,Titular,C,37,0,37
312 Investigadores-595 - 2018 - CUVALLES,595,2018,CUVALLES,Asistente,A,0,0,0
312 Investigadores-596 - 2019 - CUVALLES,596,2019,CUVALLES,Asistente,A,0,0,0
312 Investigadores-597 - 2020 - CUVALLES,597,2020,CUVALLES,Asistente,A,0,0,0
312 Investigadores-598 - 2021 - CUVALLES,598,2021,CUVALLES,Asistente,A,0,0,0
312 Investigadores-599 - 2022 - CUVALLES,599,2022,CUVALLES,Asistente,A,0,0,0
312 Investigadores-600 - 2023 - CUVALLES,600,2023,CUVALLES,Asistente,A,0,0,0
312 Investigadores-601 - 2018 - CUVALLES,601,2018,CUVALLES,Asistente,B,0,0,0
312 Investigadores-602 - 2019 - CUVALLES,602,2019,CUVALLES,Asistente,B,0,0,0
312 Investigadores-603 - 2020 - CUVALLES,603,2020,CUVALLES,Asistente,B,0,0,0
312 Investigadores-604 - 2021 - CUVALLES,604,2021,CUVALLES,Asistente,B,0,0,0
312 Investigadores-605 - 2022 - CUVALLES,605,2022,CUVALLES,Asistente,B,0,0,0
312 Investigadores-606 - 2023 - CUVALLES,606,2023,CUVALLES,Asistente,B,0,0,0
312 Investigadores-607 - 2018 - CUVALLES,607,2018,CUVALLES,Asistente,C,0,0,0
312 Investigadores-608 - 2019 - CUVALLES,608,2019,CUVALLES,Asistente,C,0,0,0
312 Investigadores-609 - 2020 - CUVALLES,609,2020,CUVALLES,Asistente,C,0,0,0
312 Investigadores-610 - 2021 - CUVALLES,610,2021,CUVALLES,Asistente,C,0,0,0
312 Investigadores-611 - 2022 - CUVALLES,611,2022,CUVALLES,Asistente,C,0,0,0
312 Investigadores-612 - 2023 - CUVALLES,612,2023,CUVALLES,Asistente,C,0,0,0
312 Investigadores-613 - 2018 - CUVALLES,613,2018,CUVALLES,Asociado,A,0,0,0
312 Investigadores-614 - 2019 - CUVALLES,614,2019,CUVALLES,Asociado,A,0,0,0
312 Investigadores-615 - 2020 - CUVALLES,615,2020,CUVALLES,Asociado,A,1,0,1
312 Investigadores-616 - 2021 - CUVALLES,616,2021,CUVALLES,Asociado,A,6,0,6
312 Investigadores-617 - 2022 - CUVALLES,617,2022,CUVALLES,Asociado,A,5,0,5
312 Investigadores-618 - 2023 - CUVALLES,618,2023,CUVALLES,Asociado,A,7,0,7
312 Investigadores-619 - 2018 - CUVALLES,619,2018,CUVALLES,Asociado,B,9,0,9
312 Investigadores-620 - 2019 - CUVALLES,620,2019,CUVALLES,Asociado,B,10,0,10
312 Investigadores-621 - 2020 - CUVALLES,621,2020,CUVALLES,Asociado,B,10,0,10
312 Investigadores-622 - 2021 - CUVALLES,622,2021,CUVALLES,Asociado,B,17,0,17
312 Investigadores-623 - 2022 - CUVALLES,623,2022,CUVALLES,Asociado,B,18,0,18
312 Investigadores-624 - 2023 - CUVALLES,624,2023,CUVALLES,Asociado,B,20,0,20
312 Investigadores-625 - 2018 - CUVALLES,625,2018,CUVALLES,Asociado,C,12,0,12
312 Investigadores-626 - 2019 - CUVALLES,626,2019,CUVALLES,Asociado,C,13,0,13
312 Investigadores-627 - 2020 - CUVALLES,627,2020,CUVALLES,Asociado,C,15,0,15
312 Investigadores-628 - 2021 - CUVALLES,628,2021,CUVALLES,Asociado,C,23,0,23
312 Investigadores-629 - 2022 - CUVALLES,629,2022,CUVALLES,Asociado,C,24,0,24
312 Investigadores-630 - 2023 - CUVALLES,630,2023,CUVALLES,Asociado,C,25,0,25
312 Investigadores-631 - 2018 - CUVALLES,631,2018,CUVALLES,Titular,A,24,0,24
312 Investigadores-632 - 2019 - CUVALLES,632,2019,CUVALLES,Titular,A,26,0,26
312 Investigadores-633 - 2020 - CUVALLES,633,2020,CUVALLES,Titular,A,25,0,25
312 Investigadores-634 - 2021 - CUVALLES,634,2021,CUVALLES,Titular,A,38,0,38
312 Investigadores-635 - 2022 - CUVALLES,635,2022,CUVALLES,Titular,A,40,0,40
312 Investigadores-636 - 2023 - CUVALLES,636,2023,CUVALLES,Titular,A,39,0,39
312 Investigadores-637 - 2018 - CUVALLES,637,2018,CUVALLES,Titular,B,4,0,4
312 Investigadores-638 - 2019 - CUVALLES,638,2019,CUVALLES,Titular,B,4,0,4
312 Investigadores-639 - 2020 - CUVALLES,639,2020,CUVALLES,Titular,B,3,0,3
312 Investigadores-640 - 2021 - CUVALLES,640,2021,CUVALLES,Titular,B,8,0,8
312 Investigadores-641 - 2022 - CUVALLES,641,2022,CUVALLES,Titular,B,7,0,7
312 Investigadores-642 - 2023 - CUVALLES,642,2023,CUVALLES,Titular,B,6,0,6
312 Investigadores-643 - 2018 - CUVALLES,643,2018,CUVALLES,Titular,C,3,0,3
312 Investigadores-644 - 2019 - CUVALLES,644,2019,CUVALLES,Titular,C,5,0,5
312 Investigadores-645 - 2020 - CUVALLES,645,2020,CUVALLES,Titular,C,5,0,5
312 Investigadores-646 - 2021 - CUVALLES,646,2021,CUVALLES,Titular,C,7,0,7
312 Investigadores-647 - 2022 - CUVALLES,647,2022,CUVALLES,Titular,C,7,0,7
312 Investigadores-648 - 2023 - CUVALLES,648,2023,CUVALLES,Titular,C,6,0,6
312 Investigadores-649 - 2018 - CUNORTE,649,2018,CUNORTE,Asistente,A,0,0,0
312 Investigadores-650 - 2019 - CUNORTE,650,2019,CUNORTE,Asistente,A,0,0,0
312 Investigadores-651 - 2020 - CUNORTE,651,2020,CUNORTE,Asistente,A,0,0,0
312 Investigadores-652 - 2021 - CUNORTE,652,2021,CUNORTE,Asistente,A,0,0,0
312 Investigadores-653 - 2022 - CUNORTE,653,2022,CUNORTE,Asistente,A,0,0,0
312 Investigadores-654 - 2023 - CUNORTE,654,2023,CUNORTE,Asistente,A,0,0,0
312 Investigadores-655 - 2018 - CUNORTE,655,2018,CUNORTE,Asistente,B,0,0,0
312 Investigadores-656 - 2019 - CUNORTE,656,2019,CUNORTE,Asistente,B,0,0,0
312 Investigadores-657 - 2020 - CUNORTE,657,2020,CUNORTE,Asistente,B,0,0,0
312 Investigadores-658 - 2021 - CUNORTE,658,2021,CUNORTE,Asistente,B,0,0,0
312 Investigadores-659 - 2022 - CUNORTE,659,2022,CUNORTE,Asistente,B,0,0,0
312 Investigadores-660 - 2023 - CUNORTE,660,2023,CUNORTE,Asistente,B,0,0,0
312 Investigadores-661 - 2018 - CUNORTE,661,2018,CUNORTE,Asistente,C,0,0,0
312 Investigadores-662 - 2019 - CUNORTE,662,2019,CUNORTE,Asistente,C,0,0,0
312 Investigadores-663 - 2020 - CUNORTE,663,2020,CUNORTE,Asistente,C,0,0,0
312 Investigadores-664 - 2021 - CUNORTE,664,2021,CUNORTE,Asistente,C,1,0,1
312 Investigadores-665 - 2022 - CUNORTE,665,2022,CUNORTE,Asistente,C,1,0,1
312 Investigadores-666 - 2023 - CUNORTE,666,2023,CUNORTE,Asistente,C,1,0,1
312 Investigadores-667 - 2018 - CUNORTE,667,2018,CUNORTE,Asociado,A,1,0,1
312 Investigadores-668 - 2019 - CUNORTE,668,2019,CUNORTE,Asociado,A,0,0,0
312 Investigadores-669 - 2020 - CUNORTE,669,2020,CUNORTE,Asociado,A,1,0,1
312 Investigadores-670 - 2021 - CUNORTE,670,2021,CUNORTE,Asociado,A,5,0,5
312 Investigadores-671 - 2022 - CUNORTE,671,2022,CUNORTE,Asociado,A,3,0,3
312 Investigadores-672 - 2023 - CUNORTE,672,2023,CUNORTE,Asociado,A,3,0,3
312 Investigadores-673 - 2018 - CUNORTE,673,2018,CUNORTE,Asociado,B,0,0,0
312 Investigadores-674 - 2019 - CUNORTE,674,2019,CUNORTE,Asociado,B,0,0,0
312 Investigadores-675 - 2020 - CUNORTE,675,2020,CUNORTE,Asociado,B,0,0,0
312 Investigadores-676 - 2021 - CUNORTE,676,2021,CUNORTE,Asociado,B,10,0,10
312 Investigadores-677 - 2022 - CUNORTE,677,2022,CUNORTE,Asociado,B,8,0,8
312 Investigadores-678 - 2023 - CUNORTE,678,2023,CUNORTE,Asociado,B,7,0,7
312 Investigadores-679 - 2018 - CUNORTE,679,2018,CUNORTE,Asociado,C,4,0,4
312 Investigadores-680 - 2019 - CUNORTE,680,2019,CUNORTE,Asociado,C,2,0,2
312 Investigadores-681 - 2020 - CUNORTE,681,2020,CUNORTE,Asociado,C,3,0,3
312 Investigadores-682 - 2021 - CUNORTE,682,2021,CUNORTE,Asociado,C,14,0,14
312 Investigadores-683 - 2022 - CUNORTE,683,2022,CUNORTE,Asociado,C,13,0,13
312 Investigadores-684 - 2023 - CUNORTE,684,2023,CUNORTE,Asociado,C,12,0,12
312 Investigadores-685 - 2018 - CUNORTE,685,2018,CUNORTE,Titular,A,6,0,6
312 Investigadores-686 - 2019 - CUNORTE,686,2019,CUNORTE,Titular,A,9,0,9
312 Investigadores-687 - 2020 - CUNORTE,687,2020,CUNORTE,Titular,A,9,0,9
312 Investigadores-688 - 2021 - CUNORTE,688,2021,CUNORTE,Titular,A,23,0,23
312 Investigadores-689 - 2022 - CUNORTE,689,2022,CUNORTE,Titular,A,24,0,24
312 Investigadores-690 - 2023 - CUNORTE,690,2023,CUNORTE,Titular,A,23,0,23
312 Investigadores-691 - 2018 - CUNORTE,691,2018,CUNORTE,Titular,B,6,0,6
312 Investigadores-692 - 2019 - CUNORTE,692,2019,CUNORTE,Titular,B,4,0,4
312 Investigadores-693 - 2020 - CUNORTE,693,2020,CUNORTE,Titular,B,3,0,3
312 Investigadores-694 - 2021 - CUNORTE,694,2021,CUNORTE,Titular,B,7,0,7
312 Investigadores-695 - 2022 - CUNORTE,695,2022,CUNORTE,Titular,B,7,0,7
312 Investigadores-696 - 2023 - CUNORTE,696,2023,CUNORTE,Titular,B,8,0,8
312 Investigadores-697 - 2018 - CUNORTE,697,2018,CUNORTE,Titular,C,0,0,0
312 Investigadores-698 - 2019 - CUNORTE,698,2019,CUNORTE,Titular,C,0,0,0
312 Investigadores-699 - 2020 - CUNORTE,699,2020,CUNORTE,Titular,C,0,0,0
312 Investigadores-700 - 2021 - CUNORTE,700,2021,CUNORTE,Titular,C,2,0,2
312 Investigadores-701 - 2022 - CUNORTE,701,2022,CUNORTE,Titular,C,2,0,2
312 Investigadores-702 - 2023 - CUNORTE,702,2023,CUNORTE,Titular,C,2,0,2
312 Investigadores-703 - 2018 - CULAGOS,703,2018,CULAGOS,Asistente,A,0,0,0
312 Investigadores-704 - 2019 - CULAGOS,704,2019,CULAGOS,Asistente,A,0,0,0
312 Investigadores-705 - 2020 - CULAGOS,705,2020,CULAGOS,Asistente,A,0,0,0
312 Investigadores-706 - 2021 - CULAGOS,706,2021,CULAGOS,Asistente,A,0,0,0
312 Investigadores-707 - 2022 - CULAGOS,707,2022,CULAGOS,Asistente,A,0,0,0
312 Investigadores-708 - 2023 - CULAGOS,708,2023,CULAGOS,Asistente,A,0,0,0
312 Investigadores-709 - 2018 - CULAGOS,709,2018,CULAGOS,Asistente,B,0,0,0
312 Investigadores-710 - 2019 - CULAGOS,710,2019,CULAGOS,Asistente,B,0,0,0
312 Investigadores-711 - 2020 - CULAGOS,711,2020,CULAGOS,Asistente,B,0,0,0
312 Investigadores-712 - 2021 - CULAGOS,712,2021,CULAGOS,Asistente,B,0,0,0
312 Investigadores-713 - 2022 - CULAGOS,713,2022,CULAGOS,Asistente,B,0,0,0
312 Investigadores-714 - 2023 - CULAGOS,714,2023,CULAGOS,Asistente,B,0,0,0
312 Investigadores-715 - 2018 - CULAGOS,715,2018,CULAGOS,Asistente,C,0,0,0
312 Investigadores-716 - 2019 - CULAGOS,716,2019,CULAGOS,Asistente,C,0,0,0
312 Investigadores-717 - 2020 - CULAGOS,717,2020,CULAGOS,Asistente,C,0,0,0
312 Investigadores-718 - 2021 - CULAGOS,718,2021,CULAGOS,Asistente,C,0,0,0
312 Investigadores-719 - 2022 - CULAGOS,719,2022,CULAGOS,Asistente,C,0,0,0
312 Investigadores-720 - 2023 - CULAGOS,720,2023,CULAGOS,Asistente,C,0,0,0
312 Investigadores-721 - 2018 - CULAGOS,721,2018,CULAGOS,Asociado,A,1,0,1
312 Investigadores-722 - 2019 - CULAGOS,722,2019,CULAGOS,Asociado,A,1,0,1
312 Investigadores-723 - 2020 - CULAGOS,723,2020,CULAGOS,Asociado,A,1,0,1
312 Investigadores-724 - 2021 - CULAGOS,724,2021,CULAGOS,Asociado,A,3,0,3
312 Investigadores-725 - 2022 - CULAGOS,725,2022,CULAGOS,Asociado,A,4,0,4
312 Investigadores-726 - 2023 - CULAGOS,726,2023,CULAGOS,Asociado,A,7,0,7
312 Investigadores-727 - 2018 - CULAGOS,727,2018,CULAGOS,Asociado,B,3,0,3
312 Investigadores-728 - 2019 - CULAGOS,728,2019,CULAGOS,Asociado,B,2,0,2
312 Investigadores-729 - 2020 - CULAGOS,729,2020,CULAGOS,Asociado,B,3,0,3
312 Investigadores-730 - 2021 - CULAGOS,730,2021,CULAGOS,Asociado,B,9,0,9
312 Investigadores-731 - 2022 - CULAGOS,731,2022,CULAGOS,Asociado,B,12,0,12
312 Investigadores-732 - 2023 - CULAGOS,732,2023,CULAGOS,Asociado,B,12,0,12
312 Investigadores-733 - 2018 - CULAGOS,733,2018,CULAGOS,Asociado,C,13,0,13
312 Investigadores-734 - 2019 - CULAGOS,734,2019,CULAGOS,Asociado,C,12,0,12
312 Investigadores-735 - 2020 - CULAGOS,735,2020,CULAGOS,Asociado,C,13,0,13
312 Investigadores-736 - 2021 - CULAGOS,736,2021,CULAGOS,Asociado,C,17,0,17
312 Investigadores-737 - 2022 - CULAGOS,737,2022,CULAGOS,Asociado,C,17,0,17
312 Investigadores-738 - 2023 - CULAGOS,738,2023,CULAGOS,Asociado,C,17,0,17
312 Investigadores-739 - 2018 - CULAGOS,739,2018,CULAGOS,Titular,A,13,0,13
312 Investigadores-740 - 2019 - CULAGOS,740,2019,CULAGOS,Titular,A,12,0,12
312 Investigadores-741 - 2020 - CULAGOS,741,2020,CULAGOS,Titular,A,15,0,15
312 Investigadores-742 - 2021 - CULAGOS,742,2021,CULAGOS,Titular,A,18,0,18
312 Investigadores-743 - 2022 - CULAGOS,743,2022,CULAGOS,Titular,A,18,0,18
312 Investigadores-744 - 2023 - CULAGOS,744,2023,CULAGOS,Titular,A,17,0,17
312 Investigadores-745 - 2018 - CULAGOS,745,2018,CULAGOS,Titular,B,13,0,13
312 Investigadores-746 - 2019 - CULAGOS,746,2019,CULAGOS,Titular,B,13,0,13
312 Investigadores-747 - 2020 - CULAGOS,747,2020,CULAGOS,Titular,B,13,0,13
312 Investigadores-748 - 2021 - CULAGOS,748,2021,CULAGOS,Titular,B,14,0,14
312 Investigadores-749 - 2022 - CULAGOS,749,2022,CULAGOS,Titular,B,14,0,14
312 Investigadores-750 - 2023 - CULAGOS,750,2023,CULAGOS,Titular,B,15,0,15
312 Investigadores-751 - 2018 - CULAGOS,751,2018,CULAGOS,Titular,C,7,0,7
312 Investigadores-752 - 2019 - CULAGOS,752,2019,CULAGOS,Titular,C,7,0,7
312 Investigadores-753 - 2020 - CULAGOS,753,2020,CULAGOS,Titular,C,7,0,7
312 Investigadores-754 - 2021 - CULAGOS,754,2021,CULAGOS,Titular,C,8,0,8
312 Investigadores-755 - 2022 - CULAGOS,755,2022,CULAGOS,Titular,C,8,0,8
312 Investigadores-756 - 2023 - CULAGOS,756,2023,CULAGOS,Titular,C,7,0,7
312 Investigadores-757 - 2018 - CUTONALÁ,757,2018,CUTONALÁ,Asistente,A,0,0,0
312 Investigadores-758 - 2019 - CUTONALÁ,758,2019,CUTONALÁ,Asistente,A,0,0,0
312 Investigadores-759 - 2020 - CUTONALÁ,759,2020,CUTONALÁ,Asistente,A,0,0,0
312 Investigadores-760 - 2021 - CUTONALÁ,760,2021,CUTONALÁ,Asistente,A,0,0,0
312 Investigadores-761 - 2022 - CUTONALÁ,761,2022,CUTONALÁ,Asistente,A,0,0,0
312 Investigadores-762 - 2023 - CUTONALÁ,762,2023,CUTONALÁ,Asistente,A,0,0,0
312 Investigadores-763 - 2018 - CUTONALÁ,763,2018,CUTONALÁ,Asistente,B,0,0,0
312 Investigadores-764 - 2019 - CUTONALÁ,764,2019,CUTONALÁ,Asistente,B,0,0,0
312 Investigadores-765 - 2020 - CUTONALÁ,765,2020,CUTONALÁ,Asistente,B,0,0,0
312 Investigadores-766 - 2021 - CUTONALÁ,766,2021,CUTONALÁ,Asistente,B,0,0,0
312 Investigadores-767 - 2022 - CUTONALÁ,767,2022,CUTONALÁ,Asistente,B,0,0,0
312 Investigadores-768 - 2023 - CUTONALÁ,768,2023,CUTONALÁ,Asistente,B,0,0,0
312 Investigadores-769 - 2018 - CUTONALÁ,769,2018,CUTONALÁ,Asistente,C,0,0,0
312 Investigadores-770 - 2019 - CUTONALÁ,770,2019,CUTONALÁ,Asistente,C,0,0,0
312 Investigadores-771 - 2020 - CUTONALÁ,771,2020,CUTONALÁ,Asistente,C,0,0,0
312 Investigadores-772 - 2021 - CUTONALÁ,772,2021,CUTONALÁ,Asistente,C,0,0,0
312 Investigadores-773 - 2022 - CUTONALÁ,773,2022,CUTONALÁ,Asistente,C,0,0,0
312 Investigadores-774 - 2023 - CUTONALÁ,774,2023,CUTONALÁ,Asistente,C,0,0,0
312 Investigadores-775 - 2018 - CUTONALÁ,775,2018,CUTONALÁ,Asociado,A,3,0,3
312 Investigadores-776 - 2019 - CUTONALÁ,776,2019,CUTONALÁ,Asociado,A,3,0,3
312 Investigadores-777 - 2020 - CUTONALÁ,777,2020,CUTONALÁ,Asociado,A,3,0,3
312 Investigadores-778 - 2021 - CUTONALÁ,778,2021,CUTONALÁ,Asociado,A,2,0,2
312 Investigadores-779 - 2022 - CUTONALÁ,779,2022,CUTONALÁ,Asociado,A,5,0,5
312 Investigadores-780 - 2023 - CUTONALÁ,780,2023,CUTONALÁ,Asociado,A,10,0,10
312 Investigadores-781 - 2018 - CUTONALÁ,781,2018,CUTONALÁ,Asociado,B,16,0,16
312 Investigadores-782 - 2019 - CUTONALÁ,782,2019,CUTONALÁ,Asociado,B,11,0,11
312 Investigadores-783 - 2020 - CUTONALÁ,783,2020,CUTONALÁ,Asociado,B,11,0,11
312 Investigadores-784 - 2021 - CUTONALÁ,784,2021,CUTONALÁ,Asociado,B,32,0,32
312 Investigadores-785 - 2022 - CUTONALÁ,785,2022,CUTONALÁ,Asociado,B,35,0,35
312 Investigadores-786 - 2023 - CUTONALÁ,786,2023,CUTONALÁ,Asociado,B,34,0,34
312 Investigadores-787 - 2018 - CUTONALÁ,787,2018,CUTONALÁ,Asociado,C,8,0,8
312 Investigadores-788 - 2019 - CUTONALÁ,788,2019,CUTONALÁ,Asociado,C,5,0,5
312 Investigadores-789 - 2020 - CUTONALÁ,789,2020,CUTONALÁ,Asociado,C,4,0,4
312 Investigadores-790 - 2021 - CUTONALÁ,790,2021,CUTONALÁ,Asociado,C,11,0,11
312 Investigadores-791 - 2022 - CUTONALÁ,791,2022,CUTONALÁ,Asociado,C,13,0,13
312 Investigadores-792 - 2023 - CUTONALÁ,792,2023,CUTONALÁ,Asociado,C,14,0,14
312 Investigadores-793 - 2018 - CUTONALÁ,793,2018,CUTONALÁ,Titular,A,27,0,27
312 Investigadores-794 - 2019 - CUTONALÁ,794,2019,CUTONALÁ,Titular,A,20,0,20
312 Investigadores-795 - 2020 - CUTONALÁ,795,2020,CUTONALÁ,Titular,A,17,0,17
312 Investigadores-796 - 2021 - CUTONALÁ,796,2021,CUTONALÁ,Titular,A,45,0,45
312 Investigadores-797 - 2022 - CUTONALÁ,797,2022,CUTONALÁ,Titular,A,49,0,49
312 Investigadores-798 - 2023 - CUTONALÁ,798,2023,CUTONALÁ,Titular,A,51,0,51
312 Investigadores-799 - 2018 - CUTONALÁ,799,2018,CUTONALÁ,Titular,B,4,0,4
312 Investigadores-800 - 2019 - CUTONALÁ,800,2019,CUTONALÁ,Titular,B,3,0,3
312 Investigadores-801 - 2020 - CUTONALÁ,801,2020,CUTONALÁ,Titular,B,3,0,3
312 Investigadores-802 - 2021 - CUTONALÁ,802,2021,CUTONALÁ,Titular,B,6,0,6
312 Investigadores-803 - 2022 - CUTONALÁ,803,2022,CUTONALÁ,Titular,B,7,0,7
312 Investigadores-804 - 2023 - CUTONALÁ,804,2023,CUTONALÁ,Titular,B,4,0,4
312 Investigadores-805 - 2018 - CUTONALÁ,805,2018,CUTONALÁ,Titular,C,2,0,2
312 Investigadores-806 - 2019 - CUTONALÁ,806,2019,CUTONALÁ,Titular,C,6,0,6
312 Investigadores-807 - 2020 - CUTONALÁ,807,2020,CUTONALÁ,Titular,C,6,0,6
312 Investigadores-808 - 2021 - CUTONALÁ,808,2021,CUTONALÁ,Titular,C,4,0,4
312 Investigadores-809 - 2022 - CUTONALÁ,809,2022,CUTONALÁ,Titular,C,5,0,5
312 Investigadores-810 - 2023 - CUTONALÁ,810,2023,CUTONALÁ,Titular,C,4,0,4
312 Investigadores-811 - 2018 - CUTLAJOMULCO,811,2018,CUTLAJOMULCO,Asistente,A,,,
312 Investigadores-812 - 2019 - CUTLAJOMULCO,812,2019,CUTLAJOMULCO,Asistente,A,,,
312 Investigadores-813 - 2020 - CUTLAJOMULCO,813,2020,CUTLAJOMULCO,Asistente,A,0,0,0
312 Investigadores-814 - 2021 - CUTLAJOMULCO,814,2021,CUTLAJOMULCO,Asistente,A,0,0,0
312 Investigadores-815 - 2022 - CUTLAJOMULCO,815,2022,CUTLAJOMULCO,Asistente,A,0,0,0
312 Investigadores-816 - 2023 - CUTLAJOMULCO,816,2023,CUTLAJOMULCO,Asistente,A,0,0,0
312 Investigadores-817 - 2018 - CUTLAJOMULCO,817,2018,CUTLAJOMULCO,Asistente,B,,,
312 Investigadores-818 - 2019 - CUTLAJOMULCO,818,2019,CUTLAJOMULCO,Asistente,B,,,
312 Investigadores-819 - 2020 - CUTLAJOMULCO,819,2020,CUTLAJOMULCO,Asistente,B,0,0,0
312 Investigadores-820 - 2021 - CUTLAJOMULCO,820,2021,CUTLAJOMULCO,Asistente,B,0,0,0
312 Investigadores-821 - 2022 - CUTLAJOMULCO,821,2022,CUTLAJOMULCO,Asistente,B,0,0,0
312 Investigadores-822 - 2023 - CUTLAJOMULCO,822,2023,CUTLAJOMULCO,Asistente,B,0,0,0
312 Investigadores-823 - 2018 - CUTLAJOMULCO,823,2018,CUTLAJOMULCO,Asistente,C,,,
312 Investigadores-824 - 2019 - CUTLAJOMULCO,824,2019,CUTLAJOMULCO,Asistente,C,,,
312 Investigadores-825 - 2020 - CUTLAJOMULCO,825,2020,CUTLAJOMULCO,Asistente,C,0,0,0
312 Investigadores-826 - 2021 - CUTLAJOMULCO,826,2021,CUTLAJOMULCO,Asistente,C,0,0,0
312 Investigadores-827 - 2022 - CUTLAJOMULCO,827,2022,CUTLAJOMULCO,Asistente,C,0,0,0
312 Investigadores-828 - 2023 - CUTLAJOMULCO,828,2023,CUTLAJOMULCO,Asistente,C,0,0,0
312 Investigadores-829 - 2018 - CUTLAJOMULCO,829,2018,CUTLAJOMULCO,Asociado,A,,,
312 Investigadores-830 - 2019 - CUTLAJOMULCO,830,2019,CUTLAJOMULCO,Asociado,A,,,
312 Investigadores-831 - 2020 - CUTLAJOMULCO,831,2020,CUTLAJOMULCO,Asociado,A,0,0,0
312 Investigadores-832 - 2021 - CUTLAJOMULCO,832,2021,CUTLAJOMULCO,Asociado,A,0,0,0
312 Investigadores-833 - 2022 - CUTLAJOMULCO,833,2022,CUTLAJOMULCO,Asociado,A,0,0,0
312 Investigadores-834 - 2023 - CUTLAJOMULCO,834,2023,CUTLAJOMULCO,Asociado,A,6,0,6
312 Investigadores-835 - 2018 - CUTLAJOMULCO,835,2018,CUTLAJOMULCO,Asociado,B,,,
312 Investigadores-836 - 2019 - CUTLAJOMULCO,836,2019,CUTLAJOMULCO,Asociado,B,,,
312 Investigadores-837 - 2020 - CUTLAJOMULCO,837,2020,CUTLAJOMULCO,Asociado,B,0,0,0
312 Investigadores-838 - 2021 - CUTLAJOMULCO,838,2021,CUTLAJOMULCO,Asociado,B,1,0,1
312 Investigadores-839 - 2022 - CUTLAJOMULCO,839,2022,CUTLAJOMULCO,Asociado,B,1,0,1
312 Investigadores-840 - 2023 - CUTLAJOMULCO,840,2023,CUTLAJOMULCO,Asociado,B,2,0,2
312 Investigadores-841 - 2018 - CUTLAJOMULCO,841,2018,CUTLAJOMULCO,Asociado,C,,,
312 Investigadores-842 - 2019 - CUTLAJOMULCO,842,2019,CUTLAJOMULCO,Asociado,C,,,
312 Investigadores-843 - 2020 - CUTLAJOMULCO,843,2020,CUTLAJOMULCO,Asociado,C,0,0,0
312 Investigadores-844 - 2021 - CUTLAJOMULCO,844,2021,CUTLAJOMULCO,Asociado,C,1,0,1
312 Investigadores-845 - 2022 - CUTLAJOMULCO,845,2022,CUTLAJOMULCO,Asociado,C,2,0,2
312 Investigadores-846 - 2023 - CUTLAJOMULCO,846,2023,CUTLAJOMULCO,Asociado,C,2,0,2
312 Investigadores-847 - 2018 - CUTLAJOMULCO,847,2018,CUTLAJOMULCO,Titular,A,,,
312 Investigadores-848 - 2019 - CUTLAJOMULCO,848,2019,CUTLAJOMULCO,Titular,A,,,
312 Investigadores-849 - 2020 - CUTLAJOMULCO,849,2020,CUTLAJOMULCO,Titular,A,0,0,0
312 Investigadores-850 - 2021 - CUTLAJOMULCO,850,2021,CUTLAJOMULCO,Titular,A,0,0,0
312 Investigadores-851 - 2022 - CUTLAJOMULCO,851,2022,CUTLAJOMULCO,Titular,A,1,0,1
312 Investigadores-852 - 2023 - CUTLAJOMULCO,852,2023,CUTLAJOMULCO,Titular,A,1,0,1
312 Investigadores-853 - 2018 - CUTLAJOMULCO,853,2018,CUTLAJOMULCO,Titular,B,,,
312 Investigadores-854 - 2019 - CUTLAJOMULCO,854,2019,CUTLAJOMULCO,Titular,B,,,
312 Investigadores-855 - 2020 - CUTLAJOMULCO,855,2020,CUTLAJOMULCO,Titular,B,0,0,0
312 Investigadores-856 - 2021 - CUTLAJOMULCO,856,2021,CUTLAJOMULCO,Titular,B,0,0,0
312 Investigadores-857 - 2022 - CUTLAJOMULCO,857,2022,CUTLAJOMULCO,Titular,B,0,0,0
312 Investigadores-858 - 2023 - CUTLAJOMULCO,858,2023,CUTLAJOMULCO,Titular,B,0,0,0
312 Investigadores-859 - 2018 - CUTLAJOMULCO,859,2018,CUTLAJOMULCO,Titular,C,,,
312 Investigadores-860 - 2019 - CUTLAJOMULCO,860,2019,CUTLAJOMULCO,Titular,C,,,
312 Investigadores-861 - 2020 - CUTLAJOMULCO,861,2020,CUTLAJOMULCO,Titular,C,0,0,0
