name,row,anio,calendario,nivel_educativo,entidad_universitaria,aspirantes_t,aspirantes_h,aspirantes_m,aspirantes_nb,admitidos_t,admitidos_h,admitidos_m,admitidos_nb,no_admitidos_t,no_admitidos_h,no_admitidos_m,no_admitidos_nb,por_admision
13 Admisión - 27 2024B Licenciatura CUCHAPALA,27,2024,B,Licenciatura,CUCHAPALA,18,5,13,,10,5,5,,8,0,8,,55.55555556
13 Admisión - 28 2024B Licenciatura CUTLAQUEPAQUE,28,2024,B,Licenciatura,CUTLAQUEPAQUE,587,338,249,,231,120,111,,356,218,138,,39.35264055
13 Admisión - 29 2024B Especialidad CUCBA,29,2024,B,Especialidad,CUCBA,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 30 2024B Especialidad CUCS,30,2024,B,Especialidad,CUCS,414,107,307,,102,29,73,,312,78,234,,24.63768116
13 Admisión - 31 2024B Especialidad CUALTOS,31,2024,B,Especialidad,CUALTOS,44,8,36,,0,0,0,,44,8,36,,0
13 Admisión - 32 2024B Especialidad CUCOSTA,32,2024,B,Especialidad,CUCOSTA,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 33 2024B Especialidad CUTONALÁ,33,2024,B,Especialidad,CUTONALÁ,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 34 2024B Especialidad CUSUR,34,2024,B,Especialidad,CUSUR,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 35 2024B Especialidad CUCOSTASUR,35,2024,B,Especialidad,CUCOSTASUR,5,2,3,,2,0,2,,3,2,1,,40
13 Admisión - 36 2024B Maestría CUCEA,36,2024,B,Maestría,CUCEA,397,211,186,,209,117,92,,188,94,94,,52.64483627
13 Admisión - 37 2024B Maestría CUCEI,37,2024,B,Maestría,CUCEI,371,255,116,,143,91,52,,228,164,64,,38.54447439
13 Admisión - 38 2024B Maestría CUCSH,38,2024,B,Maestría,CUCSH,128,45,83,,86,29,57,,42,16,26,,67.1875
13 Admisión - 39 2024B Maestría CUCS,39,2024,B,Maestría,CUCS,223,89,134,,60,29,31,,163,60,103,,26.9058296
13 Admisión - 40 2024B Maestría CUAAD,40,2024,B,Maestría,CUAAD,84,45,39,,56,35,21,,28,10,18,,66.66666667
13 Admisión - 41 2024B Maestría CUCBA,41,2024,B,Maestría,CUCBA,38,16,22,,33,14,19,,5,2,3,,86.84210526
13 Admisión - 42 2024B Maestría CUALTOS,42,2024,B,Maestría,CUALTOS,23,9,14,,0,0,0,,23,9,14,,0
13 Admisión - 43 2024B Maestría CUCIÉNEGA,43,2024,B,Maestría,CUCIÉNEGA,10,5,5,,6,4,2,,4,1,3,,60
13 Admisión - 44 2024B Maestría CUSUR,44,2024,B,Maestría,CUSUR,63,27,36,,36,16,20,,27,11,16,,57.14285714
13 Admisión - 45 2024B Maestría CUCOSTA,45,2024,B,Maestría,CUCOSTA,49,25,24,,27,12,15,,22,13,9,,55.10204082
13 Admisión - 46 2024B Maestría CUCOSTASUR,46,2024,B,Maestría,CUCOSTASUR,68,29,39,,51,19,32,,17,10,7,,75
13 Admisión - 47 2024B Maestría CUVALLES,47,2024,B,Maestría,CUVALLES,48,23,25,,40,16,24,,8,7,1,,83.33333333
13 Admisión - 48 2024B Maestría CUNORTE,48,2024,B,Maestría,CUNORTE,128,57,71,,62,29,33,,66,28,38,,48.4375
13 Admisión - 49 2024B Maestría CULAGOS,49,2024,B,Maestría,CULAGOS,21,13,8,,11,7,4,,10,6,4,,52.38095238
13 Admisión - 50 2024B Maestría CUTONALÁ,50,2024,B,Maestría,CUTONALÁ,56,29,27,,26,13,13,,30,16,14,,46.42857143
13 Admisión - 51 2024B Maestría CUGUADALAJARA,51,2024,B,Maestría,CUGUADALAJARA,441,214,227,,150,76,74,,291,138,153,,34.01360544
13 Admisión - 52 2024B Doctorado CUCEA,52,2024,B,Doctorado,CUCEA,89,49,40,,56,32,24,,33,17,16,,62.92134831
13 Admisión - 53 2024B Doctorado CUCEI,53,2024,B,Doctorado,CUCEI,90,69,21,,64,48,16,,26,21,5,,71.11111111
13 Admisión - 54 2024B Doctorado CUCSH,54,2024,B,Doctorado,CUCSH,39,17,22,,27,15,12,,12,2,10,,69.23076923
13 Admisión - 55 2024B Doctorado CUCS,55,2024,B,Doctorado,CUCS,181,71,110,,45,15,30,,136,56,80,,24.86187845
13 Admisión - 56 2024B Doctorado CUAAD,56,2024,B,Doctorado,CUAAD,23,13,10,,16,10,6,,7,3,4,,69.56521739
13 Admisión - 57 2024B Doctorado CUCBA,57,2024,B,Doctorado,CUCBA,26,17,9,,18,10,8,,8,7,1,,69.23076923
13 Admisión - 58 2024B Doctorado CUALTOS,58,2024,B,Doctorado,CUALTOS,14,9,5,,0,0,0,,14,9,5,,0
13 Admisión - 59 2024B Doctorado CUCIÉNEGA,59,2024,B,Doctorado,CUCIÉNEGA,4,2,2,,2,1,1,,2,1,1,,50
13 Admisión - 60 2024B Doctorado CUSUR,60,2024,B,Doctorado,CUSUR,50,23,27,,31,15,16,,19,8,11,,62
13 Admisión - 61 2024B Doctorado CUCOSTA,61,2024,B,Doctorado,CUCOSTA,34,15,19,,8,3,5,,26,12,14,,23.52941176
13 Admisión - 62 2024B Doctorado CUCOSTASUR,62,2024,B,Doctorado,CUCOSTASUR,8,2,6,,3,1,2,,5,1,4,,37.5
13 Admisión - 63 2024B Doctorado CUVALLES,63,2024,B,Doctorado,CUVALLES,3,3,0,,3,3,0,,0,0,0,,100
13 Admisión - 64 2024B Doctorado CUNORTE,64,2024,B,Doctorado,CUNORTE,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 65 2024B Doctorado CULAGOS,65,2024,B,Doctorado,CULAGOS,6,6,0,,4,4,0,,2,2,0,,66.66666667
13 Admisión - 66 2024B Doctorado CUTONALÁ,66,2024,B,Doctorado,CUTONALÁ,32,21,11,,25,16,9,,7,5,2,,78.125
13 Admisión - 67 2024B Doctorado CUGUADALAJARA,67,2024,B,Doctorado,CUGUADALAJARA,82,36,46,,26,10,16,,56,26,30,,31.70731707
