name,row,anio,entidad_universitaria,tipo_patrimonio,total
611 Patrimonio cultural en el SICI-32 - 2024 - CUCOSTASUR - Murales,32,2024,CUCOSTASUR,Murales,0
611 Patrimonio cultural en el SICI-33 - 2024 - CUVALLES - Murales,33,2024,CUVALLES,Murales,0
611 Patrimonio cultural en el SICI-34 - 2024 - CUNORTE - Murales,34,2024,CUNORTE,Murales,3
611 Patrimonio cultural en el SICI-35 - 2024 - CULAGOS - Murales,35,2024,CULAGOS,Murales,0
611 Patrimonio cultural en el SICI-36 - 2024 - CUTONALÁ - Murales,36,2024,CUTONALÁ,Murales,6
611 Patrimonio cultural en el SICI-37 - 2024 - CUTLAJOMULCO - Murales,37,2024,CUTLAJOMULCO,Murales,0
611 Patrimonio cultural en el SICI-38 - 2024 - CUGUADALAJARA - Murales,38,2024,CUGUADALAJARA,Murales,1
611 Patrimonio cultural en el SICI-39 - 2024 - CUCHAPALA - Murales,39,2024,CUCHAPALA,Murales,0
611 Patrimonio cultural en el SICI-40 - 2024 - CUTLAQUEPAQUE - Murales,40,2024,CUTLAQUEPAQUE,Murales,0
611 Patrimonio cultural en el SICI-41 - 2024 - SEMS - Murales,41,2024,SEMS,Murales,17
611 Patrimonio cultural en el SICI-42 - 2024 - AG - Murales,42,2024,AG,Murales,8
611 Patrimonio cultural en el SICI-43 - 2024 - CUCEA - Esculturas,43,2024,CUCEA,Esculturas,9
611 Patrimonio cultural en el SICI-44 - 2024 - CUCEI - Esculturas,44,2024,CUCEI,Esculturas,11
611 Patrimonio cultural en el SICI-45 - 2024 - CUCSH - Esculturas,45,2024,CUCSH,Esculturas,8
611 Patrimonio cultural en el SICI-46 - 2024 - CUCS - Esculturas,46,2024,CUCS,Esculturas,6
611 Patrimonio cultural en el SICI-47 - 2024 - CUAAD - Esculturas,47,2024,CUAAD,Esculturas,7
611 Patrimonio cultural en el SICI-48 - 2024 - CUCBA - Esculturas,48,2024,CUCBA,Esculturas,10
611 Patrimonio cultural en el SICI-49 - 2024 - CUALTOS - Esculturas,49,2024,CUALTOS,Esculturas,3
611 Patrimonio cultural en el SICI-50 - 2024 - CUCIÉNEGA - Esculturas,50,2024,CUCIÉNEGA,Esculturas,1
611 Patrimonio cultural en el SICI-51 - 2024 - CUSUR - Esculturas,51,2024,CUSUR,Esculturas,21
611 Patrimonio cultural en el SICI-52 - 2024 - CUCOSTA - Esculturas,52,2024,CUCOSTA,Esculturas,17
611 Patrimonio cultural en el SICI-53 - 2024 - CUCOSTASUR - Esculturas,53,2024,CUCOSTASUR,Esculturas,1
611 Patrimonio cultural en el SICI-54 - 2024 - CUVALLES - Esculturas,54,2024,CUVALLES,Esculturas,0
611 Patrimonio cultural en el SICI-55 - 2024 - CUNORTE - Esculturas,55,2024,CUNORTE,Esculturas,0
611 Patrimonio cultural en el SICI-56 - 2024 - CULAGOS - Esculturas,56,2024,CULAGOS,Esculturas,3
611 Patrimonio cultural en el SICI-57 - 2024 - CUTONALÁ - Esculturas,57,2024,CUTONALÁ,Esculturas,1
611 Patrimonio cultural en el SICI-58 - 2024 - CUTLAJOMULCO - Esculturas,58,2024,CUTLAJOMULCO,Esculturas,0
611 Patrimonio cultural en el SICI-59 - 2024 - CUGUADALAJARA - Esculturas,59,2024,CUGUADALAJARA,Esculturas,9
611 Patrimonio cultural en el SICI-60 - 2024 - CUCHAPALA - Esculturas,60,2024,CUCHAPALA,Esculturas,0
611 Patrimonio cultural en el SICI-61 - 2024 - CUTLAQUEPAQUE - Esculturas,61,2024,CUTLAQUEPAQUE,Esculturas,0
611 Patrimonio cultural en el SICI-62 - 2024 - SEMS - Esculturas,62,2024,SEMS,Esculturas,6
611 Patrimonio cultural en el SICI-63 - 2024 - AG - Esculturas,63,2024,AG,Esculturas,70
611 Patrimonio cultural en el SICI-64 - 2024 - CUCEA - Grabados,64,2024,CUCEA,Grabados,38
611 Patrimonio cultural en el SICI-65 - 2024 - CUCEI - Grabados,65,2024,CUCEI,Grabados,0
611 Patrimonio cultural en el SICI-66 - 2024 - CUCSH - Grabados,66,2024,CUCSH,Grabados,19
611 Patrimonio cultural en el SICI-67 - 2024 - CUCS - Grabados,67,2024,CUCS,Grabados,1
611 Patrimonio cultural en el SICI-68 - 2024 - CUAAD - Grabados,68,2024,CUAAD,Grabados,577
611 Patrimonio cultural en el SICI-69 - 2024 - CUCBA - Grabados,69,2024,CUCBA,Grabados,0
611 Patrimonio cultural en el SICI-70 - 2024 - CUALTOS - Grabados,70,2024,CUALTOS,Grabados,0
611 Patrimonio cultural en el SICI-71 - 2024 - CUCIÉNEGA - Grabados,71,2024,CUCIÉNEGA,Grabados,0
611 Patrimonio cultural en el SICI-72 - 2024 - CUSUR - Grabados,72,2024,CUSUR,Grabados,1
611 Patrimonio cultural en el SICI-73 - 2024 - CUCOSTA - Grabados,73,2024,CUCOSTA,Grabados,26
611 Patrimonio cultural en el SICI-74 - 2024 - CUCOSTASUR - Grabados,74,2024,CUCOSTASUR,Grabados,0
611 Patrimonio cultural en el SICI-75 - 2024 - CUVALLES - Grabados,75,2024,CUVALLES,Grabados,0
611 Patrimonio cultural en el SICI-76 - 2024 - CUNORTE - Grabados,76,2024,CUNORTE,Grabados,0
611 Patrimonio cultural en el SICI-77 - 2024 - CULAGOS - Grabados,77,2024,CULAGOS,Grabados,3
611 Patrimonio cultural en el SICI-78 - 2024 - CUTONALÁ - Grabados,78,2024,CUTONALÁ,Grabados,0
611 Patrimonio cultural en el SICI-79 - 2024 - CUTLAJOMULCO - Grabados,79,2024,CUTLAJOMULCO,Grabados,0
611 Patrimonio cultural en el SICI-80 - 2024 - CUGUADALAJARA - Grabados,80,2024,CUGUADALAJARA,Grabados,0
611 Patrimonio cultural en el SICI-81 - 2024 - CUCHAPALA - Grabados,81,2024,CUCHAPALA,Grabados,0
611 Patrimonio cultural en el SICI-82 - 2024 - CUTLAQUEPAQUE - Grabados,82,2024,CUTLAQUEPAQUE,Grabados,0
611 Patrimonio cultural en el SICI-83 - 2024 - SEMS - Grabados,83,2024,SEMS,Grabados,5
611 Patrimonio cultural en el SICI-84 - 2024 - AG - Grabados,84,2024,AG,Grabados,105
611 Patrimonio cultural en el SICI-85 - 2024 - CUCEA - Fotografías,85,2024,CUCEA,Fotografías,5
611 Patrimonio cultural en el SICI-86 - 2024 - CUCEI - Fotografías,86,2024,CUCEI,Fotografías,0
611 Patrimonio cultural en el SICI-87 - 2024 - CUCSH - Fotografías,87,2024,CUCSH,Fotografías,107
611 Patrimonio cultural en el SICI-88 - 2024 - CUCS - Fotografías,88,2024,CUCS,Fotografías,3
611 Patrimonio cultural en el SICI-89 - 2024 - CUAAD - Fotografías,89,2024,CUAAD,Fotografías,68
611 Patrimonio cultural en el SICI-90 - 2024 - CUCBA - Fotografías,90,2024,CUCBA,Fotografías,0
611 Patrimonio cultural en el SICI-91 - 2024 - CUALTOS - Fotografías,91,2024,CUALTOS,Fotografías,0
611 Patrimonio cultural en el SICI-92 - 2024 - CUCIÉNEGA - Fotografías,92,2024,CUCIÉNEGA,Fotografías,0
611 Patrimonio cultural en el SICI-93 - 2024 - CUSUR - Fotografías,93,2024,CUSUR,Fotografías,0
611 Patrimonio cultural en el SICI-94 - 2024 - CUCOSTA - Fotografías,94,2024,CUCOSTA,Fotografías,1
611 Patrimonio cultural en el SICI-95 - 2024 - CUCOSTASUR - Fotografías,95,2024,CUCOSTASUR,Fotografías,0
611 Patrimonio cultural en el SICI-96 - 2024 - CUVALLES - Fotografías,96,2024,CUVALLES,Fotografías,0
611 Patrimonio cultural en el SICI-97 - 2024 - CUNORTE - Fotografías,97,2024,CUNORTE,Fotografías,5
611 Patrimonio cultural en el SICI-98 - 2024 - CULAGOS - Fotografías,98,2024,CULAGOS,Fotografías,0
611 Patrimonio cultural en el SICI-99 - 2024 - CUTONALÁ - Fotografías,99,2024,CUTONALÁ,Fotografías,0
611 Patrimonio cultural en el SICI-100 - 2024 - CUTLAJOMULCO - Fotografías,100,2024,CUTLAJOMULCO,Fotografías,0
611 Patrimonio cultural en el SICI-101 - 2024 - CUGUADALAJARA - Fotografías,101,2024,CUGUADALAJARA,Fotografías,0
611 Patrimonio cultural en el SICI-102 - 2024 - CUCHAPALA - Fotografías,102,2024,CUCHAPALA,Fotografías,0
611 Patrimonio cultural en el SICI-103 - 2024 - CUTLAQUEPAQUE - Fotografías,103,2024,CUTLAQUEPAQUE,Fotografías,0
611 Patrimonio cultural en el SICI-104 - 2024 - SEMS - Fotografías,104,2024,SEMS,Fotografías,0
611 Patrimonio cultural en el SICI-105 - 2024 - AG - Fotografías,105,2024,AG,Fotografías,52
611 Patrimonio cultural en el SICI-106 - 2024 - CUCEA - Obras diversas,106,2024,CUCEA,Obras diversas,4
611 Patrimonio cultural en el SICI-107 - 2024 - CUCEI - Obras diversas,107,2024,CUCEI,Obras diversas,0
611 Patrimonio cultural en el SICI-108 - 2024 - CUCSH - Obras diversas,108,2024,CUCSH,Obras diversas,4
611 Patrimonio cultural en el SICI-109 - 2024 - CUCS - Obras diversas,109,2024,CUCS,Obras diversas,4
611 Patrimonio cultural en el SICI-110 - 2024 - CUAAD - Obras diversas,110,2024,CUAAD,Obras diversas,7
611 Patrimonio cultural en el SICI-111 - 2024 - CUCBA - Obras diversas,111,2024,CUCBA,Obras diversas,0
611 Patrimonio cultural en el SICI-112 - 2024 - CUALTOS - Obras diversas,112,2024,CUALTOS,Obras diversas,0
611 Patrimonio cultural en el SICI-113 - 2024 - CUCIÉNEGA - Obras diversas,113,2024,CUCIÉNEGA,Obras diversas,0
611 Patrimonio cultural en el SICI-114 - 2024 - CUSUR - Obras diversas,114,2024,CUSUR,Obras diversas,0
611 Patrimonio cultural en el SICI-115 - 2024 - CUCOSTA - Obras diversas,115,2024,CUCOSTA,Obras diversas,1
611 Patrimonio cultural en el SICI-116 - 2024 - CUCOSTASUR - Obras diversas,116,2024,CUCOSTASUR,Obras diversas,1
611 Patrimonio cultural en el SICI-117 - 2024 - CUVALLES - Obras diversas,117,2024,CUVALLES,Obras diversas,0
611 Patrimonio cultural en el SICI-118 - 2024 - CUNORTE - Obras diversas,118,2024,CUNORTE,Obras diversas,14
611 Patrimonio cultural en el SICI-119 - 2024 - CULAGOS - Obras diversas,119,2024,CULAGOS,Obras diversas,0
611 Patrimonio cultural en el SICI-120 - 2024 - CUTONALÁ - Obras diversas,120,2024,CUTONALÁ,Obras diversas,0
611 Patrimonio cultural en el SICI-121 - 2024 - CUTLAJOMULCO - Obras diversas,121,2024,CUTLAJOMULCO,Obras diversas,0
611 Patrimonio cultural en el SICI-122 - 2024 - CUGUADALAJARA - Obras diversas,122,2024,CUGUADALAJARA,Obras diversas,0
611 Patrimonio cultural en el SICI-123 - 2024 - CUCHAPALA - Obras diversas,123,2024,CUCHAPALA,Obras diversas,0
611 Patrimonio cultural en el SICI-124 - 2024 - CUTLAQUEPAQUE - Obras diversas,124,2024,CUTLAQUEPAQUE,Obras diversas,0
611 Patrimonio cultural en el SICI-125 - 2024 - SEMS - Obras diversas,125,2024,SEMS,Obras diversas,8
611 Patrimonio cultural en el SICI-126 - 2024 - AG - Obras diversas,126,2024,AG,Obras diversas,96
