name,row,anio,calendario,nivel_educativo,entidad_universitaria,aspirantes_t,aspirantes_h,aspirantes_m,aspirantes_nb,admitidos_t,admitidos_h,admitidos_m,admitidos_nb,no_admitidos_t,no_admitidos_h,no_admitidos_m,no_admitidos_nb,por_admision
13 Admisión - 22 2023A Licenciatura CULAGOS,22,2023,A,Licenciatura,CULAGOS,446,168,278,,280,111,169,,166,57,109,,62.78026906
13 Admisión - 23 2023A Licenciatura CUTONALÁ,23,2023,A,Licenciatura,CUTONALÁ,3771,1555,2216,,1068,497,571,,2703,1058,1645,,28.32140016
13 Admisión - 24 2023A Licenciatura CUTLAJOMULCO,24,2023,A,Licenciatura,CUTLAJOMULCO,1780,732,1048,,518,217,301,,1262,515,747,,29.1011236
13 Admisión - 25 2023A Licenciatura CUCHAPALA,25,2023,A,Licenciatura,CUCHAPALA,197,41,156,,48,11,37,,149,30,119,,24.36548223
13 Admisión - 26 2023A Licenciatura CUTLAQUEPAQUE,26,2023,A,Licenciatura,CUTLAQUEPAQUE,1105,645,460,,161,94,67,,944,551,393,,14.57013575
13 Admisión - 27 2023A Licenciatura SUV,27,2023,A,Licenciatura,SUV,2090,991,1099,,862,380,482,,1228,611,617,,41.24401914
13 Admisión - 28 2023A Especialidad CUCBA,28,2023,A,Especialidad,CUCBA,13,7,6,,6,3,3,,7,4,3,,46.15384615
13 Admisión - 29 2023A Especialidad CUCS,29,2023,A,Especialidad,CUCS,102,38,64,,0,0,0,,102,38,64,,0
13 Admisión - 30 2023A Especialidad CUALTOS,30,2023,A,Especialidad,CUALTOS,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 31 2023A Especialidad CUCOSTA,31,2023,A,Especialidad,CUCOSTA,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 32 2023A Especialidad CUTONALÁ,32,2023,A,Especialidad,CUTONALÁ,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 33 2023A Especialidad CUSUR,33,2023,A,Especialidad,CUSUR,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 34 2023A Maestría CUCEA,34,2023,A,Maestría,CUCEA,198,108,90,,161,89,72,,37,19,18,,81.31313131
13 Admisión - 35 2023A Maestría CUCEI,35,2023,A,Maestría,CUCEI,204,144,60,,0,0,0,,204,144,60,,0
13 Admisión - 36 2023A Maestría CUCSH,36,2023,A,Maestría,CUCSH,67,41,26,,49,32,17,,18,9,9,,73.13432836
13 Admisión - 37 2023A Maestría CUCS,37,2023,A,Maestría,CUCS,357,116,241,,0,0,0,,357,116,241,,0
13 Admisión - 38 2023A Maestría CUAAD,38,2023,A,Maestría,CUAAD,62,25,37,,44,18,26,,18,7,11,,70.96774194
13 Admisión - 39 2023A Maestría CUCBA,39,2023,A,Maestría,CUCBA,35,18,17,,31,16,15,,4,2,2,,88.57142857
13 Admisión - 40 2023A Maestría CUALTOS,40,2023,A,Maestría,CUALTOS,15,9,6,,6,4,2,,9,5,4,,40
13 Admisión - 41 2023A Maestría CUCIÉNEGA,41,2023,A,Maestría,CUCIÉNEGA,28,11,17,,12,6,6,,16,5,11,,42.85714286
13 Admisión - 42 2023A Maestría CUSUR,42,2023,A,Maestría,CUSUR,28,16,12,,23,13,10,,5,3,2,,82.14285714
13 Admisión - 43 2023A Maestría CUCOSTA,43,2023,A,Maestría,CUCOSTA,9,4,5,,6,2,4,,3,2,1,,66.66666667
13 Admisión - 44 2023A Maestría CUCOSTASUR,44,2023,A,Maestría,CUCOSTASUR,16,10,6,,12,7,5,,4,3,1,,75
13 Admisión - 45 2023A Maestría CUVALLES,45,2023,A,Maestría,CUVALLES,23,14,9,,21,13,8,,2,1,1,,91.30434783
13 Admisión - 46 2023A Maestría CUNORTE,46,2023,A,Maestría,CUNORTE,97,40,57,,70,31,39,,27,9,18,,72.16494845
13 Admisión - 47 2023A Maestría CULAGOS,47,2023,A,Maestría,CULAGOS,19,14,5,,8,7,1,,11,7,4,,42.10526316
13 Admisión - 48 2023A Maestría CUTONALÁ,48,2023,A,Maestría,CUTONALÁ,22,14,8,,0,0,0,,22,14,8,,0
13 Admisión - 49 2023A Maestría SUV,49,2023,A,Maestría,SUV,216,133,83,,71,42,29,,145,91,54,,32.87037037
13 Admisión - 50 2023A Doctorado CUCEA,50,2023,A,Doctorado,CUCEA,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 51 2023A Doctorado CUCEI,51,2023,A,Doctorado,CUCEI,48,32,16,,0,0,0,,48,32,16,,0
13 Admisión - 52 2023A Doctorado CUCSH,52,2023,A,Doctorado,CUCSH,10,6,4,,5,2,3,,5,4,1,,50
13 Admisión - 53 2023A Doctorado CUCS,53,2023,A,Doctorado,CUCS,180,64,116,,0,0,0,,180,64,116,,0
13 Admisión - 54 2023A Doctorado CUAAD,54,2023,A,Doctorado,CUAAD,10,5,5,,7,4,3,,3,1,2,,70
13 Admisión - 55 2023A Doctorado CUCBA,55,2023,A,Doctorado,CUCBA,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 56 2023A Doctorado CUALTOS,56,2023,A,Doctorado,CUALTOS,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 57 2023A Doctorado CUCIÉNEGA,57,2023,A,Doctorado,CUCIÉNEGA,24,18,6,,0,0,0,,24,18,6,,0
13 Admisión - 58 2023A Doctorado CUSUR,58,2023,A,Doctorado,CUSUR,9,3,6,,7,2,5,,2,1,1,,77.77777778
13 Admisión - 59 2023A Doctorado CUCOSTA,59,2023,A,Doctorado,CUCOSTA,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 60 2023A Doctorado CUCOSTASUR,60,2023,A,Doctorado,CUCOSTASUR,5,3,2,,2,0,2,,3,3,0,,40
13 Admisión - 61 2023A Doctorado CUVALLES,61,2023,A,Doctorado,CUVALLES,5,5,0,,5,5,0,,0,0,0,,100
13 Admisión - 62 2023A Doctorado CUNORTE,62,2023,A,Doctorado,CUNORTE,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 63 2023A Doctorado CULAGOS,63,2023,A,Doctorado,CULAGOS,10,7,3,,9,7,2,,1,0,1,,90
13 Admisión - 64 2023A Doctorado CUTONALÁ,64,2023,A,Doctorado,CUTONALÁ,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 65 2023A Doctorado SUV,65,2023,A,Doctorado,SUV,0,0,0,,0,0,0,,0,0,0,,0
