name,ciclo,cve_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
2022-202314MMS0708VBGC,2022-2023,14MMS0708V,BGC,Escolarizada,293,358,0,651,8,3,0,11,0,0,0,0
2022-202314MMS0709UBGC,2022-2023,14MMS0709U,BGC,Escolarizada,163,221,0,384,0,0,0,0,2,0,0,2
2022-202314MMS0710JBGC,2022-2023,14MMS0710J,BGC,Escolarizada,156,186,0,342,0,0,0,0,1,1,0,2
2022-202314MMS0711IBGC,2022-2023,14MMS0711I,BGC,Escolarizada,82,94,0,176,1,0,0,1,0,0,0,0
2022-202314MMS0712HBGC,2022-2023,14MMS0712H,BGC,Escolarizada,205,265,0,470,5,3,0,8,1,0,0,1
2022-202314MMS0713GBGC,2022-2023,14MMS0713G,BGC,Escolarizada,228,311,0,539,7,3,0,10,0,0,0,0
2022-202314MMS0691LBGC,2022-2023,14MMS0691L,BGC,Escolarizada,83,100,0,183,1,0,0,1,0,0,0,0
2022-202314MMS0692KBGC,2022-2023,14MMS0692K,BGC,Escolarizada,126,142,0,268,4,4,0,8,0,0,0,0
2022-202314MMS0693JBGC,2022-2023,14MMS0693J,BGC,Escolarizada,356,410,0,766,0,1,0,1,0,0,0,0
2022-202314MMS0694IBGC,2022-2023,14MMS0694I,BGC,Escolarizada,61,93,0,154,4,3,0,7,0,0,0,0
2022-202314MMS0695HBGC,2022-2023,14MMS0695H,BGC,Escolarizada,181,230,0,411,3,3,0,6,0,0,0,0
2022-202314MMS0696GBGC,2022-2023,14MMS0696G,BGC,Escolarizada,201,266,0,467,1,2,0,3,0,0,0,0
2022-202314MMS0697FBGC,2022-2023,14MMS0697F,BGC,Escolarizada,70,120,0,190,1,2,0,3,0,0,0,0
2022-202314MMS0698EBGC,2022-2023,14MMS0698E,BGC,Escolarizada,205,180,0,385,2,2,0,4,0,0,0,0
2022-202314MMS0699DBGC,2022-2023,14MMS0699D,BGC,Escolarizada,140,180,0,320,4,1,0,5,0,0,0,0
2022-202314MMS0700CBGC,2022-2023,14MMS0700C,BGC,Escolarizada,110,130,0,240,1,0,0,1,0,0,0,0
2022-202314MMS0701BBGC,2022-2023,14MMS0701B,BGC,Escolarizada,475,582,0,1057,6,10,0,16,1,0,0,1
2022-202314MMS0702ABGC,2022-2023,14MMS0702A,BGC,Escolarizada,79,94,0,173,2,0,0,2,0,0,0,0
2022-202314MMS0703ZBGC,2022-2023,14MMS0703Z,BGC,Escolarizada,112,144,0,256,0,1,0,1,36,54,0,90
2022-202314MMS0704ZBGC,2022-2023,14MMS0704Z,BGC,Escolarizada,85,105,0,190,0,0,0,0,0,0,0,0
2022-202314MMS0689XBGC,2022-2023,14MMS0689X,BGC,Escolarizada,38,55,0,93,0,0,0,0,0,0,0,0
2022-202314MMS0690MBGC,2022-2023,14MMS0690M,BGC,Escolarizada,36,34,0,70,0,0,0,0,0,0,0,0
2022-202314MMS0679QBGC,2022-2023,14MMS0679Q,BGC,Escolarizada,147,186,0,333,0,3,0,3,0,0,0,0
2022-202314MMS0680FBGC,2022-2023,14MMS0680F,BGC,Escolarizada,107,105,0,212,0,1,0,1,0,0,0,0
2022-202314MMS0681EBGC,2022-2023,14MMS0681E,BGC,Escolarizada,88,120,0,208,3,2,0,5,0,0,0,0
2022-202314MMS0682DBGC,2022-2023,14MMS0682D,BGC,Escolarizada,140,167,0,307,2,1,0,3,0,0,0,0
2022-202314MMS0683CBGC,2022-2023,14MMS0683C,BGC,Escolarizada,173,207,0,380,3,6,0,9,0,3,0,3
2022-202314MMS0684BBGC,2022-2023,14MMS0684B,BGC,Escolarizada,59,73,0,132,0,0,0,0,0,0,0,0
2022-202314MMS0685ABGC,2022-2023,14MMS0685A,BGC,Escolarizada,153,185,0,338,3,2,0,5,4,10,0,14
2022-202314MMS0686ZBGC,2022-2023,14MMS0686Z,BGC,Escolarizada,100,109,0,209,1,0,0,1,34,27,0,61
2022-202314MMS0687ZBGC,2022-2023,14MMS0687Z,BGC,Escolarizada,54,49,0,103,0,1,0,1,2,0,0,2
2022-202314USU0110G7052100009,2022-2023,14USU0110G,7052100009,Escolarizada,8,3,0,11,0,0,0,0,0,0,0,0
2022-202314MMS0747XBGC,2022-2023,14MMS0747X,BGC,Escolarizada,162,224,0,386,1,3,0,4,0,1,0,1
2022-202314MMS0748WBGC,2022-2023,14MMS0748W,BGC,Escolarizada,75,119,0,194,0,0,0,0,0,0,0,0
2022-202314MMS0749VBGAI,2022-2023,14MMS0749V,BGAI,Escolarizada,123,205,0,328,6,11,0,17,3,4,0,7
2022-202314MMS0727JBGC,2022-2023,14MMS0727J,BGC,Escolarizada,68,75,0,143,0,0,0,0,0,0,0,0
2022-202314MMS0728IBGC,2022-2023,14MMS0728I,BGC,Escolarizada,49,58,0,107,1,0,0,1,0,0,0,0
2022-202314MMS0730XBGC,2022-2023,14MMS0730X,BGC,Escolarizada,83,80,0,163,2,1,0,3,0,0,0,0
2022-202314MMS0731WBGC,2022-2023,14MMS0731W,BGC,Escolarizada,96,79,0,175,4,0,0,4,2,0,0,2
2022-202314MMS0732VBGC,2022-2023,14MMS0732V,BGC,Escolarizada,111,89,0,200,0,0,0,0,0,1,0,1
2022-202314MMS0733UBGC,2022-2023,14MMS0733U,BGC,Escolarizada,70,57,0,127,0,0,0,0,0,1,0,1
2022-202314MMS0734TBGC,2022-2023,14MMS0734T,BGC,Escolarizada,34,37,0,71,0,1,0,1,2,2,0,4
2022-202314MMS0735SBGC,2022-2023,14MMS0735S,BGC,Escolarizada,39,37,0,76,0,0,0,0,0,0,0,0
2022-202314MMS0736RBGC,2022-2023,14MMS0736R,BGC,Escolarizada,49,44,0,93,1,0,0,1,0,0,0,0
2022-202314MMS0737QBGC,2022-2023,14MMS0737Q,BGC,Escolarizada,45,46,0,91,2,0,0,2,0,1,0,1
2022-202314MMS0738PBGC,2022-2023,14MMS0738P,BGC,Escolarizada,42,51,0,93,0,1,0,1,5,5,0,10
2022-202314MMS0739OBGC,2022-2023,14MMS0739O,BGC,Escolarizada,98,111,0,209,0,2,0,2,0,0,0,0
2022-202314MMS0740DBGC,2022-2023,14MMS0740D,BGC,Escolarizada,38,37,0,75,0,0,0,0,0,0,0,0
2022-202314MMS0741CBGC,2022-2023,14MMS0741C,BGC,Escolarizada,61,70,0,131,0,0,0,0,0,0,0,0
2022-202314MMS0742BBGC,2022-2023,14MMS0742B,BGC,Escolarizada,35,40,0,75,0,0,0,0,0,0,0,0
2022-202314MMS0743ABGC,2022-2023,14MMS0743A,BGC,Escolarizada,67,49,0,116,0,0,0,0,0,0,0,0
2022-202314MMS0744ZBGC,2022-2023,14MMS0744Z,BGC,Escolarizada,540,494,0,1034,10,15,0,25,1,1,0,2
2022-202314MMS0745ZBGC,2022-2023,14MMS0745Z,BGC,Escolarizada,40,44,0,84,1,0,0,1,0,0,0,0
2022-202314MMS0716DBGC,2022-2023,14MMS0716D,BGC,Escolarizada,135,190,0,325,0,0,0,0,0,0,0,0
2022-202314MMS0717CBGC,2022-2023,14MMS0717C,BGC,Escolarizada,245,202,0,447,3,0,0,3,0,0,0,0
2022-202314MMS0718BBGC,2022-2023,14MMS0718B,BGC,Escolarizada,257,268,0,525,1,1,0,2,0,0,0,0
2022-202314MMS0719ABGC,2022-2023,14MMS0719A,BGC,Escolarizada,130,129,0,259,0,0,0,0,0,0,0,0
2022-202314MMS0720QBGC,2022-2023,14MMS0720Q,BGC,Escolarizada,148,183,0,331,1,0,0,1,0,0,0,0
2022-202314MMS0721PBGAI,2022-2023,14MMS0721P,BGAI,Escolarizada,21,15,0,36,0,0,0,0,0,0,0,0
2022-202314MMS0721PBGC,2022-2023,14MMS0721P,BGC,Escolarizada,262,406,0,668,3,8,0,11,0,1,0,1
2022-202314MMS0722OBGC,2022-2023,14MMS0722O,BGC,Escolarizada,227,273,0,500,3,8,0,11,0,0,0,0
2022-202314MMS0723NBGC,2022-2023,14MMS0723N,BGC,Escolarizada,60,65,0,125,0,0,0,0,0,0,0,0
2022-202314MMS0724MBGC,2022-2023,14MMS0724M,BGC,Escolarizada,100,111,0,211,0,0,0,0,0,0,0,0
2022-202314MMS0725LBGC,2022-2023,14MMS0725L,BGC,Escolarizada,39,87,0,126,1,2,0,3,0,0,0,0
2022-202314MMS0726KBGC,2022-2023,14MMS0726K,BGC,Escolarizada,41,57,0,98,0,0,0,0,0,0,0,0
2022-202314MMS0714FBGC,2022-2023,14MMS0714F,BGC,Escolarizada,237,245,0,482,9,5,0,14,0,0,0,0
2022-202314USU0110G7052200003,2022-2023,14USU0110G,7052200003,Escolarizada,15,10,0,25,0,0,0,0,0,0,0,0
2022-202314MMS0878PBGC,2022-2023,14MMS0878P,BGC,Escolarizada,207,229,0,436,1,0,0,1,1,1,0,2
2022-202314MMS0614G3101600003,2022-2023,14MMS0614G,3101600003,Escolarizada,256,569,0,825,7,14,0,21,0,1,0,1
2022-202314MMS0761QBGC,2022-2023,14MMS0761Q,BGC,Escolarizada,133,158,0,291,1,1,0,2,0,0,0,0
2022-202314MMS0762PBGC,2022-2023,14MMS0762P,BGC,Escolarizada,94,129,0,223,1,0,0,1,0,0,0,0
2022-202314MMS0763OBGC,2022-2023,14MMS0763O,BGC,Escolarizada,50,60,0,110,0,1,0,1,0,0,0,0
2022-202314MMS0764NBGC,2022-2023,14MMS0764N,BGC,Escolarizada,58,84,0,142,1,1,0,2,0,0,0,0
2022-202314MMS0766LBGC,2022-2023,14MMS0766L,BGC,Escolarizada,29,53,0,82,0,0,0,0,0,0,0,0
2022-202314MMS0767KBGC,2022-2023,14MMS0767K,BGC,Escolarizada,297,359,0,656,2,6,0,8,1,0,0,1
2022-202314MMS0768JBGC,2022-2023,14MMS0768J,BGC,Escolarizada,107,111,0,218,2,7,0,9,0,0,0,0
2022-202314MMS0769IBGC,2022-2023,14MMS0769I,BGC,Escolarizada,88,118,0,206,2,7,0,9,0,0,0,0
2022-202314MMS0770YBGC,2022-2023,14MMS0770Y,BGC,Escolarizada,28,43,0,71,0,1,0,1,0,0,0,0
2022-202314MMS0771XBGC,2022-2023,14MMS0771X,BGC,Escolarizada,204,248,0,452,1,0,0,1,0,0,0,0
2022-202314MMS0772WBGC,2022-2023,14MMS0772W,BGC,Escolarizada,47,46,0,93,2,2,0,4,0,0,0,0
2022-202314MMS0773VBGC,2022-2023,14MMS0773V,BGC,Escolarizada,1037,946,0,1983,11,14,0,25,0,3,0,3
2022-202314MMS0798DBGC,2022-2023,14MMS0798D,BGC,Escolarizada,313,354,0,667,4,4,0,8,0,0,0,0
2022-202314MMS0817BBGC,2022-2023,14MMS0817B,BGC,Escolarizada,248,223,0,471,3,1,0,4,1,0,0,1
2022-202314MMS0818ABGC,2022-2023,14MMS0818A,BGC,Escolarizada,1564,2331,0,3895,28,50,0,78,0,1,0,1
2022-202314MMS0827IBGC,2022-2023,14MMS0827I,BGC,Escolarizada,119,142,0,261,0,1,0,1,0,0,0,0
2022-202314MMS0832UBGC,2022-2023,14MMS0832U,BGC,Escolarizada,118,127,0,245,1,0,0,1,0,0,0,0
2022-202314MMS0750KBGC,2022-2023,14MMS0750K,BGC,Escolarizada,142,197,0,339,8,14,0,22,0,0,0,0
2022-202314MMS0752IBGAI,2022-2023,14MMS0752I,BGAI,Escolarizada,54,54,0,108,0,3,0,3,0,0,0,0
2022-202314MMS0752IBGC,2022-2023,14MMS0752I,BGC,Escolarizada,681,1246,0,1927,12,26,0,38,3,3,0,6
2022-202314MMS0753HBGAI,2022-2023,14MMS0753H,BGAI,Escolarizada,78,39,0,117,1,1,0,2,0,0,0,0
2022-202314MMS0753HBGC,2022-2023,14MMS0753H,BGC,Escolarizada,1479,1706,0,3185,28,25,0,53,0,1,0,1
2022-202314MMS0754GBGC,2022-2023,14MMS0754G,BGC,Escolarizada,110,114,0,224,7,8,0,15,1,0,0,1
2022-202314MMS0755FBGC,2022-2023,14MMS0755F,BGC,Escolarizada,68,76,0,144,2,0,0,2,0,0,0,0
2022-202314MMS0756EBGAI,2022-2023,14MMS0756E,BGAI,Escolarizada,18,3,0,21,2,0,0,2,0,0,0,0
2022-202314MMS0756EBGC,2022-2023,14MMS0756E,BGC,Escolarizada,1409,1571,0,2980,29,24,0,53,12,7,0,19
2022-202314MMS0757DBGAI,2022-2023,14MMS0757D,BGAI,Escolarizada,17,9,0,26,1,0,0,1,0,0,0,0
2022-202314MMS0757DBGC,2022-2023,14MMS0757D,BGC,Escolarizada,1243,1467,0,2710,28,30,0,58,3,3,0,6
2022-202314MMS0758CBGC,2022-2023,14MMS0758C,BGC,Escolarizada,95,84,0,179,1,0,0,1,0,0,0,0
2022-202314MMS0759BBGAI,2022-2023,14MMS0759B,BGAI,Escolarizada,56,24,0,80,1,0,0,1,0,0,0,0
2022-202314MMS0759BBGC,2022-2023,14MMS0759B,BGC,Escolarizada,1491,1824,0,3315,25,24,0,49,3,0,0,3
2022-202314MMS0760RBGC,2022-2023,14MMS0760R,BGC,Escolarizada,41,40,0,81,0,1,0,1,0,0,0,0
2022-202314USU0110G7052200006,2022-2023,14USU0110G,7052200006,Escolarizada,10,9,0,19,0,0,0,0,0,0,0,0
2022-202314MMS0776S2071400003,2022-2023,14MMS0776S,2071400003,Escolarizada,269,271,0,540,4,5,0,9,1,0,0,1
2022-202314MMS0776S2072100002,2022-2023,14MMS0776S,2072100002,Escolarizada,239,567,0,806,4,9,0,13,0,1,0,1
2022-202314MMS0776S2072300001,2022-2023,14MMS0776S,2072300001,Escolarizada,87,35,0,122,2,0,0,2,0,0,0,0
2022-202314MMS0776S2072400003,2022-2023,14MMS0776S,2072400003,Escolarizada,140,36,0,176,4,1,0,5,0,0,0,0
2022-202314MMS0776S3071700002,2022-2023,14MMS0776S,3071700002,Escolarizada,53,78,0,131,0,2,0,2,0,0,0,0
2022-202314MMS0776S3073200001,2022-2023,14MMS0776S,3073200001,Escolarizada,360,248,0,608,11,4,0,15,0,0,0,0
2022-202314MMS0777R2092100004,2022-2023,14MMS0777R,2092100004,Escolarizada,172,526,0,698,3,3,0,6,0,1,0,1
2022-202314MMS0650L3095300007,2022-2023,14MMS0650L,3095300007,Escolarizada,187,360,0,547,2,10,0,12,0,1,0,1
2022-202314MMS0651K3101600003,2022-2023,14MMS0651K,3101600003,Escolarizada,113,123,0,236,3,3,0,6,0,0,0,0
2022-202314MMS0659C3042100026,2022-2023,14MMS0659C,3042100026,Escolarizada,61,56,0,117,1,2,0,3,0,0,0,0
2022-202314MMS0660S3042000001,2022-2023,14MMS0660S,3042000001,Escolarizada,85,89,0,174,1,0,0,1,0,0,0,0
2022-202314MMS0660S3101600003,2022-2023,14MMS0660S,3101600003,Escolarizada,49,102,0,151,0,0,0,0,0,0,0,0
2022-202314MMS0699D3081100003,2022-2023,14MMS0699D,3081100003,Escolarizada,62,47,0,109,2,0,0,2,0,0,0,0
2022-202314MMS0717C3042000001,2022-2023,14MMS0717C,3042000001,Escolarizada,52,40,0,92,0,0,0,0,0,0,0,0
2022-202314MMS0718B3042000001,2022-2023,14MMS0718B,3042000001,Escolarizada,52,47,0,99,0,0,0,0,0,0,0,0
2022-202314MMS0718B3101600003,2022-2023,14MMS0718B,3101600003,Escolarizada,83,126,0,209,0,0,0,0,0,0,0,0
2022-202314MMS0748W3081100003,2022-2023,14MMS0748W,3081100003,Escolarizada,97,57,0,154,2,1,0,3,0,0,0,0
2022-202314MMS0751J3021600010,2022-2023,14MMS0751J,3021600010,Escolarizada,3,61,0,64,0,0,0,0,3,60,0,63
2022-202314MMS0751J3081100024,2022-2023,14MMS0751J,3081100024,Escolarizada,72,7,0,79,0,0,0,0,72,7,0,79
2022-202314MMS0752I3061300004,2022-2023,14MMS0752I,3061300004,Escolarizada,506,270,0,776,11,5,0,16,1,1,0,2
2022-202314MMS0752I3073200001,2022-2023,14MMS0752I,3073200001,Escolarizada,392,397,0,789,4,9,0,13,0,2,0,2
2022-202314MMS0774U2092100004,2022-2023,14MMS0774U,2092100004,Escolarizada,229,666,0,895,7,7,0,14,1,4,0,5
2022-202314MMS0775T2021300033,2022-2023,14MMS0775T,2021300033,Escolarizada,269,133,0,402,12,3,0,15,0,0,0,0
2022-202314MMS0776S2062200013,2022-2023,14MMS0776S,2062200013,Escolarizada,888,267,0,1155,26,5,0,31,0,0,0,0
2022-202314MMS0776S2071100002,2022-2023,14MMS0776S,2071100002,Escolarizada,802,37,0,839,7,1,0,8,0,0,0,0
2022-202314MMS0616E2071100002,2022-2023,14MMS0616E,2071100002,Escolarizada,210,13,0,223,4,0,0,4,0,0,0,0
2022-202314MMS0616E2071400001,2022-2023,14MMS0616E,2071400001,Escolarizada,180,316,0,496,3,7,0,10,0,0,0,0
2022-202314MMS0616E2092100004,2022-2023,14MMS0616E,2092100004,Escolarizada,227,588,0,815,5,6,0,11,0,0,0,0
2022-202314MMS0616E3081100003,2022-2023,14MMS0616E,3081100003,Escolarizada,203,187,0,390,6,4,0,10,0,0,0,0
2022-202314MMS0632W3042100026,2022-2023,14MMS0632W,3042100026,Escolarizada,74,73,0,147,1,0,0,1,0,0,0,0
2022-202314MMS0645Z3021700001,2022-2023,14MMS0645Z,3021700001,Escolarizada,145,162,0,307,1,1,0,2,0,0,0,0
2022-202314MMS0645Z3042100001,2022-2023,14MMS0645Z,3042100001,Escolarizada,220,305,0,525,7,5,0,12,0,0,0,0
2022-202314MMS0650L3093100005,2022-2023,14MMS0650L,3093100005,Escolarizada,186,321,0,507,2,4,0,6,0,0,0,0
2022-202314USU0110G7052200018,2022-2023,14USU0110G,7052200018,Escolarizada,7,5,0,12,0,0,0,0,0,0,0,0
2022-202314MMS0776S2071400001,2022-2023,14MMS0776S,2071400001,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314MMS0776S2072400001,2022-2023,14MMS0776S,2072400001,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314MMS0776S2072400002,2022-2023,14MMS0776S,2072400002,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314MMS0776S2101500001,2022-2023,14MMS0776S,2101500001,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314MMS0776S2071200002,2022-2023,14MMS0776S,2071200002,Escolarizada,431,24,0,455,15,0,0,15,0,0,0,0
2022-202314MMS0799C2051200001,2022-2023,14MMS0799C,2051200001,Escolarizada,229,319,0,548,4,6,0,10,0,0,0,0
2022-202314MMS0799C2062100003,2022-2023,14MMS0799C,2062100003,Escolarizada,160,79,0,239,2,1,0,3,1,0,0,1
2022-202314MMS0799C2062200007,2022-2023,14MMS0799C,2062200007,Escolarizada,628,241,0,869,20,1,0,21,1,0,0,1
2022-202314MMS0799C2071200011,2022-2023,14MMS0799C,2071200011,Escolarizada,239,59,0,298,6,1,0,7,0,0,0,0
2022-202314MMS0799C2072000001,2022-2023,14MMS0799C,2072000001,Escolarizada,145,50,0,195,4,1,0,5,0,0,0,0
2022-202314MMS0799C3041100005,2022-2023,14MMS0799C,3041100005,Escolarizada,167,241,0,408,5,3,0,8,0,1,0,1
2022-202314MMS0799C3042000001,2022-2023,14MMS0799C,3042000001,Escolarizada,292,413,0,705,3,6,0,9,0,0,0,0
2022-202314MMS0830W3021600010,2022-2023,14MMS0830W,3021600010,Escolarizada,10,69,0,79,0,0,0,0,10,69,0,79
2022-202314MMS0830W3081100024,2022-2023,14MMS0830W,3081100024,Escolarizada,60,20,0,80,0,0,0,0,60,20,0,80
2022-202314MMS0616E2081100001,2022-2023,14MMS0616E,2081100001,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314MMS0776S2062200007,2022-2023,14MMS0776S,2062200007,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314MMS0717C3101600003,2022-2023,14MMS0717C,3101600003,Escolarizada,30,72,0,102,0,1,0,1,0,0,0,0
2022-202314MMS0844ZBGC,2022-2023,14MMS0844Z,BGC,Escolarizada,1426,1459,0,2885,16,34,0,50,0,1,0,1
2022-202314MMS0818ABGAI,2022-2023,14MMS0818A,BGAI,Escolarizada,49,32,0,81,2,2,0,4,0,0,0,0
2022-202314MMS0746YBGC,2022-2023,14MMS0746Y,BGC,Escolarizada,82,127,0,209,1,1,0,2,0,0,0,0
2022-202314MMS0715EBGC,2022-2023,14MMS0715E,BGC,Escolarizada,115,149,0,264,2,4,0,6,0,0,0,0
2022-202314MMS0705YBGAI,2022-2023,14MMS0705Y,BGAI,Escolarizada,9,28,0,37,0,0,0,0,0,0,0,0
2022-202314MMS0688YBGC,2022-2023,14MMS0688Y,BGC,Escolarizada,73,91,0,164,0,4,0,4,8,4,0,12
2022-202314MMS0675UBGC,2022-2023,14MMS0675U,BGC,Escolarizada,61,67,0,128,0,4,0,4,0,0,0,0
2022-202314MMS0654HBGAI,2022-2023,14MMS0654H,BGAI,Escolarizada,124,110,0,234,1,0,0,1,0,0,0,0
2022-202314MMS0638QBGC,2022-2023,14MMS0638Q,BGC,Escolarizada,348,477,0,825,3,2,0,5,0,0,0,0
2022-202314MMS0626LBGC,2022-2023,14MMS0626L,BGC,Escolarizada,798,1188,0,1986,21,35,0,56,1,1,0,2
2022-202314MMS0611JBGAI,2022-2023,14MMS0611J,BGAI,Escolarizada,42,43,0,85,0,0,0,0,0,0,0,0
2022-202314MMS0612IBGAI,2022-2023,14MMS0612I,BGAI,Escolarizada,34,26,0,60,0,2,0,2,0,0,0,0
2022-202314USU0230T7095200012,2022-2023,14USU0230T,7095200012,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T8091100003,2022-2023,14USU0230T,8091100003,Escolarizada,12,19,0,31,0,0,0,0,0,0,0,0
2022-202314USU0230T7091316004,2022-2023,14USU0230T,7091316004,Escolarizada,1,11,0,12,0,0,0,0,0,0,0,0
2022-202314USU0230T6091342013,2022-2023,14USU0230T,6091342013,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0230T6091336013,2022-2023,14USU0230T,6091336013,Escolarizada,5,3,0,8,0,0,0,0,1,0,0,1
2022-202314USU0230T6091313004,2022-2023,14USU0230T,6091313004,Escolarizada,10,2,0,12,0,0,0,0,0,0,0,0
2022-202314USU0220M7011200088,2022-2023,14USU0220M,7011200088,Escolarizada,2,4,0,6,0,0,0,0,0,1,0,1
2022-202314USU0200Z8051300007,2022-2023,14USU0200Z,8051300007,Escolarizada,7,4,0,11,0,1,0,1,0,0,0,0
2022-202314USU0220M6081100002,2022-2023,14USU0220M,6081100002,Escolarizada,1,0,0,1,0,0,0,0,0,0,0,0
2022-202314USU0160O8071000012,2022-2023,14USU0160O,8071000012,Escolarizada,4,2,0,6,0,0,0,0,0,0,0,0
2022-202314USU0110G7052300025,2022-2023,14USU0110G,7052300025,Escolarizada,13,5,0,18,0,0,0,0,0,0,0,0
2022-202314USU0110G7053100007,2022-2023,14USU0110G,7053100007,Escolarizada,7,4,0,11,0,0,0,0,0,0,0,0
2022-202314USU0110G7062000007,2022-2023,14USU0110G,7062000007,Escolarizada,14,14,0,28,0,0,0,0,0,0,0,0
2022-202314USU0011G5094100009,2022-2023,14USU0011G,5094100009,Escolarizada,106,257,0,363,2,1,0,3,0,0,0,0
2022-202314USU0110G7062200074,2022-2023,14USU0110G,7062200074,Escolarizada,16,10,0,26,1,1,0,2,0,0,0,0
2022-202314USU0110G7071200009,2022-2023,14USU0110G,7071200009,Escolarizada,9,1,0,10,0,0,0,0,0,0,0,0
2022-202314USU0110G7071300026,2022-2023,14USU0110G,7071300026,Escolarizada,23,2,0,25,0,0,0,0,0,0,0,0
2022-202314USU0110G7071400012,2022-2023,14USU0110G,7071400012,Escolarizada,2,8,0,10,0,0,0,0,0,0,0,0
2022-202314USU0110G7071500006,2022-2023,14USU0110G,7071500006,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0110G7071600020,2022-2023,14USU0110G,7071600020,Escolarizada,5,3,0,8,0,0,0,0,0,0,0,0
2022-202314USU0110G7101500016,2022-2023,14USU0110G,7101500016,Escolarizada,7,17,0,24,1,0,0,1,0,0,0,0
2022-202314USU0010H7022400002,2022-2023,14USU0010H,7022400002,Escolarizada,2,11,0,13,0,1,0,1,1,0,0,1
2022-202314USU0010H8052300012,2022-2023,14USU0010H,8052300012,Escolarizada,10,5,0,15,0,0,0,0,0,0,0,0
2022-202314USU0004X7042300040,2022-2023,14USU0004X,7042300040,No escolarizada,19,14,0,33,0,0,0,0,0,0,0,0
2022-202314USU0002Z7042100033,2022-2023,14USU0002Z,7042100033,Escolarizada,34,31,0,65,1,0,0,1,1,0,0,1
2022-202314USU0221L5042400005,2022-2023,14USU0221L,5042400005,Escolarizada,105,142,0,247,2,6,0,8,0,0,0,0
2022-202314USU0221L5062200073,2022-2023,14USU0221L,5062200073,Escolarizada,124,19,0,143,7,2,0,9,0,0,0,0
2022-202314USU0221L5041400032,2022-2023,14USU0221L,5041400032,Escolarizada,0,0,0,0,0,0,0,0,0,0,0,0
2022-202314USU0210F5031500010,2022-2023,14USU0210F,5031500010,Escolarizada,16,227,0,243,3,11,0,14,1,3,0,4
2022-202314USU0190I5073100009,2022-2023,14USU0190I,5073100009,Escolarizada,335,238,0,573,15,10,0,25,2,1,0,3
2022-202314USU0200Z5071300014,2022-2023,14USU0200Z,5071300014,Escolarizada,248,23,0,271,5,0,0,5,2,1,0,3
2022-202314USU0150H5031100007,2022-2023,14USU0150H,5031100007,Escolarizada,26,138,0,164,1,7,0,8,0,0,0,0
2022-202314USU0160O5071700019,2022-2023,14USU0160O,5071700019,Escolarizada,199,58,0,257,6,2,0,8,0,0,0,0
2022-202314USU0120N5041100127,2022-2023,14USU0120N,5041100127,Escolarizada,323,637,0,960,8,15,0,23,0,1,0,1
2022-202314USU0110G5052100005,2022-2023,14USU0110G,5052100005,Escolarizada,418,146,0,564,14,2,0,16,0,0,0,0
2022-202314USU0008T5094200006,2022-2023,14USU0008T,5094200006,Escolarizada,90,442,0,532,1,7,0,8,0,0,0,0
2022-202314USU0008T5095600005,2022-2023,14USU0008T,5095600005,Escolarizada,53,155,0,208,0,3,0,3,0,0,0,0
2022-202314USU0005W5021200055,2022-2023,14USU0005W,5021200055,Escolarizada,82,106,0,188,2,1,0,3,1,0,0,1
2022-202314USU0008T5073100009,2022-2023,14USU0008T,5073100009,Escolarizada,193,179,0,372,5,1,0,6,0,0,0,0
2022-202314USU0002Z5041400032,2022-2023,14USU0002Z,5041400032,Escolarizada,80,115,0,195,6,6,0,12,4,4,0,8
2022-202314USU0002Z5094200006,2022-2023,14USU0002Z,5094200006,Escolarizada,55,143,0,198,1,7,0,8,0,5,0,5
2022-202314USU0011G5071300014,2022-2023,14USU0011G,5071300014,Escolarizada,145,11,0,151,2,0,0,2,0,0,0,0
2022-202314MMS0879OBGC,2022-2023,14MMS0879O,BGC,Escolarizada,85,104,0,189,2,0,0,2,0,0,0,0
