name,row,ciclo,clave_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,disc_fis_motriz_h,disc_fis_motriz_m,disc_fis_motriz_nb,disc_fis_motriz_t,disc_intelectual_h,disc_intelectual_m,disc_intelectual_nb,disc_intelectual_t,disc_multiple_h,disc_multiple_m,disc_multiple_nb,disc_multiple_t,disc_aud_hipoacusia_h,disc_aud_hipoacusia_m,disc_aud_hipoacusia_nb,disc_aud_hipoacusia_t,disc_aud_sordera_h,disc_aud_sordera_m,disc_aud_sordera_nb,disc_aud_sordera_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
741 2022-2023 14USU0010H 8011500003,741,2022-2023,14USU0010H,8011500003,Escolarizada,10,18,,28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1
742 2022-2023 14USU0010H 8022000001,742,2022-2023,14USU0010H,8022000001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
743 2022-2023 14USU0010H 8022500004,743,2022-2023,14USU0010H,8022500004,Escolarizada,9,13,,22,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
744 2022-2023 14USU0010H 8031000001,744,2022-2023,14USU0010H,8031000001,Escolarizada,17,25,,42,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
745 2022-2023 14USU0010H 8031300003,745,2022-2023,14USU0010H,8031300003,Escolarizada,26,16,,42,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
746 2022-2023 14USU0010H 8052300012,746,2022-2023,14USU0010H,8052300012,Escolarizada,10,5,,15,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
747 2022-2023 14USU0100Z 7022300015,747,2022-2023,14USU0100Z,7022300015,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
748 2022-2023 14USU0100Z 7022600002,748,2022-2023,14USU0100Z,7022600002,Escolarizada,2,3,,5,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
749 2022-2023 14USU0100Z 7033100026,749,2022-2023,14USU0100Z,7033100026,Escolarizada,39,29,,68,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
750 2022-2023 14USU0100Z 8022300004,750,2022-2023,14USU0100Z,8022300004,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
751 2022-2023 14USU0100Z 8022300013,751,2022-2023,14USU0100Z,8022300013,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
752 2022-2023 14USU0100Z 8033100009,752,2022-2023,14USU0100Z,8033100009,Escolarizada,21,12,,33,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
753 2022-2023 14USU0110G 6041100014,753,2022-2023,14USU0110G,6041100014,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
754 2022-2023 14USU0110G 7012604029,754,2022-2023,14USU0110G,7012604029,Escolarizada,8,5,,13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
755 2022-2023 14USU0110G 7041100029,755,2022-2023,14USU0110G,7041100029,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
756 2022-2023 14USU0110G 7052100009,756,2022-2023,14USU0110G,7052100009,Escolarizada,8,3,,11,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
757 2022-2023 14USU0110G 7052200003,757,2022-2023,14USU0110G,7052200003,Escolarizada,15,10,,25,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
758 2022-2023 14USU0110G 7052200006,758,2022-2023,14USU0110G,7052200006,Escolarizada,10,9,,19,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
759 2022-2023 14USU0110G 7052200018,759,2022-2023,14USU0110G,7052200018,Escolarizada,7,5,,12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
760 2022-2023 14USU0110G 7052300003,760,2022-2023,14USU0110G,7052300003,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
761 2022-2023 14USU0110G 7052300025,761,2022-2023,14USU0110G,7052300025,Escolarizada,13,5,,18,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
762 2022-2023 14USU0110G 7053100007,762,2022-2023,14USU0110G,7053100007,Escolarizada,7,4,,11,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
763 2022-2023 14USU0110G 7061300011,763,2022-2023,14USU0110G,7061300011,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
764 2022-2023 14USU0110G 7062000007,764,2022-2023,14USU0110G,7062000007,Escolarizada,14,14,,28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
765 2022-2023 14USU0110G 7062200074,765,2022-2023,14USU0110G,7062200074,Escolarizada,16,10,,26,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,1,1,,2,0,0,,0
766 2022-2023 14USU0110G 7071200009,766,2022-2023,14USU0110G,7071200009,Escolarizada,9,1,,10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
767 2022-2023 14USU0110G 7071300026,767,2022-2023,14USU0110G,7071300026,Escolarizada,23,2,,25,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
768 2022-2023 14USU0110G 7071400012,768,2022-2023,14USU0110G,7071400012,Escolarizada,2,8,,10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
769 2022-2023 14USU0110G 7071500006,769,2022-2023,14USU0110G,7071500006,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
770 2022-2023 14USU0110G 7071600009,770,2022-2023,14USU0110G,7071600009,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
771 2022-2023 14USU0110G 7071600020,771,2022-2023,14USU0110G,7071600020,Escolarizada,5,3,,8,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
772 2022-2023 14USU0110G 7071700001,772,2022-2023,14USU0110G,7071700001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
773 2022-2023 14USU0110G 7071700002,773,2022-2023,14USU0110G,7071700002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
774 2022-2023 14USU0110G 7071700009,774,2022-2023,14USU0110G,7071700009,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
775 2022-2023 14USU0110G 7072100008,775,2022-2023,14USU0110G,7072100008,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
776 2022-2023 14USU0110G 7072100012,776,2022-2023,14USU0110G,7072100012,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
777 2022-2023 14USU0110G 7095300001,777,2022-2023,14USU0110G,7095300001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
778 2022-2023 14USU0110G 7101500016,778,2022-2023,14USU0110G,7101500016,Escolarizada,7,17,,24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
779 2022-2023 14USU0110G 8052000007,779,2022-2023,14USU0110G,8052000007,Escolarizada,1,6,,7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
780 2022-2023 14USU0110G 8052100009,780,2022-2023,14USU0110G,8052100009,Escolarizada,14,2,,16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
781 2022-2023 14USU0110G 8052200001,781,2022-2023,14USU0110G,8052200001,Escolarizada,8,7,,15,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
782 2022-2023 14USU0110G 8052200009,782,2022-2023,14USU0110G,8052200009,Escolarizada,7,10,,17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
783 2022-2023 14USU0110G 8052200018,783,2022-2023,14USU0110G,8052200018,Escolarizada,12,1,,13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
784 2022-2023 14USU0110G 8053100005,784,2022-2023,14USU0110G,8053100005,Escolarizada,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
785 2022-2023 14USU0110G 8071300016,785,2022-2023,14USU0110G,8071300016,Escolarizada,20,6,,26,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
786 2022-2023 14USU0110G 8071400003,786,2022-2023,14USU0110G,8071400003,Escolarizada,18,23,,41,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
787 2022-2023 14USU0110G 8062200001,787,2022-2023,14USU0110G,8062200001,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
788 2022-2023 14USU0110G 8052200023,788,2022-2023,14USU0110G,8052200023,Escolarizada,1,3,,4,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
789 2022-2023 14USU0120N 7011000042,789,2022-2023,14USU0120N,7011000042,Escolarizada,6,18,,24,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0
790 2022-2023 14USU0120N 7011200037,790,2022-2023,14USU0120N,7011200037,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
791 2022-2023 14USU0120N 7011200077,791,2022-2023,14USU0120N,7011200077,Escolarizada,6,11,,17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
792 2022-2023 14USU0120N 7011400011,792,2022-2023,14USU0120N,7011400011,Escolarizada,13,18,,31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2
793 2022-2023 14USU0120N 7012000087,793,2022-2023,14USU0120N,7012000087,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
794 2022-2023 14USU0120N 7012500034,794,2022-2023,14USU0120N,7012500034,Escolarizada,3,11,,14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
795 2022-2023 14USU0120N 7031300023,795,2022-2023,14USU0120N,7031300023,Escolarizada,9,10,,19,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
796 2022-2023 14USU0120N 7031400008,796,2022-2023,14USU0120N,7031400008,Escolarizada,14,6,,20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
797 2022-2023 14USU0120N 7031400038,797,2022-2023,14USU0120N,7031400038,Escolarizada,9,7,,16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
798 2022-2023 14USU0120N 7031500062,798,2022-2023,14USU0120N,7031500062,Escolarizada,7,17,,24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
799 2022-2023 14USU0120N 7041100018,799,2022-2023,14USU0120N,7041100018,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
800 2022-2023 14USU0120N 7041100024,800,2022-2023,14USU0120N,7041100024,Escolarizada,3,3,,6,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1
801 2022-2023 14USU0120N 7041100026,801,2022-2023,14USU0120N,7041100026,Escolarizada,7,12,,19,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
802 2022-2023 14USU0120N 7041200034,802,2022-2023,14USU0120N,7041200034,Escolarizada,29,47,,76,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
803 2022-2023 14USU0120N 7041200042,803,2022-2023,14USU0120N,7041200042,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
804 2022-2023 14USU0120N 7041300021,804,2022-2023,14USU0120N,7041300021,Escolarizada,45,49,,94,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
805 2022-2023 14USU0120N 7041300024,805,2022-2023,14USU0120N,7041300024,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
806 2022-2023 14USU0120N 7041400008,806,2022-2023,14USU0120N,7041400008,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
807 2022-2023 14USU0120N 7041400009,807,2022-2023,14USU0120N,7041400009,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
808 2022-2023 14USU0120N 7041400028,808,2022-2023,14USU0120N,7041400028,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
809 2022-2023 14USU0120N 7041400048,809,2022-2023,14USU0120N,7041400048,Escolarizada,40,24,,64,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1
810 2022-2023 14USU0120N 7042000002,810,2022-2023,14USU0120N,7042000002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
811 2022-2023 14USU0120N 7042100033,811,2022-2023,14USU0120N,7042100033,Escolarizada,90,73,,163,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
812 2022-2023 14USU0120N 7042100129,812,2022-2023,14USU0120N,7042100129,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
813 2022-2023 14USU0120N 7042300031,813,2022-2023,14USU0120N,7042300031,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
814 2022-2023 14USU0120N 7061000012,814,2022-2023,14USU0120N,7061000012,Escolarizada,28,7,,35,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
815 2022-2023 14USU0120N 7062200049,815,2022-2023,14USU0120N,7062200049,Escolarizada,22,8,,30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
816 2022-2023 14USU0120N 7103100010,816,2022-2023,14USU0120N,7103100010,Escolarizada,16,19,,35,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
817 2022-2023 14USU0120N 8031300020,817,2022-2023,14USU0120N,8031300020,Escolarizada,14,8,,22,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
818 2022-2023 14USU0120N 8031400004,818,2022-2023,14USU0120N,8031400004,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
819 2022-2023 14USU0120N 8031400010,819,2022-2023,14USU0120N,8031400010,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
820 2022-2023 14USU0120N 8031400014,820,2022-2023,14USU0120N,8031400014,Escolarizada,8,9,,17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
821 2022-2023 14USU0120N 8041400003,821,2022-2023,14USU0120N,8041400003,Escolarizada,20,5,,25,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
822 2022-2023 14USU0120N 8042000005,822,2022-2023,14USU0120N,8042000005,Escolarizada,12,14,,26,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
823 2022-2023 14USU0120N 8042500005,823,2022-2023,14USU0120N,8042500005,Escolarizada,20,29,,49,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
824 2022-2023 14USU0120N 8062200005,824,2022-2023,14USU0120N,8062200005,Escolarizada,13,8,,21,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,1,,1
825 2022-2023 14USU0120N 8042100051,825,2022-2023,14USU0120N,8042100051,Escolarizada,4,3,,7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1
826 2022-2023 14USU0130U 6081100005,826,2022-2023,14USU0130U,6081100005,Escolarizada,2,2,,4,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
827 2022-2023 14USU0130U 7011000002,827,2022-2023,14USU0130U,7011000002,Escolarizada,3,21,,24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
828 2022-2023 14USU0130U 7022600002,828,2022-2023,14USU0130U,7022600002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
829 2022-2023 14USU0130U 7031100005,829,2022-2023,14USU0130U,7031100005,Escolarizada,25,22,,47,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
830 2022-2023 14USU0130U 7051100007,830,2022-2023,14USU0130U,7051100007,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
831 2022-2023 14USU0130U 7051300013,831,2022-2023,14USU0130U,7051300013,Escolarizada,15,17,,32,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
832 2022-2023 14USU0130U 7081000006,832,2022-2023,14USU0130U,7081000006,Escolarizada,6,1,,7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
833 2022-2023 14USU0130U 7081100033,833,2022-2023,14USU0130U,7081100033,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
834 2022-2023 14USU0130U 7081100051,834,2022-2023,14USU0130U,7081100051,Escolarizada,4,1,,5,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
835 2022-2023 14USU0130U 7081100056,835,2022-2023,14USU0130U,7081100056,Escolarizada,4,5,,9,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
836 2022-2023 14USU0130U 7081100072,836,2022-2023,14USU0130U,7081100072,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
837 2022-2023 14USU0130U 7095600007,837,2022-2023,14USU0130U,7095600007,Escolarizada,2,14,,16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
838 2022-2023 14USU0130U 7101500016,838,2022-2023,14USU0130U,7101500016,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
839 2022-2023 14USU0130U 8031100002,839,2022-2023,14USU0130U,8031100002,Escolarizada,16,11,,27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
840 2022-2023 14USU0130U 8051100004,840,2022-2023,14USU0130U,8051100004,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
841 2022-2023 14USU0130U 8051100024,841,2022-2023,14USU0130U,8051100024,Escolarizada,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
842 2022-2023 14USU0130U 8051300007,842,2022-2023,14USU0130U,8051300007,Escolarizada,23,11,,34,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1
843 2022-2023 14USU0130U 8081100028,843,2022-2023,14USU0130U,8081100028,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
844 2022-2023 14USU0140A 7012602002,844,2022-2023,14USU0140A,7012602002,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
845 2022-2023 14USU0140A 7012602009,845,2022-2023,14USU0140A,7012602009,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
846 2022-2023 14USU0140A 7021300007,846,2022-2023,14USU0140A,7021300007,Escolarizada,2,0,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
847 2022-2023 14USU0140A 7021400005,847,2022-2023,14USU0140A,7021400005,Escolarizada,3,1,,4,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
848 2022-2023 14USU0140A 7021400038,848,2022-2023,14USU0140A,7021400038,Escolarizada,8,17,,25,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
