name,row,ciclo,clave_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,disc_fis_motriz_h,disc_fis_motriz_m,disc_fis_motriz_nb,disc_fis_motriz_t,disc_intelectual_h,disc_intelectual_m,disc_intelectual_nb,disc_intelectual_t,disc_multiple_h,disc_multiple_m,disc_multiple_nb,disc_multiple_t,disc_aud_hipoacusia_h,disc_aud_hipoacusia_m,disc_aud_hipoacusia_nb,disc_aud_hipoacusia_t,disc_aud_sordera_h,disc_aud_sordera_m,disc_aud_sordera_nb,disc_aud_sordera_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
201 2022-2023 14MMS0706X BGC,201,2022-2023,14MMS0706X,BGC,Escolarizada,241,272,,513,0,1,,1,2,0,,2,0,0,,0,1,0,,1,0,1,,1,4,8,,12,0,0,,0,0,0,,0,7,10,,17,0,0,,0
202 2022-2023 14MMS0748W BGC,202,2022-2023,14MMS0748W,BGC,Escolarizada,36,62,,98,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
203 2022-2023 14MMS0748W BGC,203,2022-2023,14MMS0748W,BGC,Escolarizada,39,57,,96,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
204 2022-2023 14MMS0639P BGC,204,2022-2023,14MMS0639P,BGC,Escolarizada,156,141,,297,0,2,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,1,0,,1,0,0,,0,1,3,,4,0,0,,0
205 2022-2023 14MMS0639P BGC,205,2022-2023,14MMS0639P,BGC,Escolarizada,142,154,,296,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,0,,3,1,0,,1,0,0,,0,4,0,,4,0,0,,0
206 2022-2023 14MMS0616E BGC,206,2022-2023,14MMS0616E,BGC,Escolarizada,173,283,,456,0,0,,0,1,1,,2,0,0,,0,0,1,,1,0,0,,0,1,2,,3,0,0,,0,0,0,,0,2,4,,6,0,0,,0
207 2022-2023 14MMS0616E BGC,207,2022-2023,14MMS0616E,BGC,Escolarizada,186,268,,454,1,0,,1,1,0,,1,0,0,,0,0,0,,0,0,0,,0,1,3,,4,1,0,,1,0,0,,0,4,3,,7,0,0,,0
208 2022-2023 14MMS0827I BGC,208,2022-2023,14MMS0827I,BGC,Escolarizada,57,75,,132,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
209 2022-2023 14MMS0827I BGC,209,2022-2023,14MMS0827I,BGC,Escolarizada,62,67,,129,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0
210 2022-2023 14MMS0699D BGC,210,2022-2023,14MMS0699D,BGC,Escolarizada,78,83,,161,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,0,,2,0,0,,0,0,0,,0,2,0,,2,0,0,,0
211 2022-2023 14MMS0699D BGC,211,2022-2023,14MMS0699D,BGC,Escolarizada,62,97,,159,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,2,1,,3,0,0,,0
212 2022-2023 14MMS0707W BGC,212,2022-2023,14MMS0707W,BGC,Escolarizada,168,213,,381,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,3,,3,0,0,,0,0,0,,0,0,3,,3,0,0,,0
213 2022-2023 14MMS0707W BGC,213,2022-2023,14MMS0707W,BGC,Escolarizada,158,220,,378,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1
214 2022-2023 14MMS0701B BGC,214,2022-2023,14MMS0701B,BGC,Escolarizada,227,303,,530,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,3,,5,0,0,,0,0,0,,0,2,4,,6,1,0,,1
215 2022-2023 14MMS0701B BGC,215,2022-2023,14MMS0701B,BGC,Escolarizada,248,279,,527,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,6,,9,0,0,,0,1,0,,1,4,6,,10,0,0,,0
216 2022-2023 14MMS0702A BGC,216,2022-2023,14MMS0702A,BGC,Escolarizada,79,94,,173,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,2,0,,2,0,0,,0
217 2022-2023 14MMS0703Z BGC,217,2022-2023,14MMS0703Z,BGC,Escolarizada,62,68,,130,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,21,29,,50
218 2022-2023 14MMS0703Z BGC,218,2022-2023,14MMS0703Z,BGC,Escolarizada,50,76,,126,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,15,25,,40
219 2022-2023 14MMS0634U BGC,219,2022-2023,14MMS0634U,BGC,Escolarizada,561,713,,1274,5,0,,5,0,2,,2,0,0,,0,2,1,,3,1,0,,1,6,12,,18,0,0,,0,2,0,,2,16,15,,31,1,1,,2
220 2022-2023 14MMS0634U BGC,220,2022-2023,14MMS0634U,BGC,Escolarizada,546,727,,1273,2,0,,2,1,0,,1,0,0,,0,0,0,,0,0,0,,0,8,11,,19,0,0,,0,2,0,,2,13,11,,24,0,1,,1
221 2022-2023 14MMS0704Z BGC,221,2022-2023,14MMS0704Z,BGC,Escolarizada,85,105,,190,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
222 2022-2023 14MMS0700C BGC,222,2022-2023,14MMS0700C,BGC,Escolarizada,110,130,,240,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
223 2022-2023 14MMS0654H BGAI,223,2022-2023,14MMS0654H,BGAI,Escolarizada,124,110,,234,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
224 2022-2023 14MMS0654H BGC,224,2022-2023,14MMS0654H,BGC,Escolarizada,317,509,,826,0,0,,0,0,1,,1,0,0,,0,0,1,,1,0,0,,0,6,7,,13,0,1,,1,0,0,,0,6,10,,16,0,0,,0
225 2022-2023 14MMS0654H BGC,225,2022-2023,14MMS0654H,BGC,Escolarizada,305,519,,824,0,1,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0,4,2,,6,0,0,,0,0,0,,0,5,3,,8,0,0,,0
226 2022-2023 14MMS0754G BGC,226,2022-2023,14MMS0754G,BGC,Escolarizada,55,59,,114,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,2,3,,5,0,0,,0,0,0,,0,3,3,,6,0,0,,0
227 2022-2023 14MMS0754G BGC,227,2022-2023,14MMS0754G,BGC,Escolarizada,55,55,,110,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,5,,9,0,0,,0,0,0,,0,4,5,,9,1,0,,1
228 2022-2023 14MMS0709U BGC,228,2022-2023,14MMS0709U,BGC,Escolarizada,77,116,,193,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
229 2022-2023 14MMS0709U BGC,229,2022-2023,14MMS0709U,BGC,Escolarizada,86,105,,191,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,0,,2
230 2022-2023 14MMS0627K BGAI,230,2022-2023,14MMS0627K,BGAI,Escolarizada,43,41,,84,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
231 2022-2023 14MMS0627K BGC,231,2022-2023,14MMS0627K,BGC,Escolarizada,133,162,,295,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
232 2022-2023 14MMS0627K BGC,232,2022-2023,14MMS0627K,BGC,Escolarizada,132,162,,294,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
233 2022-2023 14MMS0710J BGC,233,2022-2023,14MMS0710J,BGC,Escolarizada,76,97,,173,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
234 2022-2023 14MMS0710J BGC,234,2022-2023,14MMS0710J,BGC,Escolarizada,80,89,,169,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2
235 2022-2023 14MMS0832U BGC,235,2022-2023,14MMS0832U,BGC,Escolarizada,57,67,,124,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
236 2022-2023 14MMS0832U BGC,236,2022-2023,14MMS0832U,BGC,Escolarizada,61,60,,121,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
237 2022-2023 14MMS0629I BGC,237,2022-2023,14MMS0629I,BGC,Escolarizada,432,527,,959,1,3,,4,2,0,,2,0,0,,0,1,1,,2,0,1,,1,7,10,,17,1,0,,1,0,0,,0,12,15,,27,0,0,,0
238 2022-2023 14MMS0629I BGC,238,2022-2023,14MMS0629I,BGC,Escolarizada,420,536,,956,2,3,,5,1,1,,2,0,0,,0,0,1,,1,0,0,,0,4,6,,10,0,0,,0,0,2,,2,7,13,,20,0,1,,1
239 2022-2023 14MMS0769I BGC,239,2022-2023,14MMS0769I,BGC,Escolarizada,88,118,,206,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,2,6,,8,0,0,,0,0,0,,0,2,7,,9,0,0,,0
240 2022-2023 14MMS0759B BGAI,240,2022-2023,14MMS0759B,BGAI,Escolarizada,56,24,,80,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
241 2022-2023 14MMS0759B BGC,241,2022-2023,14MMS0759B,BGC,Escolarizada,773,886,,1659,2,0,,2,2,1,,3,0,0,,0,0,0,,0,2,0,,2,9,10,,19,1,0,,1,0,0,,0,16,11,,27,2,0,,2
242 2022-2023 14MMS0759B BGC,242,2022-2023,14MMS0759B,BGC,Escolarizada,718,938,,1656,1,2,,3,1,1,,2,0,1,,1,0,1,,1,1,0,,1,5,8,,13,1,0,,1,0,0,,0,9,13,,22,1,0,,1
243 2022-2023 14MMS0771X BGC,243,2022-2023,14MMS0771X,BGC,Escolarizada,100,127,,227,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
244 2022-2023 14MMS0771X BGC,244,2022-2023,14MMS0771X,BGC,Escolarizada,104,121,,225,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,1,0,,1,0,0,,0
245 2022-2023 14MMS0655G BGC,245,2022-2023,14MMS0655G,BGC,Escolarizada,324,426,,750,2,0,,2,0,0,,0,0,0,,0,0,0,,0,1,1,,2,4,13,,17,1,0,,1,0,0,,0,8,14,,22,0,0,,0
246 2022-2023 14MMS0655G BGC,246,2022-2023,14MMS0655G,BGC,Escolarizada,352,396,,748,0,1,,1,1,0,,1,0,0,,0,0,0,,0,0,1,,1,2,9,,11,0,1,,1,1,0,,1,4,12,,16,0,2,,2
247 2022-2023 14MMS0766L BGC,247,2022-2023,14MMS0766L,BGC,Escolarizada,29,53,,82,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
248 2022-2023 14MMS0690M BGC,248,2022-2023,14MMS0690M,BGC,Escolarizada,36,34,,70,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
249 2022-2023 14MMS0722O BGC,249,2022-2023,14MMS0722O,BGC,Escolarizada,119,132,,251,0,2,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,2,,3,0,0,,0,0,0,,0,1,4,,5,0,0,,0
250 2022-2023 14MMS0722O BGC,250,2022-2023,14MMS0722O,BGC,Escolarizada,108,141,,249,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,3,,4,0,0,,0,0,0,,0,2,4,,6,0,0,,0
251 2022-2023 14MMS0689X BGC,251,2022-2023,14MMS0689X,BGC,Escolarizada,38,55,,93,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
252 2022-2023 14MMS0620R BGC,252,2022-2023,14MMS0620R,BGC,Escolarizada,93,142,,235,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
253 2022-2023 14MMS0620R BGC,253,2022-2023,14MMS0620R,BGC,Escolarizada,88,145,,233,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,1,0,,1,0,0,,0
254 2022-2023 14MMS0770Y BGC,254,2022-2023,14MMS0770Y,BGC,Escolarizada,28,43,,71,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0
255 2022-2023 14MMS0740D BGC,255,2022-2023,14MMS0740D,BGC,Escolarizada,38,37,,75,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
256 2022-2023 14MMS0768J BGC,256,2022-2023,14MMS0768J,BGC,Escolarizada,107,111,,218,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,2,5,,7,0,0,,0,0,0,,0,2,7,,9,0,0,,0
257 2022-2023 14MMS0711I BGC,257,2022-2023,14MMS0711I,BGC,Escolarizada,82,94,,176,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
258 2022-2023 14MMS0730X BGC,258,2022-2023,14MMS0730X,BGC,Escolarizada,83,80,,163,2,1,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,1,,3,0,0,,0
259 2022-2023 14MMS0656F BGC,259,2022-2023,14MMS0656F,BGC,Escolarizada,97,119,,216,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,0,2,,2,0,0,,0
260 2022-2023 14MMS0656F BGC,260,2022-2023,14MMS0656F,BGC,Escolarizada,103,110,,213,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,2,0,,2,0,0,,0
261 2022-2023 14MMS0670Z BGC,261,2022-2023,14MMS0670Z,BGC,Escolarizada,67,106,,173,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,1,2,,3,0,0,,0
262 2022-2023 14MMS0713G BGC,262,2022-2023,14MMS0713G,BGC,Escolarizada,114,157,,271,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,2,1,,3,0,0,,0
263 2022-2023 14MMS0713G BGC,263,2022-2023,14MMS0713G,BGC,Escolarizada,114,154,,268,1,1,,2,1,0,,1,0,0,,0,0,0,,0,0,0,,0,3,1,,4,0,0,,0,0,0,,0,5,2,,7,0,0,,0
264 2022-2023 14MMS0763O BGC,264,2022-2023,14MMS0763O,BGC,Escolarizada,50,60,,110,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
265 2022-2023 14MMS0632W BGC,265,2022-2023,14MMS0632W,BGC,Escolarizada,518,651,,1169,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,7,14,,21,1,0,,1,1,0,,1,10,14,,24,0,0,,0
266 2022-2023 14MMS0632W BGC,266,2022-2023,14MMS0632W,BGC,Escolarizada,507,660,,1167,1,2,,3,0,0,,0,0,0,,0,1,0,,1,0,0,,0,6,17,,23,0,0,,0,1,0,,1,9,19,,28,1,1,,2
267 2022-2023 14MMS0715E BGC,267,2022-2023,14MMS0715E,BGC,Escolarizada,115,149,,264,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,3,,5,0,0,,0,0,0,,0,2,4,,6,0,0,,0
268 2022-2023 14MMS0716D BGC,268,2022-2023,14MMS0716D,BGC,Escolarizada,135,190,,325,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
269 2022-2023 14MMS0743A BGC,269,2022-2023,14MMS0743A,BGC,Escolarizada,67,49,,116,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
270 2022-2023 14MMS0719A BGC,270,2022-2023,14MMS0719A,BGC,Escolarizada,70,60,,130,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
271 2022-2023 14MMS0719A BGC,271,2022-2023,14MMS0719A,BGC,Escolarizada,60,69,,129,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
272 2022-2023 14MMS0720Q BGC,272,2022-2023,14MMS0720Q,BGC,Escolarizada,76,91,,167,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
273 2022-2023 14MMS0720Q BGC,273,2022-2023,14MMS0720Q,BGC,Escolarizada,72,92,,164,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
274 2022-2023 14MMS0660S BGC,274,2022-2023,14MMS0660S,BGC,Escolarizada,173,189,,362,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,1,0,,1,0,0,,0
275 2022-2023 14MMS0660S BGC,275,2022-2023,14MMS0660S,BGC,Escolarizada,200,161,,361,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
276 2022-2023 14MMS0742B BGC,276,2022-2023,14MMS0742B,BGC,Escolarizada,35,40,,75,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
277 2022-2023 14MMS0727J BGC,277,2022-2023,14MMS0727J,BGC,Escolarizada,68,75,,143,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
278 2022-2023 14MMS0744Z BGC,278,2022-2023,14MMS0744Z,BGC,Escolarizada,274,244,,518,0,1,,1,0,0,,0,0,0,,0,0,0,,0,1,0,,1,3,7,,10,0,0,,0,2,0,,2,6,8,,14,1,0,,1
279 2022-2023 14MMS0744Z BGC,279,2022-2023,14MMS0744Z,BGC,Escolarizada,266,250,,516,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,5,,8,0,1,,1,0,0,,0,4,7,,11,0,1,,1
280 2022-2023 14MMS0721P BGAI,280,2022-2023,14MMS0721P,BGAI,Escolarizada,21,15,,36,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
281 2022-2023 14MMS0721P BGC,281,2022-2023,14MMS0721P,BGC,Escolarizada,117,219,,336,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,1,2,,3,0,0,,0
282 2022-2023 14MMS0721P BGC,282,2022-2023,14MMS0721P,BGC,Escolarizada,145,187,,332,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,6,,8,0,0,,0,0,0,,0,2,6,,8,0,1,,1
283 2022-2023 14MMS0657E BGAI,283,2022-2023,14MMS0657E,BGAI,Escolarizada,277,276,,553,2,0,,2,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,1,0,,1,4,2,,6,1,0,,1
284 2022-2023 14MMS0657E BGC,284,2022-2023,14MMS0657E,BGC,Escolarizada,747,904,,1651,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,5,10,,15,0,0,,0,1,0,,1,6,12,,18,1,1,,2
285 2022-2023 14MMS0657E BGC,285,2022-2023,14MMS0657E,BGC,Escolarizada,759,891,,1650,3,1,,4,1,1,,2,0,0,,0,0,0,,0,0,0,,0,7,10,,17,0,0,,0,0,0,,0,11,12,,23,0,0,,0
286 2022-2023 14MMS0817B BGC,286,2022-2023,14MMS0817B,BGC,Escolarizada,135,102,,237,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,1,0,,1,0,0,,0,1,1,,2,1,0,,1
287 2022-2023 14MMS0817B BGC,287,2022-2023,14MMS0817B,BGC,Escolarizada,113,121,,234,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,0,,2,0,0,,0,0,0,,0,2,0,,2,0,0,,0
288 2022-2023 14MMS0773V BGC,288,2022-2023,14MMS0773V,BGC,Escolarizada,521,471,,992,0,0,,0,1,2,,3,0,0,,0,0,0,,0,1,1,,2,5,5,,10,0,2,,2,0,0,,0,7,10,,17,0,3,,3
289 2022-2023 14MMS0773V BGC,289,2022-2023,14MMS0773V,BGC,Escolarizada,516,475,,991,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,2,,5,1,1,,2,0,0,,0,4,4,,8,0,0,,0
290 2022-2023 14MMS0772W BGC,290,2022-2023,14MMS0772W,BGC,Escolarizada,47,46,,93,0,1,,1,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,1,,1,0,0,,0,0,0,,0,2,2,,4,0,0,,0
291 2022-2023 14MMS0679Q BGC,291,2022-2023,14MMS0679Q,BGC,Escolarizada,147,186,,333,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,3,,3,0,0,,0,0,0,,0,0,3,,3,0,0,,0
292 2022-2023 14MMS0723N BGC,292,2022-2023,14MMS0723N,BGC,Escolarizada,60,65,,125,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
293 2022-2023 14MMS0633V BGC,293,2022-2023,14MMS0633V,BGC,Escolarizada,147,168,,315,1,0,,1,1,0,,1,0,0,,0,0,0,,0,0,0,,0,4,2,,6,1,0,,1,0,0,,0,7,2,,9,1,0,,1
294 2022-2023 14MMS0633V BGC,294,2022-2023,14MMS0633V,BGC,Escolarizada,147,165,,312,1,1,,2,1,0,,1,0,0,,0,0,0,,0,0,0,,0,4,6,,10,0,0,,0,0,0,,0,6,7,,13,1,2,,3
295 2022-2023 14MMS0669J BGC,295,2022-2023,14MMS0669J,BGC,Escolarizada,62,68,,130,0,0,,0,2,1,,3,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,2,2,,4,0,0,,0
296 2022-2023 14MMS0669J BGC,296,2022-2023,14MMS0669J,BGC,Escolarizada,60,69,,129,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,0,,2,0,0,,0,0,0,,0,3,0,,3,0,0,,0
297 2022-2023 14MMS0672X BGC,297,2022-2023,14MMS0672X,BGC,Escolarizada,30,33,,63,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
298 2022-2023 14MMS0712H BGC,298,2022-2023,14MMS0712H,BGC,Escolarizada,105,131,,236,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,0,,2,0,0,,0,0,0,,0,2,0,,2,0,0,,0
299 2022-2023 14MMS0712H BGC,299,2022-2023,14MMS0712H,BGC,Escolarizada,100,134,,234,2,1,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,2,,3,0,0,,0,0,0,,0,3,3,,6,1,0,,1
300 2022-2023 14MMS0767K BGC,300,2022-2023,14MMS0767K,BGC,Escolarizada,155,174,,329,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,1,1,,2,0,0,,0,0,0,,0,1,2,,3,0,0,,0
301 2022-2023 14MMS0767K BGC,301,2022-2023,14MMS0767K,BGC,Escolarizada,142,185,,327,0,0,,0,0,1,,1,0,0,,0,0,1,,1,0,0,,0,1,2,,3,0,0,,0,0,0,,0,1,4,,5,1,0,,1
302 2022-2023 14MMS0708V BGC,302,2022-2023,14MMS0708V,BGC,Escolarizada,153,173,,326,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,4,0,,4,0,0,,0,0,0,,0,5,0,,5,0,0,,0
303 2022-2023 14MMS0708V BGC,303,2022-2023,14MMS0708V,BGC,Escolarizada,140,185,,325,0,0,,0,1,2,,3,0,0,,0,0,0,,0,0,0,,0,2,1,,3,0,0,,0,0,0,,0,3,3,,6,0,0,,0
304 2022-2023 14MMS0746Y BGC,304,2022-2023,14MMS0746Y,BGC,Escolarizada,82,127,,209,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0,0,0,,0,1,1,,2,0,0,,0
305 2022-2023 14MMS0724M BGC,305,2022-2023,14MMS0724M,BGC,Escolarizada,48,59,,107,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
306 2022-2023 14MMS0724M BGC,306,2022-2023,14MMS0724M,BGC,Escolarizada,52,52,,104,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
307 2022-2023 14MMS0755F BGC,307,2022-2023,14MMS0755F,BGC,Escolarizada,35,38,,73,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
308 2022-2023 14MMS0755F BGC,308,2022-2023,14MMS0755F,BGC,Escolarizada,33,38,,71,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,1,0,,1,0,0,,0
309 2022-2023 14MMS0745Z BGC,309,2022-2023,14MMS0745Z,BGC,Escolarizada,40,44,,84,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
