name,row,anio,calendario,nivel_educativo,entidad_universitaria,aspirantes_t,aspirantes_h,aspirantes_m,aspirantes_nb,admitidos_t,admitidos_h,admitidos_m,admitidos_nb,no_admitidos_t,no_admitidos_h,no_admitidos_m,no_admitidos_nb,por_admision
13 Admisión - 30 2020A Especialidad CUSUR,30,2020,A,Especialidad,CUSUR,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 31 2020A Maestría CUCEA,31,2020,A,Maestría,CUCEA,348,190,158,,219,123,96,,129,67,62,,62.93103448
13 Admisión - 32 2020A Maestría CUCEI,32,2020,A,Maestría,CUCEI,93,68,25,,61,45,16,,32,23,9,,65.59139785
13 Admisión - 33 2020A Maestría CUCSH,33,2020,A,Maestría,CUCSH,78,40,38,,50,25,25,,28,15,13,,64.1025641
13 Admisión - 34 2020A Maestría CUCS,34,2020,A,Maestría,CUCS,83,31,52,,62,20,42,,21,11,10,,74.69879518
13 Admisión - 35 2020A Maestría CUAAD,35,2020,A,Maestría,CUAAD,43,24,19,,32,17,15,,11,7,4,,74.41860465
13 Admisión - 36 2020A Maestría CUCBA,36,2020,A,Maestría,CUCBA,36,21,15,,30,20,10,,6,1,5,,83.33333333
13 Admisión - 37 2020A Maestría CUALTOS,37,2020,A,Maestría,CUALTOS,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 38 2020A Maestría CUCIÉNEGA,38,2020,A,Maestría,CUCIÉNEGA,37,26,11,,30,21,9,,7,5,2,,81.08108108
13 Admisión - 39 2020A Maestría CUSUR,39,2020,A,Maestría,CUSUR,36,21,15,,29,15,14,,7,6,1,,80.55555556
13 Admisión - 40 2020A Maestría CUCOSTA,40,2020,A,Maestría,CUCOSTA,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 41 2020A Maestría CUCOSTASUR,41,2020,A,Maestría,CUCOSTASUR,1,0,1,,0,0,0,,1,0,1,,0
13 Admisión - 42 2020A Maestría CUVALLES,42,2020,A,Maestría,CUVALLES,15,4,11,,13,4,9,,2,0,2,,86.66666667
13 Admisión - 43 2020A Maestría CUNORTE,43,2020,A,Maestría,CUNORTE,136,78,58,,112,64,48,,24,14,10,,82.35294118
13 Admisión - 44 2020A Maestría CULAGOS,44,2020,A,Maestría,CULAGOS,4,3,1,,0,0,0,,4,3,1,,0
13 Admisión - 45 2020A Maestría CUTONALÁ,45,2020,A,Maestría,CUTONALÁ,7,6,1,,6,5,1,,1,1,0,,85.71428571
13 Admisión - 46 2020A Maestría SUV,46,2020,A,Maestría,SUV,210,139,71,,76,56,20,,134,83,51,,36.19047619
13 Admisión - 47 2020A Doctorado CUCEA,47,2020,A,Doctorado,CUCEA,45,23,22,,24,12,12,,21,11,10,,53.33333333
13 Admisión - 48 2020A Doctorado CUCEI,48,2020,A,Doctorado,CUCEI,32,19,13,,24,13,11,,8,6,2,,75
13 Admisión - 49 2020A Doctorado CUCSH,49,2020,A,Doctorado,CUCSH,25,9,16,,24,9,15,,1,0,1,,96
13 Admisión - 50 2020A Doctorado CUCS,50,2020,A,Doctorado,CUCS,151,67,84,,86,44,42,,65,23,42,,56.95364238
13 Admisión - 51 2020A Doctorado CUAAD,51,2020,A,Doctorado,CUAAD,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 52 2020A Doctorado CUCBA,52,2020,A,Doctorado,CUCBA,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 53 2020A Doctorado CUALTOS,53,2020,A,Doctorado,CUALTOS,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 54 2020A Doctorado CUCIÉNEGA,54,2020,A,Doctorado,CUCIÉNEGA,3,2,1,,3,2,1,,0,0,0,,100
13 Admisión - 55 2020A Doctorado CUSUR,55,2020,A,Doctorado,CUSUR,14,3,11,,12,2,10,,2,1,1,,85.71428571
13 Admisión - 56 2020A Doctorado CUCOSTA,56,2020,A,Doctorado,CUCOSTA,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 57 2020A Doctorado CUCOSTASUR,57,2020,A,Doctorado,CUCOSTASUR,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 58 2020A Doctorado CUVALLES,58,2020,A,Doctorado,CUVALLES,8,5,3,,6,5,1,,2,0,2,,75
13 Admisión - 59 2020A Doctorado CUNORTE,59,2020,A,Doctorado,CUNORTE,0,0,0,,0,0,0,,0,0,0,,0
13 Admisión - 60 2020A Doctorado CULAGOS,60,2020,A,Doctorado,CULAGOS,3,3,0,,1,1,0,,2,2,0,,33.33333333
13 Admisión - 61 2020A Doctorado CUTONALÁ,61,2020,A,Doctorado,CUTONALÁ,21,11,10,,18,9,9,,3,2,1,,85.71428571
13 Admisión - 62 2020A Doctorado SUV,62,2020,A,Doctorado,SUV,4,3,1,,0,0,0,,4,3,1,,0
