name,row,anio,entidad_universitaria,energia,potencia_kwh,paneles_solares,consumo_energia,emisiones_gei
921 Producción de energía de páneles solares -73 - 2021 - CUTLAJOMULCO,73,2021,CUTLAJOMULCO,,,,105932,45
921 Producción de energía de páneles solares -74 - 2021 - SUV,74,2021,SUV,25887,23.1,70,118734,50
921 Producción de energía de páneles solares -75 - 2021 - SEMS,75,2021,SEMS,128286,233,582,7923465,3352
921 Producción de energía de páneles solares -76 - 2021 - AG,76,2021,AG,84719,79.3,255,12643712,5348
921 Producción de energía de páneles solares -77 - 2022 - CUCEA,77,2022,CUCEA,243509,168.6,438,2090975,884
921 Producción de energía de páneles solares -78 - 2022 - CUCEI,78,2022,CUCEI,,,,3627401,1534
921 Producción de energía de páneles solares -79 - 2022 - CUCSH,79,2022,CUCSH,361343,287.2,527,1861770,788
921 Producción de energía de páneles solares -80 - 2022 - CUCS,80,2022,CUCS,,,,2805563,1187
921 Producción de energía de páneles solares -81 - 2022 - CUAAD,81,2022,CUAAD,,,,1213676,513
921 Producción de energía de páneles solares -82 - 2022 - CUCBA,82,2022,CUCBA,,,,1849700,782
921 Producción de energía de páneles solares -83 - 2022 - CUALTOS,83,2022,CUALTOS,,,,640285,271
921 Producción de energía de páneles solares -84 - 2022 - CUCIÉNEGA,84,2022,CUCIÉNEGA,,,,1024425,433
921 Producción de energía de páneles solares -85 - 2022 - CUSUR,85,2022,CUSUR,26590,28.4,111,1246783,527
921 Producción de energía de páneles solares -86 - 2022 - CUCOSTA,86,2022,CUCOSTA,,,,2309137,977
921 Producción de energía de páneles solares -87 - 2022 - CUCOSTASUR,87,2022,CUCOSTASUR,187119,319.7,592,1110244,470
921 Producción de energía de páneles solares -88 - 2022 - CUVALLES,88,2022,CUVALLES,790084,490.9,1563,485976,73
921 Producción de energía de páneles solares -89 - 2022 - CUNORTE,89,2022,CUNORTE,274056,139.4,429,506364,214
921 Producción de energía de páneles solares -90 - 2022 - CULAGOS,90,2022,CULAGOS,72270,46,150,453438,192
921 Producción de energía de páneles solares -91 - 2022 - CUTONALÁ,91,2022,CUTONALÁ,732290,499,1560,501369,206
921 Producción de energía de páneles solares -92 - 2022 - CUTLAJOMULCO,92,2022,CUTLAJOMULCO,,,,173416,212
921 Producción de energía de páneles solares -93 - 2022 - SUV,93,2022,SUV,26531,23.1,70,277050,117
921 Producción de energía de páneles solares -94 - 2022 - SEMS,94,2022,SEMS,364229,305,747,11576617,4897
921 Producción de energía de páneles solares -95 - 2022 - AG,95,2022,AG,94967,79.3,255,14164983,5992
921 Producción de energía de páneles solares -96 - 2023 - CUCEA,96,2023,CUCEA,245881,214.4,525,2319815,1009
921 Producción de energía de páneles solares -97 - 2023 - CUCEI,97,2023,CUCEI,113517,94.2,228,3861092,1680
921 Producción de energía de páneles solares -98 - 2023 - CUCSH,98,2023,CUCSH,493721,336.7,617,2112356,919
921 Producción de energía de páneles solares -99 - 2023 - CUCS,99,2023,CUCS,,86.9,158,3158313,1374
921 Producción de energía de páneles solares -100 - 2023 - CUAAD,100,2023,CUAAD,177122,130.8,240,1142525,497
921 Producción de energía de páneles solares -101 - 2023 - CUCBA,101,2023,CUCBA,123108,147.2,270,1992633,867
921 Producción de energía de páneles solares -102 - 2023 - CUALTOS,102,2023,CUALTOS,,102.3,186,737241,321
921 Producción de energía de páneles solares -103 - 2023 - CUCIÉNEGA,103,2023,CUCIÉNEGA,228998,170.2,330,995074,433
921 Producción de energía de páneles solares -104 - 2023 - CUSUR,104,2023,CUSUR,26124,151.6,329,1209767,526
921 Producción de energía de páneles solares -105 - 2023 - CUCOSTA,105,2023,CUCOSTA,370113,257,463,2251927,980
921 Producción de energía de páneles solares -106 - 2023 - CUCOSTASUR,106,2023,CUCOSTASUR,503277,347.2,642,1025250,446
921 Producción de energía de páneles solares -107 - 2023 - CUVALLES,107,2023,CUVALLES,715505,581.3,1879,554520,241
921 Producción de energía de páneles solares -108 - 2023 - CUNORTE,108,2023,CUNORTE,236620,139.4,429,548794,239
921 Producción de energía de páneles solares -109 - 2023 - CULAGOS,109,2023,CULAGOS,76267,46,150,509468,222
921 Producción de energía de páneles solares -110 - 2023 - CUTONALÁ,110,2023,CUTONALÁ,633363,499.2,1560,851176,370
921 Producción de energía de páneles solares -111 - 2023 - CUTLAJOMULCO,111,2023,CUTLAJOMULCO,85532,60.5,111,109721,48
921 Producción de energía de páneles solares -112 - 2023 - SUV,112,2023,SUV,49063,69.7,151,237587,103
921 Producción de energía de páneles solares -113 - 2023 - SEMS,113,2023,SEMS,758979,1026,2078,13461279,5856
921 Producción de energía de páneles solares -114 - 2023 - AG,114,2023,AG,86938,76.6,249,14263304,6205
921 Producción de energía de páneles solares -115 - 2024 - CUCEA,115,2024,CUCEA,274180,234.02,579,2407952,1055
921 Producción de energía de páneles solares -116 - 2024 - CUCEI,116,2024,CUCEI,161522,204.33,423,3577811,1567
921 Producción de energía de páneles solares -117 - 2024 - CUCSH,117,2024,CUCSH,523881,418.36,759,1882782,825
921 Producción de energía de páneles solares -118 - 2024 - CUCS,118,2024,CUCS,128493,197.07,353,3215348,1408
921 Producción de energía de páneles solares -119 - 2024 - CUAAD,119,2024,CUAAD,227282,152.07,277,1430121,626
921 Producción de energía de páneles solares -120 - 2024 - CUCBA,120,2024,CUCBA,249076,147.15,270,1938723,849
921 Producción de energía de páneles solares -121 - 2024 - CUALTOS,121,2024,CUALTOS,49000,83.05,151,728487,319
921 Producción de energía de páneles solares -122 - 2024 - CUCIÉNEGA,122,2024,CUCIÉNEGA,267911,170.22,330,949720,416
921 Producción de energía de páneles solares -123 - 2024 - CUSUR,123,2024,CUSUR,178164,151.57,329,1244240,545
921 Producción de energía de páneles solares -124 - 2024 - CUCOSTA,124,2024,CUCOSTA,302520,256.96,463,2629950,1152
921 Producción de energía de páneles solares -125 - 2024 - CUCOSTASUR,125,2024,CUCOSTASUR,554287,379.66,700,1046637,458
921 Producción de energía de páneles solares -126 - 2024 - CUVALLES,126,2024,CUVALLES,782160,581.26,1879,486642,213
921 Producción de energía de páneles solares -127 - 2024 - CUNORTE,127,2024,CUNORTE,261021,176.66,485,524741,230
921 Producción de energía de páneles solares -128 - 2024 - CULAGOS,128,2024,CULAGOS,80162,112.69,264,673353,295
921 Producción de energía de páneles solares -129 - 2024 - CUTONALÁ,129,2024,CUTONALÁ,463508,499.2,1560,1057420,463
921 Producción de energía de páneles solares -130 - 2024 - CUTLAJOMULCO,130,2024,CUTLAJOMULCO,97810,60.49,261,159632,70
921 Producción de energía de páneles solares -131 - 2024 - CUGUADALAJARA,131,2024,CUGUADALAJARA,0,0,0,452444,198
921 Producción de energía de páneles solares -132 - 2024 - CUCHAPALA,132,2024,CUCHAPALA,0,0,0,5318,2
921 Producción de energía de páneles solares -133 - 2024 - CUTLAQUEPAQUE,133,2024,CUTLAQUEPAQUE,0,0,0,80808,35
921 Producción de energía de páneles solares -134 - 2024 - SEMS,134,2024,SEMS,1309066,1074.32,2214,13276491,5815
921 Producción de energía de páneles solares -135 - 2024 - AG,135,2024,AG,174835,149.32,400,15010552,6575
