name,row,ciclo,nivel_estudiante,cve_plantel,entidad_universitaria,nombre_corto,cve_programa,nivel_educativo,programa_educativo,total,hombres,mujeres,personas_nb
124 Estudiantes en PEC por programa -1 - 2018-2019 - CUCEA - Licenciatura - Administración,1,2018-2019,Pregrado,14USU0120N,CUCEA,CUCEA,5042000002,Licenciatura,Administración,2856,1378,1478,
124 Estudiantes en PEC por programa -2 - 2018-2019 - CUCEA - Licenciatura - Administración Financiera y Sistemas,2,2018-2019,Pregrado,14USU0120N,CUCEA,CUCEA,5041300007,Licenciatura,Administración Financiera y Sistemas,1432,823,609,
124 Estudiantes en PEC por programa -3 - 2018-2019 - CUCEA - Licenciatura - Administración Gubernamental y Políticas Públicas,3,2018-2019,Pregrado,14USU0120N,CUCEA,CUCEA,5042300027,Licenciatura,Administración Gubernamental y Políticas Públicas,569,344,225,
124 Estudiantes en PEC por programa -4 - 2018-2019 - CUCEA - Licenciatura - Contaduría Pública,4,2018-2019,Pregrado,14USU0120N,CUCEA,CUCEA,5041400032,Licenciatura,Contaduría Pública,3291,1562,1729,
124 Estudiantes en PEC por programa -5 - 2018-2019 - CUCEA - Licenciatura - Economía,5,2018-2019,Pregrado,14USU0120N,CUCEA,CUCEA,5031400003,Licenciatura,Economía,599,422,177,
124 Estudiantes en PEC por programa -6 - 2018-2019 - CUCEA - Licenciatura - Gestión y Economía Ambiental,6,2018-2019,Pregrado,14USU0120N,CUCEA,CUCEA,5051300020,Licenciatura,Gestión y Economía Ambiental,338,126,212,
124 Estudiantes en PEC por programa -7 - 2018-2019 - CUCEA - Licenciatura - Mercadotecnia,7,2018-2019,Pregrado,14USU0120N,CUCEA,CUCEA,5041200028,Licenciatura,Mercadotecnia,2381,1096,1285,
124 Estudiantes en PEC por programa -8 - 2018-2019 - CUCEA - Licenciatura - Negocios Internacionales,8,2018-2019,Pregrado,14USU0120N,CUCEA,CUCEA,5041100056,Licenciatura,Negocios Internacionales,3279,1413,1866,
124 Estudiantes en PEC por programa -9 - 2018-2019 - CUCEA - Licenciatura - Recursos Humanos,9,2018-2019,Pregrado,14USU0120N,CUCEA,CUCEA,5042100117,Licenciatura,Recursos Humanos,1068,211,857,
124 Estudiantes en PEC por programa -10 - 2018-2019 - CUCEA - Licenciatura - Tecnologías de la Información,10,2018-2019,Pregrado,14USU0120N,CUCEA,CUCEA,5062200082,Licenciatura,Tecnologías de la Información,548,435,113,
124 Estudiantes en PEC por programa -11 - 2018-2019 - CUCEA - Licenciatura - Turismo,11,2018-2019,Pregrado,14USU0120N,CUCEA,CUCEA,5101600013,Licenciatura,Turismo,1591,394,1197,
124 Estudiantes en PEC por programa -12 - 2019-2020 - CUCEA - Licenciatura - Administración,12,2019-2020,Pregrado,14USU0120N,CUCEA,CUCEA,5042000002,Licenciatura,Administración,2816,1360,1456,
124 Estudiantes en PEC por programa -13 - 2019-2020 - CUCEA - Licenciatura - Administración Financiera y Sistemas,13,2019-2020,Pregrado,14USU0120N,CUCEA,CUCEA,5041300007,Licenciatura,Administración Financiera y Sistemas,1621,905,716,
124 Estudiantes en PEC por programa -14 - 2019-2020 - CUCEA - Licenciatura - Administración Gubernamental y Políticas Públicas,14,2019-2020,Pregrado,14USU0120N,CUCEA,CUCEA,5042300027,Licenciatura,Administración Gubernamental y Políticas Públicas,550,336,214,
124 Estudiantes en PEC por programa -15 - 2019-2020 - CUCEA - Licenciatura - Contaduría Pública,15,2019-2020,Pregrado,14USU0120N,CUCEA,CUCEA,5041400032,Licenciatura,Contaduría Pública,3303,1562,1741,
124 Estudiantes en PEC por programa -16 - 2019-2020 - CUCEA - Licenciatura - Economía,16,2019-2020,Pregrado,14USU0120N,CUCEA,CUCEA,5031400003,Licenciatura,Economía,628,443,185,
124 Estudiantes en PEC por programa -17 - 2019-2020 - CUCEA - Licenciatura - Gestión y Economía Ambiental,17,2019-2020,Pregrado,14USU0120N,CUCEA,CUCEA,5051300020,Licenciatura,Gestión y Economía Ambiental,329,111,218,
124 Estudiantes en PEC por programa -18 - 2019-2020 - CUCEA - Licenciatura - Mercadotecnia,18,2019-2020,Pregrado,14USU0120N,CUCEA,CUCEA,5041200028,Licenciatura,Mercadotecnia,2337,1073,1264,
124 Estudiantes en PEC por programa -19 - 2019-2020 - CUCEA - Licenciatura - Negocios Internacionales,19,2019-2020,Pregrado,14USU0120N,CUCEA,CUCEA,5041100056,Licenciatura,Negocios Internacionales,3442,1483,1959,
124 Estudiantes en PEC por programa -20 - 2019-2020 - CUCEA - Licenciatura - Recursos Humanos,20,2019-2020,Pregrado,14USU0120N,CUCEA,CUCEA,5042100117,Licenciatura,Recursos Humanos,1109,211,898,
124 Estudiantes en PEC por programa -21 - 2019-2020 - CUCEA - Licenciatura - Tecnologías de la Información,21,2019-2020,Pregrado,14USU0120N,CUCEA,CUCEA,5062200082,Licenciatura,Tecnologías de la Información,563,432,131,
124 Estudiantes en PEC por programa -22 - 2019-2020 - CUCEA - Licenciatura - Turismo,22,2019-2020,Pregrado,14USU0120N,CUCEA,CUCEA,5101600013,Licenciatura,Turismo,1488,366,1122,
124 Estudiantes en PEC por programa -23 - 2020-2021 - CUCEA - Licenciatura - Administración,23,2020-2021,Pregrado,14USU0120N,CUCEA,CUCEA,5042000002,Licenciatura,Administración,2897,1372,1525,
124 Estudiantes en PEC por programa -24 - 2020-2021 - CUCEA - Licenciatura - Administración Financiera y Sistemas,24,2020-2021,Pregrado,14USU0120N,CUCEA,CUCEA,5041300007,Licenciatura,Administración Financiera y Sistemas,1860,1032,828,
124 Estudiantes en PEC por programa -25 - 2020-2021 - CUCEA - Licenciatura - Administración Gubernamental y Políticas Públicas,25,2020-2021,Pregrado,14USU0120N,CUCEA,CUCEA,5042300027,Licenciatura,Administración Gubernamental y Políticas Públicas,575,336,239,
124 Estudiantes en PEC por programa -26 - 2020-2021 - CUCEA - Licenciatura - Contaduría Pública,26,2020-2021,Pregrado,14USU0120N,CUCEA,CUCEA,5041400032,Licenciatura,Contaduría Pública,3468,1590,1878,
124 Estudiantes en PEC por programa -27 - 2020-2021 - CUCEA - Licenciatura - Economía,27,2020-2021,Pregrado,14USU0120N,CUCEA,CUCEA,5031400003,Licenciatura,Economía,663,460,203,
124 Estudiantes en PEC por programa -28 - 2020-2021 - CUCEA - Licenciatura - Gestión y Economía Ambiental,28,2020-2021,Pregrado,14USU0120N,CUCEA,CUCEA,5051300020,Licenciatura,Gestión y Economía Ambiental,345,118,227,
124 Estudiantes en PEC por programa -29 - 2020-2021 - CUCEA - Licenciatura - Mercadotecnia,29,2020-2021,Pregrado,14USU0120N,CUCEA,CUCEA,5041200028,Licenciatura,Mercadotecnia,2364,1040,1324,
124 Estudiantes en PEC por programa -30 - 2020-2021 - CUCEA - Licenciatura - Negocios Internacionales,30,2020-2021,Pregrado,14USU0120N,CUCEA,CUCEA,5041100056,Licenciatura,Negocios Internacionales,3708,1578,2130,
124 Estudiantes en PEC por programa -31 - 2020-2021 - CUCEA - Licenciatura - Recursos Humanos,31,2020-2021,Pregrado,14USU0120N,CUCEA,CUCEA,5042100117,Licenciatura,Recursos Humanos,1193,204,989,
124 Estudiantes en PEC por programa -32 - 2020-2021 - CUCEA - Licenciatura - Tecnologías de la Información,32,2020-2021,Pregrado,14USU0120N,CUCEA,CUCEA,5062200082,Licenciatura,Tecnologías de la Información,617,475,142,
124 Estudiantes en PEC por programa -33 - 2020-2021 - CUCEA - Licenciatura - Turismo,33,2020-2021,Pregrado,14USU0120N,CUCEA,CUCEA,5101600013,Licenciatura,Turismo,1462,342,1120,
124 Estudiantes en PEC por programa -34 - 2021-2022 - CUCEA - Licenciatura - Administración,34,2021-2022,Pregrado,14USU0120N,CUCEA,CUCEA,5042000002,Licenciatura,Administración,2943,1356,1587,
124 Estudiantes en PEC por programa -35 - 2021-2022 - CUCEA - Licenciatura - Administración Financiera y Sistemas,35,2021-2022,Pregrado,14USU0120N,CUCEA,CUCEA,5041300007,Licenciatura,Administración Financiera y Sistemas,1993,1105,888,
124 Estudiantes en PEC por programa -36 - 2021-2022 - CUCEA - Licenciatura - Administración Gubernamental y Políticas Públicas,36,2021-2022,Pregrado,14USU0120N,CUCEA,CUCEA,5042300027,Licenciatura,Administración Gubernamental y Políticas Públicas,591,319,272,
124 Estudiantes en PEC por programa -37 - 2021-2022 - CUCEA - Licenciatura - Contaduría Pública,37,2021-2022,Pregrado,14USU0120N,CUCEA,CUCEA,5041400032,Licenciatura,Contaduría Pública,3516,1627,1889,
124 Estudiantes en PEC por programa -38 - 2021-2022 - CUCEA - Licenciatura - Economía,38,2021-2022,Pregrado,14USU0120N,CUCEA,CUCEA,5031400003,Licenciatura,Economía,697,471,226,
124 Estudiantes en PEC por programa -39 - 2021-2022 - CUCEA - Licenciatura - Gestión y Economía Ambiental,39,2021-2022,Pregrado,14USU0120N,CUCEA,CUCEA,5051300020,Licenciatura,Gestión y Economía Ambiental,331,116,215,
124 Estudiantes en PEC por programa -40 - 2021-2022 - CUCEA - Licenciatura - Mercadotecnia,40,2021-2022,Pregrado,14USU0120N,CUCEA,CUCEA,5041200028,Licenciatura,Mercadotecnia,2377,1019,1358,
124 Estudiantes en PEC por programa -41 - 2021-2022 - CUCEA - Licenciatura - Negocios Internacionales,41,2021-2022,Pregrado,14USU0120N,CUCEA,CUCEA,5041100056,Licenciatura,Negocios Internacionales,3820,1573,2247,
124 Estudiantes en PEC por programa -42 - 2021-2022 - CUCEA - Licenciatura - Recursos Humanos,42,2021-2022,Pregrado,14USU0120N,CUCEA,CUCEA,5042100117,Licenciatura,Recursos Humanos,1215,203,1012,
124 Estudiantes en PEC por programa -43 - 2021-2022 - CUCEA - Licenciatura - Tecnologías de la Información,43,2021-2022,Pregrado,14USU0120N,CUCEA,CUCEA,5062200082,Licenciatura,Tecnologías de la Información,663,519,144,
124 Estudiantes en PEC por programa -44 - 2021-2022 - CUCEA - Licenciatura - Turismo,44,2021-2022,Pregrado,14USU0120N,CUCEA,CUCEA,5101600013,Licenciatura,Turismo,1409,303,1106,
124 Estudiantes en PEC por programa -45 - 2022-2023 - CUCEA - Licenciatura - Administración,45,2022-2023,Pregrado,14USU0120N,CUCEA,CUCEA,5042000002,Licenciatura,Administración,2904,1376,1528,
124 Estudiantes en PEC por programa -46 - 2022-2023 - CUCEA - Licenciatura - Administración Financiera y Sistemas,46,2022-2023,Pregrado,14USU0120N,CUCEA,CUCEA,5041300007,Licenciatura,Administración Financiera y Sistemas,2018,1120,898,
124 Estudiantes en PEC por programa -47 - 2022-2023 - CUCEA - Licenciatura - Administración Gubernamental y Políticas Públicas,47,2022-2023,Pregrado,14USU0120N,CUCEA,CUCEA,5042300027,Licenciatura,Administración Gubernamental y Políticas Públicas,528,290,238,
124 Estudiantes en PEC por programa -48 - 2022-2023 - CUCEA - Licenciatura - Contaduría Pública,48,2022-2023,Pregrado,14USU0120N,CUCEA,CUCEA,5041400032,Licenciatura,Contaduría Pública,3524,1708,1816,
124 Estudiantes en PEC por programa -49 - 2022-2023 - CUCEA - Licenciatura - Economía,49,2022-2023,Pregrado,14USU0120N,CUCEA,CUCEA,5031400003,Licenciatura,Economía,705,491,214,
124 Estudiantes en PEC por programa -50 - 2022-2023 - CUCEA - Licenciatura - Gestión y Economía Ambiental,50,2022-2023,Pregrado,14USU0120N,CUCEA,CUCEA,5051300020,Licenciatura,Gestión y Economía Ambiental,318,122,196,
124 Estudiantes en PEC por programa -51 - 2022-2023 - CUCEA - Licenciatura - Mercadotecnia,51,2022-2023,Pregrado,14USU0120N,CUCEA,CUCEA,5041200028,Licenciatura,Mercadotecnia,2388,1035,1353,
124 Estudiantes en PEC por programa -52 - 2022-2023 - CUCEA - Licenciatura - Negocios Internacionales,52,2022-2023,Pregrado,14USU0120N,CUCEA,CUCEA,5041100056,Licenciatura,Negocios Internacionales,3855,1596,2259,
124 Estudiantes en PEC por programa -53 - 2022-2023 - CUCEA - Licenciatura - Recursos Humanos,53,2022-2023,Pregrado,14USU0120N,CUCEA,CUCEA,5042100117,Licenciatura,Recursos Humanos,1205,213,992,
124 Estudiantes en PEC por programa -54 - 2022-2023 - CUCEA - Licenciatura - Tecnologías de la Información,54,2022-2023,Pregrado,14USU0120N,CUCEA,CUCEA,5062200082,Licenciatura,Tecnologías de la Información,673,523,150,
124 Estudiantes en PEC por programa -55 - 2022-2023 - CUCEA - Licenciatura - Turismo,55,2022-2023,Pregrado,14USU0120N,CUCEA,CUCEA,5101600013,Licenciatura,Turismo,1250,275,975,
124 Estudiantes en PEC por programa -56 - 2023-2024 - CUCEA - Licenciatura - Administración,56,2023-2024,Pregrado,14USU0120N,CUCEA,CUCEA,5042000002,Licenciatura,Administración,2926,1389,1537,
124 Estudiantes en PEC por programa -57 - 2023-2024 - CUCEA - Licenciatura - Administración Financiera y Sistemas,57,2023-2024,Pregrado,14USU0120N,CUCEA,CUCEA,5041300007,Licenciatura,Administración Financiera y Sistemas,2074,1179,895,
124 Estudiantes en PEC por programa -58 - 2023-2024 - CUCEA - Licenciatura - Administración Gubernamental y Políticas Públicas,58,2023-2024,Pregrado,14USU0120N,CUCEA,CUCEA,5042300027,Licenciatura,Administración Gubernamental y Políticas Públicas,475,243,232,
124 Estudiantes en PEC por programa -59 - 2023-2024 - CUCEA - Licenciatura - Contaduría Pública,59,2023-2024,Pregrado,14USU0120N,CUCEA,CUCEA,5041400032,Licenciatura,Contaduría Pública,3559,1751,1808,
124 Estudiantes en PEC por programa -60 - 2023-2024 - CUCEA - Licenciatura - Economía,60,2023-2024,Pregrado,14USU0120N,CUCEA,CUCEA,5031400003,Licenciatura,Economía,660,462,198,
124 Estudiantes en PEC por programa -61 - 2023-2024 - CUCEA - Licenciatura - Gestión y Economía Ambiental,61,2023-2024,Pregrado,14USU0120N,CUCEA,CUCEA,5051300020,Licenciatura,Gestión y Economía Ambiental,314,140,174,
124 Estudiantes en PEC por programa -62 - 2023-2024 - CUCEA - Licenciatura - Mercadotecnia,62,2023-2024,Pregrado,14USU0120N,CUCEA,CUCEA,5041200028,Licenciatura,Mercadotecnia,2404,991,1413,
124 Estudiantes en PEC por programa -63 - 2023-2024 - CUCEA - Licenciatura - Negocios Internacionales,63,2023-2024,Pregrado,14USU0120N,CUCEA,CUCEA,5041100056,Licenciatura,Negocios Internacionales,3901,1632,2269,
124 Estudiantes en PEC por programa -64 - 2023-2024 - CUCEA - Licenciatura - Recursos Humanos,64,2023-2024,Pregrado,14USU0120N,CUCEA,CUCEA,5042100117,Licenciatura,Recursos Humanos,1228,234,994,
124 Estudiantes en PEC por programa -65 - 2023-2024 - CUCEA - Licenciatura - Tecnologías de la Información,65,2023-2024,Pregrado,14USU0120N,CUCEA,CUCEA,5062200082,Licenciatura,Tecnologías de la Información,731,566,165,
124 Estudiantes en PEC por programa -66 - 2023-2024 - CUCEA - Licenciatura - Turismo,66,2023-2024,Pregrado,14USU0120N,CUCEA,CUCEA,5101600013,Licenciatura,Turismo,1180,250,930,
124 Estudiantes en PEC por programa -67 - 2018-2019 - CUCEA - Maestría - Administración de Negocios,67,2018-2019,Posgrado,14USU0120N,CUCEA,CUCEA,7042100033,Maestría,Administración de Negocios,175,114,61,
124 Estudiantes en PEC por programa -68 - 2018-2019 - CUCEA - Maestría - Dirección de Mercadotecnia,68,2018-2019,Posgrado,14USU0120N,CUCEA,CUCEA,7041200034,Maestría,Dirección de Mercadotecnia,92,36,56,
124 Estudiantes en PEC por programa -69 - 2018-2019 - CUCEA - Maestría - Economía,69,2018-2019,Posgrado,14USU0120N,CUCEA,CUCEA,7031400008,Maestría,Economía,20,12,8,
124 Estudiantes en PEC por programa -70 - 2018-2019 - CUCEA - Maestría - Educación Superior Internacional,70,2018-2019,Posgrado,14USU0120N,CUCEA,CUCEA,7012500034,Maestría,Educación Superior Internacional,,,,
124 Estudiantes en PEC por programa -71 - 2018-2019 - CUCEA - Maestría - Finanzas,71,2018-2019,Posgrado,14USU0120N,CUCEA,CUCEA,7041300021,Maestría,Finanzas,,,,
124 Estudiantes en PEC por programa -72 - 2018-2019 - CUCEA - Maestría - Gestión de la Seguridad y Salud en el Trabajo,72,2018-2019,Posgrado,14USU0120N,CUCEA,CUCEA,7103100010,Maestría,Gestión de la Seguridad y Salud en el Trabajo,69,36,33,
124 Estudiantes en PEC por programa -73 - 2018-2019 - CUCEA - Maestría - Gestión y Políticas de la Educación Superior,73,2018-2019,Posgrado,14USU0120N,CUCEA,CUCEA,7011200077,Maestría,Gestión y Políticas de la Educación Superior,18,9,9,
124 Estudiantes en PEC por programa -74 - 2018-2019 - CUCEA - Maestría - Innovación Social y Gestión del Bienestar,74,2018-2019,Posgrado,14USU0120N,CUCEA,CUCEA,7011000042,Maestría,Innovación Social y Gestión del Bienestar,,,,
124 Estudiantes en PEC por programa -75 - 2018-2019 - CUCEA - Maestría - Negocios Internacionales,75,2018-2019,Posgrado,14USU0120N,CUCEA,CUCEA,7041100024,Maestría,Negocios Internacionales,19,6,13,
124 Estudiantes en PEC por programa -76 - 2018-2019 - CUCEA - Maestría - Negocios y Estudios Económicos,76,2018-2019,Posgrado,14USU0120N,CUCEA,CUCEA,7041100026,Maestría,Negocios y Estudios Económicos,27,15,12,
124 Estudiantes en PEC por programa -77 - 2018-2019 - CUCEA - Maestría - Políticas Públicas,77,2018-2019,Posgrado,14USU0120N,CUCEA,CUCEA,7031300023,Maestría,Políticas Públicas,47,32,15,
124 Estudiantes en PEC por programa -78 - 2018-2019 - CUCEA - Maestría - Relaciones Económicas Internacionales y Cooperación,78,2018-2019,Posgrado,14USU0120N,CUCEA,CUCEA,7031400038,Maestría,Relaciones Económicas Internacionales y Cooperación,33,13,20,
124 Estudiantes en PEC por programa -79 - 2018-2019 - CUCEA - Maestría - Resolución de Conflictos,79,2018-2019,Posgrado,14USU0120N,CUCEA,CUCEA,7031500062,Maestría,Resolución de Conflictos,,,,
124 Estudiantes en PEC por programa -80 - 2018-2019 - CUCEA - Maestría - Tecnologías de Información,80,2018-2019,Posgrado,14USU0120N,CUCEA,CUCEA,7062200049,Maestría,Tecnologías de Información,83,65,18,
124 Estudiantes en PEC por programa -81 - 2018-2019 - CUCEA - Maestría - Tecnologías para el Aprendizaje,81,2018-2019,Posgrado,14USU0120N,CUCEA,CUCEA,7011400011,Maestría,Tecnologías para el Aprendizaje,34,12,22,
124 Estudiantes en PEC por programa -82 - 2019-2020 - CUCEA - Maestría - Administración de Negocios,82,2019-2020,Posgrado,14USU0120N,CUCEA,CUCEA,7042100033,Maestría,Administración de Negocios,179,118,61,
124 Estudiantes en PEC por programa -83 - 2019-2020 - CUCEA - Maestría - Dirección de Mercadotecnia,83,2019-2020,Posgrado,14USU0120N,CUCEA,CUCEA,7041200034,Maestría,Dirección de Mercadotecnia,90,37,53,
124 Estudiantes en PEC por programa -84 - 2019-2020 - CUCEA - Maestría - Economía,84,2019-2020,Posgrado,14USU0120N,CUCEA,CUCEA,7031400008,Maestría,Economía,19,14,5,
124 Estudiantes en PEC por programa -85 - 2019-2020 - CUCEA - Maestría - Educación Superior Internacional,85,2019-2020,Posgrado,14USU0120N,CUCEA,CUCEA,7012500034,Maestría,Educación Superior Internacional,14,5,9,
124 Estudiantes en PEC por programa -86 - 2019-2020 - CUCEA - Maestría - Finanzas,86,2019-2020,Posgrado,14USU0120N,CUCEA,CUCEA,7041300021,Maestría,Finanzas,50,34,16,
124 Estudiantes en PEC por programa -87 - 2019-2020 - CUCEA - Maestría - Gestión de la Seguridad y Salud en el Trabajo,87,2019-2020,Posgrado,14USU0120N,CUCEA,CUCEA,7103100010,Maestría,Gestión de la Seguridad y Salud en el Trabajo,72,32,40,
124 Estudiantes en PEC por programa -88 - 2019-2020 - CUCEA - Maestría - Gestión y Políticas de la Educación Superior,88,2019-2020,Posgrado,14USU0120N,CUCEA,CUCEA,7011200077,Maestría,Gestión y Políticas de la Educación Superior,15,8,7,
124 Estudiantes en PEC por programa -89 - 2019-2020 - CUCEA - Maestría - Innovación Social y Gestión del Bienestar,89,2019-2020,Posgrado,14USU0120N,CUCEA,CUCEA,7011000042,Maestría,Innovación Social y Gestión del Bienestar,11,4,7,
124 Estudiantes en PEC por programa -90 - 2019-2020 - CUCEA - Maestría - Negocios Internacionales,90,2019-2020,Posgrado,14USU0120N,CUCEA,CUCEA,7041100024,Maestría,Negocios Internacionales,10,1,9,
124 Estudiantes en PEC por programa -91 - 2019-2020 - CUCEA - Maestría - Negocios y Estudios Económicos,91,2019-2020,Posgrado,14USU0120N,CUCEA,CUCEA,7041100026,Maestría,Negocios y Estudios Económicos,24,10,14,
124 Estudiantes en PEC por programa -92 - 2019-2020 - CUCEA - Maestría - Políticas Públicas,92,2019-2020,Posgrado,14USU0120N,CUCEA,CUCEA,7031300023,Maestría,Políticas Públicas,44,29,15,
124 Estudiantes en PEC por programa -93 - 2019-2020 - CUCEA - Maestría - Relaciones Económicas Internacionales y Cooperación,93,2019-2020,Posgrado,14USU0120N,CUCEA,CUCEA,7031400038,Maestría,Relaciones Económicas Internacionales y Cooperación,34,19,15,
124 Estudiantes en PEC por programa -94 - 2019-2020 - CUCEA - Maestría - Resolución de Conflictos,94,2019-2020,Posgrado,14USU0120N,CUCEA,CUCEA,7031500062,Maestría,Resolución de Conflictos,,,,
124 Estudiantes en PEC por programa -95 - 2019-2020 - CUCEA - Maestría - Tecnologías de Información,95,2019-2020,Posgrado,14USU0120N,CUCEA,CUCEA,7062200049,Maestría,Tecnologías de Información,73,52,21,
124 Estudiantes en PEC por programa -96 - 2019-2020 - CUCEA - Maestría - Tecnologías para el Aprendizaje,96,2019-2020,Posgrado,14USU0120N,CUCEA,CUCEA,7011400011,Maestría,Tecnologías para el Aprendizaje,24,9,15,
124 Estudiantes en PEC por programa -97 - 2020-2021 - CUCEA - Maestría - Administración de Negocios,97,2020-2021,Posgrado,14USU0120N,CUCEA,CUCEA,7042100033,Maestría,Administración de Negocios,169,101,68,
124 Estudiantes en PEC por programa -98 - 2020-2021 - CUCEA - Maestría - Dirección de Mercadotecnia,98,2020-2021,Posgrado,14USU0120N,CUCEA,CUCEA,7041200034,Maestría,Dirección de Mercadotecnia,91,41,50,
124 Estudiantes en PEC por programa -99 - 2020-2021 - CUCEA - Maestría - Economía,99,2020-2021,Posgrado,14USU0120N,CUCEA,CUCEA,7031400008,Maestría,Economía,16,14,2,
124 Estudiantes en PEC por programa -100 - 2020-2021 - CUCEA - Maestría - Educación Superior Internacional ,100,2020-2021,Posgrado,14USU0120N,CUCEA,CUCEA,7012500034,Maestría,Educación Superior Internacional ,16,6,10,
124 Estudiantes en PEC por programa -101 - 2020-2021 - CUCEA - Maestría - Finanzas,101,2020-2021,Posgrado,14USU0120N,CUCEA,CUCEA,7041300021,Maestría,Finanzas,88,51,37,
124 Estudiantes en PEC por programa -102 - 2020-2021 - CUCEA - Maestría - Gestión de la Seguridad y Salud en el Trabajo,102,2020-2021,Posgrado,14USU0120N,CUCEA,CUCEA,7103100010,Maestría,Gestión de la Seguridad y Salud en el Trabajo,64,30,34,
124 Estudiantes en PEC por programa -103 - 2020-2021 - CUCEA - Maestría - Gestión y Políticas de la Educación Superior,103,2020-2021,Posgrado,14USU0120N,CUCEA,CUCEA,7011200077,Maestría,Gestión y Políticas de la Educación Superior,6,3,3,
124 Estudiantes en PEC por programa -104 - 2020-2021 - CUCEA - Maestría - Innovación Social y Gestión del Bienestar ,104,2020-2021,Posgrado,14USU0120N,CUCEA,CUCEA,7011000042,Maestría,Innovación Social y Gestión del Bienestar ,24,10,14,
124 Estudiantes en PEC por programa -105 - 2020-2021 - CUCEA - Maestría - Negocios Internacionales,105,2020-2021,Posgrado,14USU0120N,CUCEA,CUCEA,7041100024,Maestría,Negocios Internacionales,11,5,6,
124 Estudiantes en PEC por programa -106 - 2020-2021 - CUCEA - Maestría - Negocios y Estudios Económicos,106,2020-2021,Posgrado,14USU0120N,CUCEA,CUCEA,7041100026,Maestría,Negocios y Estudios Económicos,26,8,18,
124 Estudiantes en PEC por programa -107 - 2020-2021 - CUCEA - Maestría - Políticas Públicas,107,2020-2021,Posgrado,14USU0120N,CUCEA,CUCEA,7031300023,Maestría,Políticas Públicas,31,22,9,
124 Estudiantes en PEC por programa -108 - 2020-2021 - CUCEA - Maestría - Relaciones Económicas Internacionales y Cooperación,108,2020-2021,Posgrado,14USU0120N,CUCEA,CUCEA,7031400038,Maestría,Relaciones Económicas Internacionales y Cooperación,24,13,11,
124 Estudiantes en PEC por programa -109 - 2020-2021 - CUCEA - Maestría - Resolución de Conflictos,109,2020-2021,Posgrado,14USU0120N,CUCEA,CUCEA,7031500062,Maestría,Resolución de Conflictos,31,18,13,
124 Estudiantes en PEC por programa -110 - 2020-2021 - CUCEA - Maestría - Tecnologías de Información,110,2020-2021,Posgrado,14USU0120N,CUCEA,CUCEA,7062200049,Maestría,Tecnologías de Información,52,34,18,
124 Estudiantes en PEC por programa -111 - 2020-2021 - CUCEA - Maestría - Tecnologías para el Aprendizaje,111,2020-2021,Posgrado,14USU0120N,CUCEA,CUCEA,7011400011,Maestría,Tecnologías para el Aprendizaje,42,19,23,
124 Estudiantes en PEC por programa -112 - 2021-2022 - CUCEA - Maestría - Administración de Negocios,112,2021-2022,Posgrado,14USU0120N,CUCEA,CUCEA,7042100033,Maestría,Administración de Negocios,169,98,71,
124 Estudiantes en PEC por programa -113 - 2021-2022 - CUCEA - Maestría - Dirección de Mercadotecnia,113,2021-2022,Posgrado,14USU0120N,CUCEA,CUCEA,7041200034,Maestría,Dirección de Mercadotecnia,92,37,55,
124 Estudiantes en PEC por programa -114 - 2021-2022 - CUCEA - Maestría - Economía,114,2021-2022,Posgrado,14USU0120N,CUCEA,CUCEA,7031400008,Maestría,Economía,24,14,10,
124 Estudiantes en PEC por programa -115 - 2021-2022 - CUCEA - Maestría - Educación Superior Internacional ,115,2021-2022,Posgrado,14USU0120N,CUCEA,CUCEA,7012500034,Maestría,Educación Superior Internacional ,15,4,11,
124 Estudiantes en PEC por programa -116 - 2021-2022 - CUCEA - Maestría - Finanzas,116,2021-2022,Posgrado,14USU0120N,CUCEA,CUCEA,7041300021,Maestría,Finanzas,91,45,46,
124 Estudiantes en PEC por programa -117 - 2021-2022 - CUCEA - Maestría - Gestión de la Seguridad y Salud en el Trabajo,117,2021-2022,Posgrado,14USU0120N,CUCEA,CUCEA,7103100010,Maestría,Gestión de la Seguridad y Salud en el Trabajo,42,22,20,
124 Estudiantes en PEC por programa -118 - 2021-2022 - CUCEA - Maestría - Gestión y Políticas de la Educación Superior,118,2021-2022,Posgrado,14USU0120N,CUCEA,CUCEA,7011200077,Maestría,Gestión y Políticas de la Educación Superior,12,7,5,
124 Estudiantes en PEC por programa -119 - 2021-2022 - CUCEA - Maestría - Innovación Social y Gestión del Bienestar ,119,2021-2022,Posgrado,14USU0120N,CUCEA,CUCEA,7011000042,Maestría,Innovación Social y Gestión del Bienestar ,30,14,16,
124 Estudiantes en PEC por programa -120 - 2021-2022 - CUCEA - Maestría - Negocios Internacionales,120,2021-2022,Posgrado,14USU0120N,CUCEA,CUCEA,7041100024,Maestría,Negocios Internacionales,6,3,3,
124 Estudiantes en PEC por programa -121 - 2021-2022 - CUCEA - Maestría - Negocios y Estudios Económicos,121,2021-2022,Posgrado,14USU0120N,CUCEA,CUCEA,7041100026,Maestría,Negocios y Estudios Económicos,27,11,16,
124 Estudiantes en PEC por programa -122 - 2021-2022 - CUCEA - Maestría - Políticas Públicas,122,2021-2022,Posgrado,14USU0120N,CUCEA,CUCEA,7031300023,Maestría,Políticas Públicas,17,9,8,
