name,row,ciclo,clave_plantel,cve_programa,modalidad,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t
337 2019-2020 14USU0230T 6091325001,337,2019-2020,14USU0230T,6091325001,Escolarizada,2,1,,3,,,,0,,,,0
338 2019-2020 14USU0230T 6091325002,338,2019-2020,14USU0230T,6091325002,Escolarizada,1,0,,1,,,,0,,,,0
339 2019-2020 14USU0200Z 7041300024,339,2019-2020,14USU0200Z,7041300024,Escolarizada,1,0,,1,,,,0,,,,0
340 2019-2020 14USU0210F 7031100005,340,2019-2020,14USU0210F,7031100005,Escolarizada,0,8,,8,,,,0,,,,0
341 2019-2020 14USU0210F 7033100026,341,2019-2020,14USU0210F,7033100026,Escolarizada,1,0,,1,,,,0,,,,0
342 2019-2020 14USU0210F 7042000002,342,2019-2020,14USU0210F,7042000002,Escolarizada,1,0,,1,,,,0,,,,0
343 2019-2020 14USU0210F 7042100033,343,2019-2020,14USU0210F,7042100033,Escolarizada,2,2,,4,,,,0,,,,0
344 2019-2020 14USU0210F 7095600015,344,2019-2020,14USU0210F,7095600015,Escolarizada,0,2,,2,,,,0,,,,0
345 2019-2020 14USU0220M 7042100033,345,2019-2020,14USU0220M,7042100033,Escolarizada,1,0,,1,,,,0,,,,0
346 2019-2020 14USU0220M 7095600015,346,2019-2020,14USU0220M,7095600015,Escolarizada,0,1,,1,,,,0,,,,0
347 2019-2020 14USU0220M 8031200023,347,2019-2020,14USU0220M,8031200023,Escolarizada,1,0,,1,,,,0,,,,0
