name,row,anio,entidad_universitaria,programa_educativo
422 PE que requieren PP-249 - 2024 - CUTLAJOMULCO,249,2024,CUTLAJOMULCO,Licenciatura en Administración y Gestión Empresarial (plan cuatrimestral)
422 PE que requieren PP-250 - 2024 - CUTLAJOMULCO,250,2024,CUTLAJOMULCO,Licenciatura en Terapia Física
422 PE que requieren PP-251 - 2024 - CUTLAJOMULCO,251,2024,CUTLAJOMULCO,Licenciatura en Construcción de la Paz y Seguridad
422 PE que requieren PP-252 - 2024 - CUTLAJOMULCO,252,2024,CUTLAJOMULCO,Programa de Nivelación de la Licenciatura en Construcción de la Paz y Seguridad
422 PE que requieren PP-253 - 2024 - CUTLAJOMULCO,253,2024,CUTLAJOMULCO,Ingeniería Mecatrónica Dual
422 PE que requieren PP-254 - 2024 - CUTLAJOMULCO,254,2024,CUTLAJOMULCO,Ingeniería en Biotecnología modalidad dual
422 PE que requieren PP-255 - 2024 - CUTLAJOMULCO,255,2024,CUTLAJOMULCO,Ingeniería en Diseño Industrial modalidad dual
422 PE que requieren PP-256 - 2024 - CUTLAJOMULCO,256,2024,CUTLAJOMULCO,Licenciatura en Ciencias Ambientales y del Territorio
422 PE que requieren PP-257 - 2024 - CUGUADALAJARA,257,2024,CUGUADALAJARA,Licenciatura en Seguridad Ciudadana
422 PE que requieren PP-258 - 2024 - CUGUADALAJARA,258,2024,CUGUADALAJARA,Licenciatura en Administración de las Organizaciones
422 PE que requieren PP-259 - 2024 - CUGUADALAJARA,259,2024,CUGUADALAJARA,Licenciatura en Ciberseguridad
422 PE que requieren PP-260 - 2024 - CUGUADALAJARA,260,2024,CUGUADALAJARA,Licenciatura en Creatividad Digital
422 PE que requieren PP-261 - 2024 - CUGUADALAJARA,261,2024,CUGUADALAJARA,Licenciatura en Inteligencia Artificial y Ciencia de los Datos
422 PE que requieren PP-262 - 2024 - CUGUADALAJARA,262,2024,CUGUADALAJARA,Licenciatura en Inteligencia Financiera y de Negocios
422 PE que requieren PP-263 - 2024 - CUGUADALAJARA,263,2024,CUGUADALAJARA,Licenciatura en Tecnologías Biomédicas
422 PE que requieren PP-264 - 2024 - CUCHAPALA,264,2024,CUCHAPALA,Licenciatura en Ciudades Sostenibles
422 PE que requieren PP-265 - 2024 - CUCHAPALA,265,2024,CUCHAPALA,Licenciatura en Gestión de Industrias Culturales y Creativas
422 PE que requieren PP-266 - 2024 - CUCHAPALA,266,2024,CUCHAPALA,Licenciatura en Ingeniería en Animación y Tecnologías Creativas
422 PE que requieren PP-267 - 2024 - CUCHAPALA,267,2024,CUCHAPALA,Licenciatura en Ingeniería en Desarrollo de Software
422 PE que requieren PP-268 - 2024 - CUCHAPALA,268,2024,CUCHAPALA,Licenciatura en Ingeniería en Robótica y Automatización
422 PE que requieren PP-269 - 2024 - CUCHAPALA,269,2024,CUCHAPALA,Licenciatura en Negocios Sostenibles
422 PE que requieren PP-270 - 2024 - CUCHAPALA,270,2024,CUCHAPALA,Licenciatura en Enfermería
422 PE que requieren PP-271 - 2024 - CUCHAPALA,271,2024,CUCHAPALA,Licenciatura en Gerontología
422 PE que requieren PP-272 - 2024 - CUTLAQUEPAQUE,272,2024,CUTLAQUEPAQUE,Abogado
422 PE que requieren PP-273 - 2024 - CUTLAQUEPAQUE,273,2024,CUTLAQUEPAQUE,Licenciatura en Turismo
422 PE que requieren PP-274 - 2024 - CUTLAQUEPAQUE,274,2024,CUTLAQUEPAQUE,Ingeniería en Negocios
422 PE que requieren PP-275 - 2024 - CUTLAQUEPAQUE,275,2024,CUTLAQUEPAQUE,Ingeniería Informática
422 PE que requieren PP-276 - 2024 - CUTLAQUEPAQUE,276,2024,CUTLAQUEPAQUE,Ingeniería Industrial
422 PE que requieren PP-277 - 2024 - SEMS,277,2024,SEMS,Bachillerato Intercultural Tecnológico
422 PE que requieren PP-278 - 2024 - SEMS,278,2024,SEMS,Bachillerato Tecnológico Agropecuario
422 PE que requieren PP-279 - 2024 - SEMS,279,2024,SEMS,Bachillerato Tecnológico en Administración
422 PE que requieren PP-280 - 2024 - SEMS,280,2024,SEMS,Bachillerato Tecnológico en Administración de Pequeños y Medianos Negocios
422 PE que requieren PP-281 - 2024 - SEMS,281,2024,SEMS,Bachillerato Tecnológico en Cerámica
422 PE que requieren PP-282 - 2024 - SEMS,282,2024,SEMS,Bachillerato Tecnológico en Citología e Histología
422 PE que requieren PP-283 - 2024 - SEMS,283,2024,SEMS,Bachillerato Tecnológico en Desarrollo de Software
422 PE que requieren PP-284 - 2024 - SEMS,284,2024,SEMS,Bachillerato Tecnológico en Diseño Industrial
422 PE que requieren PP-285 - 2024 - SEMS,285,2024,SEMS,Bachillerato Tecnológico en Diseño y Construcción
422 PE que requieren PP-286 - 2024 - SEMS,286,2024,SEMS,Bachillerato Tecnológico en Enfermería
422 PE que requieren PP-287 - 2024 - SEMS,287,2024,SEMS,Bachillerato Tecnológico en Gestión Aduanal y Operaciones Empresariales
422 PE que requieren PP-288 - 2024 - SEMS,288,2024,SEMS,Bachillerato Tecnológico en Prótesis Dental
422 PE que requieren PP-289 - 2024 - SEMS,289,2024,SEMS,Bachillerato Tecnológico en Turismo
422 PE que requieren PP-290 - 2024 - SEMS,290,2024,SEMS,Bachillerato Tecnológico Químico en Control de Calidad y Medio Ambiente
422 PE que requieren PP-291 - 2024 - SEMS,291,2024,SEMS,Tecnólogo Profesional en Biotecnología
422 PE que requieren PP-292 - 2024 - SEMS,292,2024,SEMS,Tecnólogo Profesional en Electricidad Industrial
422 PE que requieren PP-293 - 2024 - SEMS,293,2024,SEMS,Tecnólogo Profesional en Energías Alternas
422 PE que requieren PP-294 - 2024 - SEMS,294,2024,SEMS,Tecnólogo Profesional en Informática
422 PE que requieren PP-295 - 2024 - SEMS,295,2024,SEMS,Tecnólogo Profesional en Mecánica Industrial
422 PE que requieren PP-296 - 2024 - SEMS,296,2024,SEMS,Tecnólogo Profesional en Metalurgia y Fundición
422 PE que requieren PP-297 - 2024 - SEMS,297,2024,SEMS,Tecnólogo Profesional en Plásticos
422 PE que requieren PP-298 - 2024 - SEMS,298,2024,SEMS,Tecnólogo Profesional en Procesos de Manufactura Competitiva
422 PE que requieren PP-299 - 2024 - SEMS,299,2024,SEMS,Tecnólogo Profesional en Procesos Químicos Industriales
422 PE que requieren PP-300 - 2024 - SEMS,300,2024,SEMS,Tecnólogo Profesional en Sistemas Informáticos
422 PE que requieren PP-301 - 2024 - SEMS,301,2024,SEMS,Tecnólogo Profesional en Telecomunicaciones
422 PE que requieren PP-302 - 2024 - SEMS,302,2024,SEMS,Tecnólogo Profesional Químico en Análisis y Procesos de Alimentos
422 PE que requieren PP-303 - 2024 - SEMS,303,2024,SEMS,Tecnólogo Profesional Químico Industrial
422 PE que requieren PP-304 - 2023 - CUCEA,304,2023,CUCEA,Licenciatura en Administración
422 PE que requieren PP-305 - 2023 - CUCEA,305,2023,CUCEA,Licenciatura en Administración Financiera y Sistemas
422 PE que requieren PP-306 - 2023 - CUCEA,306,2023,CUCEA,Licenciatura en Administración Gubernamental y Políticas Públicas
422 PE que requieren PP-307 - 2023 - CUCEA,307,2023,CUCEA,Licenciatura en Contaduría Pública
422 PE que requieren PP-308 - 2023 - CUCEA,308,2023,CUCEA,Licenciatura en Economía
422 PE que requieren PP-309 - 2023 - CUCEA,309,2023,CUCEA,Licenciatura en Gestión de Negocios Gastronómicos
422 PE que requieren PP-310 - 2023 - CUCEA,310,2023,CUCEA,Licenciatura en Gestión y Economía Ambiental
422 PE que requieren PP-311 - 2023 - CUCEA,311,2023,CUCEA,Licenciatura en Mercadotecnia
422 PE que requieren PP-312 - 2023 - CUCEA,312,2023,CUCEA,Licenciatura en Negocios Internacionales
422 PE que requieren PP-313 - 2023 - CUCEA,313,2023,CUCEA,Licenciatura en Recursos Humanos
422 PE que requieren PP-314 - 2023 - CUCEA,314,2023,CUCEA,Licenciatura en Relaciones Públicas y Comunicación
422 PE que requieren PP-315 - 2023 - CUCEA,315,2023,CUCEA,Licenciatura en Tecnologías de la Información
422 PE que requieren PP-316 - 2023 - CUCEA,316,2023,CUCEA,Licenciatura en Turismo
422 PE que requieren PP-317 - 2023 - CUCEA,317,2023,CUCEA,Ingeniería en Negocios
422 PE que requieren PP-318 - 2023 - CUCEA,318,2023,CUCEA,Técnico Superior Universitario en Gestión Hotelera
422 PE que requieren PP-319 - 2023 - CUCEA,319,2023,CUCEA,Técnico Superior Universitario en Redes y Telecomunicaciones
422 PE que requieren PP-320 - 2023 - CUCEA,320,2023,CUCEA,Técnico Superior Universitario en Tecnologías de la Información
422 PE que requieren PP-321 - 2023 - CUCEI,321,2023,CUCEI,Ingeniería Civil
422 PE que requieren PP-322 - 2023 - CUCEI,322,2023,CUCEI,Licenciatura en Ingeniería en Alimentos y Biotecnología
422 PE que requieren PP-323 - 2023 - CUCEI,323,2023,CUCEI,Ingeniería en Computación
422 PE que requieren PP-324 - 2023 - CUCEI,324,2023,CUCEI,Ingeniería en Logística y Transporte
422 PE que requieren PP-325 - 2023 - CUCEI,325,2023,CUCEI,Ingeniería Industrial
422 PE que requieren PP-326 - 2023 - CUCEI,326,2023,CUCEI,Ingeniería Informática
422 PE que requieren PP-327 - 2023 - CUCEI,327,2023,CUCEI,Ingeniería Mecánica Eléctrica
422 PE que requieren PP-328 - 2023 - CUCEI,328,2023,CUCEI,Ingeniería Química
422 PE que requieren PP-329 - 2023 - CUCEI,329,2023,CUCEI,Ingeniería en Topografía Geomática
422 PE que requieren PP-330 - 2023 - CUCEI,330,2023,CUCEI,Licenciatura en Ciencia de Materiales
422 PE que requieren PP-331 - 2023 - CUCEI,331,2023,CUCEI,Licenciatura en Física
422 PE que requieren PP-332 - 2023 - CUCEI,332,2023,CUCEI,Licenciatura en Matemáticas
422 PE que requieren PP-333 - 2023 - CUCEI,333,2023,CUCEI,Licenciatura en Química
422 PE que requieren PP-334 - 2023 - CUCEI,334,2023,CUCEI,Licenciado en Químico Farmacéutico Biólogo
422 PE que requieren PP-335 - 2023 - CUCEI,335,2023,CUCEI,Técnico Superior Universitario en Informática
422 PE que requieren PP-336 - 2023 - CUCEI,336,2023,CUCEI,Técnico Superior Universitario en Redes de Cómputo
422 PE que requieren PP-337 - 2023 - CUCEI,337,2023,CUCEI,Técnico Superior Universitario en Sistemas de Calidad
422 PE que requieren PP-338 - 2023 - CUCEI,338,2023,CUCEI,Técnico Superior Universitario en Herramentales
422 PE que requieren PP-339 - 2023 - CUCEI,339,2023,CUCEI,Técnico Superior Universitario en Inyección de Plásticos
422 PE que requieren PP-340 - 2023 - CUCEI,340,2023,CUCEI,Técnico Superior Universitario en Electrónica
422 PE que requieren PP-341 - 2023 - CUCEI,341,2023,CUCEI,Técnico Superior Universitario en Meteorología
422 PE que requieren PP-342 - 2023 - CUCEI,342,2023,CUCEI,Técnico Superior Universitario en Electrónica y Pruebas
422 PE que requieren PP-343 - 2023 - CUCEI,343,2023,CUCEI,Técnico Superior Universitario en Sistemas Informáticos
422 PE que requieren PP-344 - 2023 - CUCEI,344,2023,CUCEI,Técnico Superior Universitario en Control de Calidad
422 PE que requieren PP-345 - 2023 - CUCEI,345,2023,CUCEI,Técnico Superior Universitario en Mantenimiento Industrial
422 PE que requieren PP-346 - 2023 - CUCEI,346,2023,CUCEI,Técnico Superior Universitario en Procesos de Manufactura
422 PE que requieren PP-347 - 2023 - CUCSH,347,2023,CUCSH,Abogado
422 PE que requieren PP-348 - 2023 - CUCSH,348,2023,CUCSH,Abogado (semiescolarizado)
422 PE que requieren PP-349 - 2023 - CUCSH,349,2023,CUCSH,Licenciatura en Antropología
422 PE que requieren PP-350 - 2023 - CUCSH,350,2023,CUCSH,Licenciatura en Comunicación Pública
422 PE que requieren PP-351 - 2023 - CUCSH,351,2023,CUCSH,Licenciatura en Criminología
422 PE que requieren PP-352 - 2023 - CUCSH,352,2023,CUCSH,Licenciatura en Docencia del Inglés como Lengua Extranjera
422 PE que requieren PP-353 - 2023 - CUCSH,353,2023,CUCSH,Licenciatura en Docencia del Inglés como Lengua Extranjera (modalidad abierta y a distancia)
422 PE que requieren PP-354 - 2023 - CUCSH,354,2023,CUCSH,Licenciatura en Escritura Creativa
422 PE que requieren PP-355 - 2023 - CUCSH,355,2023,CUCSH,Licenciatura en Estudios Políticos y de Gobierno
422 PE que requieren PP-356 - 2023 - CUCSH,356,2023,CUCSH,Licenciatura en Filosofía
422 PE que requieren PP-357 - 2023 - CUCSH,357,2023,CUCSH,Licenciatura en Geografía
422 PE que requieren PP-358 - 2023 - CUCSH,358,2023,CUCSH,Licenciatura en Historia
422 PE que requieren PP-359 - 2023 - CUCSH,359,2023,CUCSH,Licenciatura en Letras Hispánicas
422 PE que requieren PP-360 - 2023 - CUCSH,360,2023,CUCSH,Licenciatura en Relaciones Internacionales
422 PE que requieren PP-361 - 2023 - CUCSH,361,2023,CUCSH,Licenciatura en Sociología
422 PE que requieren PP-362 - 2023 - CUCSH,362,2023,CUCSH,Licenciatura en Trabajo Social
422 PE que requieren PP-363 - 2023 - CUCSH,363,2023,CUCSH,Programa de Nivelación de la Licenciatura en Trabajo Social (abierto y modular)
422 PE que requieren PP-364 - 2023 - CUCS,364,2023,CUCS,Licenciatura en Ciencias Forenses
422 PE que requieren PP-365 - 2023 - CUCS,365,2023,CUCS,Licenciatura en Cirujano Dentista
422 PE que requieren PP-366 - 2023 - CUCS,366,2023,CUCS,Licenciatura en Cultura Física y Deportes
422 PE que requieren PP-367 - 2023 - CUCS,367,2023,CUCS,Licenciatura en Enfermería
422 PE que requieren PP-368 - 2023 - CUCS,368,2023,CUCS,Licenciatura en Enfermería (modalidad a distancia)
422 PE que requieren PP-369 - 2023 - CUCS,369,2023,CUCS,Licenciatura en Nutrición
422 PE que requieren PP-370 - 2023 - CUCS,370,2023,CUCS,Licenciatura en Podología
422 PE que requieren PP-371 - 2023 - CUCS,371,2023,CUCS,Licenciatura en Psicología
422 PE que requieren PP-372 - 2023 - CUCS,372,2023,CUCS,"Médico, Cirujano y Partero"
422 PE que requieren PP-373 - 2023 - CUCS,373,2023,CUCS,Licenciatura en Terapia Física
422 PE que requieren PP-374 - 2023 - CUCS,374,2023,CUCS,Programa de Nivelación de la Licenciatura en Terapia Física
422 PE que requieren PP-375 - 2023 - CUCS,375,2023,CUCS,Programa de Nivelación de la Licenciatura en Enfermería (modalidad a distancia)
422 PE que requieren PP-376 - 2023 - CUCS,376,2023,CUCS,"Técnico Superior Universitario en Emergencias, Seguridad Laboral y Rescates"
422 PE que requieren PP-377 - 2023 - CUCS,377,2023,CUCS,"Programa de Nivelación de la Carrera de Técnico Superior Universitario en Emergencias, Seguridad Laboral y Rescates"
422 PE que requieren PP-378 - 2023 - CUCS,378,2023,CUCS,Técnico Superior Universitario en Radiología e Imagen
422 PE que requieren PP-379 - 2023 - CUCS,379,2023,CUCS,Técnico Superior Universitario en Prótesis Dental
422 PE que requieren PP-380 - 2023 - CUCS,380,2023,CUCS,Técnico Superior Universitario en Terapia Física
422 PE que requieren PP-381 - 2023 - CUCS,381,2023,CUCS,Técnico Superior Universitario en Terapia Respiratoria
422 PE que requieren PP-382 - 2023 - CUAAD,382,2023,CUAAD,Licenciatura en Arquitectura
422 PE que requieren PP-383 - 2023 - CUAAD,383,2023,CUAAD,Licenciatura en Diseño de Interiores y Ambientación
422 PE que requieren PP-384 - 2023 - CUAAD,384,2023,CUAAD,Licenciatura en Diseño de Modas
422 PE que requieren PP-385 - 2023 - CUAAD,385,2023,CUAAD,Licenciatura en Diseño Industrial
422 PE que requieren PP-386 - 2023 - CUAAD,386,2023,CUAAD,Licenciatura en Urbanística y Medio Ambiente
422 PE que requieren PP-387 - 2023 - CUAAD,387,2023,CUAAD,"Licenciatura en Diseño, Arte y Tecnologías Interactivas"
422 PE que requieren PP-388 - 2023 - CUAAD,388,2023,CUAAD,Licenciatura en Diseño para la Comunicación Gráfica
422 PE que requieren PP-389 - 2023 - CUAAD,389,2023,CUAAD,"Programa de Nivelación en la Licenciatura en Artes Visuales para la Expresión Plástica, Nivelación en la Licenciatura en Artes Visuales para la Expresión Fotográfica, Nivelación en la Licenciatura en Artes Escénicas para la Expresión Dancística y Nivelación en la Licenciatura en Artes Escénicas para la Expresión Teatral en la Modalidad  Abierta"
422 PE que requieren PP-390 - 2023 - CUAAD,390,2023,CUAAD,Licenciatura en Artes Escénicas para la Expresión Dancística con salida a Técnico Superior Universitario en Artes Escénicas para la Expresión Dancística
422 PE que requieren PP-391 - 2023 - CUCBA,391,2023,CUCBA,Ingeniero Agrónomo
422 PE que requieren PP-392 - 2023 - CUCBA,392,2023,CUCBA,Licenciatura en Agronegocios
422 PE que requieren PP-393 - 2023 - CUCBA,393,2023,CUCBA,Licenciatura en Biología
422 PE que requieren PP-394 - 2023 - CUCBA,394,2023,CUCBA,Licenciatura en Ciencia de los Alimentos
422 PE que requieren PP-395 - 2023 - CUCBA,395,2023,CUCBA,"Licenciatura en Medicina, Veterinaria y Zootecnia"
422 PE que requieren PP-396 - 2023 - CUALTOS,396,2023,CUALTOS,Abogado
422 PE que requieren PP-397 - 2023 - CUALTOS,397,2023,CUALTOS,Abogado (semiescolarizado)
422 PE que requieren PP-398 - 2023 - CUALTOS,398,2023,CUALTOS,Ingeniería Agroindustrial
422 PE que requieren PP-399 - 2023 - CUALTOS,399,2023,CUALTOS,Ingeniería en Computación
422 PE que requieren PP-400 - 2023 - CUALTOS,400,2023,CUALTOS,Ingeniería en Sistemas Pecuarios
422 PE que requieren PP-401 - 2023 - CUALTOS,401,2023,CUALTOS,Licenciatura en Administración
422 PE que requieren PP-402 - 2023 - CUALTOS,402,2023,CUALTOS,Licenciatura en Cirujano Dentista
422 PE que requieren PP-403 - 2023 - CUALTOS,403,2023,CUALTOS,Licenciatura en Contaduría Pública
422 PE que requieren PP-404 - 2023 - CUALTOS,404,2023,CUALTOS,Licenciatura en Enfermería
422 PE que requieren PP-405 - 2023 - CUALTOS,405,2023,CUALTOS,"Licenciatura en Medicina, Veterinaria y Zootecnia"
422 PE que requieren PP-406 - 2023 - CUALTOS,406,2023,CUALTOS,Licenciatura en Negocios Internacionales
422 PE que requieren PP-407 - 2023 - CUALTOS,407,2023,CUALTOS,Licenciatura en Nutrición
422 PE que requieren PP-408 - 2023 - CUALTOS,408,2023,CUALTOS,Licenciatura en Psicología
422 PE que requieren PP-409 - 2023 - CUALTOS,409,2023,CUALTOS,Licenciatura en Químico Farmacéutico Biólogo
422 PE que requieren PP-410 - 2023 - CUALTOS,410,2023,CUALTOS,"Médico, Cirujano y Partero"
422 PE que requieren PP-411 - 2023 - CUCIÉNEGA,411,2023,CUCIÉNEGA,Abogado
422 PE que requieren PP-412 - 2023 - CUCIÉNEGA,412,2023,CUCIÉNEGA,Ingeniería en Computación
422 PE que requieren PP-413 - 2023 - CUCIÉNEGA,413,2023,CUCIÉNEGA,Ingeniería Industrial
422 PE que requieren PP-414 - 2023 - CUCIÉNEGA,414,2023,CUCIÉNEGA,Ingeniería Informática
422 PE que requieren PP-415 - 2023 - CUCIÉNEGA,415,2023,CUCIÉNEGA,Ingeniería Mecatrónica
422 PE que requieren PP-416 - 2023 - CUCIÉNEGA,416,2023,CUCIÉNEGA,Ingeniería Química
422 PE que requieren PP-417 - 2023 - CUCIÉNEGA,417,2023,CUCIÉNEGA,Licenciatura en Administración
422 PE que requieren PP-418 - 2023 - CUCIÉNEGA,418,2023,CUCIÉNEGA,Licenciatura en Agronegocios
422 PE que requieren PP-419 - 2023 - CUCIÉNEGA,419,2023,CUCIÉNEGA,Licenciatura en Contaduría Pública
422 PE que requieren PP-420 - 2023 - CUCIÉNEGA,420,2023,CUCIÉNEGA,Licenciatura en Desarrollo Turístico Sustentable
422 PE que requieren PP-421 - 2023 - CUCIÉNEGA,421,2023,CUCIÉNEGA,Licenciatura en Enfermería
422 PE que requieren PP-422 - 2023 - CUCIÉNEGA,422,2023,CUCIÉNEGA,Licenciatura en Mercadotecnia
422 PE que requieren PP-423 - 2023 - CUCIÉNEGA,423,2023,CUCIÉNEGA,Licenciatura en Negocios Internacionales
422 PE que requieren PP-424 - 2023 - CUCIÉNEGA,424,2023,CUCIÉNEGA,Licenciatura en Periodismo
422 PE que requieren PP-425 - 2023 - CUCIÉNEGA,425,2023,CUCIÉNEGA,Licenciatura en Psicología
422 PE que requieren PP-426 - 2023 - CUCIÉNEGA,426,2023,CUCIÉNEGA,Licenciado en Químico Farmacéutico Biólogo
422 PE que requieren PP-427 - 2023 - CUCIÉNEGA,427,2023,CUCIÉNEGA,Licenciatura en Recursos Humanos
422 PE que requieren PP-428 - 2023 - CUCIÉNEGA,428,2023,CUCIÉNEGA,Médico Cirujano y Partero
422 PE que requieren PP-429 - 2023 - CUCIÉNEGA,429,2023,CUCIÉNEGA,Técnico Superior Universitario en Administración de Redes de Cómputo
422 PE que requieren PP-430 - 2023 - CUCIÉNEGA,430,2023,CUCIÉNEGA,Técnico Superior Universitario en Sistemas de Información
422 PE que requieren PP-431 - 2023 - CUSUR,431,2023,CUSUR,Abogado
422 PE que requieren PP-432 - 2023 - CUSUR,432,2023,CUSUR,Ingeniería en Telemática
422 PE que requieren PP-433 - 2023 - CUSUR,433,2023,CUSUR,Licenciatura en Agronegocios
422 PE que requieren PP-434 - 2023 - CUSUR,434,2023,CUSUR,Licenciatura en Cirujano Dentista
422 PE que requieren PP-435 - 2023 - CUSUR,435,2023,CUSUR,Licenciatura en Cultura Física y Deportes
422 PE que requieren PP-436 - 2023 - CUSUR,436,2023,CUSUR,Licenciatura en Desarrollo Turístico Sustentable
422 PE que requieren PP-437 - 2023 - CUSUR,437,2023,CUSUR,Licenciatura en Enfermería
422 PE que requieren PP-438 - 2023 - CUSUR,438,2023,CUSUR,Licenciatura en Letras Hispánicas
422 PE que requieren PP-439 - 2023 - CUSUR,439,2023,CUSUR,"Licenciatura en Medicina, Veterinaria y Zootecnia"
422 PE que requieren PP-440 - 2023 - CUSUR,440,2023,CUSUR,Licenciatura en Negocios Internacionales
422 PE que requieren PP-441 - 2023 - CUSUR,441,2023,CUSUR,Licenciatura en Nutrición
422 PE que requieren PP-442 - 2023 - CUSUR,442,2023,CUSUR,Licenciatura en Periodismo
422 PE que requieren PP-443 - 2023 - CUSUR,443,2023,CUSUR,Licenciatura en Psicología
422 PE que requieren PP-444 - 2023 - CUSUR,444,2023,CUSUR,"Licenciatura en Seguridad Laboral, Protección Civil y Emergencias"
422 PE que requieren PP-445 - 2023 - CUSUR,445,2023,CUSUR,Licenciatura en Trabajo Social
422 PE que requieren PP-446 - 2023 - CUSUR,446,2023,CUSUR,"Médico, Cirujano y Partero"
422 PE que requieren PP-447 - 2023 - CUSUR,447,2023,CUSUR,"Técnico Superior Universitario en Emergencias, Seguridad Laboral y Rescates"
422 PE que requieren PP-448 - 2023 - CUSUR,448,2023,CUSUR,Técnico Superior Universitario en Administración de Redes de Cómputo
422 PE que requieren PP-449 - 2023 - CUSUR,449,2023,CUSUR,Técnico Superior Universitario en Turismo Alternativo
422 PE que requieren PP-450 - 2023 - CUCOSTA,450,2023,CUCOSTA,Abogado
422 PE que requieren PP-451 - 2023 - CUCOSTA,451,2023,CUCOSTA,Ingeniería Civil
422 PE que requieren PP-452 - 2023 - CUCOSTA,452,2023,CUCOSTA,Ingeniería en Computación
422 PE que requieren PP-453 - 2023 - CUCOSTA,453,2023,CUCOSTA,Licenciatura en Ingeniería en Comunicación Multimedia
422 PE que requieren PP-454 - 2023 - CUCOSTA,454,2023,CUCOSTA,Licenciatura en Ingeniería en Obras y Servicios
422 PE que requieren PP-455 - 2023 - CUCOSTA,455,2023,CUCOSTA,Ingeniería en Telemática
422 PE que requieren PP-456 - 2023 - CUCOSTA,456,2023,CUCOSTA,Licenciatura en Administración
422 PE que requieren PP-457 - 2023 - CUCOSTA,457,2023,CUCOSTA,Licenciatura en Arquitectura
422 PE que requieren PP-458 - 2023 - CUCOSTA,458,2023,CUCOSTA,Licenciatura en Biología
422 PE que requieren PP-459 - 2023 - CUCOSTA,459,2023,CUCOSTA,Licenciatura en Ciencias y Artes Culinarias
422 PE que requieren PP-460 - 2023 - CUCOSTA,460,2023,CUCOSTA,Licenciatura en Contaduría Pública
422 PE que requieren PP-461 - 2023 - CUCOSTA,461,2023,CUCOSTA,Licenciatura en Cultura Física y Deportes
422 PE que requieren PP-462 - 2023 - CUCOSTA,462,2023,CUCOSTA,Licenciatura en Diseño para la Comunicación Gráfica
422 PE que requieren PP-463 - 2023 - CUCOSTA,463,2023,CUCOSTA,Licenciatura en Enfermería
422 PE que requieren PP-464 - 2023 - CUCOSTA,464,2023,CUCOSTA,Licenciatura en Nutrición
422 PE que requieren PP-465 - 2023 - CUCOSTA,465,2023,CUCOSTA,Licenciatura en Psicología
422 PE que requieren PP-466 - 2023 - CUCOSTA,466,2023,CUCOSTA,Licenciatura en Turismo
422 PE que requieren PP-467 - 2023 - CUCOSTA,467,2023,CUCOSTA,"Médico, Cirujano y Partero"
422 PE que requieren PP-468 - 2023 - CUCOSTA,468,2023,CUCOSTA,Ingeniería en Videojuegos
422 PE que requieren PP-469 - 2023 - CUCOSTA,469,2023,CUCOSTA,Técnico Superior Universitario en Multimedia
422 PE que requieren PP-470 - 2023 - CUCOSTA,470,2023,CUCOSTA,Técnico Superior Universitario en Hotelería
422 PE que requieren PP-471 - 2023 - CUCOSTA,471,2023,CUCOSTA,Técnico Superior Universitario en Diseño Gráfico
422 PE que requieren PP-472 - 2023 - CUCOSTASUR,472,2023,CUCOSTASUR,Abogado
422 PE que requieren PP-473 - 2023 - CUCOSTASUR,473,2023,CUCOSTASUR,Ingeniería de Procesos y Comercio Internacional
422 PE que requieren PP-474 - 2023 - CUCOSTASUR,474,2023,CUCOSTASUR,Licenciatura en Ingeniería en Obras y Servicios
422 PE que requieren PP-475 - 2023 - CUCOSTASUR,475,2023,CUCOSTASUR,Licenciatura en Ingeniería en Recursos Naturales y Agropecuarios
422 PE que requieren PP-476 - 2023 - CUCOSTASUR,476,2023,CUCOSTASUR,Ingeniería Mecatrónica
422 PE que requieren PP-477 - 2023 - CUCOSTASUR,477,2023,CUCOSTASUR,Ingeniero Agrónomo
422 PE que requieren PP-478 - 2023 - CUCOSTASUR,478,2023,CUCOSTASUR,Licenciatura en Administración
422 PE que requieren PP-479 - 2023 - CUCOSTASUR,479,2023,CUCOSTASUR,Licenciatura en Administración Financiera y Sistemas
422 PE que requieren PP-480 - 2023 - CUCOSTASUR,480,2023,CUCOSTASUR,Licenciatura en Biología Marina
422 PE que requieren PP-481 - 2023 - CUCOSTASUR,481,2023,CUCOSTASUR,Licenciatura en Contaduría Pública
422 PE que requieren PP-482 - 2023 - CUCOSTASUR,482,2023,CUCOSTASUR,Licenciatura en Enfermería
422 PE que requieren PP-483 - 2023 - CUCOSTASUR,483,2023,CUCOSTASUR,Licenciatura en Nutrición
422 PE que requieren PP-484 - 2023 - CUCOSTASUR,484,2023,CUCOSTASUR,Licenciatura en Turismo
422 PE que requieren PP-485 - 2023 - CUCOSTASUR,485,2023,CUCOSTASUR,Licenciatura en Artes
422 PE que requieren PP-486 - 2023 - CUCOSTASUR,486,2023,CUCOSTASUR,Técnico Superior Universitario en Electrónica y Mecánica Automotriz
422 PE que requieren PP-487 - 2023 - CUCOSTASUR,487,2023,CUCOSTASUR,Técnico Superior Universitario en Teleinformática
422 PE que requieren PP-488 - 2023 - CUVALLES,488,2023,CUVALLES,Abogado
422 PE que requieren PP-489 - 2023 - CUVALLES,489,2023,CUVALLES,Ingeniería en Electrónica y Computación
422 PE que requieren PP-490 - 2023 - CUVALLES,490,2023,CUVALLES,Ingeniería en Instrumentación Electrónica y Nanosensores
