name,row,anio,entidad_universitaria,programa_educativo
422 PE que requieren PP-1251 - 2019 - CUCEI,1251,2019,CUCEI,Ingeniería Industrial
422 PE que requieren PP-1252 - 2019 - CUCEI,1252,2019,CUCEI,Ingeniería Informática
422 PE que requieren PP-1253 - 2019 - CUCEI,1253,2019,CUCEI,Ingeniería Mecánica Eléctrica
422 PE que requieren PP-1254 - 2019 - CUCEI,1254,2019,CUCEI,Ingeniería Química
422 PE que requieren PP-1255 - 2019 - CUCEI,1255,2019,CUCEI,Licenciatura en Ciencia de Materiales
422 PE que requieren PP-1256 - 2019 - CUCEI,1256,2019,CUCEI,Licenciatura en Física
422 PE que requieren PP-1257 - 2019 - CUCEI,1257,2019,CUCEI,Licenciatura en Matemáticas
422 PE que requieren PP-1258 - 2019 - CUCEI,1258,2019,CUCEI,Licenciatura en Química
422 PE que requieren PP-1259 - 2019 - CUCEI,1259,2019,CUCEI,Licenciatura en Químico Farmacéutico Biólogo
422 PE que requieren PP-1260 - 2019 - CUCEI,1260,2019,CUCEI,Ingeniería Biomédica
422 PE que requieren PP-1261 - 2019 - CUCEI,1261,2019,CUCEI,Ingeniería Robótica
422 PE que requieren PP-1262 - 2019 - CUCS,1262,2019,CUCS,Licenciatura en Cirujano Dentista 
422 PE que requieren PP-1263 - 2019 - CUCS,1263,2019,CUCS,Licenciatura en Psicología
422 PE que requieren PP-1264 - 2019 - CUCS,1264,2019,CUCS,Licenciatura en Cultura Física y Deportes
422 PE que requieren PP-1265 - 2019 - CUCS,1265,2019,CUCS,"Médico, Cirujano y Partero"
422 PE que requieren PP-1266 - 2019 - CUCS,1266,2019,CUCS,Licenciatura en Nutrición
422 PE que requieren PP-1267 - 2019 - CUCS,1267,2019,CUCS,Licenciatura en Enfermería
422 PE que requieren PP-1268 - 2019 - CUCS,1268,2019,CUCS,Licenciatura en Enfermería en la modalidad a distancia
422 PE que requieren PP-1269 - 2019 - CUCS,1269,2019,CUCS,Licenciatura en Ciencias Forenses
422 PE que requieren PP-1270 - 2019 - CUCS,1270,2019,CUCS,Licenciatura en Podología
422 PE que requieren PP-1271 - 2019 - CUCS,1271,2019,CUCS,Nivelación de la Licenciatura en Enfermería en la modalidad a distancia
422 PE que requieren PP-1272 - 2019 - CUCS,1272,2019,CUCS,Técnico Superior en Enfermería
422 PE que requieren PP-1273 - 2019 - CUCS,1273,2019,CUCS,Técnico Superior Universitario en Radiología e Imagen
422 PE que requieren PP-1274 - 2019 - CUCS,1274,2019,CUCS,Técnico Superior Universitario en Prótesis Dental
422 PE que requieren PP-1275 - 2019 - CUCS,1275,2019,CUCS,"Técnico Superior Universitario en Emergencias, Seguridad Laboral y Rescates"
422 PE que requieren PP-1276 - 2019 - CUCS,1276,2019,CUCS,Técnico Superior Universitario en Terapia Física
422 PE que requieren PP-1277 - 2019 - CUCS,1277,2019,CUCS,Técnico Superior Universitario en Terapia Respiratoria
422 PE que requieren PP-1278 - 2019 - CUCSH,1278,2019,CUCSH,Licenciatura en Antropología
422 PE que requieren PP-1279 - 2019 - CUCSH,1279,2019,CUCSH,Licenciatura en Comunicación Pública
422 PE que requieren PP-1280 - 2019 - CUCSH,1280,2019,CUCSH,Licenciatura en Criminología
422 PE que requieren PP-1281 - 2019 - CUCSH,1281,2019,CUCSH,Licenciatura en Derecho
422 PE que requieren PP-1282 - 2019 - CUCSH,1282,2019,CUCSH,Licenciatura en Didáctica del Francés como Lengua Extranjera
422 PE que requieren PP-1283 - 2019 - CUCSH,1283,2019,CUCSH,Licenciatura en Docencia del Inglés como Lengua Extranjera
422 PE que requieren PP-1284 - 2019 - CUCSH,1284,2019,CUCSH,Licenciatura en Sociología
422 PE que requieren PP-1285 - 2019 - CUCSH,1285,2019,CUCSH,Licenciatura en Estudios Políticos y de Gobierno
422 PE que requieren PP-1286 - 2019 - CUCSH,1286,2019,CUCSH,Licenciatura en Filosofía
422 PE que requieren PP-1287 - 2019 - CUCSH,1287,2019,CUCSH,Licenciatura en Geografía
422 PE que requieren PP-1288 - 2019 - CUCSH,1288,2019,CUCSH,Licenciatura en Historia
422 PE que requieren PP-1289 - 2019 - CUCSH,1289,2019,CUCSH,Licenciatura en Letras Hispánicas
422 PE que requieren PP-1290 - 2019 - CUCSH,1290,2019,CUCSH,Licenciatura en Trabajo Social
422 PE que requieren PP-1291 - 2019 - CUCSH,1291,2019,CUCSH,Licenciatura en Relaciones Internacionales
422 PE que requieren PP-1292 - 2019 - CUALTOS,1292,2019,CUALTOS,Licenciatura en Psicología 
422 PE que requieren PP-1293 - 2019 - CUALTOS,1293,2019,CUALTOS,Licenciatura en Nutrición
422 PE que requieren PP-1294 - 2019 - CUALTOS,1294,2019,CUALTOS,Licenciatura en Negocios Internacionales
422 PE que requieren PP-1295 - 2019 - CUALTOS,1295,2019,CUALTOS,Licenciatura en Sistemas Pecuarios
422 PE que requieren PP-1296 - 2019 - CUALTOS,1296,2019,CUALTOS,Licenciatura en Médico Veterinario Zootecnista
422 PE que requieren PP-1297 - 2019 - CUALTOS,1297,2019,CUALTOS,Ingeniería Agroindustrial
422 PE que requieren PP-1298 - 2019 - CUALTOS,1298,2019,CUALTOS,Licenciatura en Contaduría Pública
422 PE que requieren PP-1299 - 2019 - CUALTOS,1299,2019,CUALTOS,Licenciatura en Administración
422 PE que requieren PP-1300 - 2019 - CUALTOS,1300,2019,CUALTOS,Abogado
422 PE que requieren PP-1301 - 2019 - CUALTOS,1301,2019,CUALTOS,Médico Cirujano y Partero
422 PE que requieren PP-1302 - 2019 - CUCIÉNEGA,1302,2019,CUCIÉNEGA,Abogado
422 PE que requieren PP-1303 - 2019 - CUCIÉNEGA,1303,2019,CUCIÉNEGA,Ingeniería en Computación
422 PE que requieren PP-1304 - 2019 - CUCIÉNEGA,1304,2019,CUCIÉNEGA,Ingeniería Industrial
422 PE que requieren PP-1305 - 2019 - CUCIÉNEGA,1305,2019,CUCIÉNEGA,Ingeniería Informática
422 PE que requieren PP-1306 - 2019 - CUCIÉNEGA,1306,2019,CUCIÉNEGA,Ingeniería Química
422 PE que requieren PP-1307 - 2019 - CUCIÉNEGA,1307,2019,CUCIÉNEGA,Licenciatura en Administración
422 PE que requieren PP-1308 - 2019 - CUCIÉNEGA,1308,2019,CUCIÉNEGA,Licenciatura en Agrobiotecnología
422 PE que requieren PP-1309 - 2019 - CUCIÉNEGA,1309,2019,CUCIÉNEGA,Licenciatura en Agronegocios
422 PE que requieren PP-1310 - 2019 - CUCIÉNEGA,1310,2019,CUCIÉNEGA,Licenciatura en Contaduría Pública
422 PE que requieren PP-1311 - 2019 - CUCIÉNEGA,1311,2019,CUCIÉNEGA,Licenciatura en Mercadotecnia
422 PE que requieren PP-1312 - 2019 - CUCIÉNEGA,1312,2019,CUCIÉNEGA,Licenciatura en Negocios Internacionales
422 PE que requieren PP-1313 - 2019 - CUCIÉNEGA,1313,2019,CUCIÉNEGA,Licenciatura en Periodismo
422 PE que requieren PP-1314 - 2019 - CUCIÉNEGA,1314,2019,CUCIÉNEGA,Licenciatura en Psicología
422 PE que requieren PP-1315 - 2019 - CUCIÉNEGA,1315,2019,CUCIÉNEGA,Licenciatura en Químico Farmacéutico Biólogo
422 PE que requieren PP-1316 - 2019 - CUCIÉNEGA,1316,2019,CUCIÉNEGA,Licenciatura en Recursos Humanos
422 PE que requieren PP-1317 - 2019 - CUCOSTA,1317,2019,CUCOSTA,Abogado
422 PE que requieren PP-1318 - 2019 - CUCOSTA,1318,2019,CUCOSTA,Licenciatura en Administración
422 PE que requieren PP-1319 - 2019 - CUCOSTA,1319,2019,CUCOSTA,Licenciatura en Arquitectura
422 PE que requieren PP-1320 - 2019 - CUCOSTA,1320,2019,CUCOSTA,Licenciatura en Biología
422 PE que requieren PP-1321 - 2019 - CUCOSTA,1321,2019,CUCOSTA,Licenciatura en Ciencias y Artes Culinarias
422 PE que requieren PP-1322 - 2019 - CUCOSTA,1322,2019,CUCOSTA,Licenciatura en Contaduría Publica
422 PE que requieren PP-1323 - 2019 - CUCOSTA,1323,2019,CUCOSTA,Licenciatura en Cultura Física y Deportes1
422 PE que requieren PP-1324 - 2019 - CUCOSTA,1324,2019,CUCOSTA,Licenciatura en Diseño para  la Comunicación Gráfica
422 PE que requieren PP-1325 - 2019 - CUCOSTA,1325,2019,CUCOSTA,Licenciatura en Enfermería
422 PE que requieren PP-1326 - 2019 - CUCOSTA,1326,2019,CUCOSTA,Licenciatura en Ingeniería Civil 
422 PE que requieren PP-1327 - 2019 - CUCOSTA,1327,2019,CUCOSTA,Licenciatura en Ingeniería en Comunicación Multimedia
422 PE que requieren PP-1328 - 2019 - CUCOSTA,1328,2019,CUCOSTA,Licenciatura en Ingeniería en Telemática
422 PE que requieren PP-1329 - 2019 - CUCOSTA,1329,2019,CUCOSTA,Licenciatura en Ingeniería en Videojuegos
422 PE que requieren PP-1330 - 2019 - CUCOSTA,1330,2019,CUCOSTA,Licenciatura en Nutrición 
422 PE que requieren PP-1331 - 2019 - CUCOSTA,1331,2019,CUCOSTA,Licenciatura en Psicología
422 PE que requieren PP-1332 - 2019 - CUCOSTA,1332,2019,CUCOSTA,Licenciatura en Turismo
422 PE que requieren PP-1333 - 2019 - CUCOSTA,1333,2019,CUCOSTA,Médico Cirujano y Partero
422 PE que requieren PP-1334 - 2019 - CUCOSTASUR,1334,2019,CUCOSTASUR,Abogado
422 PE que requieren PP-1335 - 2019 - CUCOSTASUR,1335,2019,CUCOSTASUR,Ingeniería de Procesos y Comercio Internacional
422 PE que requieren PP-1336 - 2019 - CUCOSTASUR,1336,2019,CUCOSTASUR,Ingeniería en Obras y Servicios
422 PE que requieren PP-1337 - 2019 - CUCOSTASUR,1337,2019,CUCOSTASUR,Ingeniería en Recursos Naturales y Agropecuarios
422 PE que requieren PP-1338 - 2019 - CUCOSTASUR,1338,2019,CUCOSTASUR,Ingeniería Mecatrónica
422 PE que requieren PP-1339 - 2019 - CUCOSTASUR,1339,2019,CUCOSTASUR,Ingeniero Agrónomo
422 PE que requieren PP-1340 - 2019 - CUCOSTASUR,1340,2019,CUCOSTASUR,Licenciatura en Administración
422 PE que requieren PP-1341 - 2019 - CUCOSTASUR,1341,2019,CUCOSTASUR,Licenciatura en Biología Marina
422 PE que requieren PP-1342 - 2019 - CUCOSTASUR,1342,2019,CUCOSTASUR,Licenciatura en Contaduría Pública
422 PE que requieren PP-1343 - 2019 - CUCOSTASUR,1343,2019,CUCOSTASUR,Licenciatura en Enfermería
422 PE que requieren PP-1344 - 2019 - CUCOSTASUR,1344,2019,CUCOSTASUR,Licenciatura en Nutrición
422 PE que requieren PP-1345 - 2019 - CUCOSTASUR,1345,2019,CUCOSTASUR,Licenciatura en Turismo
422 PE que requieren PP-1346 - 2019 - CULAGOS,1346,2019,CULAGOS,Abogado
422 PE que requieren PP-1347 - 2019 - CULAGOS,1347,2019,CULAGOS,Abogado Semiescolarizado
422 PE que requieren PP-1348 - 2019 - CULAGOS,1348,2019,CULAGOS,Ingeniería Bioquímica
422 PE que requieren PP-1349 - 2019 - CULAGOS,1349,2019,CULAGOS,Ingeniería en Administración Industrial
422 PE que requieren PP-1350 - 2019 - CULAGOS,1350,2019,CULAGOS,Ingeniería en Electrónica y Computación
422 PE que requieren PP-1351 - 2019 - CULAGOS,1351,2019,CULAGOS,Ingeniería Industrial
422 PE que requieren PP-1352 - 2019 - CULAGOS,1352,2019,CULAGOS,Ingeniería Mecatrónica
422 PE que requieren PP-1353 - 2019 - CULAGOS,1353,2019,CULAGOS,Ingeniería Mecánica Eléctrica
422 PE que requieren PP-1354 - 2019 - CULAGOS,1354,2019,CULAGOS,Ingeniería en Videojuegos
422 PE que requieren PP-1355 - 2019 - CULAGOS,1355,2019,CULAGOS,Licenciatura en Administración
422 PE que requieren PP-1356 - 2019 - CULAGOS,1356,2019,CULAGOS,Licenciatura en Periodismo
422 PE que requieren PP-1357 - 2019 - CULAGOS,1357,2019,CULAGOS,Licenciatura en Humanidades
422 PE que requieren PP-1358 - 2019 - CULAGOS,1358,2019,CULAGOS,Licenciatura en Psicología
422 PE que requieren PP-1359 - 2019 - CULAGOS,1359,2019,CULAGOS,Licenciatura en Tecnologías de la Información
422 PE que requieren PP-1360 - 2019 - CUNORTE,1360,2019,CUNORTE,Licenciatura en Turismo
422 PE que requieren PP-1361 - 2019 - CUNORTE,1361,2019,CUNORTE,Licenciatura en Agronegocios
422 PE que requieren PP-1362 - 2019 - CUNORTE,1362,2019,CUNORTE,Ingeniería Mecánica Eléctrica
422 PE que requieren PP-1363 - 2019 - CUNORTE,1363,2019,CUNORTE,Ingeniería en Electrónica y Computación
422 PE que requieren PP-1364 - 2019 - CUNORTE,1364,2019,CUNORTE,Ingeniería en Telemática
422 PE que requieren PP-1365 - 2019 - CUNORTE,1365,2019,CUNORTE,Licenciatura en Enfermería
422 PE que requieren PP-1366 - 2019 - CUNORTE,1366,2019,CUNORTE,Licenciatura en Nutrición
422 PE que requieren PP-1367 - 2019 - CUNORTE,1367,2019,CUNORTE,Licenciatura en Psicología
422 PE que requieren PP-1368 - 2019 - CUNORTE,1368,2019,CUNORTE,Abogado
422 PE que requieren PP-1369 - 2019 - CUNORTE,1369,2019,CUNORTE,Licenciatura en Antropología
422 PE que requieren PP-1370 - 2019 - CUNORTE,1370,2019,CUNORTE,Licenciatura en Administración
422 PE que requieren PP-1371 - 2019 - CUNORTE,1371,2019,CUNORTE,Licenciatura en Contaduría Pública
422 PE que requieren PP-1372 - 2019 - CUSUR,1372,2019,CUSUR,Abogado
422 PE que requieren PP-1373 - 2019 - CUSUR,1373,2019,CUSUR,Ingeniería en Telemática
422 PE que requieren PP-1374 - 2019 - CUSUR,1374,2019,CUSUR,Licenciatura en Agronegocios
422 PE que requieren PP-1375 - 2019 - CUSUR,1375,2019,CUSUR,Licenciatura en Desarrollo Turístico Sustentable
422 PE que requieren PP-1376 - 2019 - CUSUR,1376,2019,CUSUR,Licenciatura en Enfermería
422 PE que requieren PP-1377 - 2019 - CUSUR,1377,2019,CUSUR,Licenciatura en Letras Hispánicas
422 PE que requieren PP-1378 - 2019 - CUSUR,1378,2019,CUSUR,Licenciatura en Medicina Veterinaria y Zootecnia
422 PE que requieren PP-1379 - 2019 - CUSUR,1379,2019,CUSUR,Licenciatura en Negocios Internacionales
422 PE que requieren PP-1380 - 2019 - CUSUR,1380,2019,CUSUR,Licenciatura en Nutrición
422 PE que requieren PP-1381 - 2019 - CUSUR,1381,2019,CUSUR,Licenciatura en Periodismo
422 PE que requieren PP-1382 - 2019 - CUSUR,1382,2019,CUSUR,Licenciatura en Periodismo
422 PE que requieren PP-1383 - 2019 - CUSUR,1383,2019,CUSUR,"Licenciatura en Seguridad Laboral, Protección Civil y Emergencia"
422 PE que requieren PP-1384 - 2019 - CUSUR,1384,2019,CUSUR,Licenciatura en Trabajo Social
422 PE que requieren PP-1385 - 2019 - CUSUR,1385,2019,CUSUR,Médico Cirujano y Partero
422 PE que requieren PP-1386 - 2019 - CUTONALÁ,1386,2019,CUTONALÁ,Abogado
422 PE que requieren PP-1387 - 2019 - CUTONALÁ,1387,2019,CUTONALÁ,Ingeniería en Ciencias Computacionales
422 PE que requieren PP-1388 - 2019 - CUTONALÁ,1388,2019,CUTONALÁ,Ingeniería en Energía
422 PE que requieren PP-1389 - 2019 - CUTONALÁ,1389,2019,CUTONALÁ,Ingeniería en Nanotecnología
422 PE que requieren PP-1390 - 2019 - CUTONALÁ,1390,2019,CUTONALÁ,Licenciatura en Administración de Negocios
422 PE que requieren PP-1391 - 2019 - CUTONALÁ,1391,2019,CUTONALÁ,Licenciatura en Ciencias Forenses
422 PE que requieren PP-1392 - 2019 - CUTONALÁ,1392,2019,CUTONALÁ,Licenciatura en Contaduría Publica
422 PE que requieren PP-1393 - 2019 - CUTONALÁ,1393,2019,CUTONALÁ,Licenciatura en Nutrición
422 PE que requieren PP-1394 - 2019 - CUTONALÁ,1394,2019,CUTONALÁ,Licenciatura en Salud Publica
422 PE que requieren PP-1395 - 2019 - CUTONALÁ,1395,2019,CUTONALÁ,Médico Cirujano y Partero
422 PE que requieren PP-1396 - 2019 - CUVALLES,1396,2019,CUVALLES,Abogado
422 PE que requieren PP-1397 - 2019 - CUVALLES,1397,2019,CUVALLES,Ingeniería en Electrónica y Computación
422 PE que requieren PP-1398 - 2019 - CUVALLES,1398,2019,CUVALLES,Licenciatura en Administración
422 PE que requieren PP-1399 - 2019 - CUVALLES,1399,2019,CUVALLES,Licenciatura en Agronegocios
422 PE que requieren PP-1400 - 2019 - CUVALLES,1400,2019,CUVALLES,Licenciatura en Ingeniería Mecatrónica
422 PE que requieren PP-1401 - 2019 - CUVALLES,1401,2019,CUVALLES,Licenciatura en Tecnologías de la Información
422 PE que requieren PP-1402 - 2019 - CUVALLES,1402,2019,CUVALLES,Licenciatura en Turismo
422 PE que requieren PP-1403 - 2019 - CUVALLES,1403,2019,CUVALLES,Licenciatura en Ingeniería en Instrumentación y Nanosensores
422 PE que requieren PP-1404 - 2019 - SUV,1404,2019,SUV,Licenciatura en Administración de las Organizaciones
422 PE que requieren PP-1405 - 2019 - SUV,1405,2019,SUV,Licenciatura en Bibliotecología y Gestión del Conocimiento
422 PE que requieren PP-1406 - 2019 - SUV,1406,2019,SUV,Licenciatura en Educación / Licenciatura en Desarrollo Educativo
422 PE que requieren PP-1407 - 2019 - SUV,1407,2019,SUV,Licenciatura en Tecnologías e Información
422 PE que requieren PP-1408 - 2019 - SUV,1408,2019,SUV,Licenciatura en Periodismo Digital
422 PE que requieren PP-1409 - 2018 - CUAAD,1409,2018,CUAAD,Arquitectura
422 PE que requieren PP-1410 - 2018 - CUAAD,1410,2018,CUAAD,Diseño de Modas
422 PE que requieren PP-1411 - 2018 - CUAAD,1411,2018,CUAAD,Diseño de Interiores y Ambientación
422 PE que requieren PP-1412 - 2018 - CUAAD,1412,2018,CUAAD,Diseño Industrial
422 PE que requieren PP-1413 - 2018 - CUAAD,1413,2018,CUAAD,Diseño para la Comunicación Gráfica
422 PE que requieren PP-1414 - 2018 - CUAAD,1414,2018,CUAAD,Urbanismo y Medio Ambiente
422 PE que requieren PP-1415 - 2018 - CUCBA,1415,2018,CUCBA,Ingeniero Agrónomo
422 PE que requieren PP-1416 - 2018 - CUCBA,1416,2018,CUCBA,Licenciatura en Biología
422 PE que requieren PP-1417 - 2018 - CUCBA,1417,2018,CUCBA,Licenciatura en Medicina Veterinaria y Zootecnia
422 PE que requieren PP-1418 - 2018 - CUCEA,1418,2018,CUCEA,Licenciatura en Administración
422 PE que requieren PP-1419 - 2018 - CUCEA,1419,2018,CUCEA,Licenciatura en Administración Financiera y Sistemas
422 PE que requieren PP-1420 - 2018 - CUCEA,1420,2018,CUCEA,Licenciatura en Administración Gubernamental y Políticas Públicas
422 PE que requieren PP-1421 - 2018 - CUCEA,1421,2018,CUCEA,Licenciatura en Contaduría Pública
422 PE que requieren PP-1422 - 2018 - CUCEA,1422,2018,CUCEA,Licenciatura en Economía
422 PE que requieren PP-1423 - 2018 - CUCEA,1423,2018,CUCEA,Licenciatura en Gestión de Negocios Gastronómicos
422 PE que requieren PP-1424 - 2018 - CUCEA,1424,2018,CUCEA,Licenciatura en Gestión y Economía Ambiental
422 PE que requieren PP-1425 - 2018 - CUCEA,1425,2018,CUCEA,Licenciatura en Mercadotecnia
422 PE que requieren PP-1426 - 2018 - CUCEA,1426,2018,CUCEA,Licenciatura en Negocios Internacionales
422 PE que requieren PP-1427 - 2018 - CUCEA,1427,2018,CUCEA,Licenciatura en Recursos Humanos
422 PE que requieren PP-1428 - 2018 - CUCEA,1428,2018,CUCEA,Licenciatura en Relaciones Públicas y Comunicación
422 PE que requieren PP-1429 - 2018 - CUCEA,1429,2018,CUCEA,Licenciatura en Tecnologías de la Información
422 PE que requieren PP-1430 - 2018 - CUCEA,1430,2018,CUCEA,Licenciatura en Turismo
422 PE que requieren PP-1431 - 2018 - CUCEI,1431,2018,CUCEI,Ingeniería Biomédica
422 PE que requieren PP-1432 - 2018 - CUCEI,1432,2018,CUCEI,Ingeniería Civil
422 PE que requieren PP-1433 - 2018 - CUCEI,1433,2018,CUCEI,Ingeniería en Computación
422 PE que requieren PP-1434 - 2018 - CUCEI,1434,2018,CUCEI,Ingeniería en Comunicaciones y Electrónica
422 PE que requieren PP-1435 - 2018 - CUCEI,1435,2018,CUCEI,Ingeniería Industrial
422 PE que requieren PP-1436 - 2018 - CUCEI,1436,2018,CUCEI,Ingeniería Informática
422 PE que requieren PP-1437 - 2018 - CUCEI,1437,2018,CUCEI,Ingeniería Mecánica Eléctrica
422 PE que requieren PP-1438 - 2018 - CUCEI,1438,2018,CUCEI,Ingeniería Química
422 PE que requieren PP-1439 - 2018 - CUCEI,1439,2018,CUCEI,Licenciatura  en Ciencia de Materiales
422 PE que requieren PP-1440 - 2018 - CUCEI,1440,2018,CUCEI,Licenciatura en Física
422 PE que requieren PP-1441 - 2018 - CUCEI,1441,2018,CUCEI,Licenciatura en Ingeniería en Alimentos y Biotecnología
422 PE que requieren PP-1442 - 2018 - CUCEI,1442,2018,CUCEI,Licenciatura en Matemáticas
422 PE que requieren PP-1443 - 2018 - CUCEI,1443,2018,CUCEI,Licenciatura en Química
422 PE que requieren PP-1444 - 2018 - CUCEI,1444,2018,CUCEI,Licenciatura en Químico Farmacéutico Biólogo
422 PE que requieren PP-1445 - 2018 - CUCS,1445,2018,CUCS,Licenciatura en Ciencias Forenses
422 PE que requieren PP-1446 - 2018 - CUCS,1446,2018,CUCS,Licenciatura en Cirujano Dentista
422 PE que requieren PP-1447 - 2018 - CUCS,1447,2018,CUCS,Licenciatura en Cultura Física y Deportes
422 PE que requieren PP-1448 - 2018 - CUCS,1448,2018,CUCS,Licenciatura en enfermería
422 PE que requieren PP-1449 - 2018 - CUCS,1449,2018,CUCS,Licenciatura en Nutrición
422 PE que requieren PP-1450 - 2018 - CUCS,1450,2018,CUCS,Licenciatura en Podología
422 PE que requieren PP-1451 - 2018 - CUCS,1451,2018,CUCS,Licenciatura en Psicología
422 PE que requieren PP-1452 - 2018 - CUCS,1452,2018,CUCS,Médico Cirujano y Partero
422 PE que requieren PP-1453 - 2018 - CUCS,1453,2018,CUCS,"Técnico Superior Universitario en Emergencias, Seguridad Laboral y Rescates"
422 PE que requieren PP-1454 - 2018 - CUCS,1454,2018,CUCS,Técnico Superior Universitario en Prótesis Dental
422 PE que requieren PP-1455 - 2018 - CUCS,1455,2018,CUCS,Técnico Superior Universitario en Radiología E Imagen
422 PE que requieren PP-1456 - 2018 - CUCS,1456,2018,CUCS,Técnico Superior Universitario en Terapia Física
422 PE que requieren PP-1457 - 2018 - CUCS,1457,2018,CUCS,Técnico Superior Universitario en Terapia Respiratoria
422 PE que requieren PP-1458 - 2018 - CUCSH,1458,2018,CUCSH,Antropología
422 PE que requieren PP-1459 - 2018 - CUCSH,1459,2018,CUCSH,Comunicación Pública
422 PE que requieren PP-1460 - 2018 - CUCSH,1460,2018,CUCSH,Abogado Presencial
422 PE que requieren PP-1461 - 2018 - CUCSH,1461,2018,CUCSH,Abogado Semiescolarizado
422 PE que requieren PP-1462 - 2018 - CUCSH,1462,2018,CUCSH,Relaciones Internacionales
422 PE que requieren PP-1463 - 2018 - CUCSH,1463,2018,CUCSH,Estudios Políticos y de Gobierno
422 PE que requieren PP-1464 - 2018 - CUCSH,1464,2018,CUCSH,Filosofía
422 PE que requieren PP-1465 - 2018 - CUCSH,1465,2018,CUCSH,Geografía
422 PE que requieren PP-1466 - 2018 - CUCSH,1466,2018,CUCSH,Historia
422 PE que requieren PP-1467 - 2018 - CUCSH,1467,2018,CUCSH,Letras Hispánicas
422 PE que requieren PP-1468 - 2018 - CUCSH,1468,2018,CUCSH,Sociología
422 PE que requieren PP-1469 - 2018 - CUCSH,1469,2018,CUCSH,Trabajo Social
422 PE que requieren PP-1470 - 2018 - CUCSH,1470,2018,CUCSH,Criminología
422 PE que requieren PP-1471 - 2018 - CUCSH,1471,2018,CUCSH,Escritura creativa
422 PE que requieren PP-1472 - 2018 - CUALTOS,1472,2018,CUALTOS,Abogado
422 PE que requieren PP-1473 - 2018 - CUALTOS,1473,2018,CUALTOS,Ingeniería Agroindustrial
422 PE que requieren PP-1474 - 2018 - CUALTOS,1474,2018,CUALTOS,Ingeniería en Computación
422 PE que requieren PP-1475 - 2018 - CUALTOS,1475,2018,CUALTOS,Ingeniería en Sistemas Pecuarios
422 PE que requieren PP-1476 - 2018 - CUALTOS,1476,2018,CUALTOS,Licenciatura en Administración
422 PE que requieren PP-1477 - 2018 - CUALTOS,1477,2018,CUALTOS,Licenciatura en Contaduría Pública
422 PE que requieren PP-1478 - 2018 - CUALTOS,1478,2018,CUALTOS,Licenciatura en enfermería
422 PE que requieren PP-1479 - 2018 - CUALTOS,1479,2018,CUALTOS,Licenciatura en Medicina Veterinaria y Zootecnia
422 PE que requieren PP-1480 - 2018 - CUALTOS,1480,2018,CUALTOS,Licenciatura en Negocios Internacionales
422 PE que requieren PP-1481 - 2018 - CUALTOS,1481,2018,CUALTOS,Licenciatura en Nutrición
422 PE que requieren PP-1482 - 2018 - CUALTOS,1482,2018,CUALTOS,Licenciatura en Psicología
422 PE que requieren PP-1483 - 2018 - CUALTOS,1483,2018,CUALTOS,Médico Cirujano y Partero
422 PE que requieren PP-1484 - 2018 - CUCIÉNEGA,1484,2018,CUCIÉNEGA,Abogado
422 PE que requieren PP-1485 - 2018 - CUCIÉNEGA,1485,2018,CUCIÉNEGA,Ingeniería en Computación
422 PE que requieren PP-1486 - 2018 - CUCIÉNEGA,1486,2018,CUCIÉNEGA,Ingeniería Industrial
422 PE que requieren PP-1487 - 2018 - CUCIÉNEGA,1487,2018,CUCIÉNEGA,Ingeniería Informática
422 PE que requieren PP-1488 - 2018 - CUCIÉNEGA,1488,2018,CUCIÉNEGA,Ingeniería Química
422 PE que requieren PP-1489 - 2018 - CUCIÉNEGA,1489,2018,CUCIÉNEGA,Licenciatura en Administración
422 PE que requieren PP-1490 - 2018 - CUCIÉNEGA,1490,2018,CUCIÉNEGA,Licenciatura en Agrobiotecnología
422 PE que requieren PP-1491 - 2018 - CUCIÉNEGA,1491,2018,CUCIÉNEGA,Licenciatura en Agronegocios
422 PE que requieren PP-1492 - 2018 - CUCIÉNEGA,1492,2018,CUCIÉNEGA,Licenciatura en Contaduría Pública
422 PE que requieren PP-1493 - 2018 - CUCIÉNEGA,1493,2018,CUCIÉNEGA,Licenciatura en Mercadotecnia
422 PE que requieren PP-1494 - 2018 - CUCIÉNEGA,1494,2018,CUCIÉNEGA,Licenciatura en Negocios Internacionales
422 PE que requieren PP-1495 - 2018 - CUCIÉNEGA,1495,2018,CUCIÉNEGA,Licenciatura en Periodismo
422 PE que requieren PP-1496 - 2018 - CUCIÉNEGA,1496,2018,CUCIÉNEGA,Licenciatura en Psicología
422 PE que requieren PP-1497 - 2018 - CUCIÉNEGA,1497,2018,CUCIÉNEGA,Licenciatura en Químico Farmacéutico Biólogo
422 PE que requieren PP-1498 - 2018 - CUCIÉNEGA,1498,2018,CUCIÉNEGA,Licenciatura en Recursos Humanos
422 PE que requieren PP-1499 - 2018 - CUCOSTA,1499,2018,CUCOSTA,Abogado
422 PE que requieren PP-1500 - 2018 - CUCOSTA,1500,2018,CUCOSTA,Ingeniería Civil
422 PE que requieren PP-1501 - 2018 - CUCOSTA,1501,2018,CUCOSTA,Ingeniería en Comunicación Multimedia
422 PE que requieren PP-1502 - 2018 - CUCOSTA,1502,2018,CUCOSTA,Ingeniería en Telemática
422 PE que requieren PP-1503 - 2018 - CUCOSTA,1503,2018,CUCOSTA,Licenciatura en Administración
