row,name,nombre_prueba,plantel_adscripcion,clave_plantel,termino padre
2964,2964 Módulo Pino Suárez,Módulo Pino Suárez,,14USU02800,
2965,2965 Módulo Tomatlán,Módulo Tomatlán,,14USU02801,
2966,2966 Escuela Preparatoria Regional de San Juan de los Lagos,Escuela Preparatoria Regional de San Juan de los Lagos,,14USU02802,
2967,2967 Módulo Teocaltiche,Módulo Teocaltiche,,14USU02803,
2968,2968 Escuela Preparatoria Regional de San Martín Hidalgo,Escuela Preparatoria Regional de San Martín Hidalgo,,14USU02804,
2969,2969 Módulo Buenavista,Módulo Buenavista,,14USU02805,
2970,2970 Escuela Preparatoria Regional de San Miguel el Alto,Escuela Preparatoria Regional de San Miguel el Alto,,14USU02806,
2971,2971 Módulo San Julián,Módulo San Julián,,14USU02807,
2972,2972 Escuela Preparatoria Regional de Santa Anita,Escuela Preparatoria Regional de Santa Anita,,14USU02808,
2973,2973 Escuela Preparatoria Regional de Sayula,Escuela Preparatoria Regional de Sayula,,14USU02809,
2974,2974 Módulo Amacueca,Módulo Amacueca,,14USU02810,
2975,2975 Módulo San Gabriel,Módulo San Gabriel,,14USU02811,
2976,2976 Módulo Tapalpa,Módulo Tapalpa,,14USU02812,
2977,2977 Módulo Usmajac,Módulo Usmajac,,14USU02813,
2978,2978 Escuela Preparatoria Regional de Tala,Escuela Preparatoria Regional de Tala,,14USU02814,
2979,2979 Módulo San Isidro Mazatepec,Módulo San Isidro Mazatepec,,14USU02815,
2980,2980 Escuela Preparatoria Regional de Tamazula,Escuela Preparatoria Regional de Tamazula,,14USU02816,
2981,2981 Módulo Contla,Módulo Contla,,14USU02817,
2982,2982 Módulo Lázaro Cárdenas,Módulo Lázaro Cárdenas,,14USU02818,
2983,2983 Módulo Mazamitla,Módulo Mazamitla,,14USU02819,
2984,2984 Módulo Quitupan,Módulo Quitupan,,14USU02820,
2985,2985 Módulo Valle de Juárez,Módulo Valle de Juárez,,14USU02821,
2986,2986 Módulo Vista Hermosa,Módulo Vista Hermosa,,14USU02822,
2987,2987 Escuela Preparatoria Regional de Tecolotlán,Escuela Preparatoria Regional de Tecolotlán,,14USU02823,
2988,2988 Módulo Chiquilistlán,Módulo Chiquilistlán,,14USU02824,
2989,2989 Módulo Juchitlán,Módulo Juchitlán,,14USU02825,
2990,2990 Módulo Soyatlán del Oro,Módulo Soyatlán del Oro,,14USU02826,
2991,2991 Módulo Tenamaxtlán,Módulo Tenamaxtlán,,14USU02827,
2992,2992 Escuela Preparatoria Regional de Tepatitlán,Escuela Preparatoria Regional de Tepatitlán,,14USU02828,
2993,2993 Módulo Acatic,Módulo Acatic,,14USU02829,
2994,2994 Módulo Cañadas de Obregón,Módulo Cañadas de Obregón,,14USU02830,
2995,2995 Módulo Valle de Guadalupe,Módulo Valle de Guadalupe,,14USU02831,
2996,2996 Módulo Yahualica,Módulo Yahualica,,14USU02832,
2997,2997 Escuela Preparatoria Regional de Tequila,Escuela Preparatoria Regional de Tequila,,14USU02833,
2998,2998 Módulo Hostotipaquillo,Módulo Hostotipaquillo,,14USU02834,
2999,2999 Módulo La Venta de Mochitiltic,Módulo La Venta de Mochitiltic,,14USU02835,
3000,3000 Módulo Magdalena,Módulo Magdalena,,14USU02836,
3001,3001 Módulo San Andrés,Módulo San Andrés,,14USU02837,
3002,3002 Escuela Preparatoria Regional de Tlajomulco de Zúñiga,Escuela Preparatoria Regional de Tlajomulco de Zúñiga,,14USU02838,
3003,3003 Módulo Cajititlán,Módulo Cajititlán,,14USU02839,
3004,3004 Módulo San Agustín,Módulo San Agustín,,14USU02840,
3005,3005 Módulo El Zapote,Módulo El Zapote,,14USU02841,
3006,3006 Escuela Preparatoria Regional de Toluquilla,Escuela Preparatoria Regional de Toluquilla,,14USU02842,
3007,3007 Escuela Preparatoria Regional de Tuxpan,Escuela Preparatoria Regional de Tuxpan,,14USU02843,
3008,3008 Módulo Pihuamo,Módulo Pihuamo,,14USU02844,
3009,3009 Módulo Tecalitlán,Módulo Tecalitlán,,14USU02845,
3010,3010 Módulo Tonila,Módulo Tonila,,14USU02846,
3011,3011 Escuela Preparatoria Regional de Unión de Tula,Escuela Preparatoria Regional de Unión de Tula,,14USU02847,
3012,3012 Módulo Ayutla,Módulo Ayutla,,14USU02848,
3013,3013 Módulo Ejutla,Módulo Ejutla,,14USU02849,
3014,3014 Escuela Preparatoria Regional de Villa Corona,Escuela Preparatoria Regional de Villa Corona,,14USU02850,
3015,3015 Módulo Acatlán de Juárez,Módulo Acatlán de Juárez,,14USU02851,
3016,3016 Escuela Preparatoria Regional de Zacoalco de Torres,Escuela Preparatoria Regional de Zacoalco de Torres,,14USU02852,
3017,3017 Módulo Atemajac de Brizuela,Módulo Atemajac de Brizuela,,14USU02853,
3018,3018 Módulo Cítala,Módulo Cítala,,14USU02854,
3019,3019 Módulo Teocuitatlán de Corona,Módulo Teocuitatlán de Corona,,14USU02855,
3020,3020 Módulo Villa Atoyac,Módulo Villa Atoyac,,14USU02856,
3021,3021 Escuela Preparatoria Regional de Zapotiltic,Escuela Preparatoria Regional de Zapotiltic,,14USU02857,
3022,3022 Escuela Preparatoria Regional de Zapotlanejo,Escuela Preparatoria Regional de Zapotlanejo,,14USU02858,
3023,3023 Módulo Matatlán,Módulo Matatlán,,14USU02859,
3024,3024 Escuela Regional de Educación Media Superior de Ocotlán,Escuela Regional de Educación Media Superior de Ocotlán,,14USU02860,
3025,3025 Módulo Atequiza,Módulo Atequiza,,14USU02861,
3026,3026 Módulo Poncitlán,Módulo Poncitlán,,14USU02862,
3027,3027 Módulo Tototlán,Módulo Tototlán,,14USU02863,
3028,3028 Módulo Zapotlán del Rey,Módulo Zapotlán del Rey,,14USU02864,
3029,3029 Escuela Regional de Educación Media Superior Wixárika ,Escuela Regional de Educación Media Superior Wixárika ,,14USU02865,
3030,3030 Módulo Ocota de la Sierra,Módulo Ocota de la Sierra,,14USU02866,
3031,3031 Escuela Preparatoria de San José del Valle,Escuela Preparatoria de San José del Valle,,14USU02867,
3032,"3032 Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín","Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín",,14USU02868,
