row,name,nombre_prueba,plantel_adscripcion,clave_plantel,termino padre
771,771 Módulo Acatlán de Juárez,Módulo Acatlán de Juárez,,14USU00607,
772,772 Escuela Preparatoria Regional de Zacoalco de Torres,Escuela Preparatoria Regional de Zacoalco de Torres,,14USU00608,
773,773 Módulo Atemajac de Brizuela,Módulo Atemajac de Brizuela,,14USU00609,
774,774 Módulo Cítala,Módulo Cítala,,14USU00610,
775,775 Módulo Teocuitatlán de Corona,Módulo Teocuitatlán de Corona,,14USU00611,
776,776 Módulo Villa Atoyac,Módulo Villa Atoyac,,14USU00612,
777,777 Escuela Preparatoria Regional de Zapotiltic,Escuela Preparatoria Regional de Zapotiltic,,14USU00613,
778,778 Escuela Preparatoria Regional de Zapotlanejo,Escuela Preparatoria Regional de Zapotlanejo,,14USU00614,
779,779 Módulo Matatlán,Módulo Matatlán,,14USU00615,
780,780 Escuela Regional de Educación Media Superior de Ocotlán,Escuela Regional de Educación Media Superior de Ocotlán,,14USU00616,
781,781 Módulo Atequiza,Módulo Atequiza,,14USU00617,
782,782 Módulo Poncitlán,Módulo Poncitlán,,14USU00618,
783,783 Módulo Tototlán,Módulo Tototlán,,14USU00619,
784,784 Módulo Zapotlán del Rey,Módulo Zapotlán del Rey,,14USU00620,
785,785 Escuela Regional de Educación Media Superior Wixárika ,Escuela Regional de Educación Media Superior Wixárika ,,14USU00621,
786,786 Módulo Ocota de la Sierra,Módulo Ocota de la Sierra,,14USU00622,
787,787 Escuela Preparatoria de San José del Valle,Escuela Preparatoria de San José del Valle,,14USU00623,
788,"788 Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín","Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín",,14USU00624,
789,789 Centro Universitario de Ciencias de la Salud,Centro Universitario de Ciencias de la Salud,,14USU00625,
790,790 Centro Universitario del Sur,Centro Universitario del Sur,,14USU00626,
791,791 Sistema de Universidad Virtual,Sistema de Universidad Virtual,,14USU00627,
792,792 Centro Universitario de Ciencias Económico Administrativas,Centro Universitario de Ciencias Económico Administrativas,,14USU00628,
793,793 Centro Universitario de Ciencias Exactas e Ingenierías,Centro Universitario de Ciencias Exactas e Ingenierías,,14USU00629,
794,794 Centro Universitario de Ciencias Sociales y Humanidades sede Belenes,Centro Universitario de Ciencias Sociales y Humanidades sede Belenes,,14USU00630,
795,795 Centro Universitario de Ciencias Sociales y Humanidades sede La Normal,Centro Universitario de Ciencias Sociales y Humanidades sede La Normal,,14USU00631,
796,796 Centro Universitario de Ciencias de la Salud,Centro Universitario de Ciencias de la Salud,,14USU00632,
797,"797 Centro Universitario de Arte, Arquitectura y Diseño sede Huentitán","Centro Universitario de Arte, Arquitectura y Diseño sede Huentitán",,14USU00633,
798,"798 Centro Universitario de Arte, Arquitectura y Diseño sede Santa María de Gracia","Centro Universitario de Arte, Arquitectura y Diseño sede Santa María de Gracia",,14USU00634,
799,"799 Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín","Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín",,14USU00635,
800,800 Centro Universitario de Ciencias Biológicas y Agropecuarias,Centro Universitario de Ciencias Biológicas y Agropecuarias,,14USU00636,
801,801 Centro Universitario de los Altos,Centro Universitario de los Altos,,14USU00637,
802,802 Centro Universitario de la Ciénega sede Ocotlán,Centro Universitario de la Ciénega sede Ocotlán,,14USU00638,
803,803 Centro Universitario de la Ciénega sede Atotonilco,Centro Universitario de la Ciénega sede Atotonilco,,14USU00639,
804,804 Centro Universitario de la Ciénega sede La Barca,Centro Universitario de la Ciénega sede La Barca,,14USU00640,
805,805 Centro Universitario del Sur,Centro Universitario del Sur,,14USU00641,
806,806 Centro Universitario de la Costa sede Puerto Vallarta,Centro Universitario de la Costa sede Puerto Vallarta,,14USU00642,
807,807 Centro Universitario de la Costa sede Tomatlán,Centro Universitario de la Costa sede Tomatlán,,14USU00643,
808,808 Centro Universitario de la Costa Sur sede Autlán,Centro Universitario de la Costa Sur sede Autlán,,14USU00644,
809,809 Centro Universitario de la Costa Sur sede San Patricio Melaque,Centro Universitario de la Costa Sur sede San Patricio Melaque,,14USU00645,
810,810 Centro Universitario de los Valles,Centro Universitario de los Valles,,14USU00646,
811,811 Centro Universitario del Norte,Centro Universitario del Norte,,14USU00647,
812,812 Centro Universitario de los Lagos sede Lagos de Moreno,Centro Universitario de los Lagos sede Lagos de Moreno,,14USU00648,
813,813 Centro Universitario de los Lagos sede San Juan de los Lagos,Centro Universitario de los Lagos sede San Juan de los Lagos,,14USU00649,
814,814 Centro Universitario de Tonalá,Centro Universitario de Tonalá,,14USU00650,
815,815 Centro Universitario de Tlajomulco,Centro Universitario de Tlajomulco,,14USU00651,
816,816 Sistema de Universidad Virtual,Sistema de Universidad Virtual,,14USU00652,
817,817 Escuela Preparatoria de Jalisco,Escuela Preparatoria de Jalisco,,14USU00653,
818,818 Escuela Preparatoria Núm. 2,Escuela Preparatoria Núm. 2,,14USU00654,
819,819 Escuela Preparatoria Núm. 3,Escuela Preparatoria Núm. 3,,14USU00655,
820,820 Escuela Preparatoria Núm. 4,Escuela Preparatoria Núm. 4,,14USU00656,
821,821 Escuela Preparatoria Núm. 5,Escuela Preparatoria Núm. 5,,14USU00657,
822,822 Escuela Preparatoria Núm. 6,Escuela Preparatoria Núm. 6,,14USU00658,
823,823 Escuela Preparatoria Núm. 7,Escuela Preparatoria Núm. 7,,14USU00659,
824,824 Escuela Preparatoria Núm. 8,Escuela Preparatoria Núm. 8,,14USU00660,
825,825 Módulo Cuquío,Módulo Cuquío,,14USU00661,
826,826 Módulo Ixtlahuacán del Río,Módulo Ixtlahuacán del Río,,14USU00662,
827,827 Escuela Preparatoria Núm. 9,Escuela Preparatoria Núm. 9,,14USU00663,
828,828 Escuela Preparatoria Núm. 10,Escuela Preparatoria Núm. 10,,14USU00664,
829,829 Escuela Preparatoria Núm. 11,Escuela Preparatoria Núm. 11,,14USU00665,
830,830 Escuela Preparatoria Núm. 12,Escuela Preparatoria Núm. 12,,14USU00666,
831,831 Módulo Tlaquepaque,Módulo Tlaquepaque,,14USU00667,
832,832 Escuela Preparatoria Núm. 13,Escuela Preparatoria Núm. 13,,14USU00668,
833,833 Escuela Preparatoria Núm. 14,Escuela Preparatoria Núm. 14,,14USU00669,
834,834 Módulo La Experiencia,Módulo La Experiencia,,14USU00670,
835,835 Escuela Preparatoria Núm. 15,Escuela Preparatoria Núm. 15,,14USU00671,
836,836 Escuela Preparatoria Núm. 16,Escuela Preparatoria Núm. 16,,14USU00672,
837,837 Escuela Preparatoria Núm. 17,Escuela Preparatoria Núm. 17,,14USU00673,
838,838 Escuela Preparatoria Núm. 18,Escuela Preparatoria Núm. 18,,14USU00674,
839,839 Escuela Preparatoria Núm. 19,Escuela Preparatoria Núm. 19,,14USU00675,
840,840 Escuela Preparatoria Núm. 20,Escuela Preparatoria Núm. 20,,14USU00676,
841,841 Escuela Preparatoria Núm. 21,Escuela Preparatoria Núm. 21,,14USU00677,
842,842 Escuela Preparatoria Núm. 22,Escuela Preparatoria Núm. 22,,14USU00678,
843,843 Escuela Vocacional,Escuela Vocacional,,14USU00679,
844,844 Escuela Politécnica de Guadalajara,Escuela Politécnica de Guadalajara,,14USU00680,
845,845 Escuela Politécnica Ing. Jorge Matute Remus,Escuela Politécnica Ing. Jorge Matute Remus,,14USU00681,
846,846 Escuela Preparatoria de Tonalá,Escuela Preparatoria de Tonalá,,14USU00682,
847,847 Escuela Preparatoria de Tonalá Norte,Escuela Preparatoria de Tonalá Norte,,14USU00683,
848,848 Escuela Preparatoria Regional de Ahualulco de Mercado,Escuela Preparatoria Regional de Ahualulco de Mercado,,14USU00684,
849,849 Módulo Teuchitlán,Módulo Teuchitlán,,14USU00685,
850,850 Escuela Preparatoria Regional de Amatitán,Escuela Preparatoria Regional de Amatitán,,14USU00686,
851,851 Módulo Arenal,Módulo Arenal,,14USU00687,
852,852 Módulo El Salvador,Módulo El Salvador,,14USU00688,
853,853 Escuela Preparatoria Regional de Ameca,Escuela Preparatoria Regional de Ameca,,14USU00689,
854,854 Módulo Atenguillo,Módulo Atenguillo,,14USU00690,
855,855 Módulo Mascota,Módulo Mascota,,14USU00691,
856,856 Módulo San Antonio Matute,Módulo San Antonio Matute,,14USU00692,
857,857 Módulo Talpa de Allende,Módulo Talpa de Allende,,14USU00693,
858,858 Escuela Preparatoria Regional de Arandas,Escuela Preparatoria Regional de Arandas,,14USU00694,
859,859 Módulo Jesús María,Módulo Jesús María,,14USU00695,
860,860 Módulo San Ignacio Cerro Gordo,Módulo San Ignacio Cerro Gordo,,14USU00696,
861,861 Módulo Santa María del Valle,Módulo Santa María del Valle,,14USU00697,
862,862 Escuela Preparatoria Regional de Atotonilco,Escuela Preparatoria Regional de Atotonilco,,14USU00698,
863,863 Módulo Ayotlán,Módulo Ayotlán,,14USU00699,
864,864 Módulo La Ribera,Módulo La Ribera,,14USU00700,
865,865 Módulo San Francisco de Asís,Módulo San Francisco de Asís,,14USU00701,
866,866 Escuela Preparatoria Regional de Autlán de Navarro,Escuela Preparatoria Regional de Autlán de Navarro,,14USU00702,
867,867 Escuela Preparatoria Regional de Casimiro Castillo,Escuela Preparatoria Regional de Casimiro Castillo,,14USU00703,
868,868 Módulo Ayotitlán,Módulo Ayotitlán,,14USU00704,
869,869 Módulo Chacala,Módulo Chacala,,14USU00705,
870,870 Módulo Cuautitlán,Módulo Cuautitlán,,14USU00706,
871,871 Módulo Cuzalapa,Módulo Cuzalapa,,14USU00707,
872,872 Módulo Hermenegildo Galeana,Módulo Hermenegildo Galeana,,14USU00708,
873,873 Módulo La Huerta,Módulo La Huerta,,14USU00709,
874,874 Módulo Tecomates,Módulo Tecomates,,14USU00710,
875,875 Módulo Telcruz,Módulo Telcruz,,14USU00711,
876,876 Módulo Tequesquitlán,Módulo Tequesquitlán,,14USU00712,
877,877 Módulo Villa Purificación,Módulo Villa Purificación,,14USU00713,
878,878 Escuela Preparatoria Regional de Chapala,Escuela Preparatoria Regional de Chapala,,14USU00714,
879,879 Módulo Ixtlahuacán de los Membrillos,Módulo Ixtlahuacán de los Membrillos,,14USU00715,
880,880 Módulo Mezcala de la Asunción,Módulo Mezcala de la Asunción,,14USU00716,
881,881 Escuela Preparatoria Regional de Cihuatlán,Escuela Preparatoria Regional de Cihuatlán,,14USU00717,
882,882 Módulo Miguel Hidalgo,Módulo Miguel Hidalgo,,14USU00718,
883,883 Módulo San Patricio Melaque,Módulo San Patricio Melaque,,14USU00719,
884,884 Escuela Preparatoria Regional de Ciudad Guzmán,Escuela Preparatoria Regional de Ciudad Guzmán,,14USU00720,
885,885 Módulo Copala,Módulo Copala,,14USU00721,
886,886 Módulo Tolimán,Módulo Tolimán,,14USU00722,
887,887 Módulo Zapotitlán de Vadillo,Módulo Zapotitlán de Vadillo,,14USU00723,
888,888 Escuela Preparatoria Regional de Cocula,Escuela Preparatoria Regional de Cocula,,14USU00724,
889,889 Escuela Preparatoria Regional de Colotlán,Escuela Preparatoria Regional de Colotlán,,14USU00725,
890,890 Módulo Bolaños,Módulo Bolaños,,14USU00726,
891,891 Módulo Huejúcar,Módulo Huejúcar,,14USU00727,
892,892 Módulo San Martín de Bolaños,Módulo San Martín de Bolaños,,14USU00728,
893,893 Módulo Villa Guerrero,Módulo Villa Guerrero,,14USU00729,
894,894 Escuela Preparatoria Regional de Degollado,Escuela Preparatoria Regional de Degollado,,14USU00730,
895,895 Escuela Preparatoria Regional de El Grullo,Escuela Preparatoria Regional de El Grullo,,14USU00731,
896,896 Módulo El Chante,Módulo El Chante,,14USU00732,
897,897 Módulo El Limón,Módulo El Limón,,14USU00733,
898,898 Módulo Tonaya,Módulo Tonaya,,14USU00734,
899,899 Módulo Tuxcacuesco,Módulo Tuxcacuesco,,14USU00735,
900,900 Escuela Preparatoria Regional de El Salto,Escuela Preparatoria Regional de El Salto,,14USU00736,
901,901 Módulo Juanacatlán,Módulo Juanacatlán,,14USU00737,
902,902 Escuela Preparatoria Regional de Etzatlán,Escuela Preparatoria Regional de Etzatlán,,14USU00738,
903,903 Módulo Oconahua,Módulo Oconahua,,14USU00739,
904,904 Módulo San Marcos,Módulo San Marcos,,14USU00740,
905,905 Escuela Preparatoria Regional de Huejuquilla el Alto,Escuela Preparatoria Regional de Huejuquilla el Alto,,14USU00741,
906,906 Módulo Mezquitic,Módulo Mezquitic,,14USU00742,
907,907 Escuela Preparatoria Regional de Jalostotitlán,Escuela Preparatoria Regional de Jalostotitlán,,14USU00743,
908,908 Escuela Preparatoria Regional de Jamay,Escuela Preparatoria Regional de Jamay,,14USU00744,
909,909 Escuela Preparatoria Regional de Jocotepec,Escuela Preparatoria Regional de Jocotepec,,14USU00745,
910,910 Módulo Concepción de Buenos Aires,Módulo Concepción de Buenos Aires,,14USU00746,
911,911 Módulo La Manzanilla de la Paz,Módulo La Manzanilla de la Paz,,14USU00747,
912,912 Módulo Tizapán el Alto,Módulo Tizapán el Alto,,14USU00748,
913,913 Escuela Preparatoria Regional de La Barca,Escuela Preparatoria Regional de La Barca,,14USU00749,
914,914 Escuela Preparatoria Regional de Lagos de Moreno,Escuela Preparatoria Regional de Lagos de Moreno,,14USU00750,
915,915 Módulo Encarnación de Díaz,Módulo Encarnación de Díaz,,14USU00751,
916,916 Módulo Ojuelos,Módulo Ojuelos,,14USU00752,
917,917 Módulo San Diego de Alejandría,Módulo San Diego de Alejandría,,14USU00753,
918,918 Módulo Unión de San Antonio,Módulo Unión de San Antonio,,14USU00754,
919,919 Módulo Villa Hidalgo,Módulo Villa Hidalgo,,14USU00755,
920,920 Escuela Preparatoria Regional de Puerto Vallarta,Escuela Preparatoria Regional de Puerto Vallarta,,14USU00756,
921,921 Módulo El Tuito,Módulo El Tuito,,14USU00757,
922,922 Módulo Ixtapa,Módulo Ixtapa,,14USU00758,
923,923 Módulo José María Morelos,Módulo José María Morelos,,14USU00759,
924,924 Módulo Pino Suárez,Módulo Pino Suárez,,14USU00760,
925,925 Módulo Tomatlán,Módulo Tomatlán,,14USU00761,
926,926 Escuela Preparatoria Regional de San Juan de los Lagos,Escuela Preparatoria Regional de San Juan de los Lagos,,14USU00762,
927,927 Módulo Teocaltiche,Módulo Teocaltiche,,14USU00763,
928,928 Escuela Preparatoria Regional de San Martín Hidalgo,Escuela Preparatoria Regional de San Martín Hidalgo,,14USU00764,
929,929 Módulo Buenavista,Módulo Buenavista,,14USU00765,
930,930 Escuela Preparatoria Regional de San Miguel el Alto,Escuela Preparatoria Regional de San Miguel el Alto,,14USU00766,
931,931 Módulo San Julián,Módulo San Julián,,14USU00767,
932,932 Escuela Preparatoria Regional de Santa Anita,Escuela Preparatoria Regional de Santa Anita,,14USU00768,
933,933 Escuela Preparatoria Regional de Sayula,Escuela Preparatoria Regional de Sayula,,14USU00769,
934,934 Módulo Amacueca,Módulo Amacueca,,14USU00770,
935,935 Módulo San Gabriel,Módulo San Gabriel,,14USU00771,
936,936 Módulo Tapalpa,Módulo Tapalpa,,14USU00772,
937,937 Módulo Usmajac,Módulo Usmajac,,14USU00773,
938,938 Escuela Preparatoria Regional de Tala,Escuela Preparatoria Regional de Tala,,14USU00774,
939,939 Módulo San Isidro Mazatepec,Módulo San Isidro Mazatepec,,14USU00775,
940,940 Escuela Preparatoria Regional de Tamazula,Escuela Preparatoria Regional de Tamazula,,14USU00776,
941,941 Módulo Contla,Módulo Contla,,14USU00777,
942,942 Módulo Lázaro Cárdenas,Módulo Lázaro Cárdenas,,14USU00778,
943,943 Módulo Mazamitla,Módulo Mazamitla,,14USU00779,
944,944 Módulo Quitupan,Módulo Quitupan,,14USU00780,
945,945 Módulo Valle de Juárez,Módulo Valle de Juárez,,14USU00781,
946,946 Módulo Vista Hermosa,Módulo Vista Hermosa,,14USU00782,
947,947 Escuela Preparatoria Regional de Tecolotlán,Escuela Preparatoria Regional de Tecolotlán,,14USU00783,
948,948 Módulo Chiquilistlán,Módulo Chiquilistlán,,14USU00784,
949,949 Módulo Juchitlán,Módulo Juchitlán,,14USU00785,
950,950 Módulo Soyatlán del Oro,Módulo Soyatlán del Oro,,14USU00786,
951,951 Módulo Tenamaxtlán,Módulo Tenamaxtlán,,14USU00787,
952,952 Escuela Preparatoria Regional de Tepatitlán,Escuela Preparatoria Regional de Tepatitlán,,14USU00788,
953,953 Módulo Acatic,Módulo Acatic,,14USU00789,
954,954 Módulo Cañadas de Obregón,Módulo Cañadas de Obregón,,14USU00790,
955,955 Módulo Valle de Guadalupe,Módulo Valle de Guadalupe,,14USU00791,
956,956 Módulo Yahualica,Módulo Yahualica,,14USU00792,
957,957 Escuela Preparatoria Regional de Tequila,Escuela Preparatoria Regional de Tequila,,14USU00793,
958,958 Módulo Hostotipaquillo,Módulo Hostotipaquillo,,14USU00794,
959,959 Módulo La Venta de Mochitiltic,Módulo La Venta de Mochitiltic,,14USU00795,
960,960 Módulo Magdalena,Módulo Magdalena,,14USU00796,
961,961 Módulo San Andrés,Módulo San Andrés,,14USU00797,
962,962 Escuela Preparatoria Regional de Tlajomulco de Zúñiga,Escuela Preparatoria Regional de Tlajomulco de Zúñiga,,14USU00798,
963,963 Módulo Cajititlán,Módulo Cajititlán,,14USU00799,
964,964 Módulo San Agustín,Módulo San Agustín,,14USU00800,
965,965 Módulo El Zapote,Módulo El Zapote,,14USU00801,
966,966 Escuela Preparatoria Regional de Toluquilla,Escuela Preparatoria Regional de Toluquilla,,14USU00802,
967,967 Escuela Preparatoria Regional de Tuxpan,Escuela Preparatoria Regional de Tuxpan,,14USU00803,
968,968 Módulo Pihuamo,Módulo Pihuamo,,14USU00804,
969,969 Módulo Tecalitlán,Módulo Tecalitlán,,14USU00805,
970,970 Módulo Tonila,Módulo Tonila,,14USU00806,
971,971 Escuela Preparatoria Regional de Unión de Tula,Escuela Preparatoria Regional de Unión de Tula,,14USU00807,
972,972 Módulo Ayutla,Módulo Ayutla,,14USU00808,
973,973 Módulo Ejutla,Módulo Ejutla,,14USU00809,
974,974 Escuela Preparatoria Regional de Villa Corona,Escuela Preparatoria Regional de Villa Corona,,14USU00810,
975,975 Módulo Acatlán de Juárez,Módulo Acatlán de Juárez,,14USU00811,
976,976 Escuela Preparatoria Regional de Zacoalco de Torres,Escuela Preparatoria Regional de Zacoalco de Torres,,14USU00812,
977,977 Módulo Atemajac de Brizuela,Módulo Atemajac de Brizuela,,14USU00813,
978,978 Módulo Cítala,Módulo Cítala,,14USU00814,
979,979 Módulo Teocuitatlán de Corona,Módulo Teocuitatlán de Corona,,14USU00815,
980,980 Módulo Villa Atoyac,Módulo Villa Atoyac,,14USU00816,
981,981 Escuela Preparatoria Regional de Zapotiltic,Escuela Preparatoria Regional de Zapotiltic,,14USU00817,
982,982 Escuela Preparatoria Regional de Zapotlanejo,Escuela Preparatoria Regional de Zapotlanejo,,14USU00818,
983,983 Módulo Matatlán,Módulo Matatlán,,14USU00819,
984,984 Escuela Regional de Educación Media Superior de Ocotlán,Escuela Regional de Educación Media Superior de Ocotlán,,14USU00820,
985,985 Módulo Atequiza,Módulo Atequiza,,14USU00821,
986,986 Módulo Poncitlán,Módulo Poncitlán,,14USU00822,
987,987 Módulo Tototlán,Módulo Tototlán,,14USU00823,
988,988 Módulo Zapotlán del Rey,Módulo Zapotlán del Rey,,14USU00824,
989,989 Escuela Regional de Educación Media Superior Wixárika ,Escuela Regional de Educación Media Superior Wixárika ,,14USU00825,
990,990 Módulo Ocota de la Sierra,Módulo Ocota de la Sierra,,14USU00826,
991,991 Escuela Preparatoria de San José del Valle,Escuela Preparatoria de San José del Valle,,14USU00827,
992,"992 Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín","Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín",,14USU00828,
993,993 Centro Universitario de Ciencias de la Salud,Centro Universitario de Ciencias de la Salud,,14USU00829,
994,994 Centro Universitario del Sur,Centro Universitario del Sur,,14USU00830,
995,995 Sistema de Universidad Virtual,Sistema de Universidad Virtual,,14USU00831,
996,996 Centro Universitario de Ciencias Económico Administrativas,Centro Universitario de Ciencias Económico Administrativas,,14USU00832,
997,997 Centro Universitario de Ciencias Exactas e Ingenierías,Centro Universitario de Ciencias Exactas e Ingenierías,,14USU00833,
998,998 Centro Universitario de Ciencias Sociales y Humanidades sede Belenes,Centro Universitario de Ciencias Sociales y Humanidades sede Belenes,,14USU00834,
999,999 Centro Universitario de Ciencias Sociales y Humanidades sede La Normal,Centro Universitario de Ciencias Sociales y Humanidades sede La Normal,,14USU00835,
1000,1000 Centro Universitario de Ciencias de la Salud,Centro Universitario de Ciencias de la Salud,,14USU00836,
1001,"1001 Centro Universitario de Arte, Arquitectura y Diseño sede Huentitán","Centro Universitario de Arte, Arquitectura y Diseño sede Huentitán",,14USU00837,
1002,"1002 Centro Universitario de Arte, Arquitectura y Diseño sede Santa María de Gracia","Centro Universitario de Arte, Arquitectura y Diseño sede Santa María de Gracia",,14USU00838,
1003,"1003 Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín","Centro Universitario de Arte, Arquitectura y Diseño sede San Agustín",,14USU00839,
1004,1004 Centro Universitario de Ciencias Biológicas y Agropecuarias,Centro Universitario de Ciencias Biológicas y Agropecuarias,,14USU00840,
1005,1005 Centro Universitario de los Altos,Centro Universitario de los Altos,,14USU00841,
1006,1006 Centro Universitario de la Ciénega sede Ocotlán,Centro Universitario de la Ciénega sede Ocotlán,,14USU00842,
1007,1007 Centro Universitario de la Ciénega sede Atotonilco,Centro Universitario de la Ciénega sede Atotonilco,,14USU00843,
1008,1008 Centro Universitario de la Ciénega sede La Barca,Centro Universitario de la Ciénega sede La Barca,,14USU00844,
1009,1009 Centro Universitario del Sur,Centro Universitario del Sur,,14USU00845,
1010,1010 Centro Universitario de la Costa sede Puerto Vallarta,Centro Universitario de la Costa sede Puerto Vallarta,,14USU00846,
1011,1011 Centro Universitario de la Costa sede Tomatlán,Centro Universitario de la Costa sede Tomatlán,,14USU00847,
1012,1012 Centro Universitario de la Costa Sur sede Autlán,Centro Universitario de la Costa Sur sede Autlán,,14USU00848,
1013,1013 Centro Universitario de la Costa Sur sede San Patricio Melaque,Centro Universitario de la Costa Sur sede San Patricio Melaque,,14USU00849,
1014,1014 Centro Universitario de los Valles,Centro Universitario de los Valles,,14USU00850,
1015,1015 Centro Universitario del Norte,Centro Universitario del Norte,,14USU00851,
1016,1016 Centro Universitario de los Lagos sede Lagos de Moreno,Centro Universitario de los Lagos sede Lagos de Moreno,,14USU00852,
1017,1017 Centro Universitario de los Lagos sede San Juan de los Lagos,Centro Universitario de los Lagos sede San Juan de los Lagos,,14USU00853,
1018,1018 Centro Universitario de Tonalá,Centro Universitario de Tonalá,,14USU00854,
1019,1019 Centro Universitario de Tlajomulco,Centro Universitario de Tlajomulco,,14USU00855,
1020,1020 Sistema de Universidad Virtual,Sistema de Universidad Virtual,,14USU00856,
1021,1021 Escuela Preparatoria de Jalisco,Escuela Preparatoria de Jalisco,,14USU00857,
1022,1022 Escuela Preparatoria Núm. 2,Escuela Preparatoria Núm. 2,,14USU00858,
1023,1023 Escuela Preparatoria Núm. 3,Escuela Preparatoria Núm. 3,,14USU00859,
1024,1024 Escuela Preparatoria Núm. 4,Escuela Preparatoria Núm. 4,,14USU00860,
1025,1025 Escuela Preparatoria Núm. 5,Escuela Preparatoria Núm. 5,,14USU00861,
1026,1026 Escuela Preparatoria Núm. 6,Escuela Preparatoria Núm. 6,,14USU00862,
1027,1027 Escuela Preparatoria Núm. 7,Escuela Preparatoria Núm. 7,,14USU00863,
1028,1028 Escuela Preparatoria Núm. 8,Escuela Preparatoria Núm. 8,,14USU00864,
1029,1029 Módulo Cuquío,Módulo Cuquío,,14USU00865,
1030,1030 Módulo Ixtlahuacán del Río,Módulo Ixtlahuacán del Río,,14USU00866,
1031,1031 Escuela Preparatoria Núm. 9,Escuela Preparatoria Núm. 9,,14USU00867,
1032,1032 Escuela Preparatoria Núm. 10,Escuela Preparatoria Núm. 10,,14USU00868,
1033,1033 Escuela Preparatoria Núm. 11,Escuela Preparatoria Núm. 11,,14USU00869,
1034,1034 Escuela Preparatoria Núm. 12,Escuela Preparatoria Núm. 12,,14USU00870,
1035,1035 Módulo Tlaquepaque,Módulo Tlaquepaque,,14USU00871,
1036,1036 Escuela Preparatoria Núm. 13,Escuela Preparatoria Núm. 13,,14USU00872,
1037,1037 Escuela Preparatoria Núm. 14,Escuela Preparatoria Núm. 14,,14USU00873,
1038,1038 Módulo La Experiencia,Módulo La Experiencia,,14USU00874,
1039,1039 Escuela Preparatoria Núm. 15,Escuela Preparatoria Núm. 15,,14USU00875,
1040,1040 Escuela Preparatoria Núm. 16,Escuela Preparatoria Núm. 16,,14USU00876,
1041,1041 Escuela Preparatoria Núm. 17,Escuela Preparatoria Núm. 17,,14USU00877,
1042,1042 Escuela Preparatoria Núm. 18,Escuela Preparatoria Núm. 18,,14USU00878,
1043,1043 Escuela Preparatoria Núm. 19,Escuela Preparatoria Núm. 19,,14USU00879,
1044,1044 Escuela Preparatoria Núm. 20,Escuela Preparatoria Núm. 20,,14USU00880,
1045,1045 Escuela Preparatoria Núm. 21,Escuela Preparatoria Núm. 21,,14USU00881,
1046,1046 Escuela Preparatoria Núm. 22,Escuela Preparatoria Núm. 22,,14USU00882,
1047,1047 Escuela Vocacional,Escuela Vocacional,,14USU00883,
1048,1048 Escuela Politécnica de Guadalajara,Escuela Politécnica de Guadalajara,,14USU00884,
1049,1049 Escuela Politécnica Ing. Jorge Matute Remus,Escuela Politécnica Ing. Jorge Matute Remus,,14USU00885,
1050,1050 Escuela Preparatoria de Tonalá,Escuela Preparatoria de Tonalá,,14USU00886,
1051,1051 Escuela Preparatoria de Tonalá Norte,Escuela Preparatoria de Tonalá Norte,,14USU00887,
1052,1052 Escuela Preparatoria Regional de Ahualulco de Mercado,Escuela Preparatoria Regional de Ahualulco de Mercado,,14USU00888,
1053,1053 Módulo Teuchitlán,Módulo Teuchitlán,,14USU00889,
1054,1054 Escuela Preparatoria Regional de Amatitán,Escuela Preparatoria Regional de Amatitán,,14USU00890,
1055,1055 Módulo Arenal,Módulo Arenal,,14USU00891,
1056,1056 Módulo El Salvador,Módulo El Salvador,,14USU00892,
1057,1057 Escuela Preparatoria Regional de Ameca,Escuela Preparatoria Regional de Ameca,,14USU00893,
1058,1058 Módulo Atenguillo,Módulo Atenguillo,,14USU00894,
1059,1059 Módulo Mascota,Módulo Mascota,,14USU00895,
1060,1060 Módulo San Antonio Matute,Módulo San Antonio Matute,,14USU00896,
1061,1061 Módulo Talpa de Allende,Módulo Talpa de Allende,,14USU00897,
1062,1062 Escuela Preparatoria Regional de Arandas,Escuela Preparatoria Regional de Arandas,,14USU00898,
1063,1063 Módulo Jesús María,Módulo Jesús María,,14USU00899,
1064,1064 Módulo San Ignacio Cerro Gordo,Módulo San Ignacio Cerro Gordo,,14USU00900,
1065,1065 Módulo Santa María del Valle,Módulo Santa María del Valle,,14USU00901,
1066,1066 Escuela Preparatoria Regional de Atotonilco,Escuela Preparatoria Regional de Atotonilco,,14USU00902,
1067,1067 Módulo Ayotlán,Módulo Ayotlán,,14USU00903,
1068,1068 Módulo La Ribera,Módulo La Ribera,,14USU00904,
1069,1069 Módulo San Francisco de Asís,Módulo San Francisco de Asís,,14USU00905,
1070,1070 Escuela Preparatoria Regional de Autlán de Navarro,Escuela Preparatoria Regional de Autlán de Navarro,,14USU00906,
1071,1071 Escuela Preparatoria Regional de Casimiro Castillo,Escuela Preparatoria Regional de Casimiro Castillo,,14USU00907,
1072,1072 Módulo Ayotitlán,Módulo Ayotitlán,,14USU00908,
1073,1073 Módulo Chacala,Módulo Chacala,,14USU00909,
1074,1074 Módulo Cuautitlán,Módulo Cuautitlán,,14USU00910,
