name,row,ciclo,clave_plantel,cve_programa,modalidad,egresados_h,egresados_m,egresados_nb,egresados_t,e_discapacidad_h,e_discapacidad_m,e_discapacidad_nb,e_discapacidad_t,e_habla_indigena_h,e_habla_indigena_m,e_habla_indigena_nb,e_habla_indigena_t,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t
28 2020-2021 14MMS0620R BGC,28,2020-2021,14MMS0620R,BGC,Escolarizada,34,21,,55,,,,1,,,,0,,,,,,,,,,,,
29 2020-2021 14MMS0621Q BGC,29,2020-2021,14MMS0621Q,BGC,Escolarizada,90,144,,234,,,,6,,,,0,,,,,,,,,,,,
30 2020-2021 14MMS0621Q BGC,30,2020-2021,14MMS0621Q,BGC,Escolarizada,97,137,,234,,,,11,,,,0,,,,,,,,,,,,
31 2020-2021 14MMS0622P BGC,31,2020-2021,14MMS0622P,BGC,Escolarizada,29,42,,71,,,,2,,,,0,,,,,,,,,,,,
32 2020-2021 14MMS0622P BGC,32,2020-2021,14MMS0622P,BGC,Escolarizada,28,43,,71,,,,0,,,,0,,,,,,,,,,,,
33 2020-2021 14MMS0623O BGC,33,2020-2021,14MMS0623O,BGC,Escolarizada,231,284,,515,,,,17,,,,0,,,,,,,,,,,,
34 2020-2021 14MMS0623O BGC,34,2020-2021,14MMS0623O,BGC,Escolarizada,213,301,,514,,,,6,,,,0,,,,,,,,,,,,
35 2020-2021 14MMS0624N BGC,35,2020-2021,14MMS0624N,BGC,Escolarizada,35,48,,83,,,,0,,,,0,,,,,,,,,,,,
36 2020-2021 14MMS0624N BGC,36,2020-2021,14MMS0624N,BGC,Escolarizada,37,45,,82,,,,0,,,,0,,,,,,,,,,,,
37 2020-2021 14MMS0625M BGC,37,2020-2021,14MMS0625M,BGC,Escolarizada,49,42,,91,,,,5,,,,3,,,,,,,,,,,,
38 2020-2021 14MMS0625M BGC,38,2020-2021,14MMS0625M,BGC,Escolarizada,33,57,,90,,,,2,,,,1,,,,,,,,,,,,
39 2020-2021 14MMS0626L BGC,39,2020-2021,14MMS0626L,BGC,Escolarizada,98,178,,276,,,,10,,,,0,,,,,,,,,,,,
40 2020-2021 14MMS0626L BGC,40,2020-2021,14MMS0626L,BGC,Escolarizada,113,163,,276,,,,8,,,,1,,,,,,,,,,,,
41 2020-2021 14MMS0627K BGC,41,2020-2021,14MMS0627K,BGC,Escolarizada,37,39,,76,,,,2,,,,0,,,,,,,,,,,,
42 2020-2021 14MMS0627K BGC,42,2020-2021,14MMS0627K,BGC,Escolarizada,41,35,,76,,,,1,,,,0,,,,,,,,,,,,
43 2020-2021 14MMS0628J BGC,43,2020-2021,14MMS0628J,BGC,Escolarizada,95,154,,249,,,,10,,,,0,,,,,,,,,,,,
44 2020-2021 14MMS0628J BGC,44,2020-2021,14MMS0628J,BGC,Escolarizada,97,152,,249,,,,10,,,,0,,,,,,,,,,,,
45 2020-2021 14MMS0629I BGC,45,2020-2021,14MMS0629I,BGC,Escolarizada,92,142,,234,,,,7,,,,0,,,,,,,,,,,,
46 2020-2021 14MMS0629I BGC,46,2020-2021,14MMS0629I,BGC,Escolarizada,113,121,,234,,,,2,,,,0,,,,,,,,,,,,
47 2020-2021 14MMS0630Y BGC,47,2020-2021,14MMS0630Y,BGC,Escolarizada,132,173,,305,,,,3,,,,0,,,,,,,,,,,,
48 2020-2021 14MMS0630Y BGC,48,2020-2021,14MMS0630Y,BGC,Escolarizada,126,179,,305,,,,6,,,,1,,,,,,,,,,,,
49 2020-2021 14MMS0631X BGC,49,2020-2021,14MMS0631X,BGC,Escolarizada,197,286,,483,,,,6,,,,1,,,,,,,,,,,,
50 2020-2021 14MMS0631X BGC,50,2020-2021,14MMS0631X,BGC,Escolarizada,223,260,,483,,,,10,,,,0,,,,,,,,,,,,
51 2020-2021 14MMS0632W BGC,51,2020-2021,14MMS0632W,BGC,Escolarizada,165,185,,350,,,,14,,,,0,,,,,,,,,,,,
52 2020-2021 14MMS0632W BGC,52,2020-2021,14MMS0632W,BGC,Escolarizada,149,200,,349,,,,8,,,,1,,,,,,,,,,,,
53 2020-2021 14MMS0633V BGC,53,2020-2021,14MMS0633V,BGC,Escolarizada,29,39,,68,,,,3,,,,0,,,,,,,,,,,,
54 2020-2021 14MMS0633V BGC,54,2020-2021,14MMS0633V,BGC,Escolarizada,18,49,,67,,,,2,,,,0,,,,,,,,,,,,
55 2020-2021 14MMS0634U BGC,55,2020-2021,14MMS0634U,BGC,Escolarizada,106,190,,296,,,,11,,,,0,,,,,,,,,,,,
56 2020-2021 14MMS0634U BGC,56,2020-2021,14MMS0634U,BGC,Escolarizada,132,164,,296,,,,17,,,,1,,,,,,,,,,,,
57 2020-2021 14MMS0635T BGC,57,2020-2021,14MMS0635T,BGC,Escolarizada,106,124,,230,,,,5,,,,0,,,,,,,,,,,,
58 2020-2021 14MMS0635T BGC,58,2020-2021,14MMS0635T,BGC,Escolarizada,97,133,,230,,,,8,,,,0,,,,,,,,,,,,
59 2020-2021 14MMS0636S BGC,59,2020-2021,14MMS0636S,BGC,Escolarizada,148,181,,329,,,,7,,,,0,,,,,,,,,,,,
60 2020-2021 14MMS0636S BGC,60,2020-2021,14MMS0636S,BGC,Escolarizada,141,188,,329,,,,6,,,,0,,,,,,,,,,,,
61 2020-2021 14MMS0637R BGC,61,2020-2021,14MMS0637R,BGC,Escolarizada,49,58,,107,,,,1,,,,0,,,,,,,,,,,,
62 2020-2021 14MMS0637R BGC,62,2020-2021,14MMS0637R,BGC,Escolarizada,37,70,,107,,,,1,,,,0,,,,,,,,,,,,
63 2020-2021 14MMS0638Q BGC,63,2020-2021,14MMS0638Q,BGC,Escolarizada,47,68,,115,,,,4,,,,0,,,,,,,,,,,,
64 2020-2021 14MMS0638Q BGC,64,2020-2021,14MMS0638Q,BGC,Escolarizada,41,73,,114,,,,2,,,,0,,,,,,,,,,,,
65 2020-2021 14MMS0608W BGC,65,2020-2021,14MMS0608W,BGC,Escolarizada,1,0,,1,,,,0,,,,0,,,,,,,,,,,,
66 2020-2021 14MMS0607X BGC,66,2020-2021,14MMS0607X,BGC,Escolarizada,16,35,,51,,,,1,,,,0,,,,,,,,,,,,
67 2020-2021 14MMS0645Z BGC,67,2020-2021,14MMS0645Z,BGC,Escolarizada,32,28,,60,,,,0,,,,1,,,,,,,,,,,,
68 2020-2021 14MMS0649W BGC,68,2020-2021,14MMS0649W,BGC,Escolarizada,47,47,,94,,,,1,,,,0,,,,,,,,,,,,
69 2020-2021 14MMS0650L BGC,69,2020-2021,14MMS0650L,BGC,Escolarizada,61,51,,112,,,,0,,,,0,,,,,,,,,,,,
70 2020-2021 14MMS0609V BGC,70,2020-2021,14MMS0609V,BGC,Escolarizada,47,49,,96,,,,0,,,,0,,,,,,,,,,,,
71 2020-2021 14MMS0610K BGC,71,2020-2021,14MMS0610K,BGC,Escolarizada,24,31,,55,,,,2,,,,0,,,,,,,,,,,,
72 2020-2021 14MMS0647Y BGC,72,2020-2021,14MMS0647Y,BGC,Escolarizada,6,14,,20,,,,0,,,,0,,,,,,,,,,,,
73 2020-2021 14MMS0643B BGC,73,2020-2021,14MMS0643B,BGC,Escolarizada,8,6,,14,,,,0,,,,0,,,,,,,,,,,,
74 2020-2021 14MMS0619B BGC,74,2020-2021,14MMS0619B,BGC,Escolarizada,8,12,,20,,,,0,,,,0,,,,,,,,,,,,
75 2020-2021 14MMS0618C BGC,75,2020-2021,14MMS0618C,BGC,Escolarizada,4,3,,7,,,,0,,,,0,,,,,,,,,,,,
76 2020-2021 14MMS0651K BGC,76,2020-2021,14MMS0651K,BGC,Escolarizada,9,7,,16,,,,0,,,,0,,,,,,,,,,,,
77 2020-2021 14MMS0625M BGC,77,2020-2021,14MMS0625M,BGC,Escolarizada,1,10,,11,,,,0,,,,0,,,,,,,,,,,,
78 2020-2021 14MMS0654H BGC,78,2020-2021,14MMS0654H,BGC,Escolarizada,22,32,,54,,,,0,,,,0,,,,,,,,,,,,
79 2020-2021 14MMS0627K BGC,79,2020-2021,14MMS0627K,BGC,Escolarizada,6,13,,19,,,,1,,,,0,,,,,,,,,,,,
80 2020-2021 14MMS0657E BGC,80,2020-2021,14MMS0657E,BGC,Escolarizada,71,75,,146,,,,1,,,,0,,,,,,,,,,,,
81 2020-2021 14MMS0640E BGC,81,2020-2021,14MMS0640E,BGC,Escolarizada,47,72,,119,,,,0,,,,0,,,,,,,,,,,,
82 2020-2021 14MMS0640E BGC,82,2020-2021,14MMS0640E,BGC,Escolarizada,45,74,,119,,,,1,,,,0,,,,,,,,,,,,
83 2020-2021 14MMS0641D BGC,83,2020-2021,14MMS0641D,BGC,Escolarizada,20,29,,49,,,,3,,,,0,,,,,,,,,,,,
84 2020-2021 14MMS0641D BGC,84,2020-2021,14MMS0641D,BGC,Escolarizada,19,30,,49,,,,1,,,,0,,,,,,,,,,,,
85 2020-2021 14MMS0642C BGC,85,2020-2021,14MMS0642C,BGC,Escolarizada,44,44,,88,,,,2,,,,0,,,,,,,,,,,,
86 2020-2021 14MMS0642C BGC,86,2020-2021,14MMS0642C,BGC,Escolarizada,34,54,,88,,,,4,,,,0,,,,,,,,,,,,
87 2020-2021 14MMS0643B BGC,87,2020-2021,14MMS0643B,BGC,Escolarizada,61,82,,143,,,,5,,,,0,,,,,,,,,,,,
88 2020-2021 14MMS0643B BGC,88,2020-2021,14MMS0643B,BGC,Escolarizada,63,80,,143,,,,1,,,,0,,,,,,,,,,,,
89 2020-2021 14MMS0644A BGC,89,2020-2021,14MMS0644A,BGC,Escolarizada,53,64,,117,,,,1,,,,0,,,,,,,,,,,,
90 2020-2021 14MMS0644A BGC,90,2020-2021,14MMS0644A,BGC,Escolarizada,46,71,,117,,,,2,,,,0,,,,,,,,,,,,
91 2020-2021 14MMS0645Z BGC,91,2020-2021,14MMS0645Z,BGC,Escolarizada,173,238,,411,,,,7,,,,0,,,,,,,,,,,,
92 2020-2021 14MMS0645Z BGC,92,2020-2021,14MMS0645Z,BGC,Escolarizada,159,251,,410,,,,8,,,,0,,,,,,,,,,,,
93 2020-2021 14MMS0646Z BGC,93,2020-2021,14MMS0646Z,BGC,Escolarizada,268,317,,585,,,,14,,,,0,,,,,,,,,,,,
94 2020-2021 14MMS0646Z BGC,94,2020-2021,14MMS0646Z,BGC,Escolarizada,252,333,,585,,,,4,,,,0,,,,,,,,,,,,
95 2020-2021 14MMS0647Y BGC,95,2020-2021,14MMS0647Y,BGC,Escolarizada,161,282,,443,,,,7,,,,0,,,,,,,,,,,,
96 2020-2021 14MMS0647Y BGC,96,2020-2021,14MMS0647Y,BGC,Escolarizada,195,247,,442,,,,11,,,,2,,,,,,,,,,,,
97 2020-2021 14MMS0648X BGC,97,2020-2021,14MMS0648X,BGC,Escolarizada,195,257,,452,,,,6,,,,0,,,,,,,,,,,,
98 2020-2021 14MMS0648X BGC,98,2020-2021,14MMS0648X,BGC,Escolarizada,178,273,,451,,,,10,,,,1,,,,,,,,,,,,
99 2020-2021 14MMS0649W BGC,99,2020-2021,14MMS0649W,BGC,Escolarizada,278,383,,661,,,,13,,,,1,,,,,,,,,,,,
100 2020-2021 14MMS0649W BGC,100,2020-2021,14MMS0649W,BGC,Escolarizada,274,386,,660,,,,12,,,,0,,,,,,,,,,,,
101 2020-2021 14MMS0650L BGC,101,2020-2021,14MMS0650L,BGC,Escolarizada,196,267,,463,,,,11,,,,0,,,,,,,,,,,,
102 2020-2021 14MMS0650L BGC,102,2020-2021,14MMS0650L,BGC,Escolarizada,202,260,,462,,,,10,,,,1,,,,,,,,,,,,
103 2020-2021 14MMS0651K BGC,103,2020-2021,14MMS0651K,BGC,Escolarizada,62,96,,158,,,,1,,,,0,,,,,,,,,,,,
104 2020-2021 14MMS0651K BGC,104,2020-2021,14MMS0651K,BGC,Escolarizada,70,87,,157,,,,1,,,,0,,,,,,,,,,,,
105 2020-2021 14MMS0652J BGC,105,2020-2021,14MMS0652J,BGC,Escolarizada,35,57,,92,,,,1,,,,0,,,,,,,,,,,,
106 2020-2021 14MMS0652J BGC,106,2020-2021,14MMS0652J,BGC,Escolarizada,41,51,,92,,,,1,,,,0,,,,,,,,,,,,
107 2020-2021 14MMS0653I BGC,107,2020-2021,14MMS0653I,BGC,Escolarizada,76,94,,170,,,,6,,,,0,,,,,,,,,,,,
108 2020-2021 14MMS0653I BGC,108,2020-2021,14MMS0653I,BGC,Escolarizada,73,97,,170,,,,2,,,,0,,,,,,,,,,,,
109 2020-2021 14MMS0654H BGC,109,2020-2021,14MMS0654H,BGC,Escolarizada,87,154,,241,,,,3,,,,1,,,,,,,,,,,,
110 2020-2021 14MMS0654H BGC,110,2020-2021,14MMS0654H,BGC,Escolarizada,89,152,,241,,,,5,,,,0,,,,,,,,,,,,
111 2020-2021 14MMS0655G BGC,111,2020-2021,14MMS0655G,BGC,Escolarizada,67,103,,170,,,,1,,,,0,,,,,,,,,,,,
112 2020-2021 14MMS0655G BGC,112,2020-2021,14MMS0655G,BGC,Escolarizada,57,113,,170,,,,3,,,,1,,,,,,,,,,,,
113 2020-2021 14MMS0656F BGC,113,2020-2021,14MMS0656F,BGC,Escolarizada,23,36,,59,,,,1,,,,0,,,,,,,,,,,,
114 2020-2021 14MMS0656F BGC,114,2020-2021,14MMS0656F,BGC,Escolarizada,35,24,,59,,,,2,,,,0,,,,,,,,,,,,
115 2020-2021 14MMS0657E BGC,115,2020-2021,14MMS0657E,BGC,Escolarizada,124,216,,340,,,,12,,,,0,,,,,,,,,,,,
116 2020-2021 14MMS0657E BGC,116,2020-2021,14MMS0657E,BGC,Escolarizada,151,188,,339,,,,7,,,,1,,,,,,,,,,,,
117 2020-2021 14MMS0658D BGC,117,2020-2021,14MMS0658D,BGC,Escolarizada,88,105,,193,,,,4,,,,1,,,,,,,,,,,,
118 2020-2021 14MMS0658D BGC,118,2020-2021,14MMS0658D,BGC,Escolarizada,96,97,,193,,,,3,,,,0,,,,,,,,,,,,
119 2020-2021 14MMS0659C BGC,119,2020-2021,14MMS0659C,BGC,Escolarizada,58,61,,119,,,,2,,,,0,,,,,,,,,,,,
120 2020-2021 14MMS0659C BGC,120,2020-2021,14MMS0659C,BGC,Escolarizada,55,64,,119,,,,4,,,,0,,,,,,,,,,,,
121 2020-2021 14MMS0660S BGC,121,2020-2021,14MMS0660S,BGC,Escolarizada,31,59,,90,,,,4,,,,0,,,,,,,,,,,,
122 2020-2021 14MMS0660S BGC,122,2020-2021,14MMS0660S,BGC,Escolarizada,45,44,,89,,,,3,,,,0,,,,,,,,,,,,
123 2020-2021 14MMS0661R BGC,123,2020-2021,14MMS0661R,BGC,Escolarizada,29,25,,54,,,,7,,,,0,,,,,,,,,,,,
124 2020-2021 14MMS0662Q BGC,124,2020-2021,14MMS0662Q,BGC,Escolarizada,32,31,,63,,,,2,,,,0,,,,,,,,,,,,
125 2020-2021 14MMS0663P BGC,125,2020-2021,14MMS0663P,BGC,Escolarizada,13,14,,27,,,,1,,,,0,,,,,,,,,,,,
126 2020-2021 14MMS0663P BGC,126,2020-2021,14MMS0663P,BGC,Escolarizada,13,14,,27,,,,1,,,,0,,,,,,,,,,,,
127 2020-2021 14MMS0664O BGC,127,2020-2021,14MMS0664O,BGC,Escolarizada,19,13,,32,,,,0,,,,0,,,,,,,,,,,,
128 2020-2021 14MMS0665N BGC,128,2020-2021,14MMS0665N,BGC,Escolarizada,19,21,,40,,,,0,,,,0,,,,,,,,,,,,
129 2020-2021 14MMS0665N BGC,129,2020-2021,14MMS0665N,BGC,Escolarizada,18,21,,39,,,,0,,,,0,,,,,,,,,,,,
130 2020-2021 14MMS0666M BGC,130,2020-2021,14MMS0666M,BGC,Escolarizada,16,26,,42,,,,6,,,,0,,,,,,,,,,,,
131 2020-2021 14MMS0666M BGC,131,2020-2021,14MMS0666M,BGC,Escolarizada,11,31,,42,,,,4,,,,0,,,,,,,,,,,,
132 2020-2021 14MMS0667L BGC,132,2020-2021,14MMS0667L,BGC,Escolarizada,14,25,,39,,,,0,,,,0,,,,,,,,,,,,
133 2020-2021 14MMS0667L BGC,133,2020-2021,14MMS0667L,BGC,Escolarizada,14,25,,39,,,,0,,,,0,,,,,,,,,,,,
134 2020-2021 14MMS0668K BGC,134,2020-2021,14MMS0668K,BGC,Escolarizada,45,44,,89,,,,0,,,,0,,,,,,,,,,,,
135 2020-2021 14MMS0668K BGC,135,2020-2021,14MMS0668K,BGC,Escolarizada,44,45,,89,,,,4,,,,0,,,,,,,,,,,,
136 2020-2021 14MMS0669J BGC,136,2020-2021,14MMS0669J,BGC,Escolarizada,14,25,,39,,,,0,,,,0,,,,,,,,,,,,
137 2020-2021 14MMS0669J BGC,137,2020-2021,14MMS0669J,BGC,Escolarizada,19,19,,38,,,,3,,,,0,,,,,,,,,,,,
138 2020-2021 14MMS0670Z BGC,138,2020-2021,14MMS0670Z,BGC,Escolarizada,31,33,,64,,,,0,,,,0,,,,,,,,,,,,
139 2020-2021 14MMS0671Y BGC,139,2020-2021,14MMS0671Y,BGC,Escolarizada,11,21,,32,,,,0,,,,0,,,,,,,,,,,,
140 2020-2021 14MMS0671Y BGC,140,2020-2021,14MMS0671Y,BGC,Escolarizada,14,18,,32,,,,1,,,,0,,,,,,,,,,,,
141 2020-2021 14MMS0672X BGC,141,2020-2021,14MMS0672X,BGC,Escolarizada,6,13,,19,,,,0,,,,0,,,,,,,,,,,,
142 2020-2021 14MMS0673W BGC,142,2020-2021,14MMS0673W,BGC,Escolarizada,11,16,,27,,,,0,,,,0,,,,,,,,,,,,
143 2020-2021 14MMS0673W BGC,143,2020-2021,14MMS0673W,BGC,Escolarizada,13,14,,27,,,,1,,,,0,,,,,,,,,,,,
144 2020-2021 14MMS0674V BGC,144,2020-2021,14MMS0674V,BGC,Escolarizada,26,26,,52,,,,1,,,,1,,,,,,,,,,,,
145 2020-2021 14MMS0675U BGC,145,2020-2021,14MMS0675U,BGC,Escolarizada,17,24,,41,,,,0,,,,0,,,,,,,,,,,,
146 2020-2021 14MMS0676T BGC,146,2020-2021,14MMS0676T,BGC,Escolarizada,10,13,,23,,,,0,,,,0,,,,,,,,,,,,
147 2020-2021 14MMS0676T BGC,147,2020-2021,14MMS0676T,BGC,Escolarizada,10,12,,22,,,,0,,,,0,,,,,,,,,,,,
148 2020-2021 14MMS0677S BGC,148,2020-2021,14MMS0677S,BGC,Escolarizada,18,16,,34,,,,2,,,,0,,,,,,,,,,,,
149 2020-2021 14MMS0677S BGC,149,2020-2021,14MMS0677S,BGC,Escolarizada,14,19,,33,,,,1,,,,0,,,,,,,,,,,,
150 2020-2021 14MMS0678R BGC,150,2020-2021,14MMS0678R,BGC,Escolarizada,20,45,,65,,,,0,,,,0,,,,,,,,,,,,
151 2020-2021 14MMS0679Q BGC,151,2020-2021,14MMS0679Q,BGC,Escolarizada,40,36,,76,,,,6,,,,0,,,,,,,,,,,,
152 2020-2021 14MMS0680F BGC,152,2020-2021,14MMS0680F,BGC,Escolarizada,31,35,,66,,,,2,,,,0,,,,,,,,,,,,
153 2020-2021 14MMS0681E BGC,153,2020-2021,14MMS0681E,BGC,Escolarizada,31,29,,60,,,,2,,,,0,,,,,,,,,,,,
154 2020-2021 14MMS0682D BGC,154,2020-2021,14MMS0682D,BGC,Escolarizada,21,18,,39,,,,1,,,,0,,,,,,,,,,,,
155 2020-2021 14MMS0682D BGC,155,2020-2021,14MMS0682D,BGC,Escolarizada,12,26,,38,,,,0,,,,0,,,,,,,,,,,,
156 2020-2021 14MMS0683C BGC,156,2020-2021,14MMS0683C,BGC,Escolarizada,24,14,,38,,,,4,,,,1,,,,,,,,,,,,
157 2020-2021 14MMS0683C BGC,157,2020-2021,14MMS0683C,BGC,Escolarizada,16,21,,37,,,,3,,,,0,,,,,,,,,,,,
158 2020-2021 14MMS0684B BGC,158,2020-2021,14MMS0684B,BGC,Escolarizada,10,10,,20,,,,2,,,,0,,,,,,,,,,,,
159 2020-2021 14MMS0684B BGC,159,2020-2021,14MMS0684B,BGC,Escolarizada,8,11,,19,,,,0,,,,0,,,,,,,,,,,,
160 2020-2021 14MMS0685A BGC,160,2020-2021,14MMS0685A,BGC,Escolarizada,11,26,,37,,,,1,,,,0,,,,,,,,,,,,
161 2020-2021 14MMS0685A BGC,161,2020-2021,14MMS0685A,BGC,Escolarizada,15,22,,37,,,,0,,,,0,,,,,,,,,,,,
162 2020-2021 14MMS0686Z BGC,162,2020-2021,14MMS0686Z,BGC,Escolarizada,21,11,,32,,,,0,,,,15,,,,,,,,,,,,
163 2020-2021 14MMS0686Z BGC,163,2020-2021,14MMS0686Z,BGC,Escolarizada,14,18,,32,,,,2,,,,6,,,,,,,,,,,,
164 2020-2021 14MMS0687Z BGC,164,2020-2021,14MMS0687Z,BGC,Escolarizada,8,15,,23,,,,0,,,,3,,,,,,,,,,,,
165 2020-2021 14MMS0688Y BGC,165,2020-2021,14MMS0688Y,BGC,Escolarizada,26,22,,48,,,,0,,,,7,,,,,,,,,,,,
166 2020-2021 14MMS0689X BGC,166,2020-2021,14MMS0689X,BGC,Escolarizada,12,17,,29,,,,0,,,,0,,,,,,,,,,,,
167 2020-2021 14MMS0690M BGC,167,2020-2021,14MMS0690M,BGC,Escolarizada,8,10,,18,,,,0,,,,0,,,,,,,,,,,,
168 2020-2021 14MMS0691L BGC,168,2020-2021,14MMS0691L,BGC,Escolarizada,21,31,,52,,,,1,,,,0,,,,,,,,,,,,
169 2020-2021 14MMS0692K BGC,169,2020-2021,14MMS0692K,BGC,Escolarizada,34,28,,62,,,,0,,,,0,,,,,,,,,,,,
170 2020-2021 14MMS0693J BGC,170,2020-2021,14MMS0693J,BGC,Escolarizada,37,50,,87,,,,0,,,,0,,,,,,,,,,,,
171 2020-2021 14MMS0693J BGC,171,2020-2021,14MMS0693J,BGC,Escolarizada,45,42,,87,,,,2,,,,0,,,,,,,,,,,,
172 2020-2021 14MMS0694I BGC,172,2020-2021,14MMS0694I,BGC,Escolarizada,12,18,,30,,,,2,,,,0,,,,,,,,,,,,
173 2020-2021 14MMS0694I BGC,173,2020-2021,14MMS0694I,BGC,Escolarizada,14,15,,29,,,,0,,,,0,,,,,,,,,,,,
174 2020-2021 14MMS0695H BGC,174,2020-2021,14MMS0695H,BGC,Escolarizada,37,28,,65,,,,1,,,,0,,,,,,,,,,,,
175 2020-2021 14MMS0695H BGC,175,2020-2021,14MMS0695H,BGC,Escolarizada,28,37,,65,,,,3,,,,0,,,,,,,,,,,,
176 2020-2021 14MMS0696G BGC,176,2020-2021,14MMS0696G,BGC,Escolarizada,24,45,,69,,,,0,,,,0,,,,,,,,,,,,
177 2020-2021 14MMS0696G BGC,177,2020-2021,14MMS0696G,BGC,Escolarizada,28,41,,69,,,,0,,,,0,,,,,,,,,,,,
178 2020-2021 14MMS0697F BGC,178,2020-2021,14MMS0697F,BGC,Escolarizada,8,9,,17,,,,1,,,,0,,,,,,,,,,,,
179 2020-2021 14MMS0697F BGC,179,2020-2021,14MMS0697F,BGC,Escolarizada,3,14,,17,,,,0,,,,0,,,,,,,,,,,,
