name,row,ciclo,clave_plantel,cve_programa,modalidad,egresados_h,egresados_m,egresados_nb,egresados_t,e_discapacidad_h,e_discapacidad_m,e_discapacidad_nb,e_discapacidad_t,e_habla_indigena_h,e_habla_indigena_m,e_habla_indigena_nb,e_habla_indigena_t,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t
358 2020-2021 14MMS0799C 2062200007,358,2020-2021,14MMS0799C,2062200007,Escolarizada,71,40,,111,,,,2,,,,0,2,3,,5,,,,0,,,,0
359 2020-2021 14MMS0799C 2071100002,359,2020-2021,14MMS0799C,2071100002,Escolarizada,76,2,,78,,,,1,,,,0,2,0,,2,,,,0,,,,0
360 2020-2021 14MMS0799C 2071200002,360,2020-2021,14MMS0799C,2071200002,Escolarizada,40,8,,48,,,,1,,,,0,1,0,,1,,,,0,,,,0
361 2020-2021 14MMS0799C 2071200011,361,2020-2021,14MMS0799C,2071200011,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
362 2020-2021 14MMS0799C 2072000001,362,2020-2021,14MMS0799C,2072000001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
363 2020-2021 14MMS0799C 2051200001,363,2020-2021,14MMS0799C,2051200001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
364 2020-2021 14MMS0799C 2062100003,364,2020-2021,14MMS0799C,2062100003,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
365 2020-2021 14MMS0799C 2062200007,365,2020-2021,14MMS0799C,2062200007,Escolarizada,73,37,,110,,,,4,,,,0,4,1,,5,,,,0,,,,0
366 2020-2021 14MMS0799C 2071100002,366,2020-2021,14MMS0799C,2071100002,Escolarizada,66,11,,77,,,,0,,,,0,1,0,,1,,,,0,,,,0
367 2020-2021 14MMS0799C 2071200002,367,2020-2021,14MMS0799C,2071200002,Escolarizada,37,10,,47,,,,2,,,,0,0,0,,0,,,,0,,,,0
368 2020-2021 14MMS0799C 2071200011,368,2020-2021,14MMS0799C,2071200011,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
369 2020-2021 14MMS0799C 2072000001,369,2020-2021,14MMS0799C,2072000001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
370 2020-2021 14MMS0650L 3095300007,370,2020-2021,14MMS0650L,3095300007,Escolarizada,24,49,,73,,,,2,,,,0,7,15,,22,,,,0,,,,0
371 2020-2021 14MMS0650L 3093100005,371,2020-2021,14MMS0650L,3093100005,Escolarizada,25,40,,65,,,,1,,,,0,0,2,,2,,,,0,,,,0
372 2020-2021 14MMS0650L 3095300007,372,2020-2021,14MMS0650L,3095300007,Escolarizada,22,51,,73,,,,0,,,,0,7,14,,21,,,,1,,,,0
373 2020-2021 14MMS0650L 3093100005,373,2020-2021,14MMS0650L,3093100005,Escolarizada,21,44,,65,,,,1,,,,0,0,2,,2,,,,0,,,,0
374 2020-2021 14MMS0645Z 3021700001,374,2020-2021,14MMS0645Z,3021700001,Escolarizada,21,17,,38,,,,0,,,,0,0,1,,1,,,,0,,,,0
375 2020-2021 14MMS0645Z 3042100001,375,2020-2021,14MMS0645Z,3042100001,Escolarizada,34,41,,75,,,,5,,,,0,3,1,,4,,,,0,,,,0
376 2020-2021 14MMS0645Z 3021700001,376,2020-2021,14MMS0645Z,3021700001,Escolarizada,16,21,,37,,,,0,,,,0,0,0,,0,,,,0,,,,0
377 2020-2021 14MMS0645Z 3042100001,377,2020-2021,14MMS0645Z,3042100001,Escolarizada,38,36,,74,,,,0,,,,0,3,1,,4,,,,0,,,,0
378 2020-2021 14MMS0660S 3042000001,378,2020-2021,14MMS0660S,3042000001,Escolarizada,18,11,,29,,,,0,,,,0,0,1,,1,,,,0,,,,0
379 2020-2021 14MMS0660S 3101600003,379,2020-2021,14MMS0660S,3101600003,Escolarizada,7,11,,18,,,,0,,,,0,1,0,,1,,,,0,,,,0
380 2020-2021 14MMS0660S 3042000001,380,2020-2021,14MMS0660S,3042000001,Escolarizada,9,19,,28,,,,1,,,,0,0,0,,0,,,,0,,,,0
381 2020-2021 14MMS0660S 3101600003,381,2020-2021,14MMS0660S,3101600003,Escolarizada,9,8,,17,,,,0,,,,0,0,0,,0,,,,0,,,,0
382 2020-2021 14MMS0614G 3101600003,382,2020-2021,14MMS0614G,3101600003,Escolarizada,35,82,,117,,,,2,,,,0,0,2,,2,,,,0,,,,0
383 2020-2021 14MMS0614G 3101600003,383,2020-2021,14MMS0614G,3101600003,Escolarizada,27,89,,116,,,,2,,,,0,1,1,,2,,,,0,,,,0
384 2020-2021 14MMS0651K 3101600003,384,2020-2021,14MMS0651K,3101600003,Escolarizada,17,21,,38,,,,0,,,,1,0,0,,0,,,,0,,,,0
385 2020-2021 14MMS0651K 3101600003,385,2020-2021,14MMS0651K,3101600003,Escolarizada,14,23,,37,,,,1,,,,0,0,0,,0,,,,0,,,,0
386 2020-2021 14MMS0717C 3042000001,386,2020-2021,14MMS0717C,3042000001,Escolarizada,12,27,,39,,,,1,,,,0,0,0,,0,,,,0,,,,0
387 2020-2021 14MMS0717C 3101600003,387,2020-2021,14MMS0717C,3101600003,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
388 2020-2021 14MMS0718B 3042000001,388,2020-2021,14MMS0718B,3042000001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
389 2020-2021 14MMS0718B 3101600003,389,2020-2021,14MMS0718B,3101600003,Escolarizada,9,12,,21,,,,0,,,,0,0,0,,0,,,,0,,,,0
390 2020-2021 14MMS0718B 3042000001,390,2020-2021,14MMS0718B,3042000001,Escolarizada,9,12,,21,,,,0,,,,0,1,0,,1,,,,0,,,,0
391 2020-2021 14MMS0752I 3061300004,391,2020-2021,14MMS0752I,3061300004,Escolarizada,35,36,,71,,,,3,,,,0,0,0,,0,,,,0,,,,0
392 2020-2021 14MMS0752I 3073200001,392,2020-2021,14MMS0752I,3073200001,Escolarizada,36,35,,71,,,,0,,,,0,0,0,,0,,,,0,,,,0
393 2020-2021 14MMS0752I 3061300004,393,2020-2021,14MMS0752I,3061300004,Escolarizada,42,28,,70,,,,2,,,,0,0,0,,0,,,,0,,,,0
394 2020-2021 14MMS0752I 3073200001,394,2020-2021,14MMS0752I,3073200001,Escolarizada,29,41,,70,,,,1,,,,0,0,0,,0,,,,0,,,,0
395 2020-2021 14MMS0748W 3081100003,395,2020-2021,14MMS0748W,3081100003,Escolarizada,8,5,,13,,,,0,,,,0,0,1,,1,,,,0,,,,0
396 2020-2021 14MMS0748W 3081100003,396,2020-2021,14MMS0748W,3081100003,Escolarizada,4,8,,12,,,,0,,,,0,0,0,,0,,,,0,,,,0
397 2020-2021 14MMS0659C 3042100026,397,2020-2021,14MMS0659C,3042100026,Escolarizada,11,16,,27,,,,2,,,,0,0,0,,0,,,,0,,,,0
398 2020-2021 14MMS0659C 3042100026,398,2020-2021,14MMS0659C,3042100026,Escolarizada,10,17,,27,,,,2,,,,0,0,0,,0,,,,0,,,,0
399 2020-2021 14MMS0799C 3041100005,399,2020-2021,14MMS0799C,3041100005,Escolarizada,32,49,,81,,,,2,,,,0,0,2,,2,,,,0,,,,0
400 2020-2021 14MMS0799C 3042000001,400,2020-2021,14MMS0799C,3042000001,Escolarizada,48,101,,149,,,,4,,,,0,3,3,,6,,,,0,,,,0
401 2020-2021 14MMS0799C 3041100005,401,2020-2021,14MMS0799C,3041100005,Escolarizada,35,45,,80,,,,2,,,,0,0,2,,2,,,,0,,,,0
402 2020-2021 14MMS0799C 3042000001,402,2020-2021,14MMS0799C,3042000001,Escolarizada,57,92,,149,,,,0,,,,0,2,2,,4,,,,0,,,,0
403 2020-2021 14MMS0616E 3081100003,403,2020-2021,14MMS0616E,3081100003,Escolarizada,27,31,,58,,,,2,,,,0,1,0,,1,,,,1,,,,0
404 2020-2021 14MMS0616E 3081100003,404,2020-2021,14MMS0616E,3081100003,Escolarizada,26,32,,58,,,,4,,,,0,0,1,,1,,,,0,,,,0
405 2020-2021 14MMS0699D 3081100003,405,2020-2021,14MMS0699D,3081100003,Escolarizada,13,19,,32,,,,1,,,,0,0,0,,0,,,,0,,,,0
406 2020-2021 14MMS0751J 3021600008,406,2020-2021,14MMS0751J,3021600008,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
407 2020-2021 14MMS0751J 3081100019,407,2020-2021,14MMS0751J,3081100019,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
408 2020-2021 14MMS0632W 3042100026,408,2020-2021,14MMS0632W,3042100026,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
409 2020-2021 14MMS0632W 3042100026,409,2020-2021,14MMS0632W,3042100026,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
410 2020-2021 14MMS0776S 3071700002,410,2020-2021,14MMS0776S,3071700002,Escolarizada,24,29,,53,,,,1,,,,0,0,2,,2,,,,0,,,,0
411 2020-2021 14MMS0776S 3073200001,411,2020-2021,14MMS0776S,3073200001,Escolarizada,47,26,,73,,,,0,,,,0,2,0,,2,,,,0,,,,0
412 2020-2021 14MMS0776S 3071700002,412,2020-2021,14MMS0776S,3071700002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0
413 2020-2021 14MMS0776S 3073200001,413,2020-2021,14MMS0776S,3073200001,Escolarizada,50,22,,72,,,,1,,,,0,2,0,,2,,,,0,,,,0
414 2020-2021 14USU0230T 5033200024,414,2020-2021,14USU0230T,5033200024,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,
415 2020-2021 14USU0230T 5093100002,415,2020-2021,14USU0230T,5093100002,Escolarizada,75,186,,261,,,,,,,,,81,186,,267,,,,,,,,
416 2020-2021 14USU0230T 5101100015,416,2020-2021,14USU0230T,5101100015,Escolarizada,127,91,,218,,,,,,,,,64,36,,100,,,,,,,,
417 2020-2021 14USU0230T 5092100006,417,2020-2021,14USU0230T,5092100006,Escolarizada,83,338,,421,,,,,,,,,51,238,,289,,,,,,,,
418 2020-2021 14USU0230T 5094200006,418,2020-2021,14USU0230T,5094200006,Escolarizada,30,127,,157,,,,,,,,,31,115,,146,,,,,,,,
419 2020-2021 14USU0230T 5094300009,419,2020-2021,14USU0230T,5094300009,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,
420 2020-2021 14USU0230T 5031100007,420,2020-2021,14USU0230T,5031100007,Escolarizada,53,180,,233,,,,,,,,,63,238,,301,,,,,,,,
421 2020-2021 14USU0230T 5091100011,421,2020-2021,14USU0230T,5091100011,Escolarizada,65,69,,134,,,,,,,,,363,439,,802,,,,,,,,
422 2020-2021 14USU0230T 4103100001,422,2020-2021,14USU0230T,4103100001,Escolarizada,64,56,,120,,,,,,,,,4,6,,10,,,,,,,,
423 2020-2021 14USU0230T 4093100005,423,2020-2021,14USU0230T,4093100005,Escolarizada,30,62,,92,,,,,,,,,4,8,,12,,,,,,,,
424 2020-2021 14USU0230T 4095300010,424,2020-2021,14USU0230T,4095300010,Escolarizada,58,80,,138,,,,,,,,,37,30,,67,,,,,,,,
425 2020-2021 14USU0230T 4094100005,425,2020-2021,14USU0230T,4094100005,Escolarizada,24,76,,100,,,,,,,,,10,27,,37,,,,,,,,
426 2020-2021 14USU0230T 4094100010,426,2020-2021,14USU0230T,4094100010,Escolarizada,16,25,,41,,,,,,,,,3,9,,12,,,,,,,,
427 2020-2021 14USU0150H 5033100003,427,2020-2021,14USU0150H,5033100003,Escolarizada,4,6,,10,,,,,,,,,9,7,,16,,,,,,,,
428 2020-2021 14USU0150H 5042000002,428,2020-2021,14USU0150H,5042000002,Escolarizada,5,4,,9,,,,,,,,,5,5,,10,,,,,,,,
429 2020-2021 14USU0150H 5041400032,429,2020-2021,14USU0150H,5041400032,Escolarizada,6,13,,19,,,,,,,,,8,6,,14,,,,,,,,
430 2020-2021 14USU0150H 5031100007,430,2020-2021,14USU0150H,5031100007,Escolarizada,5,31,,36,,,,,,,,,3,21,,24,,,,,,,,
431 2020-2021 14USU0150H 5042100117,431,2020-2021,14USU0150H,5042100117,Escolarizada,14,18,,32,,,,,,,,,2,12,,14,,,,,,,,
432 2020-2021 14USU0200Z 5033100003,432,2020-2021,14USU0200Z,5033100003,Escolarizada,7,19,,26,,,,,,,,,27,33,,60,,,,,,,,
433 2020-2021 14USU0200Z 5041100007,433,2020-2021,14USU0200Z,5041100007,Escolarizada,8,16,,24,,,,,,,,,5,11,,16,,,,,,,,
434 2020-2021 14USU0200Z 5073200010,434,2020-2021,14USU0200Z,5073200010,Escolarizada,15,3,,18,,,,,,,,,23,2,,25,,,,,,,,
435 2020-2021 14USU0200Z 5051300005,435,2020-2021,14USU0200Z,5051300005,Escolarizada,11,11,,22,,,,,,,,,8,9,,17,,,,,,,,
436 2020-2021 14USU0200Z 5062100033,436,2020-2021,14USU0200Z,5062100033,Escolarizada,9,5,,14,,,,,,,,,10,5,,15,,,,,,,,
437 2020-2021 14USU0200Z 5071300014,437,2020-2021,14USU0200Z,5071300014,Escolarizada,33,4,,37,,,,,,,,,21,1,,22,,,,,,,,
438 2020-2021 14USU0200Z 5081300016,438,2020-2021,14USU0200Z,5081300016,Escolarizada,7,5,,12,,,,,,,,,36,6,,42,,,,,,,,
439 2020-2021 14USU0200Z 5042000002,439,2020-2021,14USU0200Z,5042000002,Escolarizada,16,16,,32,,,,,,,,,16,39,,55,,,,,,,,
440 2020-2021 14USU0200Z 5041300007,440,2020-2021,14USU0200Z,5041300007,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,
441 2020-2021 14USU0200Z 5021000002,441,2020-2021,14USU0200Z,5021000002,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,
442 2020-2021 14USU0200Z 5041400032,442,2020-2021,14USU0200Z,5041400032,Escolarizada,16,23,,39,,,,,,,,,16,37,,53,,,,,,,,
443 2020-2021 14USU0200Z 5092100006,443,2020-2021,14USU0200Z,5092100006,Escolarizada,3,13,,16,,,,,,,,,3,9,,12,,,,,,,,
444 2020-2021 14USU0200Z 5094200006,444,2020-2021,14USU0200Z,5094200006,Escolarizada,4,35,,39,,,,,,,,,4,34,,38,,,,,,,,
445 2020-2021 14USU0200Z 5101600013,445,2020-2021,14USU0200Z,5101600013,Escolarizada,0,5,,5,,,,,,,,,8,16,,24,,,,,,,,
446 2020-2021 14USU0200Z 4071500002,446,2020-2021,14USU0200Z,4071500002,Escolarizada,48,0,,48,,,,,,,,,10,0,,10,,,,,,,,
447 2020-2021 14USU0210F 5033100003,447,2020-2021,14USU0210F,5033100003,Escolarizada,33,51,,84,,,,,,,,,38,69,,107,,,,,,,,
448 2020-2021 14USU0210F 5072400001,448,2020-2021,14USU0210F,5072400001,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,
449 2020-2021 14USU0210F 5051100015,449,2020-2021,14USU0210F,5051100015,Escolarizada,4,3,,7,,,,,,,,,0,0,,0,,,,,,,,
450 2020-2021 14USU0210F 5062100034,450,2020-2021,14USU0210F,5062100034,Escolarizada,32,6,,38,,,,,,,,,13,6,,19,,,,,,,,
451 2020-2021 14USU0210F 5081100010,451,2020-2021,14USU0210F,5081100010,Escolarizada,11,6,,17,,,,,,,,,0,0,,0,,,,,,,,
452 2020-2021 14USU0210F 5041100021,452,2020-2021,14USU0210F,5041100021,Escolarizada,21,34,,55,,,,,,,,,22,16,,38,,,,,,,,
453 2020-2021 14USU0210F 5093100002,453,2020-2021,14USU0210F,5093100002,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,
454 2020-2021 14USU0210F 5101100015,454,2020-2021,14USU0210F,5101100015,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,
455 2020-2021 14USU0210F 5042200024,455,2020-2021,14USU0210F,5042200024,Escolarizada,12,31,,43,,,,,,,,,4,8,,12,,,,,,,,
456 2020-2021 14USU0210F 5092100006,456,2020-2021,14USU0210F,5092100006,Escolarizada,28,118,,146,,,,,,,,,59,218,,277,,,,,,,,
457 2020-2021 14USU0210F 5022300022,457,2020-2021,14USU0210F,5022300022,Escolarizada,0,1,,1,,,,,,,,,1,8,,9,,,,,,,,
458 2020-2021 14USU0210F 5082100001,458,2020-2021,14USU0210F,5082100001,Escolarizada,86,94,,180,,,,,,,,,37,27,,64,,,,,,,,
459 2020-2021 14USU0210F 5041100056,459,2020-2021,14USU0210F,5041100056,Escolarizada,30,46,,76,,,,,,,,,16,38,,54,,,,,,,,
460 2020-2021 14USU0210F 5094200006,460,2020-2021,14USU0210F,5094200006,Escolarizada,22,57,,79,,,,,,,,,16,50,,66,,,,,,,,
461 2020-2021 14USU0210F 5032100038,461,2020-2021,14USU0210F,5032100038,Escolarizada,6,17,,23,,,,,,,,,6,11,,17,,,,,,,,
462 2020-2021 14USU0210F 5031100007,462,2020-2021,14USU0210F,5031100007,Escolarizada,18,88,,106,,,,,,,,,16,39,,55,,,,,,,,
463 2020-2021 14USU0210F 5103100007,463,2020-2021,14USU0210F,5103100007,Escolarizada,29,10,,39,,,,,,,,,4,2,,6,,,,,,,,
464 2020-2021 14USU0210F 5031500010,464,2020-2021,14USU0210F,5031500010,Escolarizada,0,0,,0,,,,,,,,,3,13,,16,,,,,,,,
465 2020-2021 14USU0210F 5091100011,465,2020-2021,14USU0210F,5091100011,Escolarizada,25,20,,45,,,,,,,,,67,77,,144,,,,,,,,
466 2020-2021 14USU0210F 4062100001,466,2020-2021,14USU0210F,4062100001,Escolarizada,0,0,,0,,,,,,,,,1,0,,1,,,,,,,,
467 2020-2021 14USU0210F 4101600012,467,2020-2021,14USU0210F,4101600012,Escolarizada,0,0,,0,,,,,,,,,1,0,,1,,,,,,,,
468 2020-2021 14USU0002Z 5033100003,468,2020-2021,14USU0002Z,5033100003,Escolarizada,7,13,,20,,,,,,,,,23,18,,41,,,,,,,,
469 2020-2021 14USU0002Z 5062200073,469,2020-2021,14USU0002Z,5062200073,Escolarizada,4,0,,4,,,,,,,,,7,3,,10,,,,,,,,
470 2020-2021 14USU0002Z 5062100034,470,2020-2021,14USU0002Z,5062100034,Escolarizada,0,0,,0,,,,,,,,,2,1,,3,,,,,,,,
471 2020-2021 14USU0002Z 5071300009,471,2020-2021,14USU0002Z,5071300009,Escolarizada,7,1,,8,,,,,,,,,4,0,,4,,,,,,,,
472 2020-2021 14USU0002Z 5042000002,472,2020-2021,14USU0002Z,5042000002,Escolarizada,8,13,,21,,,,,,,,,3,13,,16,,,,,,,,
473 2020-2021 14USU0002Z 5041100021,473,2020-2021,14USU0002Z,5041100021,Escolarizada,10,1,,11,,,,,,,,,2,2,,4,,,,,,,,
474 2020-2021 14USU0002Z 5031200004,474,2020-2021,14USU0002Z,5031200004,Escolarizada,1,0,,1,,,,,,,,,2,4,,6,,,,,,,,
475 2020-2021 14USU0002Z 5041400032,475,2020-2021,14USU0002Z,5041400032,Escolarizada,8,11,,19,,,,,,,,,7,16,,23,,,,,,,,
476 2020-2021 14USU0002Z 5011500002,476,2020-2021,14USU0002Z,5011500002,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,
477 2020-2021 14USU0002Z 5092100006,477,2020-2021,14USU0002Z,5092100006,Escolarizada,38,99,,137,,,,,,,,,41,97,,138,,,,,,,,
478 2020-2021 14USU0002Z 5094200006,478,2020-2021,14USU0002Z,5094200006,Escolarizada,3,8,,11,,,,,,,,,2,14,,16,,,,,,,,
479 2020-2021 14USU0002Z 5031100007,479,2020-2021,14USU0002Z,5031100007,Escolarizada,6,46,,52,,,,,,,,,3,22,,25,,,,,,,,
480 2020-2021 14USU0002Z 5101600013,480,2020-2021,14USU0002Z,5101600013,Escolarizada,0,3,,3,,,,,,,,,0,0,,0,,,,,,,,
481 2020-2021 14USU0140A 5073100009,481,2020-2021,14USU0140A,5073100009,Escolarizada,75,61,,136,,,,,,,,,124,83,,207,,,,,,,,
482 2020-2021 14USU0140A 5021600017,482,2020-2021,14USU0140A,5021600017,Escolarizada,5,27,,32,,,,,,,,,0,28,,28,,,,,,,,
483 2020-2021 14USU0140A 5021600024,483,2020-2021,14USU0140A,5021600024,Escolarizada,11,64,,75,,,,,,,,,1,18,,19,,,,,,,,
484 2020-2021 14USU0140A 5071100019,484,2020-2021,14USU0140A,5071100019,Escolarizada,40,34,,74,,,,,,,,,18,29,,47,,,,,,,,
485 2020-2021 14USU0140A 5021500044,485,2020-2021,14USU0140A,5021500044,Escolarizada,84,184,,268,,,,,,,,,36,56,,92,,,,,,,,
486 2020-2021 14USU0140A 5021000110,486,2020-2021,14USU0140A,5021000110,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,
487 2020-2021 14USU0140A 5073100024,487,2020-2021,14USU0140A,5073100024,Escolarizada,11,4,,15,,,,,,,,,16,16,,32,,,,,,,,
488 2020-2021 14USU0170V 5033100003,488,2020-2021,14USU0170V,5033100003,Escolarizada,9,9,,18,,,,,,,,,9,12,,21,,,,,,,,
489 2020-2021 14USU0170V 5042000002,489,2020-2021,14USU0170V,5042000002,Escolarizada,5,20,,25,,,,,,,,,6,5,,11,,,,,,,,
490 2020-2021 14USU0170V 5081100010,490,2020-2021,14USU0170V,5081100010,Escolarizada,32,6,,38,,,,,,,,,6,3,,9,,,,,,,,
491 2020-2021 14USU0170V 5041100021,491,2020-2021,14USU0170V,5041100021,Escolarizada,8,7,,15,,,,,,,,,6,2,,8,,,,,,,,
492 2020-2021 14USU0170V 5041400032,492,2020-2021,14USU0170V,5041400032,Escolarizada,0,0,,0,,,,,,,,,1,0,,1,,,,,,,,
493 2020-2021 14USU0170V 5092100006,493,2020-2021,14USU0170V,5092100006,Escolarizada,1,5,,6,,,,,,,,,4,14,,18,,,,,,,,
494 2020-2021 14USU0100Z 5033100003,494,2020-2021,14USU0100Z,5033100003,Escolarizada,351,359,,710,,,,,,,,,364,334,,698,,,,,,,,
495 2020-2021 14USU0100Z 5031200004,495,2020-2021,14USU0100Z,5031200004,Escolarizada,6,12,,18,,,,,,,,,7,16,,23,,,,,,,,
496 2020-2021 14USU0100Z 5012603011,496,2020-2021,14USU0100Z,5012603011,Escolarizada,8,14,,22,,,,,,,,,7,10,,17,,,,,,,,
497 2020-2021 14USU0100Z 5012603027,497,2020-2021,14USU0100Z,5012603027,Escolarizada,11,26,,37,,,,,,,,,21,25,,46,,,,,,,,
498 2020-2021 14USU0100Z 5022600002,498,2020-2021,14USU0100Z,5022600002,Escolarizada,17,6,,23,,,,,,,,,21,4,,25,,,,,,,,
499 2020-2021 14USU0100Z 5052300015,499,2020-2021,14USU0100Z,5052300015,Escolarizada,9,7,,16,,,,,,,,,18,12,,30,,,,,,,,
500 2020-2021 14USU0100Z 5022500008,500,2020-2021,14USU0100Z,5022500008,Escolarizada,12,23,,35,,,,,,,,,20,22,,42,,,,,,,,
501 2020-2021 14USU0100Z 5022300022,501,2020-2021,14USU0100Z,5022300022,Escolarizada,5,35,,40,,,,,,,,,12,25,,37,,,,,,,,
502 2020-2021 14USU0130U 5081300016,502,2020-2021,14USU0130U,5081300016,Escolarizada,84,38,,122,,,,,,,,,100,33,,133,,,,,,,,
503 2020-2021 14USU0130U 5041100021,503,2020-2021,14USU0130U,5041100021,Escolarizada,9,9,,18,,,,,,,,,5,10,,15,,,,,,,,
504 2020-2021 14USU0130U 5051100003,504,2020-2021,14USU0130U,5051100003,Escolarizada,45,53,,98,,,,,,,,,94,128,,222,,,,,,,,
505 2020-2021 14USU0130U 5072100018,505,2020-2021,14USU0130U,5072100018,Escolarizada,18,40,,58,,,,,,,,,8,21,,29,,,,,,,,
506 2020-2021 14USU0130U 5082100001,506,2020-2021,14USU0130U,5082100001,Escolarizada,48,124,,172,,,,,,,,,129,197,,326,,,,,,,,
507 2020-2021 14USU0120N 5041100009,507,2020-2021,14USU0120N,5041100009,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,
508 2020-2021 14USU0120N 5042000002,508,2020-2021,14USU0120N,5042000002,Escolarizada,157,224,,381,,,,,,,,,130,201,,331,,,,,,,,
509 2020-2021 14USU0120N 5041300007,509,2020-2021,14USU0120N,5041300007,Escolarizada,111,86,,197,,,,,,,,,56,61,,117,,,,,,,,
510 2020-2021 14USU0120N 5042300027,510,2020-2021,14USU0120N,5042300027,Escolarizada,29,25,,54,,,,,,,,,27,15,,42,,,,,,,,
511 2020-2021 14USU0120N 5041400032,511,2020-2021,14USU0120N,5041400032,Escolarizada,185,282,,467,,,,,,,,,221,248,,469,,,,,,,,
512 2020-2021 14USU0120N 5031400003,512,2020-2021,14USU0120N,5031400003,Escolarizada,26,10,,36,,,,,,,,,37,16,,53,,,,,,,,
513 2020-2021 14USU0120N 5041100127,513,2020-2021,14USU0120N,5041100127,Escolarizada,2,2,,4,,,,,,,,,0,0,,0,,,,,,,,
514 2020-2021 14USU0120N 5051300020,514,2020-2021,14USU0120N,5051300020,Escolarizada,8,26,,34,,,,,,,,,6,19,,25,,,,,,,,
515 2020-2021 14USU0120N 5041200028,515,2020-2021,14USU0120N,5041200028,Escolarizada,115,198,,313,,,,,,,,,64,97,,161,,,,,,,,
516 2020-2021 14USU0120N 5041100056,516,2020-2021,14USU0120N,5041100056,Escolarizada,148,260,,408,,,,,,,,,90,177,,267,,,,,,,,
517 2020-2021 14USU0120N 5042100117,517,2020-2021,14USU0120N,5042100117,Escolarizada,25,110,,135,,,,,,,,,10,69,,79,,,,,,,,
518 2020-2021 14USU0120N 5032100065,518,2020-2021,14USU0120N,5032100065,Escolarizada,0,0,,0,,,,,,,,,0,1,,1,,,,,,,,
519 2020-2021 14USU0120N 5062200082,519,2020-2021,14USU0120N,5062200082,Escolarizada,35,12,,47,,,,,,,,,40,13,,53,,,,,,,,
520 2020-2021 14USU0120N 5101600013,520,2020-2021,14USU0120N,5101600013,Escolarizada,43,145,,188,,,,,,,,,34,99,,133,,,,,,,,
521 2020-2021 14USU0120N 4062100004,521,2020-2021,14USU0120N,4062100004,Escolarizada,0,0,,0,,,,,,,,,1,0,,1,,,,,,,,
522 2020-2021 14USU0221L 5033100003,522,2020-2021,14USU0221L,5033100003,Escolarizada,34,57,,91,,,,,,,,,35,43,,78,,,,,,,,
523 2020-2021 14USU0221L 5071400008,523,2020-2021,14USU0221L,5071400008,Escolarizada,15,32,,47,,,,,,,,,18,13,,31,,,,,,,,
524 2020-2021 14USU0221L 5042400005,524,2020-2021,14USU0221L,5042400005,Escolarizada,22,27,,49,,,,,,,,,7,10,,17,,,,,,,,
525 2020-2021 14USU0221L 5062100009,525,2020-2021,14USU0221L,5062100009,Escolarizada,0,0,,0,,,,,,,,,2,0,,2,,,,,,,,
526 2020-2021 14USU0221L 5062200073,526,2020-2021,14USU0221L,5062200073,Escolarizada,5,3,,8,,,,,,,,,8,1,,9,,,,,,,,
527 2020-2021 14USU0221L 5071700019,527,2020-2021,14USU0221L,5071700019,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,
528 2020-2021 14USU0221L 5071300009,528,2020-2021,14USU0221L,5071300009,Escolarizada,2,1,,3,,,,,,,,,2,0,,2,,,,,,,,
529 2020-2021 14USU0221L 5071300014,529,2020-2021,14USU0221L,5071300014,Escolarizada,36,3,,39,,,,,,,,,26,3,,29,,,,,,,,
530 2020-2021 14USU0221L 5042000002,530,2020-2021,14USU0221L,5042000002,Escolarizada,9,21,,30,,,,,,,,,7,12,,19,,,,,,,,
