name,anio,entidad_universitaria,pa_categoria_t,pa_categoria,pa_nivel,academicos_h,academicos_m,academicos_nb,academicos_t
712-2023 PA IMT Asistente C de CUCEI,2023,CUCEI,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asistente C de CUCSH,2023,CUCSH,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asistente C de CUCS,2023,CUCS,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asistente C de CUAAD,2023,CUAAD,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asistente C de CUCBA,2023,CUCBA,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asistente C de CUALTOS,2023,CUALTOS,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asistente C de CUCIÉNEGA,2023,CUCIÉNEGA,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asistente C de CUSUR,2023,CUSUR,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asistente C de CUCOSTA,2023,CUCOSTA,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asistente C de CUCOSTASUR,2023,CUCOSTASUR,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asistente C de CUVALLES,2023,CUVALLES,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asistente C de CUNORTE,2023,CUNORTE,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asistente C de CULAGOS,2023,CULAGOS,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asistente C de CUTONALÁ,2023,CUTONALÁ,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asistente C de CUTLAJOMULCO,2023,CUTLAJOMULCO,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asistente C de SUV,2023,SUV,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asistente C de SEMS,2023,SEMS,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asistente C de AG,2023,AG,IMT,Asistente,C,0,0,,0
712-2023 PA IMT Asociado A de CUCEA,2023,CUCEA,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado A de CUCEI,2023,CUCEI,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado A de CUCSH,2023,CUCSH,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado A de CUCS,2023,CUCS,IMT,Asociado,A,0,1,,1
712-2023 PA IMT Asociado A de CUAAD,2023,CUAAD,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado A de CUCBA,2023,CUCBA,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado A de CUALTOS,2023,CUALTOS,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado A de CUCIÉNEGA,2023,CUCIÉNEGA,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado A de CUSUR,2023,CUSUR,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado A de CUCOSTA,2023,CUCOSTA,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado A de CUCOSTASUR,2023,CUCOSTASUR,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado A de CUVALLES,2023,CUVALLES,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado A de CUNORTE,2023,CUNORTE,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado A de CULAGOS,2023,CULAGOS,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado A de CUTONALÁ,2023,CUTONALÁ,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado A de CUTLAJOMULCO,2023,CUTLAJOMULCO,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado A de SUV,2023,SUV,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado A de SEMS,2023,SEMS,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado A de AG,2023,AG,IMT,Asociado,A,0,0,,0
712-2023 PA IMT Asociado B de CUCEA,2023,CUCEA,IMT,Asociado,B,0,0,,0
712-2023 PA IMT Asociado B de CUCEI,2023,CUCEI,IMT,Asociado,B,0,0,,0
712-2023 PA IMT Asociado B de CUCSH,2023,CUCSH,IMT,Asociado,B,0,0,,0
712-2023 PA IMT Asociado B de CUCS,2023,CUCS,IMT,Asociado,B,1,0,,1
712-2023 PA IMT Asociado B de CUAAD,2023,CUAAD,IMT,Asociado,B,0,0,,0
712-2023 PA IMT Asociado B de CUCBA,2023,CUCBA,IMT,Asociado,B,0,0,,0
712-2023 PA IMT Asociado B de CUALTOS,2023,CUALTOS,IMT,Asociado,B,0,0,,0
712-2023 PA IMT Asociado B de CUCIÉNEGA,2023,CUCIÉNEGA,IMT,Asociado,B,0,0,,0
712-2023 PA IMT Asociado B de CUSUR,2023,CUSUR,IMT,Asociado,B,1,0,,1
712-2023 PA IMT Asociado B de CUCOSTA,2023,CUCOSTA,IMT,Asociado,B,0,0,,0
712-2023 PA IMT Asociado B de CUCOSTASUR,2023,CUCOSTASUR,IMT,Asociado,B,0,0,,0
712-2023 PA IMT Asociado B de CUVALLES,2023,CUVALLES,IMT,Asociado,B,0,0,,0
712-2023 PA IMT Asociado B de CUNORTE,2023,CUNORTE,IMT,Asociado,B,0,0,,0
712-2023 PA IMT Asociado B de CULAGOS,2023,CULAGOS,IMT,Asociado,B,0,0,,0
712-2023 PA IMT Asociado B de CUTONALÁ,2023,CUTONALÁ,IMT,Asociado,B,0,0,,0
712-2023 PA IMT Asociado B de CUTLAJOMULCO,2023,CUTLAJOMULCO,IMT,Asociado,B,0,0,,0
712-2023 PA IMT Asociado B de SUV,2023,SUV,IMT,Asociado,B,0,0,,0
712-2023 PA IMT Asociado B de SEMS,2023,SEMS,IMT,Asociado,B,0,0,,0
712-2023 PA IMT Asociado B de AG,2023,AG,IMT,Asociado,B,0,0,,0
712-2023 PA IMT Asociado C de CUCEA,2023,CUCEA,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Asociado C de CUCEI,2023,CUCEI,IMT,Asociado,C,0,1,,1
712-2023 PA IMT Asociado C de CUCSH,2023,CUCSH,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Asociado C de CUCS,2023,CUCS,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Asociado C de CUAAD,2023,CUAAD,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Asociado C de CUCBA,2023,CUCBA,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Asociado C de CUALTOS,2023,CUALTOS,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Asociado C de CUCIÉNEGA,2023,CUCIÉNEGA,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Asociado C de CUSUR,2023,CUSUR,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Asociado C de CUCOSTA,2023,CUCOSTA,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Asociado C de CUCOSTASUR,2023,CUCOSTASUR,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Asociado C de CUVALLES,2023,CUVALLES,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Asociado C de CUNORTE,2023,CUNORTE,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Asociado C de CULAGOS,2023,CULAGOS,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Asociado C de CUTONALÁ,2023,CUTONALÁ,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Asociado C de CUTLAJOMULCO,2023,CUTLAJOMULCO,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Asociado C de SUV,2023,SUV,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Asociado C de SEMS,2023,SEMS,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Asociado C de AG,2023,AG,IMT,Asociado,C,0,0,,0
712-2023 PA IMT Titular A de CUCEA,2023,CUCEA,IMT,Titular,A,0,0,,0
712-2023 PA IMT Titular A de CUCEI,2023,CUCEI,IMT,Titular,A,0,0,,0
712-2023 PA IMT Titular A de CUCSH,2023,CUCSH,IMT,Titular,A,1,0,,1
712-2023 PA IMT Titular A de CUCS,2023,CUCS,IMT,Titular,A,1,1,,2
712-2023 PA IMT Titular A de CUAAD,2023,CUAAD,IMT,Titular,A,0,0,,0
712-2023 PA IMT Titular A de CUCBA,2023,CUCBA,IMT,Titular,A,0,0,,0
712-2023 PA IMT Titular A de CUALTOS,2023,CUALTOS,IMT,Titular,A,0,0,,0
712-2023 PA IMT Titular A de CUCIÉNEGA,2023,CUCIÉNEGA,IMT,Titular,A,0,0,,0
712-2023 PA IMT Titular A de CUSUR,2023,CUSUR,IMT,Titular,A,0,0,,0
712-2023 PA IMT Titular A de CUCOSTA,2023,CUCOSTA,IMT,Titular,A,0,0,,0
712-2023 PA IMT Titular A de CUCOSTASUR,2023,CUCOSTASUR,IMT,Titular,A,0,0,,0
712-2023 PA IMT Titular A de CUVALLES,2023,CUVALLES,IMT,Titular,A,0,0,,0
712-2023 PA IMT Titular A de CUNORTE,2023,CUNORTE,IMT,Titular,A,0,0,,0
712-2023 PA IMT Titular A de CULAGOS,2023,CULAGOS,IMT,Titular,A,0,0,,0
712-2023 PA IMT Titular A de CUTONALÁ,2023,CUTONALÁ,IMT,Titular,A,0,0,,0
712-2023 PA IMT Titular A de CUTLAJOMULCO,2023,CUTLAJOMULCO,IMT,Titular,A,0,0,,0
712-2023 PA IMT Titular A de SUV,2023,SUV,IMT,Titular,A,0,0,,0
712-2023 PA IMT Titular A de SEMS,2023,SEMS,IMT,Titular,A,0,0,,0
712-2023 PA IMT Titular A de AG,2023,AG,IMT,Titular,A,0,0,,0
712-2023 PA IMT Titular B de CUCEA,2023,CUCEA,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de CUCEI,2023,CUCEI,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de CUCSH,2023,CUCSH,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de CUCS,2023,CUCS,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de CUAAD,2023,CUAAD,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de CUCBA,2023,CUCBA,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de CUALTOS,2023,CUALTOS,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de CUCIÉNEGA,2023,CUCIÉNEGA,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de CUSUR,2023,CUSUR,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de CUCOSTA,2023,CUCOSTA,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de CUCOSTASUR,2023,CUCOSTASUR,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de CUVALLES,2023,CUVALLES,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de CUNORTE,2023,CUNORTE,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de CULAGOS,2023,CULAGOS,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de CUTONALÁ,2023,CUTONALÁ,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de CUTLAJOMULCO,2023,CUTLAJOMULCO,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de SUV,2023,SUV,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de SEMS,2023,SEMS,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular B de AG,2023,AG,IMT,Titular,B,0,0,,0
712-2023 PA IMT Titular C de CUCEA,2023,CUCEA,IMT,Titular,C,1,0,,1
712-2023 PA IMT Titular C de CUCEI,2023,CUCEI,IMT,Titular,C,0,0,,0
712-2023 PA IMT Titular C de CUCSH,2023,CUCSH,IMT,Titular,C,1,0,,1
712-2023 PA IMT Titular C de CUCS,2023,CUCS,IMT,Titular,C,0,0,,0
712-2023 PA IMT Titular C de CUAAD,2023,CUAAD,IMT,Titular,C,0,0,,0
712-2023 PA IMT Titular C de CUCBA,2023,CUCBA,IMT,Titular,C,1,0,,1
712-2023 PA IMT Titular C de CUALTOS,2023,CUALTOS,IMT,Titular,C,0,0,,0
712-2023 PA IMT Titular C de CUCIÉNEGA,2023,CUCIÉNEGA,IMT,Titular,C,0,0,,0
712-2023 PA IMT Titular C de CUSUR,2023,CUSUR,IMT,Titular,C,0,0,,0
712-2023 PA IMT Titular C de CUCOSTA,2023,CUCOSTA,IMT,Titular,C,0,0,,0
712-2023 PA IMT Titular C de CUCOSTASUR,2023,CUCOSTASUR,IMT,Titular,C,0,0,,0
712-2023 PA IMT Titular C de CUVALLES,2023,CUVALLES,IMT,Titular,C,0,0,,0
712-2023 PA IMT Titular C de CUNORTE,2023,CUNORTE,IMT,Titular,C,0,0,,0
712-2023 PA IMT Titular C de CULAGOS,2023,CULAGOS,IMT,Titular,C,0,0,,0
712-2023 PA IMT Titular C de CUTONALÁ,2023,CUTONALÁ,IMT,Titular,C,0,0,,0
712-2023 PA IMT Titular C de CUTLAJOMULCO,2023,CUTLAJOMULCO,IMT,Titular,C,0,0,,0
712-2023 PA IMT Titular C de SUV,2023,SUV,IMT,Titular,C,0,0,,0
712-2023 PA IMT Titular C de SEMS,2023,SEMS,IMT,Titular,C,0,0,,0
712-2023 PA IMT Titular C de AG,2023,AG,IMT,Titular,C,0,0,,0
712-2023 PA TTC Asistente A de CUCEA,2023,CUCEA,TTC,Asistente,A,0,0,,0
712-2023 PA TTC Asistente A de CUCEI,2023,CUCEI,TTC,Asistente,A,0,0,,0
712-2023 PA TTC Asistente A de CUCSH,2023,CUCSH,TTC,Asistente,A,1,0,,1
712-2023 PA TTC Asistente A de CUCS,2023,CUCS,TTC,Asistente,A,1,2,,3
712-2023 PA TTC Asistente A de CUAAD,2023,CUAAD,TTC,Asistente,A,0,0,,0
712-2023 PA TTC Asistente A de CUCBA,2023,CUCBA,TTC,Asistente,A,0,0,,0
712-2023 PA TTC Asistente A de CUALTOS,2023,CUALTOS,TTC,Asistente,A,2,2,,4
712-2023 PA TTC Asistente A de CUCIÉNEGA,2023,CUCIÉNEGA,TTC,Asistente,A,1,1,,2
712-2023 PA TTC Asistente A de CUSUR,2023,CUSUR,TTC,Asistente,A,1,0,,1
712-2023 PA TTC Asistente A de CUCOSTA,2023,CUCOSTA,TTC,Asistente,A,0,0,,0
712-2023 PA TTC Asistente A de CUCOSTASUR,2023,CUCOSTASUR,TTC,Asistente,A,0,0,,0
712-2023 PA TTC Asistente A de CUVALLES,2023,CUVALLES,TTC,Asistente,A,1,0,,1
712-2023 PA TTC Asistente A de CUNORTE,2023,CUNORTE,TTC,Asistente,A,0,0,,0
712-2023 PA TTC Asistente A de CULAGOS,2023,CULAGOS,TTC,Asistente,A,0,0,,0
712-2023 PA TTC Asistente A de CUTONALÁ,2023,CUTONALÁ,TTC,Asistente,A,0,0,,0
712-2023 PA TTC Asistente A de CUTLAJOMULCO,2023,CUTLAJOMULCO,TTC,Asistente,A,0,0,,0
712-2023 PA TTC Asistente A de SUV,2023,SUV,TTC,Asistente,A,0,0,,0
712-2023 PA TTC Asistente A de SEMS,2023,SEMS,TTC,Asistente,A,0,2,,2
712-2023 PA TTC Asistente A de AG,2023,AG,TTC,Asistente,A,0,0,,0
712-2023 PA TTC Asistente B de CUCEA,2023,CUCEA,TTC,Asistente,B,1,0,,1
712-2023 PA TTC Asistente B de CUCEI,2023,CUCEI,TTC,Asistente,B,2,2,,4
712-2023 PA TTC Asistente B de CUCSH,2023,CUCSH,TTC,Asistente,B,1,3,,4
712-2023 PA TTC Asistente B de CUCS,2023,CUCS,TTC,Asistente,B,7,3,,10
712-2023 PA TTC Asistente B de CUAAD,2023,CUAAD,TTC,Asistente,B,1,1,,2
712-2023 PA TTC Asistente B de CUCBA,2023,CUCBA,TTC,Asistente,B,1,3,,4
712-2023 PA TTC Asistente B de CUALTOS,2023,CUALTOS,TTC,Asistente,B,5,4,,9
712-2023 PA TTC Asistente B de CUCIÉNEGA,2023,CUCIÉNEGA,TTC,Asistente,B,2,4,,6
712-2023 PA TTC Asistente B de CUSUR,2023,CUSUR,TTC,Asistente,B,0,1,,1
712-2023 PA TTC Asistente B de CUCOSTA,2023,CUCOSTA,TTC,Asistente,B,0,0,,0
712-2023 PA TTC Asistente B de CUCOSTASUR,2023,CUCOSTASUR,TTC,Asistente,B,0,0,,0
712-2023 PA TTC Asistente B de CUVALLES,2023,CUVALLES,TTC,Asistente,B,0,0,,0
712-2023 PA TTC Asistente B de CUNORTE,2023,CUNORTE,TTC,Asistente,B,0,0,,0
712-2023 PA TTC Asistente B de CULAGOS,2023,CULAGOS,TTC,Asistente,B,0,0,,0
712-2023 PA TTC Asistente B de CUTONALÁ,2023,CUTONALÁ,TTC,Asistente,B,1,0,,1
712-2023 PA TTC Asistente B de CUTLAJOMULCO,2023,CUTLAJOMULCO,TTC,Asistente,B,0,0,,0
712-2023 PA TTC Asistente B de SUV,2023,SUV,TTC,Asistente,B,0,0,,0
712-2023 PA TTC Asistente B de SEMS,2023,SEMS,TTC,Asistente,B,35,19,,54
712-2023 PA TTC Asistente B de AG,2023,AG,TTC,Asistente,B,1,0,,1
712-2023 PA TTC Asistente C de CUCEA,2023,CUCEA,TTC,Asistente,C,1,1,,2
712-2023 PA TTC Asistente C de CUCEI,2023,CUCEI,TTC,Asistente,C,6,4,,10
712-2023 PA TTC Asistente C de CUCSH,2023,CUCSH,TTC,Asistente,C,2,4,,6
712-2023 PA TTC Asistente C de CUCS,2023,CUCS,TTC,Asistente,C,5,5,,10
712-2023 PA TTC Asistente C de CUAAD,2023,CUAAD,TTC,Asistente,C,4,0,,4
712-2023 PA TTC Asistente C de CUCBA,2023,CUCBA,TTC,Asistente,C,2,0,,2
712-2023 PA TTC Asistente C de CUALTOS,2023,CUALTOS,TTC,Asistente,C,3,7,,10
712-2023 PA TTC Asistente C de CUCIÉNEGA,2023,CUCIÉNEGA,TTC,Asistente,C,2,2,,4
712-2023 PA TTC Asistente C de CUSUR,2023,CUSUR,TTC,Asistente,C,1,1,,2
712-2023 PA TTC Asistente C de CUCOSTA,2023,CUCOSTA,TTC,Asistente,C,1,2,,3
712-2023 PA TTC Asistente C de CUCOSTASUR,2023,CUCOSTASUR,TTC,Asistente,C,1,1,,2
712-2023 PA TTC Asistente C de CUVALLES,2023,CUVALLES,TTC,Asistente,C,0,0,,0
712-2023 PA TTC Asistente C de CUNORTE,2023,CUNORTE,TTC,Asistente,C,0,0,,0
712-2023 PA TTC Asistente C de CULAGOS,2023,CULAGOS,TTC,Asistente,C,1,0,,1
712-2023 PA TTC Asistente C de CUTONALÁ,2023,CUTONALÁ,TTC,Asistente,C,0,1,,1
712-2023 PA TTC Asistente C de CUTLAJOMULCO,2023,CUTLAJOMULCO,TTC,Asistente,C,0,0,,0
712-2023 PA TTC Asistente C de SUV,2023,SUV,TTC,Asistente,C,0,0,,0
712-2023 PA TTC Asistente C de SEMS,2023,SEMS,TTC,Asistente,C,61,51,,112
712-2023 PA TTC Asistente C de AG,2023,AG,TTC,Asistente,C,1,0,,1
712-2023 PA TTC Asociado A de CUCEA,2023,CUCEA,TTC,Asociado,A,2,3,,5
712-2023 PA TTC Asociado A de CUCEI,2023,CUCEI,TTC,Asociado,A,19,26,,45
712-2023 PA TTC Asociado A de CUCSH,2023,CUCSH,TTC,Asociado,A,2,7,,9
712-2023 PA TTC Asociado A de CUCS,2023,CUCS,TTC,Asociado,A,16,15,,31
712-2023 PA TTC Asociado A de CUAAD,2023,CUAAD,TTC,Asociado,A,9,2,,11
712-2023 PA TTC Asociado A de CUCBA,2023,CUCBA,TTC,Asociado,A,9,13,,22
712-2023 PA TTC Asociado A de CUALTOS,2023,CUALTOS,TTC,Asociado,A,4,7,,11
712-2023 PA TTC Asociado A de CUCIÉNEGA,2023,CUCIÉNEGA,TTC,Asociado,A,3,5,,8
712-2023 PA TTC Asociado A de CUSUR,2023,CUSUR,TTC,Asociado,A,4,3,,7
712-2023 PA TTC Asociado A de CUCOSTA,2023,CUCOSTA,TTC,Asociado,A,5,5,,10
712-2023 PA TTC Asociado A de CUCOSTASUR,2023,CUCOSTASUR,TTC,Asociado,A,3,3,,6
712-2023 PA TTC Asociado A de CUVALLES,2023,CUVALLES,TTC,Asociado,A,1,2,,3
712-2023 PA TTC Asociado A de CUNORTE,2023,CUNORTE,TTC,Asociado,A,1,6,,7
712-2023 PA TTC Asociado A de CULAGOS,2023,CULAGOS,TTC,Asociado,A,3,6,,9
712-2023 PA TTC Asociado A de CUTONALÁ,2023,CUTONALÁ,TTC,Asociado,A,4,5,,9
712-2023 PA TTC Asociado A de CUTLAJOMULCO,2023,CUTLAJOMULCO,TTC,Asociado,A,0,0,,0
712-2023 PA TTC Asociado A de SUV,2023,SUV,TTC,Asociado,A,1,0,,1
712-2023 PA TTC Asociado A de SEMS,2023,SEMS,TTC,Asociado,A,138,136,,274
712-2023 PA TTC Asociado A de AG,2023,AG,TTC,Asociado,A,2,4,,6
712-2023 PA TTC Asociado B de CUCEA,2023,CUCEA,TTC,Asociado,B,0,1,,1
712-2023 PA TTC Asociado B de CUCEI,2023,CUCEI,TTC,Asociado,B,6,11,,17
712-2023 PA TTC Asociado B de CUCSH,2023,CUCSH,TTC,Asociado,B,3,4,,7
712-2023 PA TTC Asociado B de CUCS,2023,CUCS,TTC,Asociado,B,8,12,,20
712-2023 PA TTC Asociado B de CUAAD,2023,CUAAD,TTC,Asociado,B,1,0,,1
712-2023 PA TTC Asociado B de CUCBA,2023,CUCBA,TTC,Asociado,B,4,4,,8
712-2023 PA TTC Asociado B de CUALTOS,2023,CUALTOS,TTC,Asociado,B,5,6,,11
712-2023 PA TTC Asociado B de CUCIÉNEGA,2023,CUCIÉNEGA,TTC,Asociado,B,3,6,,9
712-2023 PA TTC Asociado B de CUSUR,2023,CUSUR,TTC,Asociado,B,2,2,,4
712-2023 PA TTC Asociado B de CUCOSTA,2023,CUCOSTA,TTC,Asociado,B,1,1,,2
712-2023 PA TTC Asociado B de CUCOSTASUR,2023,CUCOSTASUR,TTC,Asociado,B,3,5,,8
712-2023 PA TTC Asociado B de CUVALLES,2023,CUVALLES,TTC,Asociado,B,1,1,,2
712-2023 PA TTC Asociado B de CUNORTE,2023,CUNORTE,TTC,Asociado,B,3,2,,5
712-2023 PA TTC Asociado B de CULAGOS,2023,CULAGOS,TTC,Asociado,B,4,9,,13
712-2023 PA TTC Asociado B de CUTONALÁ,2023,CUTONALÁ,TTC,Asociado,B,1,1,,2
712-2023 PA TTC Asociado B de CUTLAJOMULCO,2023,CUTLAJOMULCO,TTC,Asociado,B,0,0,,0
712-2023 PA TTC Asociado B de SUV,2023,SUV,TTC,Asociado,B,0,1,,1
712-2023 PA TTC Asociado B de SEMS,2023,SEMS,TTC,Asociado,B,41,37,,78
712-2023 PA TTC Asociado B de AG,2023,AG,TTC,Asociado,B,2,3,,5
712-2023 PA TTC Asociado C de CUCEA,2023,CUCEA,TTC,Asociado,C,0,1,,1
712-2023 PA TTC Asociado C de CUCEI,2023,CUCEI,TTC,Asociado,C,2,0,,2
712-2023 PA TTC Asociado C de CUCSH,2023,CUCSH,TTC,Asociado,C,0,4,,4
712-2023 PA TTC Asociado C de CUCS,2023,CUCS,TTC,Asociado,C,5,10,,15
712-2023 PA TTC Asociado C de CUAAD,2023,CUAAD,TTC,Asociado,C,0,0,,0
712-2023 PA TTC Asociado C de CUCBA,2023,CUCBA,TTC,Asociado,C,5,2,,7
712-2023 PA TTC Asociado C de CUALTOS,2023,CUALTOS,TTC,Asociado,C,1,0,,1
712-2023 PA TTC Asociado C de CUCIÉNEGA,2023,CUCIÉNEGA,TTC,Asociado,C,1,1,,2
712-2023 PA TTC Asociado C de CUSUR,2023,CUSUR,TTC,Asociado,C,1,1,,2
712-2023 PA TTC Asociado C de CUCOSTA,2023,CUCOSTA,TTC,Asociado,C,1,0,,1
712-2023 PA TTC Asociado C de CUCOSTASUR,2023,CUCOSTASUR,TTC,Asociado,C,2,1,,3
712-2023 PA TTC Asociado C de CUVALLES,2023,CUVALLES,TTC,Asociado,C,1,1,,2
712-2023 PA TTC Asociado C de CUNORTE,2023,CUNORTE,TTC,Asociado,C,2,0,,2
712-2023 PA TTC Asociado C de CULAGOS,2023,CULAGOS,TTC,Asociado,C,1,3,,4
712-2023 PA TTC Asociado C de CUTONALÁ,2023,CUTONALÁ,TTC,Asociado,C,7,3,,10
712-2023 PA TTC Asociado C de CUTLAJOMULCO,2023,CUTLAJOMULCO,TTC,Asociado,C,0,0,,0
712-2023 PA TTC Asociado C de SUV,2023,SUV,TTC,Asociado,C,1,3,,4
712-2023 PA TTC Asociado C de SEMS,2023,SEMS,TTC,Asociado,C,7,8,,15
712-2023 PA TTC Asociado C de AG,2023,AG,TTC,Asociado,C,2,1,,3
712-2023 PA TTC Titular A de CUCEA,2023,CUCEA,TTC,Titular,A,1,3,,4
712-2023 PA TTC Titular A de CUCEI,2023,CUCEI,TTC,Titular,A,4,2,,6
712-2023 PA TTC Titular A de CUCSH,2023,CUCSH,TTC,Titular,A,0,1,,1
712-2023 PA TTC Titular A de CUCS,2023,CUCS,TTC,Titular,A,7,5,,12
712-2023 PA TTC Titular A de CUAAD,2023,CUAAD,TTC,Titular,A,1,0,,1
712-2023 PA TTC Titular A de CUCBA,2023,CUCBA,TTC,Titular,A,2,2,,4
712-2023 PA TTC Titular A de CUALTOS,2023,CUALTOS,TTC,Titular,A,0,1,,1
712-2023 PA TTC Titular A de CUCIÉNEGA,2023,CUCIÉNEGA,TTC,Titular,A,0,1,,1
712-2023 PA TTC Titular A de CUSUR,2023,CUSUR,TTC,Titular,A,1,0,,1
712-2023 PA TTC Titular A de CUCOSTA,2023,CUCOSTA,TTC,Titular,A,0,0,,0
712-2023 PA TTC Titular A de CUCOSTASUR,2023,CUCOSTASUR,TTC,Titular,A,0,0,,0
712-2023 PA TTC Titular A de CUVALLES,2023,CUVALLES,TTC,Titular,A,0,1,,1
712-2023 PA TTC Titular A de CUNORTE,2023,CUNORTE,TTC,Titular,A,0,0,,0
712-2023 PA TTC Titular A de CULAGOS,2023,CULAGOS,TTC,Titular,A,1,0,,1
712-2023 PA TTC Titular A de CUTONALÁ,2023,CUTONALÁ,TTC,Titular,A,0,1,,1
712-2023 PA TTC Titular A de CUTLAJOMULCO,2023,CUTLAJOMULCO,TTC,Titular,A,0,0,,0
712-2023 PA TTC Titular A de SUV,2023,SUV,TTC,Titular,A,0,2,,2
712-2023 PA TTC Titular A de SEMS,2023,SEMS,TTC,Titular,A,7,6,,13
712-2023 PA TTC Titular A de AG,2023,AG,TTC,Titular,A,0,2,,2
712-2023 PA TTC Titular B de CUCEA,2023,CUCEA,TTC,Titular,B,0,0,,0
712-2023 PA TTC Titular B de CUCEI,2023,CUCEI,TTC,Titular,B,1,1,,2
712-2023 PA TTC Titular B de CUCSH,2023,CUCSH,TTC,Titular,B,0,0,,0
712-2023 PA TTC Titular B de CUCS,2023,CUCS,TTC,Titular,B,3,4,,7
712-2023 PA TTC Titular B de CUAAD,2023,CUAAD,TTC,Titular,B,0,0,,0
712-2023 PA TTC Titular B de CUCBA,2023,CUCBA,TTC,Titular,B,0,1,,1
712-2023 PA TTC Titular B de CUALTOS,2023,CUALTOS,TTC,Titular,B,0,0,,0
712-2023 PA TTC Titular B de CUCIÉNEGA,2023,CUCIÉNEGA,TTC,Titular,B,0,0,,0
712-2023 PA TTC Titular B de CUSUR,2023,CUSUR,TTC,Titular,B,0,1,,1
712-2023 PA TTC Titular B de CUCOSTA,2023,CUCOSTA,TTC,Titular,B,0,0,,0
712-2023 PA TTC Titular B de CUCOSTASUR,2023,CUCOSTASUR,TTC,Titular,B,0,0,,0
712-2023 PA TTC Titular B de CUVALLES,2023,CUVALLES,TTC,Titular,B,0,1,,1
