name,row,anio,cve_sems,pa_categoria_t,academicos_h,academicos_m,academicos_nb,academicos_t
713-2023-534 PA de SEMS IMT  de 14MMS0612I,534,2023,14MMS0612I,IMT,0,0,,0
713-2023-535 PA de SEMS IMT  de 14MMS0613H,535,2023,14MMS0613H,IMT,0,0,,0
713-2023-536 PA de SEMS IMT  de 14MMS0647Y,536,2023,14MMS0647Y,IMT,0,0,,0
713-2023-537 PA de SEMS IMT  de 14MMS0762P,537,2023,14MMS0762P,IMT,0,0,,0
713-2023-538 PA de SEMS IMT  de 14MMS0761Q,538,2023,14MMS0761Q,IMT,0,0,,0
713-2023-539 PA de SEMS IMT  de 14MMS0648X,539,2023,14MMS0648X,IMT,0,0,,0
713-2023-540 PA de SEMS IMT  de 14MMS0649W,540,2023,14MMS0649W,IMT,0,0,,0
713-2023-541 PA de SEMS IMT  de 14MMS0650L,541,2023,14MMS0650L,IMT,0,0,,0
713-2023-542 PA de SEMS IMT  de 14MMS0646Z,542,2023,14MMS0646Z,IMT,0,0,,0
713-2023-543 PA de SEMS IMT  de 14MMS0640E,543,2023,14MMS0640E,IMT,0,0,,0
713-2023-544 PA de SEMS IMT  de 14MMS0615F,544,2023,14MMS0615F,IMT,0,0,,0
713-2023-545 PA de SEMS IMT  de 14MMS0630Y,545,2023,14MMS0630Y,IMT,0,0,,0
713-2023-546 PA de SEMS IMT  de 14MMS0641D,546,2023,14MMS0641D,IMT,0,0,,0
713-2023-547 PA de SEMS IMT  de 14MMS0631X,547,2023,14MMS0631X,IMT,0,0,,0
713-2023-548 PA de SEMS IMT  de 14MMS0636S,548,2023,14MMS0636S,IMT,0,0,,0
713-2023-549 PA de SEMS IMT  de 14MMS0752I,549,2023,14MMS0752I,IMT,0,0,,0
713-2023-550 PA de SEMS IMT  de 14MMS0753H,550,2023,14MMS0753H,IMT,0,0,,0
713-2023-551 PA de SEMS IMT  de 14MMS0757D,551,2023,14MMS0757D,IMT,0,0,,0
713-2023-552 PA de SEMS IMT  de 14MMS0756E,552,2023,14MMS0756E,IMT,0,0,,0
713-2023-553 PA de SEMS IMT  de 14MMS0614G,553,2023,14MMS0614G,IMT,0,0,,0
713-2023-554 PA de SEMS IMT  de 14MMS0645Z,554,2023,14MMS0645Z,IMT,0,0,,0
713-2023-555 PA de SEMS IMT  de 14MMS0623O,555,2023,14MMS0623O,IMT,0,0,,0
713-2023-556 PA de SEMS IMT  de 14MMS0776S,556,2023,14MMS0776S,IMT,0,0,,0
713-2023-557 PA de SEMS IMT  de 14MMS0799C,557,2023,14MMS0799C,IMT,0,0,,0
713-2023-558 PA de SEMS IMT  de 14MMS0878P,558,2023,14MMS0878P,IMT,0,0,,0
713-2023-559 PA de SEMS IMT  de 14MMS0844Z,559,2023,14MMS0844Z,IMT,0,0,,0
713-2023-560 PA de SEMS IMT  de 14MMS0643B,560,2023,14MMS0643B,IMT,0,0,,0
713-2023-561 PA de SEMS IMT  de 14MMS0727J,561,2023,14MMS0727J,IMT,0,0,,0
713-2023-562 PA de SEMS IMT  de 14MMS0717C,562,2023,14MMS0717C,IMT,0,0,,0
713-2023-563 PA de SEMS IMT  de 14MMS0741C,563,2023,14MMS0741C,IMT,0,0,,0
713-2023-564 PA de SEMS IMT  de 14MMS0617D,564,2023,14MMS0617D,IMT,0,0,,0
713-2023-565 PA de SEMS IMT  de 14MMS0662Q,565,2023,14MMS0662Q,IMT,0,0,,0
713-2023-566 PA de SEMS IMT  de 14MMS0663P,566,2023,14MMS0663P,IMT,0,0,,0
713-2023-567 PA de SEMS IMT  de 14MMS0664O,567,2023,14MMS0664O,IMT,0,0,,0
713-2023-568 PA de SEMS IMT  de 14MMS0665N,568,2023,14MMS0665N,IMT,0,0,,0
713-2023-569 PA de SEMS IMT  de 14MMS0619B,569,2023,14MMS0619B,IMT,0,0,,0
713-2023-570 PA de SEMS IMT  de 14MMS0666M,570,2023,14MMS0666M,IMT,0,0,,0
713-2023-571 PA de SEMS IMT  de 14MMS0667L,571,2023,14MMS0667L,IMT,0,0,,0
713-2023-572 PA de SEMS IMT  de 14MMS0728I,572,2023,14MMS0728I,IMT,0,0,,0
713-2023-573 PA de SEMS IMT  de 14MMS0618C,573,2023,14MMS0618C,IMT,0,0,,0
713-2023-574 PA de SEMS IMT  de 14MMS0668K,574,2023,14MMS0668K,IMT,0,0,,0
713-2023-575 PA de SEMS IMT  de 14MMS0747X,575,2023,14MMS0747X,IMT,0,0,,0
713-2023-576 PA de SEMS IMT  de 14MMS0750K,576,2023,14MMS0750K,IMT,0,0,,0
713-2023-577 PA de SEMS IMT  de 14MMS0621Q,577,2023,14MMS0621Q,IMT,0,0,,0
713-2023-578 PA de SEMS IMT  de 14MMS0622P,578,2023,14MMS0622P,IMT,0,0,,0
713-2023-579 PA de SEMS IMT  de 14MMS0732V,579,2023,14MMS0732V,IMT,0,0,,0
713-2023-580 PA de SEMS IMT  de 14MMS0733U,580,2023,14MMS0733U,IMT,0,0,,0
713-2023-581 PA de SEMS IMT  de 14MMS0674V,581,2023,14MMS0674V,IMT,0,0,,0
713-2023-582 PA de SEMS IMT  de 14MMS0675U,582,2023,14MMS0675U,IMT,0,0,,0
713-2023-583 PA de SEMS IMT  de 14MMS0676T,583,2023,14MMS0676T,IMT,0,0,,0
713-2023-584 PA de SEMS IMT  de 14MMS0736R,584,2023,14MMS0736R,IMT,0,0,,0
713-2023-585 PA de SEMS IMT  de 14MMS0677S,585,2023,14MMS0677S,IMT,0,0,,0
713-2023-586 PA de SEMS IMT  de 14MMS0734T,586,2023,14MMS0734T,IMT,0,0,,0
713-2023-587 PA de SEMS IMT  de 14MMS0735S,587,2023,14MMS0735S,IMT,0,0,,0
713-2023-588 PA de SEMS IMT  de 14MMS0737Q,588,2023,14MMS0737Q,IMT,0,0,,0
713-2023-589 PA de SEMS IMT  de 14MMS0651K,589,2023,14MMS0651K,IMT,0,0,,0
713-2023-590 PA de SEMS IMT  de 14MMS0698E,590,2023,14MMS0698E,IMT,0,0,,0
713-2023-591 PA de SEMS IMT  de 14MMS0624N,591,2023,14MMS0624N,IMT,0,0,,0
713-2023-592 PA de SEMS IMT  de 14MMS0682D,592,2023,14MMS0682D,IMT,0,0,,0
713-2023-593 PA de SEMS IMT  de 14MMS0683C,593,2023,14MMS0683C,IMT,0,0,,0
713-2023-594 PA de SEMS IMT  de 14MMS0626L,594,2023,14MMS0626L,IMT,0,0,,0
713-2023-595 PA de SEMS IMT  de 14MMS0758C,595,2023,14MMS0758C,IMT,0,0,,0
713-2023-596 PA de SEMS IMT  de 14MMS0680F,596,2023,14MMS0680F,IMT,0,0,,0
713-2023-597 PA de SEMS IMT  de 14MMS0681E,597,2023,14MMS0681E,IMT,0,0,,0
713-2023-598 PA de SEMS IMT  de 14MMS0707W,598,2023,14MMS0707W,IMT,0,0,,0
713-2023-599 PA de SEMS IMT  de 14MMS0625M,599,2023,14MMS0625M,IMT,0,0,,0
713-2023-600 PA de SEMS IMT  de 14MMS0738P,600,2023,14MMS0738P,IMT,0,0,,0
713-2023-601 PA de SEMS IMT  de 14MMS0684B,601,2023,14MMS0684B,IMT,0,0,,0
713-2023-602 PA de SEMS IMT  de 14MMS0687Z,602,2023,14MMS0687Z,IMT,0,0,,0
713-2023-603 PA de SEMS IMT  de 14MMS0688Y,603,2023,14MMS0688Y,IMT,0,0,,0
713-2023-604 PA de SEMS IMT  de 14MMS0652J,604,2023,14MMS0652J,IMT,0,0,,0
713-2023-605 PA de SEMS IMT  de 14MMS0718B,605,2023,14MMS0718B,IMT,0,0,,0
713-2023-606 PA de SEMS IMT  de 14MMS0637R,606,2023,14MMS0637R,IMT,0,0,,0
713-2023-607 PA de SEMS IMT  de 14MMS0760R,607,2023,14MMS0760R,IMT,0,0,,0
713-2023-608 PA de SEMS IMT  de 14MMS0671Y,608,2023,14MMS0671Y,IMT,0,0,,0
713-2023-609 PA de SEMS IMT  de 14MMS0673W,609,2023,14MMS0673W,IMT,0,0,,0
713-2023-610 PA de SEMS IMT  de 14MMS0731W,610,2023,14MMS0731W,IMT,0,0,,0
713-2023-611 PA de SEMS IMT  de 14MMS0654H,611,2023,14MMS0654H,IMT,0,0,,0
713-2023-612 PA de SEMS IMT  de 14MMS0879O,612,2023,14MMS0879O,IMT,0,0,,0
713-2023-613 PA de SEMS IMT  de 14MMS0642C,613,2023,14MMS0642C,IMT,0,0,,0
713-2023-614 PA de SEMS IMT  de 14MMS0726K,614,2023,14MMS0726K,IMT,0,0,,0
713-2023-615 PA de SEMS IMT  de 14MMS0661R,615,2023,14MMS0661R,IMT,0,0,,0
713-2023-616 PA de SEMS IMT  de 14MMS0685A,616,2023,14MMS0685A,IMT,0,0,,0
713-2023-617 PA de SEMS IMT  de 14MMS0686Z,617,2023,14MMS0686Z,IMT,0,0,,0
713-2023-618 PA de SEMS IMT  de 14MMS0798D,618,2023,14MMS0798D,IMT,0,0,,0
713-2023-619 PA de SEMS IMT  de 14MMS0705Y,619,2023,14MMS0705Y,IMT,0,0,,0
713-2023-620 PA de SEMS IMT  de 14MMS0693J,620,2023,14MMS0693J,IMT,0,0,,0
713-2023-621 PA de SEMS IMT  de 14MMS0653I,621,2023,14MMS0653I,IMT,0,0,,0
713-2023-622 PA de SEMS IMT  de 14MMS0678R,622,2023,14MMS0678R,IMT,0,0,,0
713-2023-623 PA de SEMS IMT  de 14MMS0691L,623,2023,14MMS0691L,IMT,0,0,,0
713-2023-624 PA de SEMS IMT  de 14MMS0692K,624,2023,14MMS0692K,IMT,0,0,,0
713-2023-625 PA de SEMS IMT  de 14MMS0635T,625,2023,14MMS0635T,IMT,0,0,,0
713-2023-626 PA de SEMS IMT  de 14MMS0628J,626,2023,14MMS0628J,IMT,0,0,,0
713-2023-627 PA de SEMS IMT  de 14MMS0764N,627,2023,14MMS0764N,IMT,0,0,,0
713-2023-628 PA de SEMS IMT  de 14MMS0697F,628,2023,14MMS0697F,IMT,0,0,,0
713-2023-629 PA de SEMS IMT  de 14MMS0694I,629,2023,14MMS0694I,IMT,0,0,,0
713-2023-630 PA de SEMS IMT  de 14MMS0695H,630,2023,14MMS0695H,IMT,0,0,,0
713-2023-631 PA de SEMS IMT  de 14MMS0696G,631,2023,14MMS0696G,IMT,0,0,,0
713-2023-632 PA de SEMS IMT  de 14MMS0722O,632,2023,14MMS0722O,IMT,0,0,,0
713-2023-633 PA de SEMS IMT  de 14MMS0634U,633,2023,14MMS0634U,IMT,0,0,,0
713-2023-634 PA de SEMS IMT  de 14MMS0700C,634,2023,14MMS0700C,IMT,0,0,,0
713-2023-635 PA de SEMS IMT  de 14MMS0701B,635,2023,14MMS0701B,IMT,0,0,,0
713-2023-636 PA de SEMS IMT  de 14MMS0702A,636,2023,14MMS0702A,IMT,0,0,,0
713-2023-637 PA de SEMS IMT  de 14MMS0703Z,637,2023,14MMS0703Z,IMT,0,0,,0
713-2023-638 PA de SEMS IMT  de 14MMS0704Z,638,2023,14MMS0704Z,IMT,0,0,,0
713-2023-639 PA de SEMS IMT  de 14MMS0629I,639,2023,14MMS0629I,IMT,0,0,,0
713-2023-640 PA de SEMS IMT  de 14MMS0769I,640,2023,14MMS0769I,IMT,0,0,,0
713-2023-641 PA de SEMS IMT  de 14MMS0644A,641,2023,14MMS0644A,IMT,0,0,,0
713-2023-642 PA de SEMS IMT  de 14MMS0739O,642,2023,14MMS0739O,IMT,0,0,,0
713-2023-643 PA de SEMS IMT  de 14MMS0706X,643,2023,14MMS0706X,IMT,0,0,,0
713-2023-644 PA de SEMS IMT  de 14MMS0714F,644,2023,14MMS0714F,IMT,0,0,,0
713-2023-645 PA de SEMS IMT  de 14MMS0759B,645,2023,14MMS0759B,IMT,0,0,,0
713-2023-646 PA de SEMS IMT  de 14MMS0627K,646,2023,14MMS0627K,IMT,0,0,,0
713-2023-647 PA de SEMS IMT  de 14MMS0754G,647,2023,14MMS0754G,IMT,0,0,,0
713-2023-648 PA de SEMS IMT  de 14MMS0709U,648,2023,14MMS0709U,IMT,0,0,,0
713-2023-649 PA de SEMS IMT  de 14MMS0710J,649,2023,14MMS0710J,IMT,0,0,,0
713-2023-650 PA de SEMS IMT  de 14MMS0832U,650,2023,14MMS0832U,IMT,0,0,,0
713-2023-651 PA de SEMS IMT  de 14MMS0655G,651,2023,14MMS0655G,IMT,0,0,,0
713-2023-652 PA de SEMS IMT  de 14MMS0771X,652,2023,14MMS0771X,IMT,0,0,,0
713-2023-653 PA de SEMS IMT  de 14MMS0620R,653,2023,14MMS0620R,IMT,0,0,,0
713-2023-654 PA de SEMS IMT  de 14MMS0766L,654,2023,14MMS0766L,IMT,0,0,,0
713-2023-655 PA de SEMS IMT  de 14MMS0689X,655,2023,14MMS0689X,IMT,0,0,,0
713-2023-656 PA de SEMS IMT  de 14MMS0770Y,656,2023,14MMS0770Y,IMT,0,0,,0
713-2023-657 PA de SEMS IMT  de 14MMS0690M,657,2023,14MMS0690M,IMT,0,0,,0
713-2023-658 PA de SEMS IMT  de 14MMS0740D,658,2023,14MMS0740D,IMT,0,0,,0
713-2023-659 PA de SEMS IMT  de 14MMS0656F,659,2023,14MMS0656F,IMT,0,0,,0
713-2023-660 PA de SEMS IMT  de 14MMS0768J,660,2023,14MMS0768J,IMT,0,0,,0
713-2023-661 PA de SEMS IMT  de 14MMS0711I,661,2023,14MMS0711I,IMT,0,0,,0
713-2023-662 PA de SEMS IMT  de 14MMS0730X,662,2023,14MMS0730X,IMT,0,0,,0
713-2023-663 PA de SEMS IMT  de 14MMS0670Z,663,2023,14MMS0670Z,IMT,0,0,,0
713-2023-664 PA de SEMS IMT  de 14MMS0632W,664,2023,14MMS0632W,IMT,0,0,,0
713-2023-665 PA de SEMS IMT  de 14MMS0713G,665,2023,14MMS0713G,IMT,0,0,,0
713-2023-666 PA de SEMS IMT  de 14MMS0763O,666,2023,14MMS0763O,IMT,0,0,,0
713-2023-667 PA de SEMS IMT  de 14MMS0715E,667,2023,14MMS0715E,IMT,0,0,,0
713-2023-668 PA de SEMS IMT  de 14MMS0716D,668,2023,14MMS0716D,IMT,0,0,,0
713-2023-669 PA de SEMS IMT  de 14MMS0660S,669,2023,14MMS0660S,IMT,0,0,,0
713-2023-670 PA de SEMS IMT  de 14MMS0719A,670,2023,14MMS0719A,IMT,0,0,,0
713-2023-671 PA de SEMS IMT  de 14MMS0720Q,671,2023,14MMS0720Q,IMT,0,0,,0
713-2023-672 PA de SEMS IMT  de 14MMS0742B,672,2023,14MMS0742B,IMT,0,0,,0
713-2023-673 PA de SEMS IMT  de 14MMS0743A,673,2023,14MMS0743A,IMT,0,0,,0
713-2023-674 PA de SEMS IMT  de 14MMS0657E,674,2023,14MMS0657E,IMT,0,0,,0
713-2023-675 PA de SEMS IMT  de 14MMS0721P,675,2023,14MMS0721P,IMT,0,0,,0
713-2023-676 PA de SEMS IMT  de 14MMS0744Z,676,2023,14MMS0744Z,IMT,0,0,,0
713-2023-677 PA de SEMS IMT  de 14MMS0817B,677,2023,14MMS0817B,IMT,0,0,,0
713-2023-678 PA de SEMS IMT  de 14MMS0773V,678,2023,14MMS0773V,IMT,0,0,,0
713-2023-679 PA de SEMS IMT  de 14MMS0633V,679,2023,14MMS0633V,IMT,0,0,,0
713-2023-680 PA de SEMS IMT  de 14MMS0772W,680,2023,14MMS0772W,IMT,0,0,,0
713-2023-681 PA de SEMS IMT  de 14MMS0679Q,681,2023,14MMS0679Q,IMT,0,0,,0
713-2023-682 PA de SEMS IMT  de 14MMS0723N,682,2023,14MMS0723N,IMT,0,0,,0
713-2023-683 PA de SEMS IMT  de 14MMS0712H,683,2023,14MMS0712H,IMT,0,0,,0
713-2023-684 PA de SEMS IMT  de 14MMS0669J,684,2023,14MMS0669J,IMT,0,0,,0
713-2023-685 PA de SEMS IMT  de 14MMS0672X,685,2023,14MMS0672X,IMT,0,0,,0
713-2023-686 PA de SEMS IMT  de 14MMS0708V,686,2023,14MMS0708V,IMT,0,0,,0
713-2023-687 PA de SEMS IMT  de 14MMS0767K,687,2023,14MMS0767K,IMT,0,0,,0
713-2023-688 PA de SEMS IMT  de 14MMS0659C,688,2023,14MMS0659C,IMT,0,0,,0
713-2023-689 PA de SEMS IMT  de 14MMS0755F,689,2023,14MMS0755F,IMT,0,0,,0
713-2023-690 PA de SEMS IMT  de 14MMS0746Y,690,2023,14MMS0746Y,IMT,0,0,,0
713-2023-691 PA de SEMS IMT  de 14MMS0724M,691,2023,14MMS0724M,IMT,0,0,,0
713-2023-692 PA de SEMS IMT  de 14MMS0745Z,692,2023,14MMS0745Z,IMT,0,0,,0
713-2023-693 PA de SEMS IMT  de 14MMS0638Q,693,2023,14MMS0638Q,IMT,0,0,,0
713-2023-694 PA de SEMS IMT  de 14MMS0658D,694,2023,14MMS0658D,IMT,0,0,,0
713-2023-695 PA de SEMS IMT  de 14MMS0725L,695,2023,14MMS0725L,IMT,0,0,,0
713-2023-696 PA de SEMS IMT  de 14MMS0616E,696,2023,14MMS0616E,IMT,0,0,,0
713-2023-697 PA de SEMS IMT  de 14MMS0639P,697,2023,14MMS0639P,IMT,0,0,,0
713-2023-698 PA de SEMS IMT  de 14MMS0699D,698,2023,14MMS0699D,IMT,0,0,,0
713-2023-699 PA de SEMS IMT  de 14MMS0748W,699,2023,14MMS0748W,IMT,0,0,,0
713-2023-700 PA de SEMS IMT  de 14MMS0827I,700,2023,14MMS0827I,IMT,0,0,,0
713-2023-701 PA de SEMS IMT  de 14MMS0751J,701,2023,14MMS0751J,IMT,0,0,,0
713-2023-702 PA de SEMS IMT  de 14MMS0830W,702,2023,14MMS0830W,IMT,0,0,,0
713-2023-703 PA de SEMS IMT  de 14MMS0818A,703,2023,14MMS0818A,IMT,0,0,,0
713-2023-704 PA de SEMS IMT  de DGSEMS,704,2023,DGSEMS,IMT,0,0,,0
713-2023-705 PA de SEMS TTC  de 14MMS0607X,705,2023,14MMS0607X,TTC,6,5,,11
713-2023-706 PA de SEMS TTC  de 14MMS0608W,706,2023,14MMS0608W,TTC,5,2,,7
713-2023-707 PA de SEMS TTC  de 14MMS0609V,707,2023,14MMS0609V,TTC,2,3,,5
713-2023-708 PA de SEMS TTC  de 14MMS0610K,708,2023,14MMS0610K,TTC,2,11,,13
713-2023-709 PA de SEMS TTC  de 14MMS0611J,709,2023,14MMS0611J,TTC,4,9,,13
713-2023-710 PA de SEMS TTC  de 14MMS0612I,710,2023,14MMS0612I,TTC,4,5,,9
713-2023-711 PA de SEMS TTC  de 14MMS0613H,711,2023,14MMS0613H,TTC,18,10,,28
713-2023-712 PA de SEMS TTC  de 14MMS0647Y,712,2023,14MMS0647Y,TTC,8,4,,12
713-2023-713 PA de SEMS TTC  de 14MMS0762P,713,2023,14MMS0762P,TTC,1,1,,2
713-2023-714 PA de SEMS TTC  de 14MMS0761Q,714,2023,14MMS0761Q,TTC,2,1,,3
713-2023-715 PA de SEMS TTC  de 14MMS0648X,715,2023,14MMS0648X,TTC,3,6,,9
713-2023-716 PA de SEMS TTC  de 14MMS0649W,716,2023,14MMS0649W,TTC,9,9,,18
713-2023-717 PA de SEMS TTC  de 14MMS0650L,717,2023,14MMS0650L,TTC,1,3,,4
713-2023-718 PA de SEMS TTC  de 14MMS0646Z,718,2023,14MMS0646Z,TTC,14,6,,20
713-2023-719 PA de SEMS TTC  de 14MMS0640E,719,2023,14MMS0640E,TTC,0,0,,0
713-2023-720 PA de SEMS TTC  de 14MMS0615F,720,2023,14MMS0615F,TTC,4,4,,8
713-2023-721 PA de SEMS TTC  de 14MMS0630Y,721,2023,14MMS0630Y,TTC,8,9,,17
713-2023-722 PA de SEMS TTC  de 14MMS0641D,722,2023,14MMS0641D,TTC,0,1,,1
713-2023-723 PA de SEMS TTC  de 14MMS0631X,723,2023,14MMS0631X,TTC,2,10,,12
713-2023-724 PA de SEMS TTC  de 14MMS0636S,724,2023,14MMS0636S,TTC,6,4,,10
713-2023-725 PA de SEMS TTC  de 14MMS0752I,725,2023,14MMS0752I,TTC,5,3,,8
713-2023-726 PA de SEMS TTC  de 14MMS0753H,726,2023,14MMS0753H,TTC,8,5,,13
713-2023-727 PA de SEMS TTC  de 14MMS0757D,727,2023,14MMS0757D,TTC,5,5,,10
713-2023-728 PA de SEMS TTC  de 14MMS0756E,728,2023,14MMS0756E,TTC,5,5,,10
713-2023-729 PA de SEMS TTC  de 14MMS0614G,729,2023,14MMS0614G,TTC,7,5,,12
713-2023-730 PA de SEMS TTC  de 14MMS0645Z,730,2023,14MMS0645Z,TTC,5,2,,7
713-2023-731 PA de SEMS TTC  de 14MMS0623O,731,2023,14MMS0623O,TTC,6,10,,16
713-2023-732 PA de SEMS TTC  de 14MMS0776S,732,2023,14MMS0776S,TTC,14,13,,27
713-2023-733 PA de SEMS TTC  de 14MMS0799C,733,2023,14MMS0799C,TTC,8,8,,16
713-2023-734 PA de SEMS TTC  de 14MMS0878P,734,2023,14MMS0878P,TTC,4,1,,5
713-2023-735 PA de SEMS TTC  de 14MMS0844Z,735,2023,14MMS0844Z,TTC,2,2,,4
713-2023-736 PA de SEMS TTC  de 14MMS0643B,736,2023,14MMS0643B,TTC,2,1,,3
713-2023-737 PA de SEMS TTC  de 14MMS0727J,737,2023,14MMS0727J,TTC,0,0,,0
713-2023-738 PA de SEMS TTC  de 14MMS0717C,738,2023,14MMS0717C,TTC,0,1,,1
713-2023-739 PA de SEMS TTC  de 14MMS0741C,739,2023,14MMS0741C,TTC,0,0,,0
713-2023-740 PA de SEMS TTC  de 14MMS0617D,740,2023,14MMS0617D,TTC,0,0,,0
713-2023-741 PA de SEMS TTC  de 14MMS0662Q,741,2023,14MMS0662Q,TTC,0,1,,1
713-2023-742 PA de SEMS TTC  de 14MMS0663P,742,2023,14MMS0663P,TTC,0,0,,0
713-2023-743 PA de SEMS TTC  de 14MMS0664O,743,2023,14MMS0664O,TTC,0,0,,0
713-2023-744 PA de SEMS TTC  de 14MMS0665N,744,2023,14MMS0665N,TTC,0,0,,0
713-2023-745 PA de SEMS TTC  de 14MMS0619B,745,2023,14MMS0619B,TTC,3,5,,8
713-2023-746 PA de SEMS TTC  de 14MMS0666M,746,2023,14MMS0666M,TTC,0,0,,0
713-2023-747 PA de SEMS TTC  de 14MMS0667L,747,2023,14MMS0667L,TTC,0,1,,1
713-2023-748 PA de SEMS TTC  de 14MMS0728I,748,2023,14MMS0728I,TTC,2,1,,3
713-2023-749 PA de SEMS TTC  de 14MMS0618C,749,2023,14MMS0618C,TTC,3,3,,6
713-2023-750 PA de SEMS TTC  de 14MMS0668K,750,2023,14MMS0668K,TTC,0,0,,0
713-2023-751 PA de SEMS TTC  de 14MMS0747X,751,2023,14MMS0747X,TTC,0,0,,0
713-2023-752 PA de SEMS TTC  de 14MMS0750K,752,2023,14MMS0750K,TTC,0,0,,0
713-2023-753 PA de SEMS TTC  de 14MMS0621Q,753,2023,14MMS0621Q,TTC,7,3,,10
713-2023-754 PA de SEMS TTC  de 14MMS0622P,754,2023,14MMS0622P,TTC,2,3,,5
713-2023-755 PA de SEMS TTC  de 14MMS0732V,755,2023,14MMS0732V,TTC,1,0,,1
713-2023-756 PA de SEMS TTC  de 14MMS0733U,756,2023,14MMS0733U,TTC,0,1,,1
713-2023-757 PA de SEMS TTC  de 14MMS0674V,757,2023,14MMS0674V,TTC,1,0,,1
713-2023-758 PA de SEMS TTC  de 14MMS0675U,758,2023,14MMS0675U,TTC,1,0,,1
713-2023-759 PA de SEMS TTC  de 14MMS0676T,759,2023,14MMS0676T,TTC,0,2,,2
713-2023-760 PA de SEMS TTC  de 14MMS0736R,760,2023,14MMS0736R,TTC,1,0,,1
713-2023-761 PA de SEMS TTC  de 14MMS0677S,761,2023,14MMS0677S,TTC,0,0,,0
713-2023-762 PA de SEMS TTC  de 14MMS0734T,762,2023,14MMS0734T,TTC,0,0,,0
713-2023-763 PA de SEMS TTC  de 14MMS0735S,763,2023,14MMS0735S,TTC,0,0,,0
713-2023-764 PA de SEMS TTC  de 14MMS0737Q,764,2023,14MMS0737Q,TTC,0,0,,0
713-2023-765 PA de SEMS TTC  de 14MMS0651K,765,2023,14MMS0651K,TTC,1,0,,1
713-2023-766 PA de SEMS TTC  de 14MMS0698E,766,2023,14MMS0698E,TTC,1,0,,1
713-2023-767 PA de SEMS TTC  de 14MMS0624N,767,2023,14MMS0624N,TTC,1,1,,2
713-2023-768 PA de SEMS TTC  de 14MMS0682D,768,2023,14MMS0682D,TTC,0,0,,0
713-2023-769 PA de SEMS TTC  de 14MMS0683C,769,2023,14MMS0683C,TTC,0,1,,1
713-2023-770 PA de SEMS TTC  de 14MMS0626L,770,2023,14MMS0626L,TTC,4,4,,8
713-2023-771 PA de SEMS TTC  de 14MMS0758C,771,2023,14MMS0758C,TTC,0,1,,1
713-2023-772 PA de SEMS TTC  de 14MMS0680F,772,2023,14MMS0680F,TTC,1,0,,1
713-2023-773 PA de SEMS TTC  de 14MMS0681E,773,2023,14MMS0681E,TTC,2,0,,2
713-2023-774 PA de SEMS TTC  de 14MMS0707W,774,2023,14MMS0707W,TTC,1,0,,1
713-2023-775 PA de SEMS TTC  de 14MMS0625M,775,2023,14MMS0625M,TTC,1,0,,1
713-2023-776 PA de SEMS TTC  de 14MMS0738P,776,2023,14MMS0738P,TTC,0,0,,0
713-2023-777 PA de SEMS TTC  de 14MMS0684B,777,2023,14MMS0684B,TTC,0,1,,1
713-2023-778 PA de SEMS TTC  de 14MMS0687Z,778,2023,14MMS0687Z,TTC,1,0,,1
713-2023-779 PA de SEMS TTC  de 14MMS0688Y,779,2023,14MMS0688Y,TTC,0,0,,0
713-2023-780 PA de SEMS TTC  de 14MMS0652J,780,2023,14MMS0652J,TTC,2,0,,2
713-2023-781 PA de SEMS TTC  de 14MMS0718B,781,2023,14MMS0718B,TTC,0,0,,0
713-2023-782 PA de SEMS TTC  de 14MMS0637R,782,2023,14MMS0637R,TTC,7,4,,11
713-2023-783 PA de SEMS TTC  de 14MMS0760R,783,2023,14MMS0760R,TTC,1,1,,2
713-2023-784 PA de SEMS TTC  de 14MMS0671Y,784,2023,14MMS0671Y,TTC,0,0,,0
713-2023-785 PA de SEMS TTC  de 14MMS0673W,785,2023,14MMS0673W,TTC,1,0,,1
713-2023-786 PA de SEMS TTC  de 14MMS0731W,786,2023,14MMS0731W,TTC,0,0,,0
713-2023-787 PA de SEMS TTC  de 14MMS0654H,787,2023,14MMS0654H,TTC,1,4,,5
713-2023-788 PA de SEMS TTC  de 14MMS0879O,788,2023,14MMS0879O,TTC,1,0,,1
713-2023-789 PA de SEMS TTC  de 14MMS0642C,789,2023,14MMS0642C,TTC,1,1,,2
713-2023-790 PA de SEMS TTC  de 14MMS0726K,790,2023,14MMS0726K,TTC,0,0,,0
713-2023-791 PA de SEMS TTC  de 14MMS0661R,791,2023,14MMS0661R,TTC,0,1,,1
713-2023-792 PA de SEMS TTC  de 14MMS0685A,792,2023,14MMS0685A,TTC,0,0,,0
713-2023-793 PA de SEMS TTC  de 14MMS0686Z,793,2023,14MMS0686Z,TTC,0,0,,0
713-2023-794 PA de SEMS TTC  de 14MMS0798D,794,2023,14MMS0798D,TTC,1,0,,1
713-2023-795 PA de SEMS TTC  de 14MMS0705Y,795,2023,14MMS0705Y,TTC,1,0,,1
713-2023-796 PA de SEMS TTC  de 14MMS0693J,796,2023,14MMS0693J,TTC,0,2,,2
713-2023-797 PA de SEMS TTC  de 14MMS0653I,797,2023,14MMS0653I,TTC,2,0,,2
713-2023-798 PA de SEMS TTC  de 14MMS0678R,798,2023,14MMS0678R,TTC,3,0,,3
713-2023-799 PA de SEMS TTC  de 14MMS0691L,799,2023,14MMS0691L,TTC,1,0,,1
