name,row,anio,cve_sems,pa_categoria_t,academicos_h,academicos_m,academicos_nb,academicos_t
713-2023-1 PA de SEMS DTC  de 14MMS0607X,1,2023,14MMS0607X,DTC,7,7,,14
713-2023-2 PA de SEMS DTC  de 14MMS0608W,2,2023,14MMS0608W,DTC,14,7,,21
713-2023-3 PA de SEMS DTC  de 14MMS0609V,3,2023,14MMS0609V,DTC,15,9,,24
713-2023-4 PA de SEMS DTC  de 14MMS0610K,4,2023,14MMS0610K,DTC,13,5,,18
713-2023-5 PA de SEMS DTC  de 14MMS0611J,5,2023,14MMS0611J,DTC,7,11,,18
713-2023-6 PA de SEMS DTC  de 14MMS0612I,6,2023,14MMS0612I,DTC,13,8,,21
713-2023-7 PA de SEMS DTC  de 14MMS0613H,7,2023,14MMS0613H,DTC,28,28,,56
713-2023-8 PA de SEMS DTC  de 14MMS0647Y,8,2023,14MMS0647Y,DTC,14,19,,33
713-2023-9 PA de SEMS DTC  de 14MMS0762P,9,2023,14MMS0762P,DTC,0,0,,0
713-2023-10 PA de SEMS DTC  de 14MMS0761Q,10,2023,14MMS0761Q,DTC,0,0,,0
713-2023-11 PA de SEMS DTC  de 14MMS0648X,11,2023,14MMS0648X,DTC,12,12,,24
713-2023-12 PA de SEMS DTC  de 14MMS0649W,12,2023,14MMS0649W,DTC,22,18,,40
713-2023-13 PA de SEMS DTC  de 14MMS0650L,13,2023,14MMS0650L,DTC,11,10,,21
713-2023-14 PA de SEMS DTC  de 14MMS0646Z,14,2023,14MMS0646Z,DTC,20,28,,48
713-2023-15 PA de SEMS DTC  de 14MMS0640E,15,2023,14MMS0640E,DTC,0,0,,0
713-2023-16 PA de SEMS DTC  de 14MMS0615F,16,2023,14MMS0615F,DTC,8,16,,24
713-2023-17 PA de SEMS DTC  de 14MMS0630Y,17,2023,14MMS0630Y,DTC,4,5,,9
713-2023-18 PA de SEMS DTC  de 14MMS0641D,18,2023,14MMS0641D,DTC,0,2,,2
713-2023-19 PA de SEMS DTC  de 14MMS0631X,19,2023,14MMS0631X,DTC,8,6,,14
713-2023-20 PA de SEMS DTC  de 14MMS0636S,20,2023,14MMS0636S,DTC,3,3,,6
713-2023-21 PA de SEMS DTC  de 14MMS0752I,21,2023,14MMS0752I,DTC,2,5,,7
713-2023-22 PA de SEMS DTC  de 14MMS0753H,22,2023,14MMS0753H,DTC,7,5,,12
713-2023-23 PA de SEMS DTC  de 14MMS0757D,23,2023,14MMS0757D,DTC,7,11,,18
713-2023-24 PA de SEMS DTC  de 14MMS0756E,24,2023,14MMS0756E,DTC,11,4,,15
713-2023-25 PA de SEMS DTC  de 14MMS0614G,25,2023,14MMS0614G,DTC,23,25,,48
713-2023-26 PA de SEMS DTC  de 14MMS0645Z,26,2023,14MMS0645Z,DTC,15,18,,33
713-2023-27 PA de SEMS DTC  de 14MMS0623O,27,2023,14MMS0623O,DTC,7,13,,20
713-2023-28 PA de SEMS DTC  de 14MMS0776S,28,2023,14MMS0776S,DTC,16,4,,20
713-2023-29 PA de SEMS DTC  de 14MMS0799C,29,2023,14MMS0799C,DTC,15,21,,36
713-2023-30 PA de SEMS DTC  de 14MMS0878P,30,2023,14MMS0878P,DTC,0,0,,0
713-2023-31 PA de SEMS DTC  de 14MMS0844Z,31,2023,14MMS0844Z,DTC,1,2,,3
713-2023-32 PA de SEMS DTC  de 14MMS0643B,32,2023,14MMS0643B,DTC,3,3,,6
713-2023-33 PA de SEMS DTC  de 14MMS0727J,33,2023,14MMS0727J,DTC,0,0,,0
713-2023-34 PA de SEMS DTC  de 14MMS0717C,34,2023,14MMS0717C,DTC,4,2,,6
713-2023-35 PA de SEMS DTC  de 14MMS0741C,35,2023,14MMS0741C,DTC,0,0,,0
713-2023-36 PA de SEMS DTC  de 14MMS0617D,36,2023,14MMS0617D,DTC,3,2,,5
713-2023-37 PA de SEMS DTC  de 14MMS0662Q,37,2023,14MMS0662Q,DTC,2,0,,2
713-2023-38 PA de SEMS DTC  de 14MMS0663P,38,2023,14MMS0663P,DTC,0,0,,0
713-2023-39 PA de SEMS DTC  de 14MMS0664O,39,2023,14MMS0664O,DTC,0,0,,0
713-2023-40 PA de SEMS DTC  de 14MMS0665N,40,2023,14MMS0665N,DTC,0,1,,1
713-2023-41 PA de SEMS DTC  de 14MMS0619B,41,2023,14MMS0619B,DTC,4,5,,9
713-2023-42 PA de SEMS DTC  de 14MMS0666M,42,2023,14MMS0666M,DTC,0,0,,0
713-2023-43 PA de SEMS DTC  de 14MMS0667L,43,2023,14MMS0667L,DTC,0,0,,0
713-2023-44 PA de SEMS DTC  de 14MMS0728I,44,2023,14MMS0728I,DTC,0,0,,0
713-2023-45 PA de SEMS DTC  de 14MMS0618C,45,2023,14MMS0618C,DTC,6,3,,9
713-2023-46 PA de SEMS DTC  de 14MMS0668K,46,2023,14MMS0668K,DTC,1,0,,1
713-2023-47 PA de SEMS DTC  de 14MMS0747X,47,2023,14MMS0747X,DTC,0,0,,0
713-2023-48 PA de SEMS DTC  de 14MMS0750K,48,2023,14MMS0750K,DTC,0,0,,0
713-2023-49 PA de SEMS DTC  de 14MMS0621Q,49,2023,14MMS0621Q,DTC,14,7,,21
713-2023-50 PA de SEMS DTC  de 14MMS0622P,50,2023,14MMS0622P,DTC,5,3,,8
713-2023-51 PA de SEMS DTC  de 14MMS0732V,51,2023,14MMS0732V,DTC,0,0,,0
713-2023-52 PA de SEMS DTC  de 14MMS0733U,52,2023,14MMS0733U,DTC,0,0,,0
713-2023-53 PA de SEMS DTC  de 14MMS0674V,53,2023,14MMS0674V,DTC,0,1,,1
713-2023-54 PA de SEMS DTC  de 14MMS0675U,54,2023,14MMS0675U,DTC,0,0,,0
713-2023-55 PA de SEMS DTC  de 14MMS0676T,55,2023,14MMS0676T,DTC,0,1,,1
713-2023-56 PA de SEMS DTC  de 14MMS0736R,56,2023,14MMS0736R,DTC,0,0,,0
713-2023-57 PA de SEMS DTC  de 14MMS0677S,57,2023,14MMS0677S,DTC,1,0,,1
713-2023-58 PA de SEMS DTC  de 14MMS0734T,58,2023,14MMS0734T,DTC,0,0,,0
713-2023-59 PA de SEMS DTC  de 14MMS0735S,59,2023,14MMS0735S,DTC,0,0,,0
713-2023-60 PA de SEMS DTC  de 14MMS0737Q,60,2023,14MMS0737Q,DTC,0,0,,0
713-2023-61 PA de SEMS DTC  de 14MMS0651K,61,2023,14MMS0651K,DTC,4,2,,6
713-2023-62 PA de SEMS DTC  de 14MMS0698E,62,2023,14MMS0698E,DTC,1,0,,1
713-2023-63 PA de SEMS DTC  de 14MMS0624N,63,2023,14MMS0624N,DTC,3,1,,4
713-2023-64 PA de SEMS DTC  de 14MMS0682D,64,2023,14MMS0682D,DTC,3,1,,4
713-2023-65 PA de SEMS DTC  de 14MMS0683C,65,2023,14MMS0683C,DTC,0,0,,0
713-2023-66 PA de SEMS DTC  de 14MMS0626L,66,2023,14MMS0626L,DTC,15,11,,26
713-2023-67 PA de SEMS DTC  de 14MMS0758C,67,2023,14MMS0758C,DTC,1,0,,1
713-2023-68 PA de SEMS DTC  de 14MMS0680F,68,2023,14MMS0680F,DTC,2,0,,2
713-2023-69 PA de SEMS DTC  de 14MMS0681E,69,2023,14MMS0681E,DTC,1,0,,1
713-2023-70 PA de SEMS DTC  de 14MMS0707W,70,2023,14MMS0707W,DTC,1,2,,3
713-2023-71 PA de SEMS DTC  de 14MMS0625M,71,2023,14MMS0625M,DTC,5,4,,9
713-2023-72 PA de SEMS DTC  de 14MMS0738P,72,2023,14MMS0738P,DTC,0,0,,0
713-2023-73 PA de SEMS DTC  de 14MMS0684B,73,2023,14MMS0684B,DTC,0,0,,0
713-2023-74 PA de SEMS DTC  de 14MMS0687Z,74,2023,14MMS0687Z,DTC,0,0,,0
713-2023-75 PA de SEMS DTC  de 14MMS0688Y,75,2023,14MMS0688Y,DTC,1,0,,1
713-2023-76 PA de SEMS DTC  de 14MMS0652J,76,2023,14MMS0652J,DTC,2,1,,3
713-2023-77 PA de SEMS DTC  de 14MMS0718B,77,2023,14MMS0718B,DTC,2,2,,4
713-2023-78 PA de SEMS DTC  de 14MMS0637R,78,2023,14MMS0637R,DTC,4,3,,7
713-2023-79 PA de SEMS DTC  de 14MMS0760R,79,2023,14MMS0760R,DTC,0,0,,0
713-2023-80 PA de SEMS DTC  de 14MMS0671Y,80,2023,14MMS0671Y,DTC,0,0,,0
713-2023-81 PA de SEMS DTC  de 14MMS0673W,81,2023,14MMS0673W,DTC,3,1,,4
713-2023-82 PA de SEMS DTC  de 14MMS0731W,82,2023,14MMS0731W,DTC,0,0,,0
713-2023-83 PA de SEMS DTC  de 14MMS0654H,83,2023,14MMS0654H,DTC,6,5,,11
713-2023-84 PA de SEMS DTC  de 14MMS0879O,84,2023,14MMS0879O,DTC,0,0,,0
713-2023-85 PA de SEMS DTC  de 14MMS0642C,85,2023,14MMS0642C,DTC,3,3,,6
713-2023-86 PA de SEMS DTC  de 14MMS0726K,86,2023,14MMS0726K,DTC,0,0,,0
713-2023-87 PA de SEMS DTC  de 14MMS0661R,87,2023,14MMS0661R,DTC,1,0,,1
713-2023-88 PA de SEMS DTC  de 14MMS0685A,88,2023,14MMS0685A,DTC,3,2,,5
713-2023-89 PA de SEMS DTC  de 14MMS0686Z,89,2023,14MMS0686Z,DTC,0,0,,0
713-2023-90 PA de SEMS DTC  de 14MMS0798D,90,2023,14MMS0798D,DTC,0,0,,0
713-2023-91 PA de SEMS DTC  de 14MMS0705Y,91,2023,14MMS0705Y,DTC,1,0,,1
713-2023-92 PA de SEMS DTC  de 14MMS0693J,92,2023,14MMS0693J,DTC,1,2,,3
713-2023-93 PA de SEMS DTC  de 14MMS0653I,93,2023,14MMS0653I,DTC,5,1,,6
713-2023-94 PA de SEMS DTC  de 14MMS0678R,94,2023,14MMS0678R,DTC,0,0,,0
713-2023-95 PA de SEMS DTC  de 14MMS0691L,95,2023,14MMS0691L,DTC,1,0,,1
713-2023-96 PA de SEMS DTC  de 14MMS0692K,96,2023,14MMS0692K,DTC,0,0,,0
713-2023-97 PA de SEMS DTC  de 14MMS0635T,97,2023,14MMS0635T,DTC,4,1,,5
713-2023-98 PA de SEMS DTC  de 14MMS0628J,98,2023,14MMS0628J,DTC,0,5,,5
713-2023-99 PA de SEMS DTC  de 14MMS0764N,99,2023,14MMS0764N,DTC,0,0,,0
713-2023-100 PA de SEMS DTC  de 14MMS0697F,100,2023,14MMS0697F,DTC,0,0,,0
713-2023-101 PA de SEMS DTC  de 14MMS0694I,101,2023,14MMS0694I,DTC,0,0,,0
713-2023-102 PA de SEMS DTC  de 14MMS0695H,102,2023,14MMS0695H,DTC,0,1,,1
713-2023-103 PA de SEMS DTC  de 14MMS0696G,103,2023,14MMS0696G,DTC,0,0,,0
713-2023-104 PA de SEMS DTC  de 14MMS0722O,104,2023,14MMS0722O,DTC,6,6,,12
713-2023-105 PA de SEMS DTC  de 14MMS0634U,105,2023,14MMS0634U,DTC,4,4,,8
713-2023-106 PA de SEMS DTC  de 14MMS0700C,106,2023,14MMS0700C,DTC,0,0,,0
713-2023-107 PA de SEMS DTC  de 14MMS0701B,107,2023,14MMS0701B,DTC,0,0,,0
713-2023-108 PA de SEMS DTC  de 14MMS0702A,108,2023,14MMS0702A,DTC,0,0,,0
713-2023-109 PA de SEMS DTC  de 14MMS0703Z,109,2023,14MMS0703Z,DTC,0,0,,0
713-2023-110 PA de SEMS DTC  de 14MMS0704Z,110,2023,14MMS0704Z,DTC,0,0,,0
713-2023-111 PA de SEMS DTC  de 14MMS0629I,111,2023,14MMS0629I,DTC,6,1,,7
713-2023-112 PA de SEMS DTC  de 14MMS0769I,112,2023,14MMS0769I,DTC,0,0,,0
713-2023-113 PA de SEMS DTC  de 14MMS0644A,113,2023,14MMS0644A,DTC,1,2,,3
713-2023-114 PA de SEMS DTC  de 14MMS0739O,114,2023,14MMS0739O,DTC,0,0,,0
713-2023-115 PA de SEMS DTC  de 14MMS0706X,115,2023,14MMS0706X,DTC,3,1,,4
713-2023-116 PA de SEMS DTC  de 14MMS0714F,116,2023,14MMS0714F,DTC,0,0,,0
713-2023-117 PA de SEMS DTC  de 14MMS0759B,117,2023,14MMS0759B,DTC,10,6,,16
713-2023-118 PA de SEMS DTC  de 14MMS0627K,118,2023,14MMS0627K,DTC,3,4,,7
713-2023-119 PA de SEMS DTC  de 14MMS0754G,119,2023,14MMS0754G,DTC,0,0,,0
713-2023-120 PA de SEMS DTC  de 14MMS0709U,120,2023,14MMS0709U,DTC,1,5,,6
713-2023-121 PA de SEMS DTC  de 14MMS0710J,121,2023,14MMS0710J,DTC,1,2,,3
713-2023-122 PA de SEMS DTC  de 14MMS0832U,122,2023,14MMS0832U,DTC,0,0,,0
713-2023-123 PA de SEMS DTC  de 14MMS0655G,123,2023,14MMS0655G,DTC,4,4,,8
713-2023-124 PA de SEMS DTC  de 14MMS0771X,124,2023,14MMS0771X,DTC,0,0,,0
713-2023-125 PA de SEMS DTC  de 14MMS0620R,125,2023,14MMS0620R,DTC,8,3,,11
713-2023-126 PA de SEMS DTC  de 14MMS0766L,126,2023,14MMS0766L,DTC,0,0,,0
713-2023-127 PA de SEMS DTC  de 14MMS0689X,127,2023,14MMS0689X,DTC,0,0,,0
713-2023-128 PA de SEMS DTC  de 14MMS0770Y,128,2023,14MMS0770Y,DTC,0,0,,0
713-2023-129 PA de SEMS DTC  de 14MMS0690M,129,2023,14MMS0690M,DTC,0,0,,0
713-2023-130 PA de SEMS DTC  de 14MMS0740D,130,2023,14MMS0740D,DTC,0,0,,0
713-2023-131 PA de SEMS DTC  de 14MMS0656F,131,2023,14MMS0656F,DTC,2,0,,2
713-2023-132 PA de SEMS DTC  de 14MMS0768J,132,2023,14MMS0768J,DTC,0,0,,0
713-2023-133 PA de SEMS DTC  de 14MMS0711I,133,2023,14MMS0711I,DTC,2,0,,2
713-2023-134 PA de SEMS DTC  de 14MMS0730X,134,2023,14MMS0730X,DTC,0,1,,1
713-2023-135 PA de SEMS DTC  de 14MMS0670Z,135,2023,14MMS0670Z,DTC,1,0,,1
713-2023-136 PA de SEMS DTC  de 14MMS0632W,136,2023,14MMS0632W,DTC,7,1,,8
713-2023-137 PA de SEMS DTC  de 14MMS0713G,137,2023,14MMS0713G,DTC,1,0,,1
713-2023-138 PA de SEMS DTC  de 14MMS0763O,138,2023,14MMS0763O,DTC,0,0,,0
713-2023-139 PA de SEMS DTC  de 14MMS0715E,139,2023,14MMS0715E,DTC,0,1,,1
713-2023-140 PA de SEMS DTC  de 14MMS0716D,140,2023,14MMS0716D,DTC,0,0,,0
713-2023-141 PA de SEMS DTC  de 14MMS0660S,141,2023,14MMS0660S,DTC,6,3,,9
713-2023-142 PA de SEMS DTC  de 14MMS0719A,142,2023,14MMS0719A,DTC,2,0,,2
713-2023-143 PA de SEMS DTC  de 14MMS0720Q,143,2023,14MMS0720Q,DTC,2,1,,3
713-2023-144 PA de SEMS DTC  de 14MMS0742B,144,2023,14MMS0742B,DTC,0,0,,0
713-2023-145 PA de SEMS DTC  de 14MMS0743A,145,2023,14MMS0743A,DTC,0,0,,0
713-2023-146 PA de SEMS DTC  de 14MMS0657E,146,2023,14MMS0657E,DTC,5,12,,17
713-2023-147 PA de SEMS DTC  de 14MMS0721P,147,2023,14MMS0721P,DTC,0,0,,0
713-2023-148 PA de SEMS DTC  de 14MMS0744Z,148,2023,14MMS0744Z,DTC,0,0,,0
713-2023-149 PA de SEMS DTC  de 14MMS0817B,149,2023,14MMS0817B,DTC,0,0,,0
713-2023-150 PA de SEMS DTC  de 14MMS0773V,150,2023,14MMS0773V,DTC,3,5,,8
713-2023-151 PA de SEMS DTC  de 14MMS0633V,151,2023,14MMS0633V,DTC,4,1,,5
713-2023-152 PA de SEMS DTC  de 14MMS0772W,152,2023,14MMS0772W,DTC,0,0,,0
713-2023-153 PA de SEMS DTC  de 14MMS0679Q,153,2023,14MMS0679Q,DTC,2,1,,3
713-2023-154 PA de SEMS DTC  de 14MMS0723N,154,2023,14MMS0723N,DTC,0,0,,0
713-2023-155 PA de SEMS DTC  de 14MMS0712H,155,2023,14MMS0712H,DTC,2,1,,3
713-2023-156 PA de SEMS DTC  de 14MMS0669J,156,2023,14MMS0669J,DTC,0,2,,2
713-2023-157 PA de SEMS DTC  de 14MMS0672X,157,2023,14MMS0672X,DTC,0,1,,1
713-2023-158 PA de SEMS DTC  de 14MMS0708V,158,2023,14MMS0708V,DTC,1,1,,2
713-2023-159 PA de SEMS DTC  de 14MMS0767K,159,2023,14MMS0767K,DTC,1,0,,1
713-2023-160 PA de SEMS DTC  de 14MMS0659C,160,2023,14MMS0659C,DTC,6,3,,9
713-2023-161 PA de SEMS DTC  de 14MMS0755F,161,2023,14MMS0755F,DTC,0,0,,0
713-2023-162 PA de SEMS DTC  de 14MMS0746Y,162,2023,14MMS0746Y,DTC,0,0,,0
713-2023-163 PA de SEMS DTC  de 14MMS0724M,163,2023,14MMS0724M,DTC,2,1,,3
713-2023-164 PA de SEMS DTC  de 14MMS0745Z,164,2023,14MMS0745Z,DTC,0,0,,0
713-2023-165 PA de SEMS DTC  de 14MMS0638Q,165,2023,14MMS0638Q,DTC,2,1,,3
713-2023-166 PA de SEMS DTC  de 14MMS0658D,166,2023,14MMS0658D,DTC,7,4,,11
713-2023-167 PA de SEMS DTC  de 14MMS0725L,167,2023,14MMS0725L,DTC,0,0,,0
713-2023-168 PA de SEMS DTC  de 14MMS0616E,168,2023,14MMS0616E,DTC,6,11,,17
713-2023-169 PA de SEMS DTC  de 14MMS0639P,169,2023,14MMS0639P,DTC,1,2,,3
713-2023-170 PA de SEMS DTC  de 14MMS0699D,170,2023,14MMS0699D,DTC,2,4,,6
713-2023-171 PA de SEMS DTC  de 14MMS0748W,171,2023,14MMS0748W,DTC,0,0,,0
713-2023-172 PA de SEMS DTC  de 14MMS0827I,172,2023,14MMS0827I,DTC,0,0,,0
713-2023-173 PA de SEMS DTC  de 14MMS0751J,173,2023,14MMS0751J,DTC,0,0,,0
713-2023-174 PA de SEMS DTC  de 14MMS0830W,174,2023,14MMS0830W,DTC,0,0,,0
713-2023-175 PA de SEMS DTC  de 14MMS0818A,175,2023,14MMS0818A,DTC,2,4,,6
713-2023-176 PA de SEMS DTC  de DGSEMS,176,2023,DGSEMS,DTC,0,0,,0
713-2023-177 PA de SEMS DMT  de 14MMS0607X,177,2023,14MMS0607X,DMT,5,5,,10
713-2023-178 PA de SEMS DMT  de 14MMS0608W,178,2023,14MMS0608W,DMT,3,3,,6
713-2023-179 PA de SEMS DMT  de 14MMS0609V,179,2023,14MMS0609V,DMT,1,0,,1
713-2023-180 PA de SEMS DMT  de 14MMS0610K,180,2023,14MMS0610K,DMT,0,0,,0
713-2023-181 PA de SEMS DMT  de 14MMS0611J,181,2023,14MMS0611J,DMT,4,1,,5
713-2023-182 PA de SEMS DMT  de 14MMS0612I,182,2023,14MMS0612I,DMT,3,2,,5
713-2023-183 PA de SEMS DMT  de 14MMS0613H,183,2023,14MMS0613H,DMT,4,2,,6
713-2023-184 PA de SEMS DMT  de 14MMS0647Y,184,2023,14MMS0647Y,DMT,1,3,,4
713-2023-185 PA de SEMS DMT  de 14MMS0762P,185,2023,14MMS0762P,DMT,1,1,,2
713-2023-186 PA de SEMS DMT  de 14MMS0761Q,186,2023,14MMS0761Q,DMT,0,0,,0
713-2023-187 PA de SEMS DMT  de 14MMS0648X,187,2023,14MMS0648X,DMT,4,1,,5
713-2023-188 PA de SEMS DMT  de 14MMS0649W,188,2023,14MMS0649W,DMT,2,3,,5
713-2023-189 PA de SEMS DMT  de 14MMS0650L,189,2023,14MMS0650L,DMT,1,1,,2
713-2023-190 PA de SEMS DMT  de 14MMS0646Z,190,2023,14MMS0646Z,DMT,2,1,,3
713-2023-191 PA de SEMS DMT  de 14MMS0640E,191,2023,14MMS0640E,DMT,3,3,,6
713-2023-192 PA de SEMS DMT  de 14MMS0615F,192,2023,14MMS0615F,DMT,0,2,,2
713-2023-193 PA de SEMS DMT  de 14MMS0630Y,193,2023,14MMS0630Y,DMT,0,0,,0
713-2023-194 PA de SEMS DMT  de 14MMS0641D,194,2023,14MMS0641D,DMT,0,1,,1
713-2023-195 PA de SEMS DMT  de 14MMS0631X,195,2023,14MMS0631X,DMT,0,0,,0
713-2023-196 PA de SEMS DMT  de 14MMS0636S,196,2023,14MMS0636S,DMT,0,0,,0
713-2023-197 PA de SEMS DMT  de 14MMS0752I,197,2023,14MMS0752I,DMT,0,1,,1
713-2023-198 PA de SEMS DMT  de 14MMS0753H,198,2023,14MMS0753H,DMT,0,0,,0
713-2023-199 PA de SEMS DMT  de 14MMS0757D,199,2023,14MMS0757D,DMT,0,0,,0
713-2023-200 PA de SEMS DMT  de 14MMS0756E,200,2023,14MMS0756E,DMT,0,0,,0
713-2023-201 PA de SEMS DMT  de 14MMS0614G,201,2023,14MMS0614G,DMT,5,2,,7
713-2023-202 PA de SEMS DMT  de 14MMS0645Z,202,2023,14MMS0645Z,DMT,2,1,,3
713-2023-203 PA de SEMS DMT  de 14MMS0623O,203,2023,14MMS0623O,DMT,3,2,,5
713-2023-204 PA de SEMS DMT  de 14MMS0776S,204,2023,14MMS0776S,DMT,2,0,,2
713-2023-205 PA de SEMS DMT  de 14MMS0799C,205,2023,14MMS0799C,DMT,3,1,,4
713-2023-206 PA de SEMS DMT  de 14MMS0878P,206,2023,14MMS0878P,DMT,0,0,,0
713-2023-207 PA de SEMS DMT  de 14MMS0844Z,207,2023,14MMS0844Z,DMT,0,0,,0
713-2023-208 PA de SEMS DMT  de 14MMS0643B,208,2023,14MMS0643B,DMT,0,0,,0
713-2023-209 PA de SEMS DMT  de 14MMS0727J,209,2023,14MMS0727J,DMT,0,0,,0
713-2023-210 PA de SEMS DMT  de 14MMS0717C,210,2023,14MMS0717C,DMT,1,2,,3
713-2023-211 PA de SEMS DMT  de 14MMS0741C,211,2023,14MMS0741C,DMT,0,0,,0
713-2023-212 PA de SEMS DMT  de 14MMS0617D,212,2023,14MMS0617D,DMT,3,0,,3
713-2023-213 PA de SEMS DMT  de 14MMS0662Q,213,2023,14MMS0662Q,DMT,1,0,,1
713-2023-214 PA de SEMS DMT  de 14MMS0663P,214,2023,14MMS0663P,DMT,0,0,,0
713-2023-215 PA de SEMS DMT  de 14MMS0664O,215,2023,14MMS0664O,DMT,1,0,,1
713-2023-216 PA de SEMS DMT  de 14MMS0665N,216,2023,14MMS0665N,DMT,2,0,,2
713-2023-217 PA de SEMS DMT  de 14MMS0619B,217,2023,14MMS0619B,DMT,3,3,,6
713-2023-218 PA de SEMS DMT  de 14MMS0666M,218,2023,14MMS0666M,DMT,2,0,,2
713-2023-219 PA de SEMS DMT  de 14MMS0667L,219,2023,14MMS0667L,DMT,2,0,,2
713-2023-220 PA de SEMS DMT  de 14MMS0728I,220,2023,14MMS0728I,DMT,0,0,,0
713-2023-221 PA de SEMS DMT  de 14MMS0618C,221,2023,14MMS0618C,DMT,0,0,,0
713-2023-222 PA de SEMS DMT  de 14MMS0668K,222,2023,14MMS0668K,DMT,2,0,,2
713-2023-223 PA de SEMS DMT  de 14MMS0747X,223,2023,14MMS0747X,DMT,0,0,,0
713-2023-224 PA de SEMS DMT  de 14MMS0750K,224,2023,14MMS0750K,DMT,0,0,,0
713-2023-225 PA de SEMS DMT  de 14MMS0621Q,225,2023,14MMS0621Q,DMT,1,2,,3
713-2023-226 PA de SEMS DMT  de 14MMS0622P,226,2023,14MMS0622P,DMT,0,2,,2
713-2023-227 PA de SEMS DMT  de 14MMS0732V,227,2023,14MMS0732V,DMT,0,0,,0
713-2023-228 PA de SEMS DMT  de 14MMS0733U,228,2023,14MMS0733U,DMT,0,0,,0
713-2023-229 PA de SEMS DMT  de 14MMS0674V,229,2023,14MMS0674V,DMT,0,1,,1
713-2023-230 PA de SEMS DMT  de 14MMS0675U,230,2023,14MMS0675U,DMT,0,0,,0
713-2023-231 PA de SEMS DMT  de 14MMS0676T,231,2023,14MMS0676T,DMT,0,0,,0
713-2023-232 PA de SEMS DMT  de 14MMS0736R,232,2023,14MMS0736R,DMT,0,0,,0
713-2023-233 PA de SEMS DMT  de 14MMS0677S,233,2023,14MMS0677S,DMT,2,0,,2
713-2023-234 PA de SEMS DMT  de 14MMS0734T,234,2023,14MMS0734T,DMT,0,0,,0
713-2023-235 PA de SEMS DMT  de 14MMS0735S,235,2023,14MMS0735S,DMT,0,0,,0
713-2023-236 PA de SEMS DMT  de 14MMS0737Q,236,2023,14MMS0737Q,DMT,0,0,,0
713-2023-237 PA de SEMS DMT  de 14MMS0651K,237,2023,14MMS0651K,DMT,1,0,,1
713-2023-238 PA de SEMS DMT  de 14MMS0698E,238,2023,14MMS0698E,DMT,0,1,,1
713-2023-239 PA de SEMS DMT  de 14MMS0624N,239,2023,14MMS0624N,DMT,2,2,,4
713-2023-240 PA de SEMS DMT  de 14MMS0682D,240,2023,14MMS0682D,DMT,2,0,,2
713-2023-241 PA de SEMS DMT  de 14MMS0683C,241,2023,14MMS0683C,DMT,1,1,,2
713-2023-242 PA de SEMS DMT  de 14MMS0626L,242,2023,14MMS0626L,DMT,7,1,,8
713-2023-243 PA de SEMS DMT  de 14MMS0758C,243,2023,14MMS0758C,DMT,2,0,,2
713-2023-244 PA de SEMS DMT  de 14MMS0680F,244,2023,14MMS0680F,DMT,1,0,,1
713-2023-245 PA de SEMS DMT  de 14MMS0681E,245,2023,14MMS0681E,DMT,1,1,,2
713-2023-246 PA de SEMS DMT  de 14MMS0707W,246,2023,14MMS0707W,DMT,1,0,,1
713-2023-247 PA de SEMS DMT  de 14MMS0625M,247,2023,14MMS0625M,DMT,1,1,,2
713-2023-248 PA de SEMS DMT  de 14MMS0738P,248,2023,14MMS0738P,DMT,0,0,,0
713-2023-249 PA de SEMS DMT  de 14MMS0684B,249,2023,14MMS0684B,DMT,3,1,,4
713-2023-250 PA de SEMS DMT  de 14MMS0687Z,250,2023,14MMS0687Z,DMT,1,1,,2
713-2023-251 PA de SEMS DMT  de 14MMS0688Y,251,2023,14MMS0688Y,DMT,1,0,,1
713-2023-252 PA de SEMS DMT  de 14MMS0652J,252,2023,14MMS0652J,DMT,1,0,,1
713-2023-253 PA de SEMS DMT  de 14MMS0718B,253,2023,14MMS0718B,DMT,0,0,,0
713-2023-254 PA de SEMS DMT  de 14MMS0637R,254,2023,14MMS0637R,DMT,3,0,,3
713-2023-255 PA de SEMS DMT  de 14MMS0760R,255,2023,14MMS0760R,DMT,0,0,,0
713-2023-256 PA de SEMS DMT  de 14MMS0671Y,256,2023,14MMS0671Y,DMT,0,0,,0
713-2023-257 PA de SEMS DMT  de 14MMS0673W,257,2023,14MMS0673W,DMT,0,0,,0
713-2023-258 PA de SEMS DMT  de 14MMS0731W,258,2023,14MMS0731W,DMT,0,0,,0
713-2023-259 PA de SEMS DMT  de 14MMS0654H,259,2023,14MMS0654H,DMT,0,2,,2
713-2023-260 PA de SEMS DMT  de 14MMS0879O,260,2023,14MMS0879O,DMT,0,0,,0
713-2023-261 PA de SEMS DMT  de 14MMS0642C,261,2023,14MMS0642C,DMT,0,1,,1
713-2023-262 PA de SEMS DMT  de 14MMS0726K,262,2023,14MMS0726K,DMT,0,0,,0
713-2023-263 PA de SEMS DMT  de 14MMS0661R,263,2023,14MMS0661R,DMT,1,0,,1
713-2023-264 PA de SEMS DMT  de 14MMS0685A,264,2023,14MMS0685A,DMT,0,1,,1
713-2023-265 PA de SEMS DMT  de 14MMS0686Z,265,2023,14MMS0686Z,DMT,0,1,,1
713-2023-266 PA de SEMS DMT  de 14MMS0798D,266,2023,14MMS0798D,DMT,0,0,,0
